16   1.768E-02  4.195E-01   3073.   0.100   9.13  -4.22   1.98   1.94   4.19  16.65  13.35  15.33  11.41   9.16   7.21   6.56   6.20   5.84   0     0
15   4.385E-02  5.833E-01   3287.   0.200   8.15  -3.02   1.74   1.40   3.20  14.17  11.17  12.91   9.77   7.97   6.28   5.67   5.36   5.10   0     0
13   7.440E-02  6.964E-01   3473.   0.300   7.57  -2.07   1.56   1.10   2.48  12.41   9.64  11.19   8.54   7.16   5.85   5.22   4.98   4.78   0     0
12   1.110E-01  7.801E-01   3640.   0.400   7.14  -1.59   1.50   0.98   2.09  11.42   8.72  10.22   7.74   6.63   5.53   4.86   4.66   4.50   0     0
11   1.545E-01  8.499E-01   3763.   0.500   6.78  -1.36   1.45   0.93   1.91  10.81   8.14   9.59   7.21   6.23   5.22   4.55   4.37   4.22   0     0
10   2.023E-01  9.121E-01   3860.   0.600   6.49  -1.19   1.42   0.89   1.78  10.32   7.67   9.09   6.78   5.90   4.97   4.30   4.13   4.00   0     0
26   4.769E-01  1.173E+00   4276.   1.000   5.55  -0.76   1.22   0.75   1.41   8.63   6.31   7.53   5.56   4.91   4.13   3.51   3.40   3.29   0     0
25   8.037E-01  1.335E+00   4588.   1.200   4.99  -0.59   1.07   0.65   1.20   7.59   5.58   6.65   4.92   4.38   3.62   3.04   2.94   2.84   0     0
39   3.054E+00  1.858E+00   5446.   1.500   3.54  -0.27   0.76   0.43   0.82   4.91   3.81   4.57   3.37   2.99   2.49   2.07   2.00   1.94   0     0
53   1.733E+01  1.754E+00   8752.   2.000   1.65  -0.18   0.09   0.03   0.08   1.98   1.83   1.92   1.80   1.76   1.66   1.64   1.62   1.61   0     0
50   3.768E+01  1.797E+00  10500.   2.500   0.81  -0.54  -0.05  -0.01  -0.06   1.16   1.35   1.30   1.36   1.41   1.48   1.50   1.52   1.54   0     0
69   7.692E+01  1.991E+00  11893.   3.000   0.03  -0.78  -0.09  -0.02  -0.09   0.45   0.81   0.72   0.83   0.90   1.04   1.08   1.12   1.15   0     0
