16   4.134E-03  2.045E-01   3040.   0.100  10.71  -4.41   2.01   2.03   4.35  18.46  15.12  17.13  13.09  10.77   8.79   8.13   7.75   7.39   0     1
15   1.236E-02  2.961E-01   3325.   0.200   9.52  -2.81   1.67   1.32   3.04  15.28  12.33  14.00  11.01   9.28   7.68   7.07   6.78   6.53   0     0
13   2.243E-02  3.647E-01   3529.   0.300   8.87  -1.87   1.54   1.05   2.33  13.49  10.75  12.28   9.70   8.42   7.19   6.55   6.32   6.14   0     0
12   3.519E-02  4.205E-01   3675.   0.400   8.38  -1.52   1.48   0.96   2.04  12.60   9.91  11.39   8.94   7.87   6.79   6.12   5.92   5.77   0     0
11   5.392E-02  4.748E-01   3802.   0.500   7.92  -1.29   1.44   0.91   1.85  11.87   9.21  10.65   8.29   7.36   6.38   5.71   5.53   5.39   0     0
10   8.517E-02  5.428E-01   3959.   0.600   7.42  -1.09   1.39   0.87   1.70  11.12   8.52   9.90   7.65   6.81   5.93   5.26   5.11   4.98   0     0
20   6.405E-01  8.871E-01   5340.   1.000   5.23  -0.30   0.79   0.45   0.85   6.73   5.53   6.33   5.08   4.68   4.16   3.72   3.64   3.59   0     0
32   1.546E+00  1.122E+00   5929.   1.200   4.28  -0.19   0.60   0.36   0.72   5.09   4.47   5.07   4.11   3.75   3.39   3.08   3.03   2.98   0     0
43   4.579E+00  1.438E+00   6865.   1.500   3.10  -0.11   0.35   0.23   0.46   3.58   3.21   3.56   2.98   2.75   2.57   2.40   2.37   2.34   0     0
53   1.563E+01  1.625E+00   8875.   2.000   1.76  -0.19   0.07   0.02   0.06   2.08   1.96   2.03   1.93   1.89   1.81   1.80   1.78   1.77   0     0
50   3.860E+01  1.857E+00  10397.   2.500   0.78  -0.52  -0.05  -0.01  -0.06   1.13   1.30   1.26   1.31   1.36   1.42   1.45   1.46   1.48   0     0
69   8.062E+01  2.130E+00  11653.   3.000  -0.02  -0.74  -0.08  -0.02  -0.09   0.39   0.72   0.64   0.74   0.81   0.93   0.97   1.01   1.03   0     0
