recno,EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,(V-Ks)o,(V-Ks)u,E(V-Ks),Kmag,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,Mass_calc,Mass,Mass_e
454,205145188,16 10 28.18,-19 10 44.5,,11.79,,7.03,1.17,5.90935982160881,5.86,1.7554,,,,"USco,gold",yes,Simbad,1,0.16578018324641983,0.23,0.0570870217639209
457,205247191,16 10 30.07,-18 39 06.8,,10.55,,7.35,1.35,4.64935982160881,6.0,3.906,,,,"USco,gold",no,Simbad,1,0.4155699666104454,0.194,0.0570870217639209
458,204487447,16 10 30.68,-22 08 23.2,,11.76,,7.07,1.17,5.8793598216088085,5.89,2.0221,,,,"USco,bronze",yes,Simbad,1,0.1691004791749918,0.221,0.0570870217639209
461,204870669,16 10 35.24,-20 29 17.1,,11.71,,6.91,0.54,5.90935982160881,6.37,1.3834,,,,"USco,gold",no,Simbad,1,0.16578018324641983,0.136,0.0570870217639209
464,204495624,16 10 42.58,-22 06 21.5,,11.5,,6.44,0.35,5.719359821608808,6.1,1.9662,,,,"USco,bronze",yes,Simbad,1,0.1914331193457583,0.178,0.0570870217639209
467,202879519,16 10 44.58,-28 01 53.9,,10.77,,6.01,0.0,5.039359821608809,6.01,5.0729,,,,"USco,bronze",,Simbad,1,0.317381742745509,0.193,0.0570870217639209
471,204468732,16 10 49.95,-22 12 51.7,,11.73,,7.17,0.98,5.869359821608809,6.19,0.7695,0.4794,,,"USco,bronze",no,Simbad,1,0.1700609012824911,0.161,0.0570870217639209
473,205054397,16 10 52.39,-19 37 34.7,,10.73,,6.11,0.54,4.929359821608809,5.56,1.8094,,,,"USco,gold",yes,Simbad,1,0.34390613891114225,0.319,0.0570870217639209
476,204655153,16 10 54.99,-21 26 14.1,,11.78,,6.94,0.6,5.969359821608808,6.34,0.52,,,,"USco,gold",no,Simbad,1,0.15948578685972745,0.139,0.0570870217639209
478,204501712,16 10 56.91,-22 04 51.5,,11.4,,6.3,0.52,5.599359821608809,5.79,2.0304,,,,"USco,bronze",yes,Simbad,1,0.21100969794962215,0.251,0.0570870217639209
480,204117263,16 11 02.10,-23 35 50.7,,10.95,,6.11,0.35,5.179359821608809,5.75,0.6423,,,,"USco,gold",no,Simbad,1,0.28727400566485684,0.26,0.0570870217639209
487,204561327,16 11 09.19,-21 49 56.4,,11.6,,6.37,0.75,5.769359821608809,5.63,0.946,,,,"USco,bronze",no,Simbad,1,0.18427545555321428,0.299,0.0570870217639209
500,203759570,16 11 18.46,-25 01 55.0,,11.31,,5.8,0.22,5.559359821608808,5.58,1.8105,,,,"USco,bronze",no,Simbad,1,0.21821427171557803,0.314,0.0570870217639209
504,204099713,16 11 26.29,-23 40 06.3,,12.47,,6.85,0.57,6.6693598216088095,6.28,1.7984,,,,"USco,gold",no,Simbad,1,,0.147,0.0
506,204365837,16 11 31.80,-22 37 08.5,,11.85,,6.61,0.3,6.089359821608809,6.31,1.7422,,,,"USco,gold",no,Simbad,1,0.14688194615694197,0.143,0.0570870217639209
508,204439854,16 11 34.69,-22 19 44.4,,12.33,,6.92,0.73,6.4993598216088095,6.18,1.184,,,,"USco,gold",no,Simbad,1,0.1092979882170203,0.162,0.0570870217639209
509,204074274,16 11 37.60,-23 46 15.0,,11.21,,5.98,0.41,5.429359821608809,5.57,1.8029,,,,"USco,gold",no,Simbad,1,0.24183891956400883,0.317,0.0570870217639209
515,204292655,16 11 45.29,-22 54 33.2,,11.81,,6.82,0.7,5.98935982160881,6.12,1.558,1.708,,,"USco,bronze",no,Simbad,1,0.1574291995026271,0.174,0.0570870217639209
516,205086621,16 11 45.33,-19 28 13.4,,11.81,,7.26,0.99,5.959359821608809,6.27,1.7416,,,,"USco,gold",yes,Simbad,1,0.1606614879694613,0.149,0.0570870217639209
517,205155253,16 11 46.12,-19 07 42.9,,11.15,,7.06,1.11,5.279359821608809,5.95,1.7852,,,,"USco,gold",yes,Simbad,1,0.2693057908396101,0.207,0.0570870217639209
519,205019241,16 11 49.20,-19 47 43.3,,10.82,,6.46,0.57,5.019359821608809,5.89,0.92,,,,"USco,bronze",no,Simbad,1,0.3222740560645261,0.222,0.0570870217639209
524,205091879,16 11 57.63,-19 26 39.1,,10.19,,6.9,1.0,4.32935982160881,5.9,1.0182,,,,"USco,bronze",yes,Simbad,1,0.5158577077038206,0.22,0.0570870217639209
527,204912351,16 12 02.22,-20 17 55.3,,11.08,,6.25,0.47,5.289359821608809,5.77,3.2611,,,,"USco,bronze",no,Simbad,1,0.26730639795400163,0.254,0.0570870217639209
534,205072354,16 12 10.43,-19 32 27.8,,11.24,,6.8,0.68,5.4193598216088095,6.12,0.7718,,,,"USco,gold",no,Simbad,1,0.24368409854271214,0.173,0.0570870217639209
536,205156547,16 12 12.41,-19 07 19.3,,10.96,,7.3,1.45,5.039359821608809,5.86,1.8003,,,,"USco,bronze",yes,Simbad,1,0.317381742745509,0.231,0.0570870217639209
538,202709862,16 12 17.22,-28 39 08.5,,11.3,,5.7,0.05,5.559359821608808,5.65,0.9952,2.0106,,,"USco,gold",no,Simbad,1,0.21821427171557803,0.289,0.0570870217639209
540,205102553,16 12 18.44,-19 23 32.6,,12.0,,7.0,0.85,6.15935982160881,6.15,1.8511,,,,"USco,bronze",no,Simbad,1,0.13952208275479466,0.168,0.0570870217639209
543,204651122,16 12 22.89,-21 27 16.1,,12.03,,7.0,0.73,6.209359821608809,6.27,1.5999,,,,"USco,bronze",yes,Simbad,1,0.134250041742319,0.149,0.0570870217639209
545,204940701,16 12 27.36,-20 09 59.9,,11.53,,6.81,0.71,5.709359821608809,6.1,1.7776,,,,"USco,gold",yes,Simbad,1,0.19288391908465927,0.177,0.0570870217639209
548,210282525,16 12 33.53,-25 43 28.0,,10.14,,6.74,0.66,4.32935982160881,6.07,3.7871,,,,"USco,gold",no,Simbad,1,0.5158577077038206,0.182,0.0570870217639209
556,205013031,16 12 40.20,-19 49 30.6,,11.29,,6.25,0.45,5.4993598216088095,5.81,3.6251,,,,"USco,bronze",no,Simbad,1,0.22912521669340916,0.245,0.0570870217639209
562,204105498,16 12 46.91,-23 38 41.0,,12.62,,7.21,0.73,6.7993598216088085,6.48,0.2844,0.2954,,,"USco,gold",no,Simbad,1,,0.121,0.0
563,205167772,16 12 47.25,-19 03 53.3,,11.75,,6.92,1.12,5.869359821608809,5.81,1.1876,,,,"USco,gold",no,Simbad,1,0.1700609012824911,0.245,0.0570870217639209
565,204888409,16 12 48.96,-20 24 30.6,,12.08,,6.32,0.32,6.309359821608808,5.99,1.3743,,,,"USco,bronze",no,Simbad,1,0.12498745726022636,0.197,0.0570870217639209
572,205082248,16 13 03.05,-19 29 32.3,,12.35,,7.12,1.17,6.469359821608808,5.95,1.7541,,,,"USco,silver",no,Simbad,1,0.11178116072519374,0.207,0.0570870217639209
575,204259310,16 13 09.82,-23 02 18.4,,11.76,,6.29,0.47,5.959359821608809,5.82,1.3301,1.5318,,,"USco,bronze",yes,Simbad,1,0.1606614879694613,0.242,0.0570870217639209
578,204210528,16 13 10.81,-23 13 51.7,,11.61,,5.96,0.0,5.8793598216088085,5.96,0.987,,,,"USco,gold",no,Simbad,1,0.1691004791749918,0.205,0.0570870217639209
580,204491374,16 13 11.71,-22 07 25.6,,11.21,,6.11,0.35,5.439359821608809,5.76,1.2445,,,,"USco,bronze",maybe,Simbad,1,0.24000633356999132,0.259,0.0570870217639209
588,205373716,16 13 20.80,-17 57 52.1,,9.87,,5.83,0.23,4.109359821608809,5.59,1.1268,4.1193,,,"USco,bronze",,Simbad,1,0.6004390945919377,0.309,0.0570870217639209
598,204149252,16 13 34.76,-23 28 15.8,,12.5,,6.65,0.64,6.679359821608809,6.01,0.9942,,,,"USco,gold",no,Simbad,1,,0.193,0.0
600,204152030,16 13 36.46,-23 27 35.6,,11.22,,6.23,0.52,5.4193598216088095,5.72,1.8029,0.8242,1.0198,,"USco,gold",,Simbad,1,0.24368409854271214,0.27,0.0570870217639209
604,204525772,16 13 38.32,-21 58 52.0,,11.0,,5.89,0.32,5.22935982160881,5.57,1.5467,,,,"USco,gold",no,Simbad,1,0.2784219680326826,0.316,0.0570870217639209
621,203534383,16 14 02.97,-25 48 53.3,,11.71,,7.05,0.83,5.869359821608809,6.22,0.2784,0.3234,,,"USco,bronze",no,Simbad,1,0.1700609012824911,0.157,0.0570870217639209
623,203459091,16 14 04.91,-26 04 06.6,,10.76,,6.11,0.28,4.9993598216088095,5.83,0.7071,0.7969,,,"USco,bronze",no,Simbad,1,0.3268061969282156,0.238,0.0570870217639209
626,204492163,16 14 08.95,-22 07 13.3,,11.48,,5.99,0.32,5.709359821608809,5.67,0.5673,,,,"USco,bronze",no,Simbad,1,0.19288391908465927,0.285,0.0570870217639209
627,204449800,16 14 10.10,-22 17 23.7,,9.81,,6.91,0.66,3.9893598216088098,6.25,2.448,1.9503,,,"USco,gold",no,Simbad,1,0.6521388071691363,0.152,0.0570870217639209
632,204332672,16 14 13.51,-22 44 58.0,,11.42,,5.96,0.33,5.64935982160881,5.63,2.6312,,,,"USco,gold",no,Simbad,1,0.20197998853367516,0.297,0.0570870217639209
645,204828211,16 14 36.38,-20 40 49.3,,11.5,,5.62,0.0,5.769359821608809,5.62,0.7257,,,,"USco,bronze",no,Simbad,1,0.18427545555321428,0.3,0.0570870217639209
647,203726701,16 14 39.18,-25 08 56.5,,11.99,,6.24,0.49,6.199359821608809,5.76,1.6873,,,,"USco,bronze",no,Simbad,1,0.13529359677554076,0.259,0.0570870217639209
649,204408619,16 14 41.19,-22 27 05.6,,10.87,,5.61,0.0,5.139359821608808,5.61,2.6303,,,,"USco,gold",no,Simbad,1,0.29469130392442533,0.304,0.0570870217639209
658,203703016,16 14 52.43,-25 13 52.7,,10.45,,6.41,0.71,4.6293598216088085,5.7,4.8533,1.8508,,,"USco,gold",yes,Simbad,1,0.42125639906689694,0.275,0.0570870217639209
667,203770366,16 15 05.24,-24 59 35.4,,11.48,,6.59,0.95,5.6293598216088085,5.63,1.8145,,,,"USco,gold",yes,Simbad,1,0.2056346542740119,0.296,0.0570870217639209
670,204079030,16 15 08.91,-23 45 05.2,,11.34,,5.85,0.28,5.56935982160881,5.58,2.832,,,,"USco,gold",no,Simbad,1,0.21649942220986892,0.315,0.0570870217639209
675,203938167,16 15 12.37,-24 20 09.4,,12.13,,6.27,0.39,6.349359821608809,5.88,1.6151,,,,"USco,gold",yes,Simbad,1,0.12174940411331545,0.225,0.0570870217639209
679,204299578,16 15 15.18,-22 52 54.0,,12.01,,6.45,0.24,6.2493598216088095,6.21,0.7705,,,,"USco,bronze",no,Simbad,1,0.13014051006790597,0.158,0.0570870217639209
684,204584778,16 15 25.15,-21 44 01.5,,11.78,,6.88,0.61,5.969359821608808,6.27,1.7439,,,,"USco,bronze",yes,Simbad,1,0.15948578685972745,0.15,0.0570870217639209
685,203816510,16 15 27.20,-24 49 27.4,,11.51,,6.76,1.07,5.639359821608808,5.69,1.8192,,,,"USco,bronze",yes,Simbad,1,0.2036469540809347,0.277,0.0570870217639209
691,205198363,16 15 33.40,-18 54 25.1,,11.27,,8.23,2.23,5.2493598216088095,6.0,1.8996,,,,"USco,bronze",yes,Simbad,1,0.2748056837623697,0.195,0.0570870217639209
694,204204414,16 15 36.47,-23 15 17.5,,13.1,,6.3,0.16,7.359359821608809,6.15,0.6223,,,,"USco,silver",no,Simbad,1,,0.169,0.0
696,205124381,16 15 39.13,-19 17 00.8,,10.43,,7.51,1.89,4.459359821608809,5.61,1.3957,,,,"USco,gold",no,Simbad,1,0.47283917526533065,0.302,0.0570870217639209
697,204621457,16 15 41.10,-21 34 46.4,,11.7,,6.28,0.45,5.9193598216088095,5.84,0.5626,,,,"USco,bronze",no,Simbad,1,0.1648600775502887,0.236,0.0570870217639209
700,203122463,16 15 48.68,-27 10 54.9,,11.88,,6.64,0.76,6.059359821608808,5.88,1.4668,0.8599,,,"USco,bronze",no,Simbad,1,0.14999102964919467,0.226,0.0570870217639209
701,204467371,16 15 49.13,-22 13 12.0,,12.12,,6.14,0.2,6.369359821608809,5.93,1.8066,,,,"USco,bronze",yes,Simbad,1,0.12011909095418992,0.212,0.0570870217639209
708,204143627,16 15 59.25,-23 29 36.2,,11.31,,6.0,0.35,5.539359821608809,5.65,1.125,,,,"USco,gold",no,Simbad,1,0.22204574935523042,0.292,0.0570870217639209
711,204462739,16 16 00.80,-22 14 19.4,,10.98,,6.56,0.48,5.189359821608809,6.08,1.2944,0.9951,,,"USco,gold",no,Simbad,1,0.2856868307657305,0.181,0.0570870217639209
713,204348630,16 16 02.95,-22 41 09.3,,10.77,,5.92,0.18,5.009359821608809,5.75,1.1663,1.0589,,,"USco,bronze",no,Simbad,1,0.32472204667197285,0.262,0.0570870217639209
719,204199333,16 16 11.83,-23 16 26.7,,11.88,,6.01,0.44,6.089359821608809,5.58,0.8366,,,,"USco,silver",no,Simbad,1,0.14688194615694197,0.315,0.0570870217639209
726,204082531,16 16 20.10,-23 44 14.4,,10.19,,5.81,0.0,4.459359821608809,5.81,0.6513,0.4256,,,"USco,gold",no,Simbad,1,0.47283917526533065,0.244,0.0570870217639209
731,203568037,16 16 24.38,-25 41 54.1,,10.38,,7.19,1.17,4.4993598216088095,6.03,1.1992,0.436,0.8086,,"USco,bronze",no,Simbad,1,0.460830229928818,0.19,0.0570870217639209
734,203710387,16 16 30.66,-25 12 20.4,,11.91,,6.55,0.85,6.06935982160881,5.69,2.5441,,,,"USco,bronze",no,Simbad,1,0.1490914051158656,0.278,0.0570870217639209
736,204499729,16 16 32.26,-22 05 20.1,,12.71,,6.6,0.69,6.889359821608808,5.91,1.5116,1.9907,,,"USco,gold",yes,Simbad,1,,0.218,0.0
737,203416475,16 16 33.06,-26 12 40.7,,11.82,,6.31,0.32,6.0493598216088085,5.99,13.649,,,,"USco,bronze",no,Simbad,1,0.151092463647407,0.198,0.0570870217639209
738,204153041,16 16 33.42,-23 27 21.4,,11.34,,6.28,0.56,5.539359821608809,5.72,0.7567,0.4818,,,"USco,gold",no,Simbad,1,0.22204574935523042,0.268,0.0570870217639209
742,203679848,16 16 41.35,-25 18 39.7,,11.04,,6.86,0.92,5.189359821608809,5.94,0.4985,0.4422,,,"USco,bronze",no,Simbad,1,0.2856868307657305,0.209,0.0570870217639209
747,204126288,16 16 45.38,-23 33 41.6,,12.82,,6.58,0.51,7.019359821608809,6.07,0.2112,,,,"USco,silver",no,Simbad,1,,0.182,0.0
750,203627083,16 16 48.72,-25 29 40.4,,11.5,,6.93,1.13,5.619359821608809,5.8,0.8799,1.2371,,,"USco,bronze",no,Simbad,2,0.20729873436718216,0.247,0.0570870217639209
756,203844508,16 16 56.03,-24 43 05.2,,11.37,,6.86,1.24,5.47935982160881,5.62,2.1352,,,,"USco,bronze",no,Simbad,1,0.23273138309008487,0.302,0.0570870217639209
760,204414610,16 17 06.06,-22 25 41.6,,11.24,,5.86,0.21,5.47935982160881,5.64,3.6567,0.3393,,,"USco,gold",no,Simbad,1,0.23273138309008487,0.293,0.0570870217639209
763,203868608,16 17 18.97,-24 37 18.8,,10.76,,7.08,1.17,4.8793598216088085,5.91,5.6382,1.1066,,,"USco,bronze",no,Simbad,1,0.35636898330924055,0.217,0.0570870217639209
764,204099505,16 17 21.17,-23 40 08.7,,11.59,,6.41,0.77,5.759359821608809,5.64,2.0337,,,,"USco,bronze",no,Simbad,1,0.18570318950927733,0.295,0.0570870217639209
766,203452629,16 17 23.25,-26 05 25.0,,10.81,,6.61,0.64,4.9993598216088095,5.97,3.7607,,,,"USco,bronze",no,Simbad,1,0.3268061969282156,0.201,0.0570870217639209
779,203563208,16 17 38.94,-25 42 55.6,,10.55,,6.6,0.91,4.709359821608809,5.69,0.4307,0.5757,,,"USco,bronze",maybe,Simbad,1,0.3979083971005016,0.279,0.0570870217639209
780,203789628,16 17 46.96,-24 55 21.1,,10.47,,6.78,1.17,4.589359821608809,5.61,1.2829,,,,"USco,bronze",no,Simbad,1,0.43335465912411403,0.305,0.0570870217639209
781,203789325,16 17 47.68,-24 55 25.1,,11.74,,6.88,1.14,5.859359821608809,5.74,2.0229,1.2828,,,"USco,bronze",yes,Simbad,1,0.17143272927965214,0.264,0.0570870217639209
785,202632400,16 17 56.07,-28 56 40.1,,11.97,,6.07,0.0,6.23935982160881,6.07,1.3723,,,,"USco,bronze",no,Simbad,1,0.13116154302020278,0.182,0.0570870217639209
788,203542463,16 18 08.68,-25 47 12.8,,12.14,,8.43,2.15,6.1293598216088085,6.28,1.5633,,,,"USco,bronze",yes,Simbad,1,0.14275586576539628,0.148,0.0570870217639209
789,202910245,16 18 09.10,-27 55 19.8,,11.4,,6.27,0.24,5.639359821608808,6.02,0.5882,,,,"USco,bronze",no,Simbad,1,0.2036469540809347,0.19,0.0570870217639209
794,205272194,16 18 37.58,-18 31 06.7,,11.13,,6.69,0.49,5.339359821608809,6.19,0.3751,0.4368,,,"USco,bronze",no,Simbad,1,0.25841839665215943,0.161,0.0570870217639209
797,203004488,16 18 44.30,-27 35 30.6,,12.24,,6.94,1.09,6.369359821608809,5.85,1.4538,,,,"USco,bronze",no,Simbad,1,0.12011909095418992,0.233,0.0570870217639209
802,204435866,16 19 23.92,-22 20 41.5,,11.9,,6.69,0.7,6.07935982160881,5.99,1.398,,,,"USco,bronze",yes,Simbad,1,0.14800253681872905,0.197,0.0570870217639209
810,204418342,16 19 48.77,-22 24 47.6,,10.83,,5.98,0.0,5.099359821608809,5.98,0.4761,0.6337,,,"USco,silver",no,Simbad,1,0.3024549528750604,0.199,0.0570870217639209
813,204260042,16 19 50.91,-23 02 08.2,,12.14,,6.39,0.32,6.369359821608809,6.07,1.3344,,,,"USco,bronze",maybe,Simbad,1,0.12011909095418992,0.182,0.0570870217639209
815,204168477,16 19 51.85,-23 23 41.0,,10.79,,6.56,0.64,4.97935982160881,5.93,0.7376,0.5238,,,"USco,bronze",no,Simbad,1,0.3317314611048933,0.213,0.0570870217639209
816,204364130,16 19 54.96,-22 37 32.5,,11.46,,6.92,0.57,5.65935982160881,6.35,1.2696,,,,"USco,bronze",no,Simbad,1,0.20023793874144466,0.138,0.0570870217639209
820,204321959,16 20 06.85,-22 47 32.2,,10.79,,6.15,0.4,5.009359821608809,5.76,0.7811,,,,"USco,gold",no,Simbad,1,0.32472204667197285,0.26,0.0570870217639209
823,204932248,16 20 08.97,-20 12 22.5,,10.62,,6.51,0.77,4.789359821608809,5.74,3.7208,,,,"USco,bronze",maybe,Simbad,1,0.3781241991964305,0.265,0.0570870217639209
825,204956337,16 20 21.62,-20 05 35.1,,10.96,,6.45,0.88,5.119359821608809,5.57,7.7648,,,,"USco,gold",no,Simbad,1,0.29842837027420954,0.317,0.0570870217639209
828,204287798,16 20 26.08,-22 55 43.1,,11.84,,7.13,0.76,6.009359821608809,6.37,0.9748,,,,"USco,bronze",no,Simbad,1,0.15539087022968825,0.135,0.0570870217639209
837,204666965,16 20 36.40,-21 23 12.3,,10.02,,5.86,0.21,4.259359821608809,5.65,13.3557,0.4891,,,"USco,gold",no,Simbad,1,0.5428496236120365,0.29,0.0570870217639209
839,203478236,16 20 40.39,-26 00 18.2,,11.51,,6.63,0.82,5.6693598216088095,5.81,1.7358,,,,"USco,bronze",no,Simbad,1,0.19877110597280218,0.245,0.0570870217639209
845,203636498,16 21 05.09,-25 27 42.6,,10.94,,6.34,0.35,5.1693598216088095,5.99,0.7794,,,,"USco,bronze",no,Simbad,1,0.2893444818837617,0.198,0.0570870217639209
848,203425996,16 21 14.32,-26 10 46.4,,11.02,,6.84,1.19,5.139359821608808,5.65,5.2152,,,,"USco,bronze",no,Simbad,1,0.29469130392442533,0.291,0.0570870217639209
849,203625455,16 21 14.92,-25 30 01.2,,11.35,,6.89,0.73,5.529359821608809,6.16,1.0829,,,,"USco,bronze",no,Simbad,1,0.2238273508463849,0.167,0.0570870217639209
852,204346718,16 21 16.80,-22 41 36.8,,12.23,,7.36,1.09,6.359359821608809,6.28,0.6431,,,,"USco,bronze",no,Simbad,1,0.12084125654633289,0.148,0.0570870217639209
860,204644117,16 21 29.61,-21 29 03.9,,11.23,,6.34,0.16,5.469359821608808,6.18,0.5736,,,,"USco,gold",no,Simbad,1,0.23454437532758268,0.163,0.0570870217639209
866,202873945,16 21 39.90,-28 03 06.9,,11.24,,7.38,1.21,5.359359821608809,6.16,0.6258,,,,"USco,bronze",maybe,Simbad,1,0.254575857496327,0.166,0.0570870217639209
868,204471912,16 21 41.26,-22 12 05.7,,9.94,,5.91,0.35,4.1693598216088095,5.56,0.7562,0.8027,,,"USco,gold",no,Simbad,1,0.5774711521330442,0.32,0.0570870217639209
869,204211116,16 21 41.98,-23 13 43.5,,10.96,,7.92,2.02,4.969359821608808,5.9,2.1605,,,,"USco,bronze",yes,Simbad,1,0.33424386721490124,0.22,0.0570870217639209
888,204810161,16 22 14.80,-20 45 40.0,,11.23,,6.33,0.31,5.459359821608809,6.02,1.6579,1.5853,,,"USco,bronze",yes,Simbad,1,0.23636109649262607,0.191,0.0570870217639209
893,204449274,16 22 21.59,-22 17 30.9,,12.62,,6.6,0.52,6.81935982160881,6.08,1.5494,1.2709,,,"USco,gold",yes,Simbad,1,,0.181,0.0
911,204683343,16 23 04.73,-21 18 59.6,,12.16,,6.81,0.66,6.349359821608809,6.15,0.4643,,,,"USco,bronze",no,Simbad,1,0.12174940411331545,0.167,0.0570870217639209
916,204524752,16 23 17.40,-21 59 07.1,,10.16,,6.03,0.3,4.389359821608808,5.74,2.9538,,,,"USco,gold",no,Simbad,1,0.4939845619478561,0.264,0.0570870217639209
917,202906224,16 23 17.61,-27 56 10.9,,11.69,,6.61,0.73,5.859359821608809,5.88,0.7152,6.4585,,,"USco,bronze",no,Simbad,1,0.17143272927965214,0.226,0.0570870217639209
925,204274536,16 23 32.83,-22 58 47.1,,10.29,,7.19,1.62,4.349359821608809,5.57,5.12,,,,"USco,bronze",yes,Simbad,1,0.5080662265617265,0.317,0.0570870217639209
926,202795175,16 23 41.85,-28 20 12.9,,12.74,,7.29,1.41,6.82935982160881,5.88,0.8361,,,,"USco,bronze",no,Simbad,1,,0.224,0.0
958,204268916,16 24 35.20,-23 00 02.5,,10.99,,5.87,0.18,5.22935982160881,5.69,1.7534,,,,"USco,bronze",no,Simbad,1,0.2784219680326826,0.279,0.0570870217639209
968,203343161,16 24 55.87,-26 27 18.3,,11.16,,6.73,0.73,5.339359821608809,5.99,2.2417,,,,"USco,bronze",yes,Simbad,1,0.25841839665215943,0.197,0.0570870217639209
982,204623020,16 25 10.34,-21 34 23.6,,11.45,,6.97,0.86,5.609359821608809,6.11,0.6584,,,,"USco,bronze",no,Simbad,1,0.2093099322037771,0.175,0.0570870217639209
