recno,EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,(V-Ks)o,(V-Ks)u,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
1167,203465909,16 27 49.03,-26 02 44.0,,9.18,,5.95,0.7,9.09,5.25,3.8128,,,,"USco,bronze",yes,Simbad,1,0.999245,3481.0,142.0,0.449,,,-1.1690907004535567
1168,203917608,16 27 49.78,-24 25 21.9,,10.16,,12.09,9.12,8.99,2.97,0.4717,,,,"ROph,bronze",yes,Simbad,1,1.0,,,,,,
1169,203916376,16 27 49.85,-24 25 40.1,,7.3,,7.56,7.03,6.4,0.53,0.4716,,,,"ROph,bronze",no,Simbad,1,0.999968,3943.0,122.0,,,,
1170,205121036,16 27 50.65,-19 18 00.4,,9.31,,4.27,0.0,9.31,4.27,,,,,"USco,bronze",no,Simbad,1,0.999992,3872.0,122.0,,,,
1171,204271913,16 27 51.40,-22 59 22.2,,12.87,,7.75,2.31,12.57,5.43,,,,,"USco,bronze",no,Simbad,1,0.999996,3096.0,158.0,0.59,0.03,0.00952,-1.5220110237491107
1172,203853992,16 27 52.08,-24 40 50.3,16.28,8.13,8.15,8.15,4.53,7.54,3.62,1.5516,,,,"ROph,gold",no,Simbad,1,0.999964,,,,,,
1173,205462610,16 27 52.54,-17 25 35.2,,10.83,,5.28,0.7,10.74,4.58,,,,,"USco,bronze",no,Simbad,1,0.999998,4608.0,122.0,,,,
1174,202689729,16 27 54.85,-28 43 39.2,,9.02,,4.12,0.7,8.93,3.42,,,,,"USco,bronze",no,Simbad,1,0.999996,4701.0,122.0,,,,
1175,203904213,16 27 55.25,-24 28 39.5,,10.79,,,7.15,,,1.6727,,,,"ROph,bronze",yes,Simbad,1,0.999982,,,,,,
1176,203913804,16 27 55.56,-24 26 17.9,14.19,8.9,5.29,5.29,1.07,8.76,4.22,,,,,"ROph,bronze",yes,Simbad,1,0.997667,4241.0,,0.66,,,-0.2728737167934418
1177,203857404,16 27 57.82,-24 40 01.7,,9.87,,12.38,8.76,8.74,3.62,0.7698,,,,"ROph,bronze",maybe,Simbad,1,1.0,,,,,,
1178,203652652,16 27 57.92,-25 24 19.0,,10.08,,4.94,0.16,10.06,4.78,6.2327,,,,"USco,gold",no,Simbad,1,0.992964,3382.0,157.0,0.649,0.021,0.01353,-1.263444152837364
1179,203821589,16 27 59.96,-24 48 19.2,17.42,9.27,8.15,8.15,2.92,8.89,5.23,0.9105,0.6677,,,"ROph,silver",no,Simbad,1,1.0,3307.0,81.0,0.342,,,-1.3612113328426017
1180,203797163,16 28 00.11,-24 53 42.2,,9.65,,7.73,1.65,9.44,6.08,14.5062,,,,"ROph,bronze",maybe,Simbad,1,1.0,3295.0,64.0,,,,
1181,203942313,16 28 02.08,-24 19 04.8,,10.7,,8.12,7.13,9.78,0.99,,,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
1182,203798606,16 28 03.36,-24 53 23.6,,10.49,,7.8,2.18,10.21,5.62,2.3014,,,,"USco,bronze",no,Simbad,1,1.0,2823.0,157.0,0.638,0.021,0.00731,-1.5972229303896526
1183,203943014,16 28 06.44,-24 18 55.0,,10.86,,8.1,6.73,9.99,1.37,,,,,"ROph,bronze",no,Simbad,1,0.999999,3156.0,122.0,,,,
1184,204912809,16 28 07.37,-20 17 47.9,,10.06,,4.96,0.7,9.97,4.26,,,,,"USco,bronze",no,Simbad,1,0.999997,4415.0,122.0,,,,
1185,202828127,16 28 08.95,-28 12 56.6,,12.11,,7.7,1.31,11.94,6.39,1.1663,,,,"USco,bronze",yes,Simbad,1,0.999999,2897.0,157.0,0.42,0.032,0.00393,-1.9404365820987324
1186,203925554,16 28 09.21,-24 23 20.7,,7.14,,14.26,11.51,5.66,2.75,,,,,"ROph,bronze",maybe,Simbad,1,1.0,3972.0,122.0,,,,
1187,203409747,16 28 09.52,-26 14 04.9,,12.03,,6.33,0.79,11.93,5.54,0.9422,,,,"USco,bronze",no,Simbad,1,0.999998,3047.0,157.0,0.401,0.021,0.00353,-1.8877302315827293
1188,203954277,16 28 10.20,-24 16 01.2,13.66,7.97,5.69,5.69,1.55,7.77,4.15,,,,,"ROph,bronze",no,Simbad,1,0.999964,3509.0,122.0,,,,
1189,205157696,16 28 10.26,-19 06 57.9,,11.44,,5.99,1.51,11.25,4.48,,,,,"USco,bronze",no,Simbad,1,0.989146,,,,,,
1190,203991803,16 28 10.99,-24 06 17.7,,10.06,,8.54,3.76,9.58,4.78,1.5335,2.1109,,,"ROph,bronze",no,Simbad,1,1.0,2819.0,157.0,0.642,0.028,0.00829,-1.5929491851957496
1191,203781238,16 28 11.00,-24 57 12.8,,9.67,,6.0,1.76,9.44,4.24,4.8086,,,,"USco,bronze",no,Simbad,1,0.999904,3266.0,,,,,
1192,203901467,16 28 11.08,-24 29 19.7,,10.62,,8.47,6.37,9.8,2.1,,,,,"ROph,bronze",no,Simbad,1,1.0,4537.0,126.0,,,,
1193,203979600,16 28 12.15,-24 09 27.4,,7.19,,11.14,6.36,6.37,4.78,,,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
1194,203810698,16 28 12.28,-24 50 44.5,,9.56,,9.06,4.28,9.0,4.78,1.4925,3.994,,,"ROph,bronze",no,Simbad,1,1.0,,,,,,
1195,203810647,16 28 12.54,-24 50 45.3,,10.38,,,3.55,,,1.4925,3.9936,2.7283,,"ROph,silver",,Simbad,1,1.0,2832.0,157.0,0.659,0.021,0.00805,-1.5540845860488766
1196,203971352,16 28 12.71,-24 11 35.5,,11.09,,12.34,4.96,10.45,7.38,2.4285,,,,"ROph,bronze",yes,Simbad,1,0.999999,2827.0,157.0,0.574,0.037,0.00711,-1.7088532382681143
1197,203887087,16 28 13.79,-24 32 49.4,,10.1,,13.49,8.26,9.03,5.23,6.7027,,,,"ROph,silver",yes,Simbad,1,1.0,,,,,,
1198,203785905,16 28 13.85,-24 56 11.3,,9.7,,8.78,4.82,9.08,3.96,8.7397,,,,"ROph,bronze",yes,Simbad,1,0.999997,,,,,,
1199,203925443,16 28 14.75,-24 23 22.5,,10.55,,12.19,10.0,9.26,2.19,,,,,"ROph,bronze",yes,Simbad,1,1.0,4594.0,136.0,,,,
1200,204411939,16 28 14.88,-22 26 18.9,,12.72,,7.22,1.88,12.48,5.34,1.1144,,,,"USco,bronze",no,Simbad,1,0.999998,2979.0,158.0,0.541,0.027,0.00652,-1.6763354643919
1201,203971363,16 28 15.27,-24 11 35.4,,11.23,,9.09,4.23,10.68,4.86,,,,,"ROph,bronze",no,Simbad,1,1.0,4805.0,133.0,,,,
1202,203870058,16 28 16.50,-24 36 57.9,,9.32,,9.06,3.83,8.82,5.23,,,,,"ROph,bronze",yes,Simbad,1,1.0,,,,,,
1203,203995761,16 28 16.73,-24 05 14.2,,8.86,,8.72,5.37,8.17,3.35,5.1675,,,,"ROph,gold",yes,Simbad,1,1.0,,,,,,
1204,203904453,16 28 18.08,-24 28 36.1,,11.3,,8.99,1.61,11.09,7.38,0.7962,,,,"ROph,bronze",no,Simbad,1,1.0,2752.0,159.0,0.531,0.022,0.00447,-1.830325565941193
1205,202644133,16 28 18.22,-28 54 01.3,11.94,8.27,3.67,3.67,0.0,8.27,3.67,,,,,"USco,bronze",no,Simbad,1,0.999998,4620.0,122.0,,,,
1206,202709894,16 28 18.69,-28 39 08.1,,9.53,,3.89,0.7,9.44,3.19,,,,,"USco,bronze",no,Simbad,1,0.999998,4542.0,122.0,,,,
1207,203779568,16 28 19.22,-24 57 34.3,,9.93,,7.42,2.64,9.58,4.78,11.984,,,,"ROph,gold",no,Simbad,1,0.999998,3633.0,101.0,0.523,,,-1.4461169733561257
1208,203925751,16 28 20.03,-24 23 18.0,,10.62,,9.32,4.54,10.03,4.78,1.8132,,,,"ROph,bronze",no,Simbad,1,1.0,2823.0,157.0,0.623,0.021,0.00689,-1.624702261782661
1209,203931209,16 28 21.50,-24 21 55.2,,10.18,,9.0,4.36,9.62,4.64,6.7455,,,,"ROph,gold",yes,Simbad,1,1.0,,,,,,
1210,203947556,16 28 21.56,-24 17 44.9,,10.55,,8.23,6.81,9.67,1.42,,,,,"ROph,bronze",no,Simbad,1,1.0,4931.0,129.0,,,,
1211,203904033,16 28 22.08,-24 28 42.1,,11.31,,7.56,2.41,11.0,5.16,,,,,"USco,bronze",no,Simbad,1,0.999998,5137.0,99.0,,,,
1212,203820868,16 28 22.96,-24 48 28.9,,10.95,,9.47,3.39,10.51,6.08,1.4517,,,,"ROph,bronze",maybe,Simbad,1,1.0,2819.0,157.0,0.598,0.022,0.00627,-1.6706021206389574
1213,203944388,16 28 23.30,-24 18 33.8,,8.69,,13.57,9.35,7.48,4.22,,,,,"ROph,bronze",no,Simbad,1,1.0,3866.0,123.0,,,,
1214,203928175,16 28 23.32,-24 22 40.9,,8.62,,12.17,8.61,7.51,3.56,4.3728,,,,"ROph,bronze",yes,Simbad,1,0.999998,4487.0,155.0,,,,
1215,203979314,16 28 24.30,-24 09 31.6,,9.83,,8.93,4.43,9.26,4.5,10.7247,,,,"ROph,gold",no,Simbad,1,1.0,,,,,,
1216,203875175,16 28 24.79,-24 35 43.4,,11.3,,7.22,1.87,11.06,5.35,1.9116,,,,"USco,bronze",no,Simbad,1,1.0,2850.0,157.0,0.499,0.021,0.00427,-1.82564940252062
1217,203062441,16 28 24.93,-27 23 18.3,11.14,7.96,3.18,3.18,0.98,7.84,2.2,2.6485,,,,"USco,bronze",yes,Simbad,1,0.999996,4515.0,122.0,,,,
1218,203905577,16 28 25.09,-24 28 19.6,,7.86,,8.47,3.97,7.34,4.5,,,,,"ROph,bronze",maybe,Simbad,1,1.0,3883.0,143.0,,,,
1219,203993703,16 28 32.17,-24 05 48.2,,10.21,,10.62,4.7,9.6,5.92,1.0728,1.4893,,,"ROph,bronze",maybe,Simbad,1,1.0,,,,,,
1220,203956650,16 28 32.56,-24 15 24.4,,9.84,,10.46,5.68,9.11,4.78,0.6752,1.5052,,,"ROph,gold",yes,Simbad,1,1.0,,,,,,
1221,203927902,16 28 32.67,-24 22 45.0,,6.85,,7.09,5.14,6.19,1.95,0.6919,,,,"ROph,bronze",yes,Simbad,1,0.999996,3225.0,124.0,,,,
1222,203888951,16 28 36.32,-24 32 22.5,,11.18,,7.69,2.65,10.84,5.04,1.8703,,,,"ROph,bronze",maybe,Simbad,1,1.0,4542.0,106.0,,,,
1223,204576585,16 28 40.75,-21 46 05.2,10.67,8.17,2.5,2.5,0.66,8.09,1.84,,,,,"USco,bronze",no,Simbad,1,0.999955,5849.1,110.8,1.056,0.133,0.63206,0.17751341389530947
1224,203884740,16 28 41.54,-24 33 23.8,,10.63,,7.64,3.16,10.22,4.48,,,,,"ROph,bronze",no,Simbad,1,0.999999,4860.0,177.0,,,,
1225,203927435,16 28 43.04,-24 22 52.3,,10.14,,8.34,3.11,9.74,5.23,0.482,0.4162,,,"ROph,gold",no,Simbad,1,1.0,,,,,,
1226,203990309,16 28 43.65,-24 06 40.6,,9.34,,8.99,4.85,8.72,4.14,4.9037,,,,"ROph,bronze",no,Simbad,1,1.0,3937.0,63.0,,,,
1227,203504633,16 28 44.53,-25 54 59.1,,11.6,,6.33,0.0,11.6,6.33,0.6203,0.1565,,,"USco,bronze",maybe,Simbad,1,0.999999,2964.0,157.0,0.391,0.028,0.00354,-1.9546770212133426
1228,203115615,16 28 45.13,-27 12 19.5,,9.82,,5.59,0.86,9.71,4.73,26.171,0.9883,,,"USco,bronze",no,Simbad,1,0.999146,,,,,,
1229,203117371,16 28 46.03,-27 11 57.6,,10.4,,5.24,0.17,10.38,5.07,14.0079,,,,"USco,gold",no,Simbad,1,0.997667,3839.0,122.0,0.59,,,-0.800738619822922
1230,203905980,16 28 47.02,-24 28 14.0,,11.95,,8.27,0.89,11.84,7.38,1.8978,,,,"USco,gold",yes,Simbad,1,0.999995,3050.0,161.0,0.405,0.023,0.0038,-1.878440155812499
1231,203919645,16 28 48.43,-24 24 50.3,,11.45,,6.28,1.43,11.26,4.85,,,,,"USco,bronze",no,Simbad,1,0.999997,3393.0,157.0,0.61,0.021,0.01171,-1.3273480771599975
1232,202800225,16 28 50.18,-28 19 06.7,,8.8,,5.45,1.48,8.61,3.97,,,,,"USco,bronze",no,Simbad,1,0.999991,3978.0,122.0,,,,
1233,204341850,16 28 50.43,-22 42 46.4,,12.63,,7.13,1.94,12.38,5.19,,,,,"USco,bronze",no,Simbad,1,0.999995,3052.0,157.0,0.478,0.025,0.00523,-1.74521031260279
1234,203992263,16 28 51.39,-24 06 10.8,,11.75,,7.46,2.26,11.46,5.2,,,,,"USco,bronze",no,Simbad,1,0.999996,5293.0,132.0,0.909,,,-0.16049681329657672
1235,203824474,16 28 52.00,-24 47 39.9,,8.5,,8.94,6.45,7.67,2.49,,,,,"ROph,bronze",no,Simbad,1,1.0,4542.0,105.0,,,,
1236,204570302,16 28 52.79,-21 47 41.2,,10.85,,5.81,0.64,10.77,5.18,3.0356,,,,"USco,bronze",no,Simbad,1,0.999739,3167.0,157.0,0.567,0.021,0.00781,-1.5237482039929664
1237,203824153,16 28 54.06,-24 47 44.1,,8.9,,8.28,3.78,8.42,4.5,12.1645,,,,"ROph,gold",yes,Simbad,1,1.0,,,,,,
1238,202743203,16 28 55.66,-28 31 43.6,,9.29,,3.82,0.0,9.29,3.82,,,,,"USco,bronze",no,Simbad,1,0.999998,4737.0,122.0,,,,
1239,203865042,16 28 56.79,-24 38 10.1,,10.52,,8.64,5.89,9.76,2.75,,,,,"ROph,bronze",no,Simbad,1,1.0,6886.0,222.0,,,,
1240,203893891,16 28 56.94,-24 31 09.9,,10.91,,8.75,2.67,10.56,6.08,3.9402,,,,"ROph,bronze",yes,Simbad,1,1.0,2818.0,157.0,0.591,0.023,0.00618,-1.684449465578095
1241,203840935,16 28 58.37,-24 43 54.8,,11.31,,8.43,3.58,10.85,4.85,,,,,"USco,bronze",no,Simbad,1,0.999999,4382.0,126.0,,,,
1242,203999072,16 28 58.64,-24 04 23.1,,10.49,,8.34,6.66,9.63,1.68,,,,,"ROph,bronze",no,Simbad,1,1.0,4663.0,124.0,,,,
1243,203817904,16 28 59.30,-24 49 08.9,14.72,10.04,4.68,4.68,0.56,9.97,4.12,,,,,"USco,bronze",no,Simbad,1,0.999991,5795.0,128.8,,,,
1244,203806417,16 29 03.92,-24 51 41.4,,10.73,,7.62,1.54,10.54,6.08,1.2335,,,,"ROph,bronze",no,Simbad,1,1.0,2828.0,157.0,0.601,0.021,0.00628,-1.6603498423863159
1245,203766325,16 29 07.33,-25 00 28.2,,11.97,,4.45,0.7,11.88,3.75,,,,,"ROph,bronze",no,Simbad,1,0.999998,6105.0,124.0,1.15,,,0.7180596960290144
1246,203604427,16 29 08.73,-25 34 24.2,,10.13,,5.5,0.0,10.13,5.5,1.421,,,,"USco,bronze",yes,Simbad,1,0.999019,3184.0,157.0,0.656,0.02,0.01139,-1.3568435343802938
1247,202615424,16 29 11.39,-29 00 31.7,,9.95,,5.0,0.7,9.86,4.3,2.8216,3.6911,,,"USco,bronze",no,Simbad,1,0.992964,,,,,,
1248,203844132,16 29 21.38,-24 43 10.5,,9.76,,8.27,4.06,9.24,4.22,,,,,"ROph,bronze",no,Simbad,1,1.0,5011.0,183.0,,,,
1249,203962241,16 29 23.39,-24 13 56.9,,7.02,,,,,,,,,,"ROph,bronze",yes,Simbad,1,1.0,,,,,,
1252,203859204,16 29 25.46,-24 39 35.7,,8.42,,9.55,6.8,7.55,2.75,,,,,"ROph,bronze",no,Simbad,1,1.0,3940.0,123.0,,,,
1253,203962537,16 29 28.19,-24 13 52.6,,11.3,,9.08,4.39,10.74,4.68,,,,,"ROph,bronze",no,Simbad,1,1.0,4866.0,138.0,,,,
1254,203977678,16 29 29.13,-24 09 57.0,,11.65,,6.84,2.2,11.37,4.64,,,,,"ROph,bronze",no,Simbad,1,0.999993,5755.0,124.0,1.03,,,0.5048173442544658
1255,203873636,16 29 32.33,-24 36 06.4,,9.72,,8.8,5.45,9.02,3.35,,,,,"ROph,bronze",no,Simbad,1,1.0,3887.0,124.0,,,,
1256,203873374,16 29 35.09,-24 36 10.7,,9.68,,8.84,3.61,9.22,5.23,2.0632,0.6304,,,"ROph,bronze",yes,Simbad,1,1.0,,,,,,
1257,203782748,16 29 36.23,-24 56 53.0,,12.49,,6.95,0.31,12.45,6.64,,,,,"USco,silver",no,Simbad,1,0.999999,2943.0,157.0,0.289,0.021,0.00187,-2.18575240426808
1258,203036210,16 29 49.91,-27 28 49.9,11.05,8.65,2.4,2.4,0.08,8.64,2.32,3.0258,,,,"USco,gold",no,Simbad,1,0.999617,5238.0,640.5,0.894,0.233,0.41147,0.011600043965079649
1259,202773970,16 29 51.66,-28 24 52.2,,11.18,,6.13,0.94,11.06,5.19,3.6029,,,,"USco,bronze",maybe,Simbad,1,0.999901,3151.0,157.0,0.601,0.021,0.00889,-1.4717262228329562
1260,203774126,16 29 54.59,-24 58 46.0,7.81,7.31,0.5,0.5,0.31,7.27,0.19,1.9698,,,,"USco,gold",yes,Simbad,1,0.997703,,,,,,
1261,203178795,16 29 56.62,-26 59 18.4,,10.44,,5.64,0.35,10.39,5.29,1.605,1.1308,,,"USco,gold",no,Simbad,1,0.999245,3154.0,157.0,0.638,0.02,0.01028,-1.4047242881979005
1262,203033414,16 29 57.98,-27 29 24.9,,11.59,,5.38,0.2,11.57,5.18,15.7906,,,,"USco,bronze",no,Simbad,1,0.999783,3433.0,157.0,0.555,0.021,0.00972,-1.4052760535902533
1263,202816688,16 30 01.49,-28 15 29.5,,9.8,,4.75,0.24,9.77,4.5,,,,,"USco,bronze",no,Simbad,1,0.999997,4445.0,122.0,,,,
1264,203956555,16 30 01.92,-24 15 25.7,,11.89,,5.42,0.85,11.78,4.58,11.6646,,,,"USco,bronze",no,Simbad,1,0.999996,4829.0,124.0,0.783,,,-0.19822595973734958
1265,203044910,16 30 02.74,-27 27 00.8,,9.75,,4.57,0.35,9.71,4.22,7.7349,,,,"USco,gold",no,Simbad,1,0.998258,3668.0,125.2,0.536,0.093,0.02114,-0.8622029569418135
1266,203675505,16 30 11.62,-25 19 33.9,,10.2,,4.49,0.73,10.11,3.76,,,,,"USco,bronze",no,Simbad,1,0.999996,5521.0,122.0,,,,
1267,202911961,16 30 15.67,-27 54 58.5,6.89,6.36,0.53,0.53,0.79,6.26,-0.25,,,,,"USco,bronze",no,Simbad,1,0.999855,8129.0,441.8,1.981,0.382,36.68495,1.773941856576455
1268,202638454,16 30 20.08,-28 55 18.1,,11.77,,6.93,0.44,11.72,6.49,0.2487,0.4455,,,"USco,bronze",no,Simbad,1,0.999999,2869.0,157.0,0.472,0.022,0.00396,-1.8629625452104874
1269,203125449,16 30 24.14,-27 10 17.9,,10.94,,5.92,0.83,10.83,5.09,2.6582,,,,"USco,bronze",no,Simbad,1,0.999442,3198.0,157.0,0.626,0.021,0.01035,-1.4013189010928366
1270,203642025,16 30 44.69,-25 26 34.1,,10.8,,4.98,0.95,10.68,4.03,1.3495,,,,"USco,bronze",no,Simbad,1,0.999324,3167.0,157.0,0.586,0.021,0.00847,-1.489454989793388
1271,203108627,16 30 49.62,-27 13 46.8,,11.38,,6.34,0.64,11.3,5.69,1.2221,,,,"USco,bronze",no,Simbad,1,0.999992,3071.0,157.0,0.548,0.021,0.00659,-1.6110112148752858
1272,205125047,16 30 56.32,-19 16 48.5,,12.11,,6.9,1.49,11.92,5.4,,,,,"USco,bronze",yes,Simbad,1,0.999991,3306.0,157.0,0.535,0.023,0.00829,-1.5057062313346672
1273,203050730,16 31 05.78,-27 25 46.4,,10.53,,5.62,0.28,10.49,5.34,0.4865,0.774,,,"USco,gold",no,Simbad,1,0.999389,3163.0,157.0,0.614,0.021,0.00945,-1.4429742776136167
1274,203189054,16 31 15.41,-26 57 15.2,,10.25,,4.92,0.61,10.17,4.31,10.7353,,,,"USco,gold",no,Simbad,1,0.996487,3578.0,122.0,0.499,,,-0.9655319772449575
1275,205173226,16 31 16.21,-19 02 13.4,,11.02,,6.34,1.54,10.82,4.8,,,,,"USco,bronze",no,Simbad,1,0.999999,5091.0,123.0,0.854,,,-0.011945188564747335
1276,204914113,16 31 16.58,-20 17 26.2,,8.64,,4.24,0.04,8.63,4.21,,,,,"USco,bronze",no,Simbad,1,0.999998,4539.0,122.0,,,,
1277,203122134,16 31 18.67,-27 10 58.8,,11.35,,6.08,0.54,11.28,5.54,0.9875,,,,"USco,bronze",maybe,Simbad,1,0.999981,3068.0,157.0,0.518,0.021,0.00582,-1.665546248849069
1278,205165393,16 31 28.81,-19 04 37.8,,10.68,,5.94,1.19,10.53,4.75,7.5096,,,,"USco,bronze",no,Simbad,1,0.999999,3546.0,122.0,0.483,,,-1.0841782123796013
1279,205526761,16 31 31.54,-16 59 53.0,,8.19,,3.5,1.35,8.02,2.15,,,,,"USco,bronze",no,Simbad,1,0.999997,4697.0,122.0,,,,
1280,202676865,16 31 43.60,-28 46 35.3,,11.0,,5.82,0.4,10.95,5.43,0.4049,,,,"USco,bronze",no,Simbad,1,0.99989,3119.0,157.0,0.591,0.021,0.00824,-1.5084982337626736
1281,202678486,16 31 56.67,-28 46 12.9,,10.49,,5.64,0.16,10.47,5.48,7.3603,,,,"USco,gold",no,Simbad,1,0.999781,,,,,,
1282,205517382,16 32 24.32,-17 03 40.1,,7.96,,4.55,0.7,7.87,3.85,3.3542,,,,"USco,gold",no,Simbad,1,0.996487,3839.0,122.0,,,,
1283,205073944,16 32 28.42,-19 32 00.0,,11.32,,4.93,0.6,11.25,4.33,,,,,"USco,bronze",no,Simbad,1,0.999995,5103.0,122.0,,,,
1284,204377731,16 32 32.53,-22 34 21.6,,9.83,,5.48,0.45,9.77,5.02,4.4576,,,,"USco,bronze",no,Simbad,1,0.99885,3306.0,178.2,0.341,0.118,0.06398,-1.009483555971771
1285,204474909,16 32 59.40,-22 11 22.8,,11.94,,6.4,2.15,11.66,4.24,16.6278,,,,"USco,bronze",no,Simbad,1,0.999911,3266.0,157.0,0.536,0.022,0.00776,-1.5253467466379373
1286,204438478,16 33 02.14,-22 20 04.1,,10.9,,5.15,0.99,10.78,4.16,14.6696,,,,"USco,bronze",no,Simbad,1,0.991951,,,,,,
1287,205123210,16 33 02.50,-19 17 22.0,,11.51,,5.77,0.92,11.39,4.86,,,,,"USco,bronze",no,Simbad,1,0.999998,4827.0,123.0,0.783,,,-0.20129412188495002
1288,210282528,16 33 34.95,-18 32 54.2,,10.4,,5.37,3.6,9.93,1.78,2.2065,,,,"USco,gold",no,Simbad,1,0.992964,3603.0,123.0,0.51,,,-1.0266412001136023
1289,203099159,16 33 35.03,-27 15 45.1,,10.95,,5.45,0.34,10.9,5.11,2.0986,,,,"USco,gold",no,Simbad,1,0.992964,3284.0,157.0,0.612,0.021,0.01062,-1.3805935891132226
1290,204559470,16 33 38.82,-21 50 26.3,,8.87,,5.47,1.21,8.72,4.27,3.621,1.4739,,,"USco,gold",no,Simbad,1,0.999146,3433.0,122.0,,,,
1291,202972156,16 33 58.75,-27 42 16.7,,9.3,,4.98,0.41,9.24,4.56,,,,,"USco,bronze",no,Simbad,1,0.999996,4302.0,122.0,,,,
1292,203181641,16 34 05.85,-26 58 44.2,,8.78,,3.6,0.7,8.69,2.9,0.4305,1.3038,,,"USco,gold",no,Simbad,1,0.999146,4149.0,198.9,0.649,0.082,0.07972,-0.30443077296381443
1293,202619356,16 34 17.86,-28 59 37.4,,9.21,,4.3,0.31,9.17,3.99,11.7302,,,,"USco,bronze",no,Simbad,1,0.999997,4372.0,122.0,,,,
1294,204543256,16 34 22.40,-21 54 31.0,,9.09,,4.71,0.29,9.05,4.42,,,,,"USco,bronze",no,Simbad,1,0.999996,4787.0,122.0,,,,
1295,205431449,16 34 27.74,-17 37 31.6,,11.75,,5.37,0.0,11.75,5.37,0.4629,0.1987,,,"USco,bronze",no,Simbad,1,0.999146,3162.0,157.0,0.368,0.021,0.00341,-1.8867253075356496
1296,203185083,16 34 35.13,-26 58 03.2,,10.48,,6.26,0.51,10.41,5.75,0.4401,,,,"USco,gold",no,Simbad,1,0.99998,3111.0,122.0,,,,
1297,202724532,16 34 38.26,-28 35 50.6,,9.77,,4.93,0.41,9.71,4.52,5.0696,,,,"USco,gold",no,Simbad,1,0.992964,3837.0,150.1,0.589,0.093,0.04988,-0.5745146892919683
1298,205567400,16 34 53.36,-16 42 49.5,,10.77,,5.1,0.7,10.68,4.4,,,,,"USco,bronze",no,Simbad,1,0.999999,4149.0,122.0,,,,
1299,202687442,16 34 58.64,-28 44 10.4,,11.59,,5.8,0.7,11.5,5.1,0.5727,,,,"USco,bronze",no,Simbad,1,0.999977,3065.0,157.0,0.491,0.021,0.00524,-1.7142177262206053
1300,204884822,16 35 06.25,-20 25 28.5,,9.55,,5.72,0.66,9.46,5.07,0.7983,,,,"USco,gold",no,Simbad,1,0.999146,3209.0,122.0,,,,
1301,202679988,16 35 11.88,-28 45 52.0,,8.99,,3.72,0.7,8.9,3.02,2.9473,1.3384,,,"USco,gold",no,Simbad,1,0.992964,4302.0,125.0,,,,
1302,204396558,16 35 23.82,-22 29 54.8,,9.55,,5.35,0.89,9.44,4.46,,,,,"USco,bronze",no,Simbad,1,0.999997,4449.0,122.0,,,,
1303,204226809,16 35 42.08,-23 10 04.1,,9.86,,4.84,0.98,9.74,3.86,,,,,"USco,bronze",no,Simbad,1,0.999997,4537.0,122.0,,,,
1304,203130129,16 35 44.70,-27 09 20.4,,11.56,,5.67,0.0,11.56,5.67,1.6122,,,,"USco,bronze",no,Simbad,1,0.999726,3134.0,157.0,0.487,0.021,0.00548,-1.6831912479469777
1305,203120753,16 35 45.73,-27 11 16.8,,10.28,,4.82,0.6,10.21,4.22,5.3147,,,,"USco,gold",no,Simbad,2,1.0E-6,3520.0,122.0,0.47,,,-1.0534986094304124
1306,204566404,16 35 48.37,-21 48 39.7,,8.48,,4.64,0.71,8.39,3.92,1.7418,,,,"USco,silver",no,Simbad,1,0.999838,3728.0,123.0,0.558,,,-0.5507376446911139
1307,205059490,16 36 39.22,-19 36 07.5,9.43,8.11,1.32,1.32,0.68,8.02,0.64,0.4185,0.5619,0.2157,0.2753,"USco,gold",no,Simbad,1,0.999921,6129.0,139.6,1.159,0.158,0.18803,0.5449147131722302
1308,205435449,16 36 44.44,-17 36 01.4,,10.01,,5.13,0.7,9.92,4.43,5.9497,,,,"USco,bronze",no,Simbad,2,1.0E-6,3501.0,110.4,0.46,0.087,0.01842,-0.9739572789948618
1309,204716087,16 36 49.93,-21 10 26.5,,11.36,,5.32,1.02,11.23,4.3,11.4477,,,,"USco,bronze",no,Simbad,1,0.999146,3420.0,157.0,0.53,0.021,0.00863,-1.4555598626823076
1310,203135082,16 36 52.88,-27 08 18.6,10.14,8.1,2.04,2.04,0.57,8.03,1.47,1.6062,0.7775,,,"USco,bronze",no,Simbad,1,0.999858,5323.0,156.5,0.918,0.116,0.14523,0.39951104686955224
1311,205075874,16 38 28.57,-19 31 26.0,10.13,8.3,1.83,1.83,1.1,8.16,0.73,0.8868,0.8111,,,"USco,bronze",no,Simbad,1,0.999988,5583.0,472.3,0.986,0.238,1.043,0.5339664182100942
1312,205327575,16 38 28.65,-18 13 13.7,6.75,5.69,1.06,1.06,0.73,5.6,0.33,,,,,"USco,silver",yes,Simbad,1,0.999964,10890.0,660.3,2.834,0.392,38.87705,2.3207072025906648
1313,205002311,16 47 47.33,-19 52 31.9,9.06,7.8,1.26,1.26,0.27,7.77,0.99,1.1676,1.1464,,,"USco,gold",yes,Simbad,1,0.996487,6615.0,446.0,1.384,0.292,0.75466,0.5189151478844934
