   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.85000  0.00000000000E+00   1.76683   3.76964  11.71022 -30.00000   0.49701   0.00000  0.00000E+00  9.53190E-01  4.66000E-02  4.73300E-06     0.69690     0.42480     0.00000     0.00020    -0.12165  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0000000000
        2    0.85000  1.53490000000E+04   1.77197   3.76841  11.71525 -30.00000   0.49701   0.00000  0.00000E+00  9.52860E-01  4.69300E-02  1.16800E-05     0.56410     0.42670     0.00000     0.00020     0.00937  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0004527736
        3    0.85000  3.45360000000E+04   1.77871   3.76752  11.72041 -30.00000   0.49701   0.00000  0.00000E+00  9.52440E-01  4.73400E-02  2.05300E-05     0.58710     0.42230     0.00000     0.00020    -0.00918  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0010187627
        4    0.85000  5.85190000000E+04   1.78185   3.76713  11.72276 -30.00000   0.49701   0.00000  0.00000E+00  9.51910E-01  4.78600E-02  3.17400E-05     0.59110     0.42050     0.00000     0.00020    -0.01140  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0017262269
        5    0.85000  8.84980000000E+04   1.78245   3.76696  11.72340 -30.00000   0.49701   0.00000  0.00000E+00  9.51240E-01  4.85100E-02  4.59400E-05     0.58780     0.42190     0.00000     0.00020    -0.00946  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0026105646
        6    0.85000  1.25972000000E+05   1.78276   3.76674  11.72399 -30.00000   0.49701   0.00000  0.00000E+00  9.50410E-01  4.93300E-02  6.40200E-05     0.58510     0.42390     0.00000     0.00020    -0.00872  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0037159941
        7    0.85000  1.72814000000E+05   1.78346   3.76649  11.72484 -30.00000   0.49701   0.00000  0.00000E+00  9.49440E-01  5.02800E-02  8.54100E-05     0.58290     0.42520     0.00000     0.00020    -0.00787  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0050977662
        8    0.85000  2.31367000000E+05   1.78427   3.76628  11.72567 -30.00000   0.49701   0.00000  0.00000E+00  9.48160E-01  5.15200E-02  1.14100E-04     0.58150     0.42570     0.00000     0.00020    -0.00687  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0068249961
        9    0.85000  3.04558000000E+05   1.78486   3.76614  11.72624 -30.00000   0.49701   0.00000  0.00000E+00  9.46570E-01  5.30800E-02  1.51000E-04     0.58080     0.42560     0.00000     0.00020    -0.00613  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0089840261
       10    0.85000  3.96046000000E+05   1.78522   3.76606  11.72659 -30.00000   0.49701   0.00000  0.00000E+00  9.44570E-01  5.50300E-02  1.98700E-04     0.58050     0.42540     0.00000     0.00020    -0.00563  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0116827915
       11    0.85000  5.10406000000E+05   1.78546   3.76599  11.72684 -30.00000   0.49701   0.00000  0.00000E+00  9.42080E-01  5.74500E-02  2.60800E-04     0.58020     0.42540     0.00000     0.00020    -0.00530  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0150562482
       12    0.85000  6.53356000000E+05   1.78568   3.76592  11.72708 -30.00000   0.49701   0.00000  0.00000E+00  9.38960E-01  6.04800E-02  3.42400E-04     0.57960     0.42580     0.00000     0.00020    -0.00510  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0192730690
       13    0.85000  8.32046000000E+05   1.78592   3.76585  11.72735 -30.00000   0.49701   0.00000  0.00000E+00  9.35070E-01  6.42600E-02  4.50500E-04     0.57870     0.42650     0.00000     0.00020    -0.00496  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0245441689
       14    0.85000  1.01266600000E+06   1.78615   3.76579  11.72759 -30.00000   0.49701   0.00000  0.00000E+00  9.31880E-01  6.73600E-02  5.48000E-04     0.57790     0.42730     0.00000     0.00020    -0.00490  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0298722010
       15    0.85000  1.23475600000E+06   1.78643   3.76572  11.72786 -30.00000   0.49701   0.00000  0.00000E+00  9.31330E-01  6.78800E-02  5.77400E-04     0.57730     0.42780     0.00000     0.00020    -0.00487  7.48800E-01  2.51000E-01  3.29500E-05  1.06000E-05  8.55900E-05   1.0364235388
