   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.65000  0.00000000000E+00   1.56566   4.04883  11.05126 -30.00000   0.49978   0.00000  0.00000E+00  9.52870E-01  4.69200E-02  4.91600E-06     0.42570     0.70310     0.00000     0.00040    -0.12873  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0000000000
        2    0.65000  1.30290000000E+04   1.57111   4.04775  11.05614 -30.00000   0.49978   0.00000  0.00000E+00  9.52590E-01  4.72000E-02  1.08700E-05     0.31340     0.69730     0.00000     0.00040    -0.01054  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0003785049
        3    0.65000  2.93150000000E+04   1.57387   4.04681  11.05940 -30.00000   0.49978   0.00000  0.00000E+00  9.52230E-01  4.75500E-02  1.83900E-05     0.33820     0.69260     0.00000     0.00040    -0.03061  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0008516288
        4    0.65000  4.96720000000E+04   1.57517   4.04537  11.06294 -30.00000   0.49978   0.00000  0.00000E+00  9.51780E-01  4.79900E-02  2.78600E-05     0.34360     0.69040     0.00000     0.00040    -0.03383  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0014430190
        5    0.65000  7.51190000000E+04   1.57764   4.04354  11.06783 -30.00000   0.49978   0.00000  0.00000E+00  9.51220E-01  4.85400E-02  3.98100E-05     0.33650     0.68880     0.00000     0.00040    -0.02509  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0021822787
        6    0.65000  1.06928000000E+05   1.58124   4.04172  11.07327 -30.00000   0.49978   0.00000  0.00000E+00  9.50520E-01  4.92200E-02  5.49800E-05     0.32940     0.68760     0.00000     0.00040    -0.01669  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0031063605
        7    0.65000  1.46689000000E+05   1.58481   4.04025  11.07800 -30.00000   0.49978   0.00000  0.00000E+00  9.49640E-01  5.00900E-02  7.43200E-05     0.32360     0.68760     0.00000     0.00040    -0.01086  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0042614556
        8    0.65000  1.96390000000E+05   1.58748   4.03927  11.08129 -30.00000   0.49978   0.00000  0.00000E+00  9.48520E-01  5.11700E-02  9.90900E-05     0.31970     0.68880     0.00000     0.00040    -0.00810  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0057053171
        9    0.65000  2.58516000000E+05   1.58907   4.03877  11.08310 -30.00000   0.49978   0.00000  0.00000E+00  9.47190E-01  5.24800E-02  1.29500E-04     0.31760     0.69030     0.00000     0.00040    -0.00742  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0075101367
       10    0.65000  3.36174000000E+05   1.58977   4.03861  11.08376 -30.00000   0.49978   0.00000  0.00000E+00  9.45460E-01  5.41600E-02  1.69900E-04     0.31660     0.69120     0.00000     0.00040    -0.00730  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0097661758
       11    0.65000  4.33246000000E+05   1.58989   4.03864  11.08376 -30.00000   0.49978   0.00000  0.00000E+00  9.43300E-01  5.62700E-02  2.22300E-04     0.31610     0.69160     0.00000     0.00040    -0.00729  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0125862102
       12    0.65000  5.54586000000E+05   1.58979   4.03869  11.08360 -30.00000   0.49978   0.00000  0.00000E+00  9.40590E-01  5.89100E-02  2.90800E-04     0.31550     0.69210     0.00000     0.00040    -0.00726  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0161112531
       13    0.65000  7.06266000000E+05   1.58968   4.03869  11.08355 -30.00000   0.49978   0.00000  0.00000E+00  9.37220E-01  6.21900E-02  3.80900E-04     0.31460     0.69300     0.00000     0.00040    -0.00722  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0205177020
       14    0.65000  8.83046000000E+05   1.58964   4.03863  11.08364 -30.00000   0.49978   0.00000  0.00000E+00  9.33850E-01  6.54600E-02  4.78300E-04     0.31340     0.69460     0.00000     0.00040    -0.00740  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0256533298
       15    0.65000  1.08938600000E+06   1.58964   4.03854  11.08383 -30.00000   0.49978   0.00000  0.00000E+00  9.29500E-01  6.96800E-02  6.09000E-04     0.31190     0.69580     0.00000     0.00040    -0.00726  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0316477039
       16    0.65000  1.27545600000E+06   1.58968   4.03850  11.08394 -30.00000   0.49978   0.00000  0.00000E+00  9.30750E-01  6.84400E-02  5.88400E-04     0.31100     0.69640     0.00000     0.00040    -0.00695  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0370532152
       17    0.65000  1.50804600000E+06   1.58960   4.03851  11.08387 -30.00000   0.49978   0.00000  0.00000E+00  9.25780E-01  7.32500E-02  7.45000E-04     0.30960     0.69800     0.00000     0.00040    -0.00727  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0438101769
       18    0.65000  1.69165600000E+06   1.58959   4.03849  11.08390 -30.00000   0.49978   0.00000  0.00000E+00  9.25810E-01  7.32200E-02  7.53800E-04     0.30890     0.69810     0.00000     0.00040    -0.00655  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0491442228
       19    0.65000  1.92116600000E+06   1.58951   4.03851  11.08382 -30.00000   0.49978   0.00000  0.00000E+00  9.22180E-01  7.67200E-02  8.75000E-04     0.30770     0.69980     0.00000     0.00040    -0.00702  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0558117075
       20    0.65000  2.16911600000E+06   1.58942   4.03851  11.08379 -30.00000   0.49978   0.00000  0.00000E+00  9.18260E-01  8.05000E-02  1.01300E-03     0.30620     0.70130     0.00000     0.00040    -0.00704  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0630148919
       21    0.65000  2.41653600000E+06   1.58935   4.03848  11.08381 -30.00000   0.49978   0.00000  0.00000E+00  9.14440E-01  8.41800E-02  1.15500E-03     0.30470     0.70280     0.00000     0.00040    -0.00710  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0702026792
       22    0.65000  2.66962600000E+06   1.58931   4.03844  11.08387 -30.00000   0.49978   0.00000  0.00000E+00  9.10740E-01  8.77300E-02  1.30000E-03     0.30320     0.70430     0.00000     0.00040    -0.00707  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0775551855
       23    0.65000  2.93671600000E+06   1.58926   4.03840  11.08393 -30.00000   0.49978   0.00000  0.00000E+00  9.06560E-01  9.17400E-02  1.46900E-03     0.30150     0.70600     0.00000     0.00040    -0.00703  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0853144051
       24    0.65000  3.18592600000E+06   1.58921   4.03836  11.08399 -30.00000   0.49978   0.00000  0.00000E+00  9.02650E-01  9.54800E-02  1.63400E-03     0.29990     0.70760     0.00000     0.00040    -0.00703  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0925541937
