   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.54000  0.00000000000E+00   1.38477   4.29813  10.46221 -30.00000   0.49982   0.00000  0.00000E+00  9.52880E-01  4.69200E-02  4.91100E-06     0.02520     0.98170     0.00000     0.00060    -0.00642  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0000000000
        2    0.54000  1.53490000000E+04   1.38592   4.29811  10.46284 -30.00000   0.49982   0.00000  0.00000E+00  9.52560E-01  4.72300E-02  1.16400E-05     0.02490     0.98090     0.00000     0.00050    -0.00525  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0003993684
        3    0.54000  3.45360000000E+04   1.38686   4.29808  10.46337 -30.00000   0.49982   0.00000  0.00000E+00  9.52160E-01  4.76200E-02  2.01200E-05     0.02530     0.98080     0.00000     0.00050    -0.00555  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0008985984
        4    0.54000  5.85190000000E+04   1.38758   4.29805  10.46378 -30.00000   0.49982   0.00000  0.00000E+00  9.51660E-01  4.81000E-02  3.08300E-05     0.02540     0.98150     0.00000     0.00050    -0.00627  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0015226164
        5    0.54000  8.84980000000E+04   1.38809   4.29803  10.46407 -30.00000   0.49982   0.00000  0.00000E+00  9.51040E-01  4.87100E-02  4.44000E-05     0.02540     0.98250     0.00000     0.00050    -0.00733  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0023026454
        6    0.54000  1.25972000000E+05   1.38839   4.29801  10.46427 -30.00000   0.49982   0.00000  0.00000E+00  9.50260E-01  4.94800E-02  6.16300E-05     0.02540     0.98370     0.00000     0.00050    -0.00851  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0032776882
        7    0.54000  1.72814000000E+05   1.38854   4.29799  10.46439 -30.00000   0.49982   0.00000  0.00000E+00  9.49280E-01  5.04300E-02  8.35800E-05     0.02540     0.98470     0.00000     0.00050    -0.00950  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0044964786
        8    0.54000  2.31367000000E+05   1.38860   4.29795  10.46449 -30.00000   0.49982   0.00000  0.00000E+00  9.48060E-01  5.16300E-02  1.11600E-04     0.02530     0.98540     0.00000     0.00050    -0.01011  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0060199797
        9    0.54000  3.04558000000E+05   1.38864   4.29790  10.46461 -30.00000   0.49982   0.00000  0.00000E+00  9.46530E-01  5.31200E-02  1.47700E-04     0.02530     0.98560     0.00000     0.00050    -0.01032  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0079243495
       10    0.54000  3.96046000000E+05   1.38876   4.29782  10.46484 -30.00000   0.49982   0.00000  0.00000E+00  9.44620E-01  5.49800E-02  1.94200E-04     0.02520     0.98570     0.00000     0.00050    -0.01026  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0103047923
