   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.66000  0.00000000000E+00   1.58222   4.02754  11.10212 -30.00000   0.49978   0.00000  0.00000E+00  9.52870E-01  4.69200E-02  4.92600E-06     0.46050     0.67670     0.00000     0.00040    -0.13714  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0000000000
        2    0.66000  1.17070000000E+04   1.58752   4.02618  11.10749 -30.00000   0.49978   0.00000  0.00000E+00  9.52620E-01  4.71700E-02  1.03000E-05     0.34900     0.67060     0.00000     0.00040    -0.01953  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0003462393
        3    0.66000  2.63410000000E+04   1.59095   4.02518  11.11120 -30.00000   0.49978   0.00000  0.00000E+00  9.52290E-01  4.74900E-02  1.70700E-05     0.36650     0.66520     0.00000     0.00040    -0.03151  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0007790459
        4    0.66000  4.46340000000E+04   1.59239   4.02385  11.11459 -30.00000   0.49978   0.00000  0.00000E+00  9.51890E-01  4.78800E-02  2.55900E-05     0.37080     0.66300     0.00000     0.00040    -0.03363  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0013200689
        5    0.66000  6.75000000000E+04   1.59440   4.02211  11.11907 -30.00000   0.49978   0.00000  0.00000E+00  9.51380E-01  4.83800E-02  3.63400E-05     0.36360     0.66210     0.00000     0.00040    -0.02543  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0019963402
        6    0.66000  9.60820000000E+04   1.59754   4.02028  11.12430 -30.00000   0.49978   0.00000  0.00000E+00  9.50750E-01  4.90000E-02  4.99600E-05     0.35610     0.66150     0.00000     0.00040    -0.01732  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0028416646
        7    0.66000  1.31810000000E+05   1.60091   4.01872  11.12911 -30.00000   0.49978   0.00000  0.00000E+00  9.49960E-01  4.97700E-02  6.72900E-05     0.34980     0.66180     0.00000     0.00040    -0.01123  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0038983349
        8    0.66000  1.76470000000E+05   1.60362   4.01762  11.13266 -30.00000   0.49978   0.00000  0.00000E+00  9.48950E-01  5.07500E-02  8.94600E-05     0.34530     0.66310     0.00000     0.00040    -0.00807  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0052191727
        9    0.66000  2.32295000000E+05   1.60535   4.01701  11.13476 -30.00000   0.49978   0.00000  0.00000E+00  9.47750E-01  5.19300E-02  1.16600E-04     0.34280     0.66480     0.00000     0.00040    -0.00714  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0068702200
       10    0.66000  3.02076000000E+05   1.60619   4.01678  11.13562 -30.00000   0.49978   0.00000  0.00000E+00  9.46190E-01  5.34500E-02  1.52600E-04     0.34150     0.66590     0.00000     0.00040    -0.00698  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0089340218
       11    0.66000  3.89302000000E+05   1.60641   4.01680  11.13570 -30.00000   0.49978   0.00000  0.00000E+00  9.44240E-01  5.53500E-02  1.99100E-04     0.34100     0.66640     0.00000     0.00040    -0.00701  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0115137665
       12    0.66000  4.98332000000E+05   1.60631   4.01689  11.13547 -30.00000   0.49978   0.00000  0.00000E+00  9.41800E-01  5.77300E-02  2.59700E-04     0.34060     0.66680     0.00000     0.00040    -0.00700  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0147383736
       13    0.66000  6.34622000000E+05   1.60616   4.01694  11.13529 -30.00000   0.49978   0.00000  0.00000E+00  9.38750E-01  6.07000E-02  3.39200E-04     0.33980     0.66750     0.00000     0.00040    -0.00696  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0187692063
       14    0.66000  8.04982000000E+05   1.60606   4.01693  11.13527 -30.00000   0.49978   0.00000  0.00000E+00  9.35470E-01  6.38900E-02  4.31500E-04     0.33870     0.66880     0.00000     0.00040    -0.00712  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0238076732
       15    0.66000  1.00916200000E+06   1.60608   4.01689  11.13535 -30.00000   0.49978   0.00000  0.00000E+00  9.36510E-01  6.28600E-02  4.13900E-04     0.33780     0.66910     0.00000     0.00040    -0.00649  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0298463806
       16    0.66000  1.26439200000E+06   1.60600   4.01693  11.13522 -30.00000   0.49978   0.00000  0.00000E+00  9.32490E-01  6.67700E-02  5.29600E-04     0.33650     0.67070     0.00000     0.00040    -0.00687  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0373949127
       17    0.66000  1.51354200000E+06   1.60589   4.01696  11.13511 -30.00000   0.49978   0.00000  0.00000E+00  9.28520E-01  7.06100E-02  6.50600E-04     0.33500     0.67220     0.00000     0.00040    -0.00681  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0447636262
