   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.95000  0.00000000000E+00   1.82014   3.75823  11.75970 -30.00000   0.49305   0.00000  0.00000E+00  9.53840E-01  4.59600E-02  4.55000E-06     0.72720     0.36140     0.00000     0.00020    -0.08841  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0000000000
        2    0.95000  1.53490000000E+04   1.82181   3.75768  11.76163 -30.00000   0.49305   0.00000  0.00000E+00  9.53520E-01  4.62700E-02  1.12200E-05     0.63690     0.36500     0.00000     0.00020    -0.00176  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0004402976
        3    0.95000  3.45360000000E+04   1.82640   3.75709  11.76511 -30.00000   0.49305   0.00000  0.00000E+00  9.53110E-01  4.66700E-02  1.97000E-05     0.65250     0.36300     0.00000     0.00020    -0.01541  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0009906910
        4    0.95000  5.85190000000E+04   1.82973   3.75672  11.76753 -30.00000   0.49305   0.00000  0.00000E+00  9.52600E-01  4.71700E-02  3.04400E-05     0.65390     0.36140     0.00000     0.00020    -0.01511  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0016786613
        5    0.95000  8.84980000000E+04   1.83117   3.75650  11.76868 -30.00000   0.49305   0.00000  0.00000E+00  9.51960E-01  4.78000E-02  4.40400E-05     0.64950     0.36180     0.00000     0.00020    -0.01103  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0025386314
        6    0.95000  1.25972000000E+05   1.83194   3.75632  11.76943 -30.00000   0.49305   0.00000  0.00000E+00  9.51160E-01  4.85800E-02  6.13600E-05     0.64660     0.36280     0.00000     0.00020    -0.00924  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0036136011
        7    0.95000  1.72814000000E+05   1.83272   3.75615  11.77016 -30.00000   0.49305   0.00000  0.00000E+00  9.50210E-01  4.95100E-02  8.22100E-05     0.64480     0.36350     0.00000     0.00020    -0.00807  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0049572990
        8    0.95000  2.31367000000E+05   1.83346   3.75600  11.77082 -30.00000   0.49305   0.00000  0.00000E+00  9.48970E-01  5.07200E-02  1.09800E-04     0.64370     0.36350     0.00000     0.00020    -0.00699  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0066369356
        9    0.95000  3.04558000000E+05   1.83402   3.75589  11.77132 -30.00000   0.49305   0.00000  0.00000E+00  9.47430E-01  5.22200E-02  1.45300E-04     0.64310     0.36330     0.00000     0.00020    -0.00609  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0087364742
       10    0.95000  3.96046000000E+05   1.83441   3.75581  11.77167 -30.00000   0.49305   0.00000  0.00000E+00  9.45500E-01  5.41000E-02  1.91200E-04     0.64270     0.36300     0.00000     0.00020    -0.00546  7.42500E-01  2.57300E-01  3.03900E-05  1.41100E-05  8.64400E-05   1.0113608760
