   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1  150.00000  0.00000000000E+00   6.42333   3.69054  14.19668 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99251  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000000000
        2  150.00000  3.54290000000E-05   6.42332   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99269  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000005927
        3  150.00000  7.50400000000E-05   6.42332   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99275  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000012554
        4  150.00000  1.19326000000E-04   6.42332   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99278  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000019963
        5  150.00000  1.68840000000E-04   6.42332   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99279  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000028247
        6  150.00000  2.24198000000E-04   6.42332   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99280  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000037509
        7  150.00000  2.86090000000E-04   6.42332   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99281  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000047863
        8  150.00000  3.55287000000E-04   6.42332   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99281  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000059440
        9  150.00000  4.32652000000E-04   6.42331   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99282  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000072383
       10  150.00000  5.19149000000E-04   6.42331   3.69054  14.19667 -30.00000   0.00000   0.00000  7.50760E-01  2.48980E-01  3.59600E-05  8.79900E-05     0.00000     0.00000     0.00000     0.00000     0.99282  7.50800E-01  2.49000E-01  3.59600E-05  9.70200E-06  8.79900E-05   1.0000086854
