 16   8.210E-04  1.136E-01   2777.   0.100  12.46  -5.99   2.28   2.78   5.70  22.19  18.46  20.74  15.68  12.76  10.50   9.78   9.33   8.86   0     1
 15   6.210E-03  2.103E-01   3302.   0.200  10.27  -2.94   1.71   1.37   3.14  16.19  13.20  14.92  11.83  10.07   8.41   7.80   7.50   7.24   0     0
 13   1.513E-02  2.933E-01   3563.   0.300   9.30  -1.76   1.52   1.02   2.24  13.78  11.06  12.58  10.04   8.82   7.65   7.00   6.78   6.60   0     0
 12   2.770E-02  3.614E-01   3716.   0.400   8.64  -1.45   1.47   0.94   1.97  12.78  10.09  11.56   9.15   8.12   7.07   6.40   6.20   6.05   0     0
 11   4.584E-02  4.326E-01   3812.   0.500   8.10  -1.27   1.44   0.91   1.84  12.03   9.37  10.80   8.46   7.53   6.56   5.89   5.71   5.58   0     0
 10   8.186E-02  5.227E-01   3989.   0.600   7.47  -1.06   1.38   0.86   1.68  11.12   8.53   9.91   7.67   6.85   5.98   5.31   5.17   5.04   0     0
 26   1.511E-01  6.402E-01   4310.   0.700   6.80  -0.73   1.20   0.74   1.37   9.80   7.53   8.73   6.80   6.16   5.38   4.77   4.66   4.55   0     0
 23   3.009E-01  7.631E-01   4765.   0.800   6.05  -0.48   0.96   0.58   1.06   8.27   6.53   7.49   5.95   5.47   4.77   4.24   4.15   4.06   0     0
 21   6.237E-01  9.160E-01   5221.   0.900   5.26  -0.33   0.82   0.47   0.88   6.89   5.59   6.41   5.12   4.71   4.15   3.70   3.62   3.56   0     0
 39   1.301E+00  1.186E+00   5513.   1.000   4.46  -0.25   0.74   0.42   0.81   5.75   4.72   5.46   4.29   3.91   3.43   3.02   2.95   2.90   0     0
 38   2.761E+00  1.694E+00   5563.   1.100   3.65  -0.25   0.73   0.42   0.80   4.89   3.89   4.62   3.47   3.09   2.63   2.22   2.15   2.10   1     0
 37   3.924E+00  1.925E+00   5699.   1.200   3.27  -0.22   0.68   0.40   0.77   4.39   3.49   4.17   3.09   2.71   2.28   1.90   1.84   1.79   1     0
 35   5.306E+00  2.160E+00   5795.   1.300   2.94  -0.21   0.65   0.39   0.75   3.94   3.15   3.79   2.76   2.39   2.00   1.66   1.60   1.55   1     0
 32   7.006E+00  2.368E+00   5939.   1.400   2.64  -0.19   0.60   0.36   0.72   3.45   2.83   3.43   2.47   2.11   1.75   1.44   1.39   1.34   1     0
 31   9.473E+00  2.739E+00   5963.   1.500   2.31  -0.19   0.60   0.36   0.72   3.11   2.50   3.09   2.14   1.78   1.43   1.12   1.07   1.02   1     0
