 16   8.115E-02  1.021E+00   2937.   0.100   7.48  -5.01   2.11   2.31   4.86  15.98  12.49  14.60  10.18   7.63   5.54   4.85   4.45   4.05   0     1
 16   2.404E-01  1.590E+00   3102.   0.200   6.30  -4.05   1.95   1.86   4.05  13.61  10.35  12.30   8.49   6.30   4.39   3.74   3.38   3.04   0     0
 14   2.655E-01  1.417E+00   3372.   0.300   6.19  -2.55   1.60   1.23   2.85  11.63   8.74  10.34   7.51   5.89   4.37   3.77   3.49   3.26   0     0
 12   3.636E-01  1.463E+00   3595.   0.400   5.85  -1.67   1.51   1.00   2.17  10.23   7.52   9.03   6.52   5.35   4.22   3.56   3.35   3.18   0     0
 11   4.872E-01  1.540E+00   3760.   0.500   5.53  -1.37   1.46   0.93   1.91   9.57   6.90   8.35   5.97   4.99   3.98   3.30   3.12   2.97   0     0
 10   6.290E-01  1.629E+00   3891.   0.600   5.25  -1.16   1.41   0.89   1.76   9.05   6.41   7.82   5.53   4.66   3.74   3.07   2.91   2.78   0     0
 10   7.830E-01  1.717E+00   4001.   0.700   5.02  -1.05   1.37   0.86   1.67   8.66   6.07   7.44   5.21   4.40   3.53   2.87   2.72   2.60   0     0
 27   9.499E-01  1.805E+00   4103.   0.800   4.81  -0.94   1.33   0.82   1.58   8.27   5.75   7.08   4.92   4.17   3.35   2.69   2.56   2.44   0     0
 27   1.132E+00  1.893E+00   4194.   0.900   4.62  -0.83   1.28   0.79   1.49   7.87   5.45   6.73   4.66   3.96   3.18   2.55   2.43   2.31   0     0
 26   1.330E+00  1.981E+00   4275.   1.000   4.44  -0.76   1.22   0.75   1.41   7.52   5.20   6.42   4.45   3.79   3.02   2.40   2.28   2.18   0     0
 26   1.528E+00  2.058E+00   4341.   1.100   4.29  -0.70   1.17   0.72   1.34   7.23   4.99   6.17   4.27   3.66   2.88   2.27   2.16   2.05   0     0
 25   1.755E+00  2.144E+00   4403.   1.200   4.14  -0.67   1.14   0.70   1.30   6.98   4.81   5.96   4.11   3.51   2.74   2.14   2.03   1.92   0     0
 25   1.994E+00  2.225E+00   4457.   1.300   4.00  -0.65   1.12   0.69   1.27   6.77   4.65   5.77   3.96   3.38   2.61   2.02   1.91   1.81   0     0
 25   2.237E+00  2.299E+00   4514.   1.400   3.88  -0.62   1.10   0.67   1.24   6.57   4.50   5.60   3.83   3.26   2.49   1.91   1.81   1.70   0     0
 25   2.520E+00  2.384E+00   4573.   1.500   3.75  -0.60   1.07   0.66   1.21   6.37   4.34   5.42   3.69   3.14   2.38   1.80   1.70   1.60   0     0
