 16   8.510E-02  1.051E+00   2928.   0.100   7.43  -5.06   2.12   2.34   4.91  15.99  12.49  14.61  10.15   7.58   5.48   4.80   4.39   3.99   0     1
 16   3.030E-01  1.827E+00   3075.   0.200   6.05  -4.21   1.98   1.93   4.18  13.55  10.25  12.23   8.32   6.07   4.13   3.48   3.11   2.76   0     0
 15   6.785E-01  2.293E+00   3359.   0.300   5.17  -2.62   1.62   1.25   2.90  10.70   7.79   9.41   6.54   4.89   3.35   2.74   2.46   2.23   0     0
 12   7.688E-01  2.132E+00   3593.   0.400   5.04  -1.68   1.51   1.00   2.17   9.42   6.71   8.22   5.71   4.54   3.40   2.75   2.53   2.36   0     0
 11   9.210E-01  2.117E+00   3767.   0.500   4.84  -1.35   1.45   0.93   1.90   8.87   6.19   7.64   5.27   4.29   3.29   2.61   2.43   2.29   0     0
 10   1.144E+00  2.191E+00   3908.   0.600   4.60  -1.14   1.40   0.88   1.74   8.37   5.75   7.15   4.86   4.00   3.10   2.43   2.27   2.14   0     0
 10   1.396E+00  2.282E+00   4021.   0.700   4.39  -1.03   1.37   0.85   1.66   8.00   5.42   6.79   4.57   3.77   2.91   2.24   2.10   1.98   0     0
 27   1.668E+00  2.379E+00   4125.   0.800   4.19  -0.92   1.32   0.82   1.56   7.60   5.11   6.43   4.30   3.55   2.74   2.09   1.96   1.85   0     0
 26   1.971E+00  2.484E+00   4209.   0.900   4.01  -0.82   1.27   0.78   1.48   7.23   4.83   6.10   4.05   3.35   2.58   1.95   1.83   1.72   0     0
 26   2.306E+00  2.597E+00   4281.   1.000   3.84  -0.75   1.22   0.75   1.40   6.91   4.60   5.81   3.85   3.20   2.42   1.80   1.69   1.58   0     0
 26   2.616E+00  2.687E+00   4345.   1.100   3.71  -0.70   1.17   0.72   1.34   6.63   4.41   5.58   3.69   3.07   2.29   1.68   1.57   1.47   0     0
 25   2.992E+00  2.801E+00   4401.   1.200   3.56  -0.67   1.15   0.71   1.30   6.41   4.23   5.38   3.53   2.93   2.16   1.56   1.45   1.34   0     0
 25   3.370E+00  2.906E+00   4447.   1.300   3.43  -0.65   1.13   0.69   1.28   6.22   4.08   5.21   3.39   2.81   2.04   1.44   1.34   1.23   0     0
 25   3.709E+00  2.986E+00   4498.   1.400   3.33  -0.63   1.10   0.68   1.25   6.05   3.96   5.06   3.28   2.71   1.94   1.35   1.25   1.15   0     0
 25   4.122E+00  3.090E+00   4537.   1.500   3.21  -0.61   1.09   0.67   1.23   5.88   3.83   4.91   3.16   2.60   1.84   1.25   1.15   1.05   0     0
