Unnamed: 0,recno,RA_ICRS_x,DE_ICRS_x,SourceCP_x,RVCP_x,PlxCP_x,GmagCP_x,pmRACP_x,pmDECP_x,bx_x,by_x,bz_x,vx_x,vy_x,vz_x,distC_x,Source_x,Gmag_x,BPmag_x,RPmag_x,E(BR/RP)_x,RV_x,e_RV_x,2MASS_x,Jmag_x,e_Jmag_x,Hmag_x,e_Hmag_x,Kmag_x,e_Kmag_x,WISE_x,SDSS_x,ps1name_x,SimbadName_x,gsc9name_x,Lod19_Mass,_RA.icrs_x,_DE.icrs_x,single_x,Teff_x,logL_x,Tess_Mass,Tess_s_Mass_x,Lod19_Mass_calc,Lod19_Mass_e,RA_ICRS_y,DE_ICRS_y,SourceCP_y,RVCP_y,PlxCP_y,GmagCP_y,pmRACP_y,pmDECP_y,bx_y,by_y,bz_y,vx_y,vy_y,vz_y,distC_y,Source_y,Gmag_y,BPmag_y,RPmag_y,E(BR/RP)_y,RV_y,e_RV_y,2MASS_y,Jmag_y,e_Jmag_y,Hmag_y,e_Hmag_y,Kmag_y,e_Kmag_y,WISE_y,SDSS_y,ps1name_y,SimbadName_y,gsc9name_y,L19_Mass,_RA.icrs_y,_DE.icrs_y,single_y,Teff_y,logL_y,TESS_Mass,Tess_s_Mass_y,TESS_Mass_calc,TESS_Mass_e,Del00_Mass,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
0,1,40.9749583,22.65575,88861709418842496,,6.71157,18.172001,14.119,-30.067,-112.216,54.058,-81.763,,,,37.9345,88861709418842496,12.687849934959718,19.1075,16.4519,2.388,0.0,0.0,02435399+2239209,14.809,0.038,14.092,0.04,13.798,0.056,J024354.01+223920.6,,,,,0.114,40.9748924,22.6558795,1,,,,,0.1017027644927487,0.0151712214702844,40.9749583,22.65575,88861709418842496,,6.71157,18.172001,14.119,-30.067,-112.216,54.058,-81.763,,,,37.9345,88861709418842496,18.1724,19.1075,16.4519,2.388,0.0,0.0,02435399+2239209,14.809,0.038,14.092,0.04,13.798,0.056,J024354.01+223920.6,,,,,0.114,40.9748924,22.6558795,1,,,,,,0.0147834206196253,0.1504932578558185,,,,
1,2,41.7146667,22.6558611,112681288804808064,,8.07824,20.066,22.674,-54.558,-94.145,43.939,-67.304,,,,32.7146,112681288804808064,14.58194993495972,21.0268,18.4419,2.205,0.0,0.0,02465148+2239219,15.996,0.078,15.375,0.096,15.044,0.137,J024651.51+223921.5,,,,,0.059,41.7145609,22.656096,1,,,,,,0.0,41.7146667,22.6558611,112681288804808064,,8.07824,20.066,22.674,-54.558,-94.145,43.939,-67.304,,,,32.7146,112681288804808064,20.0665,21.0268,18.4419,2.205,0.0,0.0,02465148+2239219,15.996,0.078,15.375,0.096,15.044,0.137,J024651.51+223921.5,,,,,0.059,41.7145609,22.656096,1,,,,,,0.0147834206196253,,,,,
2,3,42.242875,27.0338333,114833750319750912,,8.03954,18.396999,20.544,-32.089,-96.912,49.626,-60.142,,,,31.6872,114833750319750912,12.91274993495972,20.490999,17.0233,1.617,0.0,0.0,02485826+2702024,14.949,0.038,14.312,0.043,13.986,0.039,J024858.27+270202.0,,,,,0.1,42.2427757,27.0339715,1,3001.4,-2.679853696889668,0.142,0.021,,0.0,42.242875,27.0338333,114833750319750912,,8.03954,18.396999,20.544,-32.089,-96.912,49.626,-60.142,,,,31.6872,114833750319750912,18.3973,20.490999,17.0233,1.617,0.0,0.0,02485826+2702024,14.949,0.038,14.312,0.043,13.986,0.039,J024858.27+270202.0,,,,,0.1,42.2427757,27.0339715,1,3001.4,-2.679853696889668,0.142,0.021,0.1201651376146789,0.0147834206196253,0.1379466843264623,98.711,47.473,0.0943,0.0184
3,4,42.8222083,28.8111111,128604205745014656,,7.39081,20.045,41.375,-65.287,-106.706,55.827,-61.678,,,,30.9459,128604205745014656,14.559949934959718,21.136499,18.559999,1.94,0.0,0.0,02511726+2848412,16.366,0.095,15.561,0.1,15.271,0.126,J025117.31+284840.4,,,,,0.059,42.822005,28.8113922,1,,,,,,0.0,42.8222083,28.8111111,128604205745014656,,7.39081,20.045,41.375,-65.287,-106.706,55.827,-61.678,,,,30.9459,128604205745014656,20.0445,21.136499,18.559999,1.94,0.0,0.0,02511726+2848412,16.366,0.095,15.561,0.1,15.271,0.126,J025117.31+284840.4,,,,,0.059,42.822005,28.8113922,1,,,,,,0.0147834206196253,,,,,
4,5,42.9286667,31.9433889,130317932056151680,,7.49413,20.243,30.704,-44.299,-106.068,59.397,-55.02,,,,33.5951,130317932056151680,14.758549934959715,21.646799,18.5084,2.307,0.0,0.0,02514283+3156368,15.895,0.059,15.231,0.07,14.942,0.096,J025142.86+315636.4,J025142.86+315636.9,,,,0.056,42.9285109,31.9435796,1,,,,,,0.0,42.9286667,31.9433889,130317932056151680,,7.49413,20.243,30.704,-44.299,-106.068,59.397,-55.02,,,,33.5951,130317932056151680,20.2431,21.646799,18.5084,2.307,0.0,0.0,02514283+3156368,15.895,0.059,15.231,0.07,14.942,0.096,J025142.86+315636.4,J025142.86+315636.9,,,,0.056,42.9285109,31.9435796,1,,,,,,0.0147834206196253,0.0937299349998913,,,,
5,6,43.0527917,26.2459444,114535958762185600,,6.61376,20.782,35.595,-98.306,-118.651,57.729,-73.83,,,,34.7153,114535958762185600,15.297949934959718,21.461399,19.2306,2.171,0.0,0.0,02521263+2614471,16.309,0.095,15.612,0.118,14.951,0.101,J025212.65+261445.9,,,,,0.049,43.0526208,26.2463677,1,,,,,,0.0,43.0527917,26.2459444,114535958762185600,,6.61376,20.782,35.595,-98.306,-118.651,57.729,-73.83,,,,34.7153,114535958762185600,20.7825,21.461399,19.2306,2.171,0.0,0.0,02521263+2614471,16.309,0.095,15.612,0.118,14.951,0.101,J025212.65+261445.9,,,,,0.049,43.0526208,26.2463677,1,,,,,,0.0147834206196253,0.0934467235818348,,,,
6,7,43.0540417,24.5380833,113488463483202304,,7.10538,16.629,30.985,-46.64,-109.754,51.005,-71.832,,,,29.9585,113488463483202304,11.14444993495972,18.319901,15.3174,1.58,0.0,0.0,02521292+2432177,13.543,0.024,12.892,0.023,12.627,0.021,J025212.96+243217.2,,,,,0.221,43.053895,24.5382841,1,,-2.010550190714421,0.305,0.029,0.2009605758248958,0.0151712214702844,43.0540417,24.5380833,113488463483202304,,7.10538,16.629,30.985,-46.64,-109.754,51.005,-71.832,,,,29.9585,113488463483202304,16.629,18.319901,15.3174,1.58,0.0,0.0,02521292+2432177,13.543,0.024,12.892,0.023,12.627,0.021,J025212.96+243217.2,,,,,0.221,43.053895,24.5382841,1,,-2.010550190714421,0.305,0.029,,0.0147834206196253,0.2662446817359289,,,,
7,8,43.10525,30.6208056,129426679098525952,,7.92363,17.341,26.947,-48.168,-100.276,54.185,-54.189,,,,32.1859,129426679098525952,11.85634993495972,19.1623,16.028,1.564,0.0,0.0,02522523+3037158,14.116,0.024,13.566,0.031,13.22,0.028,J025225.25+303715.1,,,,,0.166,43.1051152,30.621013,1,3209.9,-2.3260579935918955,0.205,0.02,0.1434536942112888,0.0151712214702844,43.10525,30.6208056,129426679098525952,,7.92363,17.341,26.947,-48.168,-100.276,54.185,-54.189,,,,32.1859,129426679098525952,17.3409,19.1623,16.028,1.564,0.0,0.0,02522523+3037158,14.116,0.024,13.566,0.031,13.22,0.028,J025225.25+303715.1,,,,,0.166,43.1051152,30.621013,1,3209.9,-2.3260579935918955,0.205,0.02,0.1777826086956522,0.0147834206196253,0.1989085564060606,91.131,47.882,0.1497,0.0314
8,9,43.1699583,24.8493611,113502482256688128,,6.9847,20.257999,15.325,-34.699,-111.943,52.221,-72.383,,,,30.5113,113502482256688128,14.773549934959718,21.6117,18.7889,1.859,0.0,0.0,02524078+2450585,16.25,0.098,15.926,0.169,15.257,0.147,J025240.77+245058.0,,,,,0.056,43.1698856,24.8495105,1,,,,,,0.0,43.1699583,24.8493611,113502482256688128,,6.9847,20.257999,15.325,-34.699,-111.943,52.221,-72.383,,,,30.5113,113502482256688128,20.2581,21.6117,18.7889,1.859,0.0,0.0,02524078+2450585,16.25,0.098,15.926,0.169,15.257,0.147,J025240.77+245058.0,,,,,0.056,43.1698856,24.8495105,1,,,,,,0.0147834206196253,,,,,
9,10,43.2540417,22.6382222,109713328963897344,,7.10482,20.365999,129.4,-209.912,-109.154,47.621,-75.021,,,,29.8896,109713328963897344,14.881849934959718,21.142599,18.6528,2.423,0.0,0.0,02530084+2238208,16.135,0.093,15.765,0.148,15.759,0.207,J025300.69+223817.3,,,,,0.054,43.253438,22.639126,1,,,,,,0.0,43.2540417,22.6382222,109713328963897344,,7.10482,20.365999,129.4,-209.912,-109.154,47.621,-75.021,,,,29.8896,109713328963897344,20.3664,21.142599,18.6528,2.423,0.0,0.0,02530084+2238208,16.135,0.093,15.765,0.148,15.759,0.207,J025300.69+223817.3,,,,,0.054,43.253438,22.639126,1,,,,,,0.0147834206196253,,,,,
10,11,43.326375,19.4446944,84209808865123328,,7.0085,20.68,17.653,-31.896,-108.987,42.776,-81.551,,,,32.41,84209808865123328,15.195749934959718,21.5446,19.140499,2.09,0.0,0.0,02531830+1926415,17.025,0.179,16.597,0.279,15.89,0.215,J025318.32+192641.1,J025318.31+192641.1,,,,0.05,43.3262944,19.4448317,1,,,,,,0.0,43.326375,19.4446944,84209808865123328,,7.0085,20.68,17.653,-31.896,-108.987,42.776,-81.551,,,,32.41,84209808865123328,20.6803,21.5446,19.140499,2.09,0.0,0.0,02531830+1926415,17.025,0.179,16.597,0.279,15.89,0.215,J025318.32+192641.1,J025318.31+192641.1,,,,0.05,43.3262944,19.4448317,1,,,,,,0.0147834206196253,,,,,
11,12,43.5370833,32.3360278,136347211441563136,,6.47203,8.143,22.501,-38.061,-123.725,68.495,-62.243,,,,40.454,136347211441563136,2.65839993495972,8.26617,7.9564,1.16,0.0,0.0,02540887+3220106,7.735,0.019,7.703,0.027,7.664,0.02,J025408.89+322009.9,J025408.86+322010.2,,HD  17962,,1.624,43.5369686,32.3361917,1,7702.5,0.9393105341941156,1.858,0.317,,0.0,43.5370833,32.3360278,136347211441563136,,6.47203,8.143,22.501,-38.061,-123.725,68.495,-62.243,,,,40.454,136347211441563136,8.14295,8.26617,7.9564,1.16,0.0,0.0,02540887+3220106,7.735,0.019,7.703,0.027,7.664,0.02,J025408.89+322009.9,J025408.86+322010.2,,HD  17962,,1.624,43.5369686,32.3361917,1,7702.5,0.9393105341941156,1.858,0.317,1.4,0.0147834206196253,,94.787,50.302,1.3968,0.0062
12,14,43.7927083,19.1301111,83995782054874240,,7.61338,19.757,16.747,-28.665,-100.753,38.213,-75.106,,,,29.8481,83995782054874240,14.27264993495972,19.9807,19.1833,1.32,0.0,0.0,,,,,,,,,J025510.23+190748.7,,,,0.063,43.792632,19.1302345,1,,,,,,0.0,43.7927083,19.1301111,83995782054874240,,7.61338,19.757,16.747,-28.665,-100.753,38.213,-75.106,,,,29.8481,83995782054874240,19.7572,19.9807,19.1833,1.32,0.0,0.0,,,,,,,,,J025510.23+190748.7,,,,0.063,43.792632,19.1302345,1,,,,,,0.0147834206196253,,,,,
13,16,43.9008333,28.6683333,116903344738559744,,7.70699,18.870001,22.674,-35.358,-103.57,51.914,-58.428,,,,28.6561,116903344738559744,13.38534993495972,20.815399,17.412399,1.753,0.0,0.0,02553616+2840064,15.344,0.052,14.705,0.061,14.316,0.069,J025536.18+284006.1,J025536.18+284006.1,,,,0.083,43.900722,28.6684855,1,2931.9,-2.7423214142794463,0.129,0.021,,0.0,43.9008333,28.6683333,116903344738559744,,7.70699,18.870001,22.674,-35.358,-103.57,51.914,-58.428,,,,28.6561,116903344738559744,18.8699,20.815399,17.412399,1.753,0.0,0.0,02553616+2840064,15.344,0.052,14.705,0.061,14.316,0.069,J025536.18+284006.1,J025536.18+284006.1,,,,0.083,43.900722,28.6684855,1,2931.9,-2.7423214142794463,0.129,0.021,0.1,0.0147834206196253,0.1192402761141155,92.982,46.565,0.084,0.0168
14,17,43.942125,22.1146944,109451439038116992,,6.80382,20.851999,9.364,-32.725,-114.681,47.744,-78.555,,,,31.0412,109451439038116992,15.367749934959718,21.8158,19.364901,1.978,0.0,0.0,,,,,,,,J025546.10+220653.0,,,,,0.049,43.9420815,22.1148353,1,,,,,,0.0,43.942125,22.1146944,109451439038116992,,6.80382,20.851999,9.364,-32.725,-114.681,47.744,-78.555,,,,31.0412,109451439038116992,20.8523,21.8158,19.364901,1.978,0.0,0.0,,,,,,,,J025546.10+220653.0,,,,,0.049,43.9420815,22.1148353,1,,,,,,0.0147834206196253,,,,,
15,18,44.23025,21.6938333,109373648590370176,,10.632,20.542999,46.18,-59.502,-73.504,29.795,-50.556,,,,46.9136,109373648590370176,15.058449934959718,21.236,19.246099,1.794,0.0,0.0,,,,,,,,J025655.21+214137.9,,,,,0.052,44.230036,21.6940895,1,,,,,,0.0,44.23025,21.6938333,109373648590370176,,10.632,20.542999,46.18,-59.502,-73.504,29.795,-50.556,,,,46.9136,109373648590370176,20.543,21.236,19.246099,1.794,0.0,0.0,,,,,,,,J025655.21+214137.9,,,,,0.052,44.230036,21.6940895,1,,,,,,0.0147834206196253,,,,,
16,20,44.4818333,20.5739444,108385423860347520,,8.15553,20.325001,29.415,-37.095,-95.598,36.876,-67.349,,,,28.9096,108385423860347520,14.84004993495972,21.4694,18.693501,2.169,0.0,0.0,02575561+2034267,16.26,0.093,15.707,0.116,15.106,0.13,J025755.63+203426.4,J025755.62+203426.6,,,,0.055,44.481698,20.5741041,1,,,,,,0.0,44.4818333,20.5739444,108385423860347520,,8.15553,20.325001,29.415,-37.095,-95.598,36.876,-67.349,,,,28.9096,108385423860347520,20.3246,21.4694,18.693501,2.169,0.0,0.0,02575561+2034267,16.26,0.093,15.707,0.116,15.106,0.13,J025755.63+203426.4,J025755.62+203426.6,,,,0.055,44.481698,20.5741041,1,,,,,,0.0147834206196253,,,,,
17,21,44.5758333,24.9485278,113411124006847872,,6.77539,20.136,23.649,-33.17,-117.387,51.824,-72.925,,,,29.5222,113411124006847872,14.651649934959718,21.464399,18.568199,2.021,0.0,0.0,02581815+2456552,15.878,0.085,15.207,0.11,14.885,0.131,J025818.19+245654.7,,,,,0.058,44.575721,24.9486706,1,,,,,,0.0,44.5758333,24.9485278,113411124006847872,,6.77539,20.136,23.649,-33.17,-117.387,51.824,-72.925,,,,29.5222,113411124006847872,20.1362,21.464399,18.568199,2.021,0.0,0.0,02581815+2456552,15.878,0.085,15.207,0.11,14.885,0.131,J025818.19+245654.7,,,,,0.058,44.575721,24.9486706,1,,,,,,0.0147834206196253,0.0955746262838112,,,,
18,22,44.6915417,21.4703333,108606322618018432,5.54,7.03452,9.364,24.275,-44.168,-111.6,43.95,-76.304,-7.59003,-29.417101,-16.1618,27.853,108606322618018432,3.879909934959718,9.65388,8.94948,1.186,5.5389,1.8601,02584593+2128138,8.48,0.026,8.219,0.024,8.152,0.017,J025845.96+212813.4,,,BD+20   483,,1.259,44.6914294,21.4705235,2,6032.9,0.6367736522823799,1.228,0.18,1.2360952281237485,0.0151712214702844,44.6915417,21.4703333,108606322618018432,5.54,7.03452,9.364,24.275,-44.168,-111.6,43.95,-76.304,-7.59003,-29.417101,-16.1618,27.853,108606322618018432,9.36446,9.65388,8.94948,1.186,5.5389,1.8601,02584593+2128138,8.48,0.026,8.219,0.024,8.152,0.017,J025845.96+212813.4,,,BD+20   483,,1.259,44.6914294,21.4705235,2,6032.9,0.6367736522823799,1.228,0.18,1.4,0.0147834206196253,,26.835,17.501,1.3355,0.0504
19,23,45.0786667,25.5889167,114961023086078336,,7.68136,14.838,20.808,-39.114,-104.372,45.986,-62.768,,,,24.7165,114961023086078336,9.35374993495972,16.0308,13.7529,1.402,0.0,0.0,03001886+2535209,12.322,0.023,11.693,0.021,11.46,0.018,J030018.87+253520.3,,,,,0.455,45.0785674,25.5890851,1,3690.0,-1.5089185827582563,0.459,0.021,0.4388675205045124,0.0151712214702844,45.0786667,25.5889167,114961023086078336,,7.68136,14.838,20.808,-39.114,-104.372,45.986,-62.768,,,,24.7165,114961023086078336,14.8383,16.0308,13.7529,1.402,0.0,0.0,03001886+2535209,12.322,0.023,11.693,0.021,11.46,0.018,J030018.87+253520.3,,,,,0.455,45.0785674,25.5890851,1,3690.0,-1.5089185827582563,0.459,0.021,0.500354609929078,0.0147834206196253,0.4558085127321246,90.929,48.171,0.4527,0.0486
20,24,45.0799583,29.3455833,117011784071733888,,6.95668,16.750999,20.25,-37.295,-116.435,56.873,-62.221,,,,29.2283,117011784071733888,11.266149934959715,18.361799,15.5093,1.503,0.0,0.0,03001915+2920448,13.79,0.026,13.149,0.022,12.976,0.028,J030019.17+292044.3,,,,,0.206,45.0798583,29.3457439,1,3322.9,-2.07727454523862,0.263,0.021,0.1899085344656327,0.0151712214702844,45.0799583,29.3455833,117011784071733888,,6.95668,16.750999,20.25,-37.295,-116.435,56.873,-62.221,,,,29.2283,117011784071733888,16.7507,18.361799,15.5093,1.503,0.0,0.0,03001915+2920448,13.79,0.026,13.149,0.022,12.976,0.028,J030019.17+292044.3,,,,,0.206,45.0798583,29.3457439,1,3322.9,-2.07727454523862,0.263,0.021,0.2401948051948052,0.0147834206196253,0.2243047531405856,82.609,46.013,0.2079,0.0445
21,25,45.317875,14.0651944,29201963682367616,16.78,7.87094,12.505,31.137,-46.8,-96.231,26.904,-78.469,-14.7867,-29.1103,-19.0193,33.998,29201963682367616,7.020249934959718,13.1983,11.7201,1.265,16.7822,1.3523,03011625+1403555,10.733,0.021,10.165,0.022,10.002,0.02,J030116.27+140354.8,,,,,0.718,45.3177368,14.0653959,1,4521.2,-0.762657370302142,0.694,0.082,0.7152733288241553,0.0151712214702844,45.317875,14.0651944,29201963682367616,16.78,7.87094,12.505,31.137,-46.8,-96.231,26.904,-78.469,-14.7867,-29.1103,-19.0193,33.998,29201963682367616,12.5048,13.1983,11.7201,1.265,16.7822,1.3523,03011625+1403555,10.733,0.021,10.165,0.022,10.002,0.02,J030116.27+140354.8,,,,,0.718,45.3177368,14.0653959,1,4521.2,-0.762657370302142,0.694,0.082,0.7306912442396313,0.0147834206196253,0.7598750994805147,84.336,45.122,0.7341,0.0254
22,26,45.40125,25.7203056,115053893163505536,,6.24329,20.483,8.386,-23.091,-128.937,56.281,-76.568,,,,36.1988,115053893163505536,14.99834993495972,21.4167,18.8494,2.228,0.0,0.0,03013629+2543135,16.416,0.1,15.949,0.141,15.645,0.191,J030136.30+254313.1,,,,,0.053,45.4012099,25.720405,1,,,,,,0.0,45.40125,25.7203056,115053893163505536,,6.24329,20.483,8.386,-23.091,-128.937,56.281,-76.568,,,,36.1988,115053893163505536,20.4829,21.4167,18.8494,2.228,0.0,0.0,03013629+2543135,16.416,0.1,15.949,0.141,15.645,0.191,J030136.30+254313.1,,,,,0.053,45.4012099,25.720405,1,,,,,,0.0147834206196253,,,,,
23,27,45.44325,21.7346667,108954562862048640,,6.95262,15.847,21.45,-39.082,-114.066,43.755,-75.905,,,,26.7616,108954562862048640,10.36234993495972,17.3025,14.6487,1.476,0.0,0.0,03014636+2144054,12.992,0.024,12.329,0.03,12.128,0.022,J030146.37+214404.9,,,,,0.319,45.4431506,21.734835,1,3489.6,-1.75448733453912,0.384,0.021,0.2968514383349159,0.0151712214702844,45.44325,21.7346667,108954562862048640,,6.95262,15.847,21.45,-39.082,-114.066,43.755,-75.905,,,,26.7616,108954562862048640,15.8469,17.3025,14.6487,1.476,0.0,0.0,03014636+2144054,12.992,0.024,12.329,0.03,12.128,0.022,J030146.37+214404.9,,,,,0.319,45.4431506,21.734835,1,3489.6,-1.75448733453912,0.384,0.021,0.3660176991150441,0.0147834206196253,0.3381891245251933,78.187,45.248,0.3225,0.0579
24,28,45.44625,26.2881111,115111724898931840,,6.86839,15.31,22.995,-42.308,-117.471,52.04,-68.485,,,,27.1478,115111724898931840,9.825049934959718,16.6735,14.157,1.44,0.0,0.0,03014708+2617179,12.545,0.022,11.816,0.019,11.579,0.017,J030147.09+261717.4,,,,,0.398,45.4461396,26.2882933,1,3596.1,-1.5465287551700613,0.477,0.021,0.3761700977988621,0.0151712214702844,45.44625,26.2881111,115111724898931840,,6.86839,15.31,22.995,-42.308,-117.471,52.04,-68.485,,,,27.1478,115111724898931840,15.3096,16.6735,14.157,1.44,0.0,0.0,03014708+2617179,12.545,0.022,11.816,0.019,11.579,0.017,J030147.09+261717.4,,,,,0.398,45.4461396,26.2882933,1,3596.1,-1.5465287551700613,0.477,0.021,0.4422981366459627,0.0147834206196253,0.4332310261874599,71.813,42.572,0.4074,0.0591
25,29,45.4924167,16.4112222,34251092875973376,,8.54772,20.664,18.629,-31.69,-90.213,27.96,-69.04,,,,33.3851,34251092875973376,15.17984993495972,21.5506,19.0158,2.269,0.0,0.0,03015816+1624410,16.273,0.076,15.414,0.072,15.023,0.127,J030158.17+162440.5,,,,,0.05,45.4923331,16.4113586,1,,,,,,0.0,45.4924167,16.4112222,34251092875973376,,8.54772,20.664,18.629,-31.69,-90.213,27.96,-69.04,,,,33.3851,34251092875973376,20.6644,21.5506,19.0158,2.269,0.0,0.0,03015816+1624410,16.273,0.076,15.414,0.072,15.023,0.127,J030158.17+162440.5,,,,,0.05,45.4923331,16.4113586,1,,,,,,0.0147834206196253,,,,,
26,30,45.534625,31.3158333,135329574774473344,,6.93635,18.799,18.624,-27.572,-117.764,59.502,-58.1,,,,30.87,135329574774473344,13.314849934959716,20.2931,17.402901,1.727,0.0,0.0,03020832+3118573,15.625,0.053,14.923,0.061,14.535,0.07,J030208.31+311857.1,,,,,0.085,45.5345311,31.315952,1,,,,,,0.0,45.534625,31.3158333,135329574774473344,,6.93635,18.799,18.624,-27.572,-117.764,59.502,-58.1,,,,30.87,135329574774473344,18.7994,20.2931,17.402901,1.727,0.0,0.0,03020832+3118573,15.625,0.053,14.923,0.061,14.535,0.07,J030208.31+311857.1,,,,,0.085,45.5345311,31.315952,1,,,,,,0.0147834206196253,0.108939543369096,,,,
27,31,45.7089167,18.2228889,35712141965884928,,6.86427,16.919001,28.402,-50.418,-113.858,37.715,-82.687,,,,30.2132,35712141965884928,11.43434993495972,18.699301,15.5714,1.616,0.0,0.0,03025011+1813232,13.684,0.022,13.103,0.029,12.773,0.027,J030250.13+181322.6,J030250.12+181322.9,,,,0.193,45.708788,18.223106,1,,-2.070581050683796,0.294,0.03,0.1749193073195084,0.0151712214702844,45.7089167,18.2228889,35712141965884928,,6.86427,16.919001,28.402,-50.418,-113.858,37.715,-82.687,,,,30.2132,35712141965884928,16.9189,18.699301,15.5714,1.616,0.0,0.0,03025011+1813232,13.684,0.022,13.103,0.029,12.773,0.027,J030250.13+181322.6,J030250.12+181322.9,,,,0.193,45.708788,18.223106,1,,-2.070581050683796,0.294,0.03,,0.0147834206196253,0.2478747276774718,,,,
28,32,45.7175,24.7705278,111853214814979200,,6.67887,20.201,44.093,-54.686,-120.571,50.467,-73.032,,,,28.4108,111853214814979200,14.71614993495972,21.23,18.682899,2.008,0.0,0.0,03025216+2446149,16.292,0.082,15.679,0.106,15.121,0.115,J030252.16+244615.6,,,,,0.057,45.7172909,24.7707633,1,,,,,,0.0,45.7175,24.7705278,111853214814979200,,6.67887,20.201,44.093,-54.686,-120.571,50.467,-73.032,,,,28.4108,111853214814979200,20.2007,21.23,18.682899,2.008,0.0,0.0,03025216+2446149,16.292,0.082,15.679,0.106,15.121,0.115,J030252.16+244615.6,,,,,0.057,45.7172909,24.7707633,1,,,,,,0.0147834206196253,,,,,
29,33,45.8280833,31.7583056,135368508653824768,,8.36622,15.088,25.158,-50.396,-97.995,49.56,-47.199,,,,31.1963,135368508653824768,9.603249934959718,16.474501,13.9289,1.443,0.0,0.0,03031870+3145308,12.335,0.021,11.688,0.021,11.488,0.02,J030318.73+314530.1,,,,,0.425,45.8279559,31.7585226,2,3432.5,-1.6534514398314677,0.422,0.02,0.40753210570649,0.0151712214702844,45.8280833,31.7583056,135368508653824768,,8.36622,15.088,25.158,-50.396,-97.995,49.56,-47.199,,,,31.1963,135368508653824768,15.0878,16.474501,13.9289,1.443,0.0,0.0,03031870+3145308,12.335,0.021,11.688,0.021,11.488,0.02,J030318.73+314530.1,,,,,0.425,45.8279559,31.7585226,2,3432.5,-1.6534514398314677,0.422,0.02,0.3154867256637168,0.0147834206196253,0.4504392716797195,47.192,30.776,0.3079,0.0681
30,34,45.9924583,26.5440278,115483188032341248,6.66,8.07535,9.946,29.723,-51.327,-100.593,43.923,-57.329,-11.2435,-29.049601,-16.923,24.8722,115483188032341248,4.461169934959719,10.2861,9.46829,1.197,6.664,0.3494,03035814+2632393,8.894,0.029,8.622,0.027,8.579,0.018,J030358.18+263238.7,J030358.17+263238.8,,TYC 1790-817-1,,1.128,45.9923152,26.5442488,1,5654.8,0.1430585576272753,1.089,0.14,1.1101030842288313,0.0151712214702844,45.9924583,26.5440278,115483188032341248,6.66,8.07535,9.946,29.723,-51.327,-100.593,43.923,-57.329,-11.2435,-29.049601,-16.923,24.8722,115483188032341248,9.94572,10.2861,9.46829,1.197,6.664,0.3494,03035814+2632393,8.894,0.029,8.622,0.027,8.579,0.018,J030358.18+263238.7,J030358.17+263238.8,,TYC 1790-817-1,,1.128,45.9923152,26.5442488,1,5654.8,0.1430585576272753,1.089,0.14,1.0253987730061351,0.0147834206196253,,37.628,29.546,1.1467,0.0624
31,35,46.0720833,19.1281944,59777943236934528,,6.72027,15.753,17.178,-34.621,-117.382,39.575,-82.448,,,,30.0484,59777943236934528,10.26844993495972,17.264099,14.5384,1.486,0.0,0.0,03041728+1907422,12.871,0.022,12.289,0.022,12.046,0.02,J030417.29+190741.7,J030417.29+190741.8,,,,0.333,46.072005,19.1283435,1,3496.6,-1.723308468841513,0.41,0.021,0.3101370104145188,0.0151712214702844,46.0720833,19.1281944,59777943236934528,,6.72027,15.753,17.178,-34.621,-117.382,39.575,-82.448,,,,30.0484,59777943236934528,15.753,17.264099,14.5384,1.486,0.0,0.0,03041728+1907422,12.871,0.022,12.289,0.022,12.046,0.02,J030417.29+190741.7,J030417.29+190741.8,,,,0.333,46.072005,19.1283435,1,3496.6,-1.723308468841513,0.41,0.021,0.3722123893805309,0.0147834206196253,0.3513621334190795,75.033,44.125,0.3311,0.0591
32,36,46.1099583,33.2839444,136166066901394048,,6.82599,16.612,21.836,-42.369,-120.647,62.747,-54.49,,,,33.805,136166066901394048,11.12774993495972,18.3624,15.3462,1.514,0.0,0.0,03042636+3317028,13.57,0.023,12.89,0.024,12.658,0.026,J030426.38+331702.5,,,,,0.223,46.1098458,33.2841268,1,3317.9,-2.00086947506644,0.311,0.021,0.2030310000597705,0.0151712214702844,46.1099583,33.2839444,136166066901394048,,6.82599,16.612,21.836,-42.369,-120.647,62.747,-54.49,,,,33.805,136166066901394048,16.6123,18.3624,15.3462,1.514,0.0,0.0,03042636+3317028,13.57,0.023,12.89,0.024,12.658,0.026,J030426.38+331702.5,,,,,0.223,46.1098458,33.2841268,1,3317.9,-2.00086947506644,0.311,0.021,0.236948051948052,0.0147834206196253,0.2622436395478225,68.606,41.518,0.2151,0.0502
