Unnamed: 0,recno,RA_ICRS_x,DE_ICRS_x,SourceCP_x,RVCP_x,PlxCP_x,GmagCP_x,pmRACP_x,pmDECP_x,bx_x,by_x,bz_x,vx_x,vy_x,vz_x,distC_x,Source_x,Gmag_x,BPmag_x,RPmag_x,E(BR/RP)_x,RV_x,e_RV_x,2MASS_x,Jmag_x,e_Jmag_x,Hmag_x,e_Hmag_x,Kmag_x,e_Kmag_x,WISE_x,SDSS_x,ps1name_x,SimbadName_x,gsc9name_x,Lod19_Mass,_RA.icrs_x,_DE.icrs_x,single_x,Teff_x,logL_x,Tess_Mass,Tess_s_Mass_x,Lod19_Mass_calc,Lod19_Mass_e,RA_ICRS_y,DE_ICRS_y,SourceCP_y,RVCP_y,PlxCP_y,GmagCP_y,pmRACP_y,pmDECP_y,bx_y,by_y,bz_y,vx_y,vy_y,vz_y,distC_y,Source_y,Gmag_y,BPmag_y,RPmag_y,E(BR/RP)_y,RV_y,e_RV_y,2MASS_y,Jmag_y,e_Jmag_y,Hmag_y,e_Hmag_y,Kmag_y,e_Kmag_y,WISE_y,SDSS_y,ps1name_y,SimbadName_y,gsc9name_y,L19_Mass,_RA.icrs_y,_DE.icrs_y,single_y,Teff_y,logL_y,TESS_Mass,Tess_s_Mass_y,TESS_Mass_calc,TESS_Mass_e,Del00_Mass,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
1979,2007,60.663625,35.2090278,219102705725339264,,8.02497,18.51,17.58,-45.012,-115.023,38.833,-28.101,,,,28.6598,219102705725339264,13.02564993495972,20.4282,17.1297,1.645,0.0,0.0,04023924+3512331,15.15,0.046,14.575,0.056,14.214,0.053,J040239.26+351232.7,,,,,0.096,60.6635324,35.2092216,1,3064.8,-2.712198272896882,0.13,0.02,,0.0,60.663625,35.2090278,219102705725339264,,8.02497,18.51,17.58,-45.012,-115.023,38.833,-28.101,,,,28.6598,219102705725339264,18.5102,20.4282,17.1297,1.645,0.0,0.0,04023924+3512331,15.15,0.046,14.575,0.056,14.214,0.053,J040239.26+351232.7,,,,,0.096,60.6635324,35.2092216,1,3064.8,-2.712198272896882,0.13,0.02,0.1324810126582279,0.0147834206196253,0.1245954615912127,120.209,47.582,0.1012,0.0167
1980,2008,61.0499583,12.0820833,3304743314391604480,,6.96392,18.548,14.703,-33.745,-125.592,1.379,-69.606,,,,31.8893,3304743314391604480,13.063449934959715,18.5455,18.3682,1.238,0.0,0.0,,,,,,,,,J040411.97+120455.7,,,J040411.98+120455.7,0.094,61.0498936,12.0822286,2,,,,,,0.0,61.0499583,12.0820833,3304743314391604480,,6.96392,18.548,14.703,-33.745,-125.592,1.379,-69.606,,,,31.8893,3304743314391604480,18.548,18.5455,18.3682,1.238,0.0,0.0,,,,,,,,,J040411.97+120455.7,,,J040411.98+120455.7,0.094,61.0498936,12.0822286,2,,,,,,0.0147834206196253,,,,,
1981,2009,60.674625,22.4716389,53356722315818368,,7.25101,18.864,18.279,-47.589,-125.976,20.792,-52.128,,,,10.2414,53356722315818368,13.37954993495972,20.865601,17.402201,1.753,0.0,0.0,04024189+2228186,15.052,0.046,14.519,0.064,14.2,0.067,J040241.91+222818.3,,,UGCS J040241.90+222818.2,J040241.90+222818.2,0.083,60.6745398,22.4718438,1,,-2.6757175444416075,0.143,0.022,,0.0,60.674625,22.4716389,53356722315818368,,7.25101,18.864,18.279,-47.589,-125.976,20.792,-52.128,,,,10.2414,53356722315818368,18.8641,20.865601,17.402201,1.753,0.0,0.0,04024189+2228186,15.052,0.046,14.519,0.064,14.2,0.067,J040241.91+222818.3,,,UGCS J040241.90+222818.2,J040241.90+222818.2,0.083,60.6745398,22.4718438,1,,-2.6757175444416075,0.143,0.022,,0.0147834206196253,0.1253594314976696,,,,
1982,2010,60.6830417,19.1104167,50217964512932096,,9.35257,16.858999,21.283,-56.998,-96.593,11.406,-44.409,,,,31.1226,50217964512932096,11.374249934959716,18.7731,15.5449,1.555,0.0,0.0,04024391+1906383,13.604,0.024,12.999,0.026,12.764,0.026,J040243.92+190637.7,,,,J040243.92+190637.8,0.196,60.6829447,19.1106621,1,3181.2,-2.31785493821057,0.214,0.02,0.1803485160902192,0.0151712214702844,60.6830417,19.1104167,50217964512932096,,9.35257,16.858999,21.283,-56.998,-96.593,11.406,-44.409,,,,31.1226,50217964512932096,16.8588,18.7731,15.5449,1.555,0.0,0.0,04024391+1906383,13.604,0.024,12.999,0.026,12.764,0.026,J040243.92+190637.7,,,,J040243.92+190637.8,0.196,60.6829447,19.1106621,1,3181.2,-2.31785493821057,0.214,0.02,0.1662758620689654,0.0147834206196253,0.2489724730088149,81.073,45.652,0.1433,0.0324
1983,2011,60.6987083,34.0769444,170931628142309888,,6.53621,17.025999,15.89,-46.172,-141.402,45.52,-36.612,,,,32.2799,170931628142309888,11.54124993495972,18.572399,15.8121,1.479,0.0,0.0,04024767+3404376,14.147,0.033,13.439,0.033,13.234,0.026,J040247.68+340437.2,,,,,0.186,60.6986257,34.0771432,1,3426.1,-2.096909992380176,0.247,0.021,0.1661432238406012,0.0151712214702844,60.6987083,34.0769444,170931628142309888,,6.53621,17.025999,15.89,-46.172,-141.402,45.52,-36.612,,,,32.2799,170931628142309888,17.0258,18.572399,15.8121,1.479,0.0,0.0,04024767+3404376,14.147,0.033,13.439,0.033,13.234,0.026,J040247.68+340437.2,,,,,0.186,60.6986257,34.0771432,1,3426.1,-2.096909992380176,0.247,0.021,0.3098230088495574,0.0147834206196253,0.1975453842059389,109.2,48.188,0.2302,0.0386
1984,2012,60.7060417,29.8830833,167413671968220928,,7.79563,15.872,23.581,-47.354,-118.631,31.482,-37.289,,,,17.4615,167413671968220928,10.38744993495972,17.5439,14.6134,1.515,0.0,0.0,04024942+2952597,12.829,0.025,12.184,0.028,11.901,0.023,J040249.44+295259.4,,,,,0.315,60.7059246,29.8832872,1,3530.4,-1.7532552717966576,0.423,0.021,0.2937856864309673,0.0151712214702844,60.7060417,29.8830833,167413671968220928,,7.79563,15.872,23.581,-47.354,-118.631,31.482,-37.289,,,,17.4615,167413671968220928,15.872,17.5439,14.6134,1.515,0.0,0.0,04024942+2952597,12.829,0.025,12.184,0.028,11.901,0.023,J040249.44+295259.4,,,,,0.315,60.7059246,29.8832872,1,3530.4,-1.7532552717966576,0.423,0.021,0.4014906832298137,0.0147834206196253,0.3755615354715019,88.169,47.472,0.3375,0.054
1985,2013,60.7082917,23.5106111,53864804065393536,,7.06966,15.806,17.338,-44.859,-129.589,23.186,-51.739,,,,11.3156,53864804065393536,10.32104993495972,17.2812,14.6139,1.465,0.0,0.0,04024996+2330388,12.947,0.022,12.316,0.024,12.056,0.023,J040249.97+233038.4,,,Cl* Melotte   22     DH     904,J040249.97+233038.4,0.325,60.7082103,23.5108042,1,3482.3,-1.7486051531376017,0.389,0.021,0.3022783729675365,0.0151712214702844,60.7082917,23.5106111,53864804065393536,,7.06966,15.806,17.338,-44.859,-129.589,23.186,-51.739,,,,11.3156,53864804065393536,15.8056,17.2812,14.6139,1.465,0.0,0.0,04024996+2330388,12.947,0.022,12.316,0.024,12.056,0.023,J040249.97+233038.4,,,Cl* Melotte   22     DH     904,J040249.97+233038.4,0.325,60.7082103,23.5108042,1,3482.3,-1.7486051531376017,0.389,0.021,0.3595575221238939,0.0147834206196253,0.3497356508076735,75.339,44.372,0.3207,0.059
1986,2014,60.709,29.8828611,167413667671020032,,7.11778,18.320999,21.435,-42.404,-129.931,34.476,-40.836,,,,17.6308,167413667671020032,12.83654993495972,20.3314,16.960899,1.606,0.0,0.0,04025013+2952589,14.942,0.037,14.292,0.041,13.943,0.047,J040250.13+295258.6,,,,,0.105,60.7088936,29.8830437,1,3175.7,-2.545155132668486,0.165,0.021,,0.0,60.709,29.8828611,167413667671020032,,7.11778,18.320999,21.435,-42.404,-129.931,34.476,-40.836,,,,17.6308,167413667671020032,18.3211,20.3314,16.960899,1.606,0.0,0.0,04025013+2952589,14.942,0.037,14.292,0.041,13.943,0.047,J040250.13+295258.6,,,,,0.105,60.7088936,29.8830437,1,3175.7,-2.545155132668486,0.165,0.021,0.1643793103448275,0.0147834206196253,0.1406894470684581,117.139,48.309,0.125,0.0212
1987,2015,60.7234583,25.5943889,66404390582094848,,6.17142,14.175,16.595,-36.883,-149.128,30.897,-55.338,,,,28.9618,66404390582094848,8.690849934959719,15.1612,13.1917,1.35,0.0,0.0,04025360+2535403,11.785,0.02,11.055,0.022,10.862,0.018,J040253.62+253540.0,,,HAT 260-10081,J040253.62+253540.0,0.534,60.7233791,25.5945477,1,4152.5,-1.1071821793614405,0.624,0.02,0.5186528304769064,0.0151712214702844,60.7234583,25.5943889,66404390582094848,,6.17142,14.175,16.595,-36.883,-149.128,30.897,-55.338,,,,28.9618,66404390582094848,14.1754,15.1612,13.1917,1.35,0.0,0.0,04025360+2535403,11.785,0.02,11.055,0.022,10.862,0.018,J040253.62+253540.0,,,HAT 260-10081,J040253.62+253540.0,0.534,60.7233791,25.5945477,1,4152.5,-1.1071821793614405,0.624,0.02,0.6435251798561151,0.0147834206196253,0.5772677014695153,106.192,43.393,0.6192,0.0245
1988,2016,60.7296667,25.8981111,162501324595549440,,6.33925,18.594,14.726,-39.596,-145.264,30.685,-53.302,,,,25.1074,162501324595549440,13.10984993495972,20.7232,17.202299,1.639,0.0,0.0,04025510+2553539,15.094,0.037,14.472,0.043,14.181,0.061,J040255.12+255353.3,,,UGCS J040255.10+255353.5,J040255.10+255353.5,0.092,60.7295962,25.8982816,1,3034.5,-2.581698720857528,0.164,0.023,,0.0,60.7296667,25.8981111,162501324595549440,,6.33925,18.594,14.726,-39.596,-145.264,30.685,-53.302,,,,25.1074,162501324595549440,18.5944,20.7232,17.202299,1.639,0.0,0.0,04025510+2553539,15.094,0.037,14.472,0.043,14.181,0.061,J040255.12+255353.3,,,UGCS J040255.10+255353.5,J040255.10+255353.5,0.092,60.7295962,25.8982816,1,3034.5,-2.581698720857528,0.164,0.023,0.1262385321100917,0.0147834206196253,0.1264076293224456,86.98,45.796,0.1013,0.0217
1989,2017,60.7551667,25.4063056,66353503809775232,,6.61783,19.601999,22.954,-45.147,-139.049,28.398,-51.887,,,,18.9912,66353503809775232,14.11734993495972,21.100401,18.097099,1.888,0.0,0.0,04030120+2524235,15.928,0.072,15.154,0.083,14.682,0.093,J040301.21+252423.1,,,Cl* Melotte   22     DH     905,J040301.22+252423.0,0.066,60.7550573,25.4065,1,,,,,,0.0,60.7551667,25.4063056,66353503809775232,,6.61783,19.601999,22.954,-45.147,-139.049,28.398,-51.887,,,,18.9912,66353503809775232,19.6019,21.100401,18.097099,1.888,0.0,0.0,04030120+2524235,15.928,0.072,15.154,0.083,14.682,0.093,J040301.21+252423.1,,,Cl* Melotte   22     DH     905,J040301.22+252423.0,0.066,60.7550573,25.4065,1,,,,,,0.0147834206196253,0.1028847926645898,,,,
1990,2018,60.75525,24.1568889,65932901955247360,,6.25124,20.393999,12.64,-35.379,-146.824,27.483,-57.246,,,,26.7623,65932901955247360,14.90954993495972,21.343901,18.854099,2.065,0.0,0.0,04030127+2409249,16.4,0.106,15.869,0.153,15.499,0.197,J040301.25+240924.9,,,,J040301.25+240925.0,0.054,60.7551904,24.1570412,1,,,,,,0.0,60.75525,24.1568889,65932901955247360,,6.25124,20.393999,12.64,-35.379,-146.824,27.483,-57.246,,,,26.7623,65932901955247360,20.3941,21.343901,18.854099,2.065,0.0,0.0,04030127+2409249,16.4,0.106,15.869,0.153,15.499,0.197,J040301.25+240924.9,,,,J040301.25+240925.0,0.054,60.7551904,24.1570412,1,,,,,,0.0147834206196253,,,,,
1991,2019,60.766625,19.8775833,50561458818290560,,6.59438,17.556,15.746,-38.639,-137.465,17.57,-61.568,,,,21.8177,50561458818290560,12.07184993495972,19.518,16.2222,1.576,0.0,0.0,04030396+1952399,14.321,0.03,13.606,0.029,13.323,0.033,J040303.97+195239.5,J040303.97+195239.7,,,J040303.98+195239.7,0.153,60.7665529,19.8777497,1,3206.6,-2.270025721446804,0.235,0.021,0.1295224583055109,0.0151712214702844,60.766625,19.8775833,50561458818290560,,6.59438,17.556,15.746,-38.639,-137.465,17.57,-61.568,,,,21.8177,50561458818290560,17.5564,19.518,16.2222,1.576,0.0,0.0,04030396+1952399,14.321,0.03,13.606,0.029,13.323,0.033,J040303.97+195239.5,J040303.97+195239.7,,,J040303.98+195239.7,0.153,60.7665529,19.8777497,1,3206.6,-2.270025721446804,0.235,0.021,0.1763478260869564,0.0147834206196253,0.1891111513885866,80.47,45.708,0.1534,0.0349
1992,2020,60.85425,28.5398056,164177740528598912,,8.37431,16.243,20.282,-44.611,-110.432,27.106,-36.463,,,,20.6064,164177740528598912,10.75884993495972,17.7673,15.0325,1.48,0.0,0.0,04032498+2832240,13.313,0.023,12.715,0.024,12.457,0.026,J040325.00+283223.4,,,UGCS J040325.00+283223.6,J040325.00+283223.6,0.268,60.8541506,28.5399977,1,3406.8,-2.008773919156726,0.278,0.021,0.2481093265329535,0.0151712214702844,60.85425,28.5398056,164177740528598912,,8.37431,16.243,20.282,-44.611,-110.432,27.106,-36.463,,,,20.6064,164177740528598912,16.2434,17.7673,15.0325,1.48,0.0,0.0,04032498+2832240,13.313,0.023,12.715,0.024,12.457,0.026,J040325.00+283223.4,,,UGCS J040325.00+283223.6,J040325.00+283223.6,0.268,60.8541506,28.5399977,1,3406.8,-2.008773919156726,0.278,0.021,0.2946753246753247,0.0147834206196253,0.2891582493748111,93.316,47.803,0.2433,0.0456
1993,2021,60.8642083,26.3355278,163291220621483904,,6.53542,20.868999,-4.665,-35.465,-141.127,30.414,-50.704,,,,21.2735,163291220621483904,15.38404993495972,0.0,0.0,0.0,0.0,0.0,04032742+2620086,16.497,0.116,16.247,0.213,15.814,,J040327.39+262008.2,,,,J040327.41+262008.2,0.049,60.8642307,26.3356805,1,,,,,,0.0,60.8642083,26.3355278,163291220621483904,,6.53542,20.868999,-4.665,-35.465,-141.127,30.414,-50.704,,,,21.2735,163291220621483904,20.8686,0.0,0.0,0.0,0.0,0.0,04032742+2620086,16.497,0.116,16.247,0.213,15.814,,J040327.39+262008.2,,,,J040327.41+262008.2,0.049,60.8642307,26.3356805,1,,,,,,0.0147834206196253,,,,,
1994,2022,60.864625,20.3748889,50593997490302208,8.19,6.015,11.048,17.14,-36.173,-151.07,20.175,-66.409,-7.44912,-29.193001,-12.4337,34.1934,50593997490302208,5.563549934959719,11.4542,10.5138,1.201,8.1929,0.443,04032748+2022302,9.859,0.026,9.518,0.022,9.429,0.017,J040327.50+202229.8,,,Cl* Melotte   22   PELS      99,J040327.49+202230.0,0.92,60.8645463,20.3750446,1,5694.5,-0.0759896550234399,1.045,0.133,0.9128076495452584,0.0151712214702844,60.864625,20.3748889,50593997490302208,8.19,6.015,11.048,17.14,-36.173,-151.07,20.175,-66.409,-7.44912,-29.193001,-12.4337,34.1934,50593997490302208,11.0481,11.4542,10.5138,1.201,8.1929,0.443,04032748+2022302,9.859,0.026,9.518,0.022,9.429,0.017,J040327.50+202229.8,,,Cl* Melotte   22   PELS      99,J040327.49+202230.0,0.92,60.8645463,20.3750446,1,5694.5,-0.0759896550234399,1.045,0.133,1.0375766871165644,0.0147834206196253,,83.681,44.724,1.0457,0.0334
1995,2023,60.8704583,21.1690556,52953549442361728,,5.43007,20.705999,5.71,-25.347,-167.79,24.253,-71.923,,,,50.8579,52953549442361728,15.221949934959715,21.4384,19.236601,2.023,0.0,0.0,,,,,,,,J040328.90+211008.4,,,,J040328.90+211008.9,0.05,60.8704319,21.1691647,1,,,,,,0.0,60.8704583,21.1690556,52953549442361728,,5.43007,20.705999,5.71,-25.347,-167.79,24.253,-71.923,,,,50.8579,52953549442361728,20.7065,21.4384,19.236601,2.023,0.0,0.0,,,,,,,,J040328.90+211008.4,,,,J040328.90+211008.9,0.05,60.8704319,21.1691647,1,,,,,,0.0147834206196253,,,,,
1996,2024,60.9195,25.3594722,66339381957477504,,6.84247,14.921,13.813,-41.968,-134.615,27.132,-50.013,,,,15.1602,66339381957477504,9.43614993495972,16.1828,13.8161,1.408,0.0,0.0,04034065+2521349,12.277,0.02,11.555,0.024,11.309,0.02,J040340.66+252134.3,,,Cl* Melotte   22     DH     908,J040340.66+252134.5,0.445,60.9194342,25.3596529,1,3794.0,-1.4282911468857036,0.52,0.021,0.4287346663985658,0.0151712214702844,60.9195,25.3594722,66339381957477504,,6.84247,14.921,13.813,-41.968,-134.615,27.132,-50.013,,,,15.1602,66339381957477504,14.9207,16.1828,13.8161,1.408,0.0,0.0,04034065+2521349,12.277,0.02,11.555,0.024,11.309,0.02,J040340.66+252134.3,,,Cl* Melotte   22     DH     908,J040340.66+252134.5,0.445,60.9194342,25.3596529,1,3794.0,-1.4282911468857036,0.52,0.021,0.5372340425531915,0.0147834206196253,0.4853297010161391,104.228,48.638,0.5019,0.0344
1997,2025,60.934125,22.9440833,53783852522073856,7.87,6.88034,9.519,16.731,-42.682,-133.163,22.412,-53.755,-7.50428,-28.1901,-14.4433,14.4939,53783852522073856,4.034639934959719,9.85468,9.04617,1.197,7.8703,0.6475,04034416+2256395,8.519,0.035,8.262,0.02,8.183,0.024,J040344.18+225638.9,,,BD+22   624,J040344.24+225638.6,1.223,60.9340468,22.9442671,1,6362.5,0.3548438005804313,1.395,0.234,1.200873072034037,0.0151712214702844,60.934125,22.9440833,53783852522073856,7.87,6.88034,9.519,16.731,-42.682,-133.163,22.412,-53.755,-7.50428,-28.1901,-14.4433,14.4939,53783852522073856,9.51919,9.85468,9.04617,1.197,7.8703,0.6475,04034416+2256395,8.519,0.035,8.262,0.02,8.183,0.024,J040344.18+225638.9,,,BD+22   624,J040344.24+225638.6,1.223,60.9340468,22.9442671,1,6362.5,0.3548438005804313,1.395,0.234,1.4,0.0147834206196253,,62.031,43.719,1.2733,0.0415
1998,2026,60.9565833,23.7203611,53892669813156736,,7.91505,17.006001,19.022,-49.893,-115.996,20.728,-45.578,,,,12.8438,53892669813156736,11.52114993495972,18.8032,15.7147,1.539,0.0,0.0,04034955+2343142,13.886,0.028,13.255,0.03,12.996,0.027,J040349.57+234313.5,,,Cl* Melotte   22     DH     910,J040349.57+234313.7,0.187,60.9564938,23.7205759,1,3231.6,-2.239577509992944,0.228,0.021,0.1675267939336659,0.0151712214702844,60.9565833,23.7203611,53892669813156736,,7.91505,17.006001,19.022,-49.893,-115.996,20.728,-45.578,,,,12.8438,53892669813156736,17.0057,18.8032,15.7147,1.539,0.0,0.0,04034955+2343142,13.886,0.028,13.255,0.03,12.996,0.027,J040349.57+234313.5,,,Cl* Melotte   22     DH     910,J040349.57+234313.7,0.187,60.9564938,23.7205759,1,3231.6,-2.239577509992944,0.228,0.021,0.1872173913043478,0.0147834206196253,0.2221043642881946,82.889,46.5,0.1629,0.0364
1999,2027,60.95725,23.7235556,53892768594980096,,7.81202,19.247999,19.375,-49.683,-117.528,21.006,-46.173,,,,11.8132,53892768594980096,13.76334993495972,21.444401,17.752199,1.786,0.0,0.0,04034972+2343256,15.34,0.053,14.66,0.063,14.46,0.076,J040349.71+234325.0,,,UGCS J040349.73+234325.1,J040349.73+234325.1,0.073,60.9571589,23.7237695,1,,-2.844663979030455,0.122,0.022,,0.0,60.95725,23.7235556,53892768594980096,,7.81202,19.247999,19.375,-49.683,-117.528,21.006,-46.173,,,,11.8132,53892768594980096,19.2479,21.444401,17.752199,1.786,0.0,0.0,04034972+2343256,15.34,0.053,14.66,0.063,14.46,0.076,J040349.71+234325.0,,,UGCS J040349.73+234325.1,J040349.73+234325.1,0.073,60.9571589,23.7237695,1,,-2.844663979030455,0.122,0.022,,0.0147834206196253,0.112289410573316,,,,
2000,2028,60.9624583,19.0801389,50262185497006720,,7.3886,17.226,21.51,-42.426,-122.49,13.979,-55.846,,,,15.1928,50262185497006720,11.74094993495972,19.2763,15.873,1.591,0.0,0.0,04035096+1904493,13.818,0.022,13.226,0.026,12.925,0.025,J040350.97+190448.7,J040350.96+190448.9,,,J040350.98+190448.8,0.173,60.9623603,19.0803216,1,3211.9,-2.244125137004505,0.253,0.021,0.1510602141360862,0.0151712214702844,60.9624583,19.0801389,50262185497006720,,7.3886,17.226,21.51,-42.426,-122.49,13.979,-55.846,,,,15.1928,50262185497006720,17.2255,19.2763,15.873,1.591,0.0,0.0,04035096+1904493,13.818,0.022,13.226,0.026,12.925,0.025,J040350.97+190448.7,J040350.96+190448.9,,,J040350.98+190448.8,0.173,60.9623603,19.0803216,1,3211.9,-2.244125137004505,0.253,0.021,0.1786521739130435,0.0147834206196253,0.2300137171749652,77.612,44.959,0.1569,0.0365
2001,2029,60.9729583,19.0706667,50262116775356032,,6.28808,10.818,14.279,-46.305,-143.933,16.388,-65.618,,,,29.0276,50262116775356032,5.333649934959718,11.0193,9.98077,1.53,0.0,0.0,04035349+1904150,9.177,0.021,8.724,0.021,8.636,0.017,J040353.51+190414.4,J040353.48+190414.7,,TYC 1258-1011-1,J040353.51+190414.5,0.96,60.9728933,19.0708661,1,,,,,0.953344722603789,0.0151712214702844,60.9729583,19.0706667,50262116775356032,,6.28808,10.818,14.279,-46.305,-143.933,16.388,-65.618,,,,29.0276,50262116775356032,10.8182,11.0193,9.98077,1.53,0.0,0.0,04035349+1904150,9.177,0.021,8.724,0.021,8.636,0.017,J040353.51+190414.4,J040353.48+190414.7,,TYC 1258-1011-1,J040353.51+190414.5,0.96,60.9728933,19.0708661,1,,,,,,0.0147834206196253,,,,,
2002,2030,60.9765417,19.073,50262116777529472,,7.31989,15.543,21.121,-42.944,-123.648,14.077,-56.36,,,,15.3657,50262116777529472,10.05884993495972,17.1458,14.3108,1.493,0.0,0.0,04035434+1904237,12.538,0.021,11.933,0.022,11.697,0.017,J040354.33+190422.8,J040354.35+190423.2,,,J040354.36+190423.1,0.363,60.9764455,19.0731849,1,3367.0,-1.7053133624032704,0.435,0.021,0.3411948810067501,0.0151712214702844,60.9765417,19.073,50262116777529472,,7.31989,15.543,21.121,-42.944,-123.648,14.077,-56.36,,,,15.3657,50262116777529472,15.5434,17.1458,14.3108,1.493,0.0,0.0,04035434+1904237,12.538,0.021,11.933,0.022,11.697,0.017,J040354.33+190422.8,J040354.35+190423.2,,,J040354.36+190423.1,0.363,60.9764455,19.0731849,1,3367.0,-1.7053133624032704,0.435,0.021,0.2688311688311688,0.0147834206196253,0.411494581239858,39.027,25.842,0.2646,0.0667
2003,2031,60.9840833,19.6538611,50366497366106624,,6.34298,20.900999,6.333,-25.721,-143.01,17.438,-64.024,,,,27.2315,50366497366106624,15.41624993495972,19.8258,19.165199,4.08,0.0,0.0,,,,,,,,J040356.16+193914.4,J040356.16+193914.2,,,J040356.17+193914.1,0.048,60.9840543,19.6539718,1,,,,,,0.0,60.9840833,19.6538611,50366497366106624,,6.34298,20.900999,6.333,-25.721,-143.01,17.438,-64.024,,,,27.2315,50366497366106624,20.9008,19.8258,19.165199,4.08,0.0,0.0,,,,,,,,J040356.16+193914.4,J040356.16+193914.2,,,J040356.17+193914.1,0.048,60.9840543,19.6539718,1,,,,,,0.0147834206196253,,,,,
2004,2032,61.0352083,20.4691389,52097609703557248,,8.66848,14.32,20.742,-50.772,-104.982,13.933,-45.747,,,,23.1239,52097609703557248,8.835449934959719,15.4503,13.206,1.448,0.0,0.0,04040843+2028098,11.756,0.021,11.09,0.024,10.862,0.02,J040408.45+202809.1,,,2MASS J04040843+2028098,J040408.44+202809.4,0.517,61.035113,20.4693575,1,3859.5,-1.3842602966318631,0.524,0.021,0.5029043856636267,0.0151712214702844,61.0352083,20.4691389,52097609703557248,,8.66848,14.32,20.742,-50.772,-104.982,13.933,-45.747,,,,23.1239,52097609703557248,14.32,15.4503,13.206,1.448,0.0,0.0,04040843+2028098,11.756,0.021,11.09,0.024,10.862,0.02,J040408.45+202809.1,,,2MASS J04040843+2028098,J040408.44+202809.4,0.517,61.035113,20.4693575,1,3859.5,-1.3842602966318631,0.524,0.021,0.5604609929078014,0.0147834206196253,0.5772677014695153,109.848,47.264,0.5228,0.0278
2005,2033,61.09375,21.5465556,53063324509881472,,6.16069,19.138,15.242,-33.895,-148.287,21.798,-62.318,,,,29.9785,53063324509881472,13.653349934959715,20.9168,17.695499,1.751,0.0,0.0,04042248+2132482,15.659,0.068,14.9,0.067,14.474,0.076,J040422.48+213247.8,,,,J040422.49+213248.0,0.075,61.0936794,21.5467015,1,,-2.590066874729776,0.148,0.023,,0.0,61.09375,21.5465556,53063324509881472,,6.16069,19.138,15.242,-33.895,-148.287,21.798,-62.318,,,,29.9785,53063324509881472,19.1379,20.9168,17.695499,1.751,0.0,0.0,04042248+2132482,15.659,0.068,14.9,0.067,14.474,0.076,J040422.48+213247.8,,,,J040422.49+213248.0,0.075,61.0936794,21.5467015,1,,-2.590066874729776,0.148,0.023,,0.0147834206196253,0.1116503476109429,,,,
2006,2034,61.0955,29.6519444,167357558218074624,,6.13006,18.566,14.628,-30.069,-151.209,38.937,-47.238,,,,33.3347,167357558218074624,13.08104993495972,20.639999,17.185499,1.627,0.0,0.0,04042290+2939074,15.043,0.04,14.325,0.051,13.959,0.056,J040422.91+293907.0,,,,,0.093,61.0954275,29.6520739,1,,-2.460923896652864,0.19,0.022,,0.0,61.0955,29.6519444,167357558218074624,,6.13006,18.566,14.628,-30.069,-151.209,38.937,-47.238,,,,33.3347,167357558218074624,18.5656,20.639999,17.185499,1.627,0.0,0.0,04042290+2939074,15.043,0.04,14.325,0.051,13.959,0.056,J040422.91+293907.0,,,,,0.093,61.0954275,29.6520739,1,,-2.460923896652864,0.19,0.022,,0.0147834206196253,0.1396602698810317,,,,
2007,2035,61.1050417,14.3245278,39015998314565120,,11.6339,20.493999,18.937,-65.338,-76.185,3.335,-39.663,,,,53.0745,39015998314565120,15.009949934959716,21.464701,19.009399,1.973,0.0,0.0,,,,,,,,J040425.19+141928.4,J040425.19+141928.7,,,J040425.20+141928.5,0.053,61.1049575,14.3248091,1,,,,,,0.0,61.1050417,14.3245278,39015998314565120,,11.6339,20.493999,18.937,-65.338,-76.185,3.335,-39.663,,,,53.0745,39015998314565120,20.4945,21.464701,19.009399,1.973,0.0,0.0,,,,,,,,J040425.19+141928.4,J040425.19+141928.7,,,J040425.20+141928.5,0.053,61.1049575,14.3248091,1,,,,,,0.0147834206196253,,,,,
2008,2036,61.1243333,22.9519444,53781683560974080,,7.09394,20.413,18.836,-36.459,-129.317,21.473,-51.838,,,,12.0483,53781683560974080,14.92814993495972,20.928801,18.9608,2.078,0.0,0.0,04042981+2257073,16.51,0.117,15.934,0.15,15.624,0.185,J040429.83+225707.2,,,,J040429.83+225707.1,0.054,61.1242452,22.9521014,1,,,,,,0.0,61.1243333,22.9519444,53781683560974080,,7.09394,20.413,18.836,-36.459,-129.317,21.473,-51.838,,,,12.0483,53781683560974080,20.4127,20.928801,18.9608,2.078,0.0,0.0,04042981+2257073,16.51,0.117,15.934,0.15,15.624,0.185,J040429.83+225707.2,,,,J040429.83+225707.1,0.054,61.1242452,22.9521014,1,,,,,,0.0147834206196253,,,,,
