 16   1.000E-01  1.163E+00   2907.   0.100   7.25  -5.19   2.14   2.40   5.02  15.98  12.44  14.59  10.04   7.43   5.31   4.61   4.20   3.79   0     1
 16   3.213E-01  1.891E+00   3067.   0.200   5.98  -4.25   1.98   1.95   4.22  13.54  10.24  12.22   8.28   6.02   4.07   3.41   3.04   2.69   0     0
 15   8.193E-01  2.517E+00   3363.   0.300   4.97  -2.60   1.61   1.24   2.89  10.46   7.57   9.18   6.32   4.68   3.14   2.54   2.26   2.03   0     0
 12   1.568E+00  3.031E+00   3599.   0.400   4.26  -1.66   1.51   1.00   2.16   8.63   5.93   7.44   4.93   3.77   2.63   1.97   1.76   1.59   0     0
 11   2.335E+00  3.363E+00   3774.   0.500   3.83  -1.34   1.45   0.92   1.89   7.84   5.17   6.62   4.24   3.28   2.28   1.61   1.42   1.28   0     0
 10   2.752E+00  3.399E+00   3912.   0.600   3.65  -1.14   1.40   0.88   1.74   7.41   4.79   6.19   3.91   3.05   2.15   1.48   1.32   1.19   0     0
 10   2.987E+00  3.347E+00   4023.   0.700   3.56  -1.03   1.37   0.85   1.65   7.17   4.59   5.96   3.74   2.94   2.08   1.42   1.27   1.15   0     0
 27   3.340E+00  3.381E+00   4112.   0.800   3.44  -0.93   1.32   0.82   1.57   6.88   4.37   5.70   3.55   2.80   1.98   1.33   1.20   1.08   0     0
 27   3.805E+00  3.477E+00   4186.   0.900   3.30  -0.84   1.28   0.79   1.50   6.57   4.14   5.42   3.35   2.64   1.86   1.23   1.10   0.99   0     0
 26   4.381E+00  3.619E+00   4255.   1.000   3.15  -0.78   1.23   0.76   1.43   6.27   3.92   5.16   3.16   2.50   1.72   1.10   0.98   0.87   0     0
 26   4.786E+00  3.682E+00   4313.   1.100   3.05  -0.73   1.19   0.74   1.37   6.05   3.78   4.97   3.04   2.41   1.63   1.02   0.91   0.80   0     0
 25   5.442E+00  3.842E+00   4364.   1.200   2.91  -0.69   1.16   0.72   1.32   5.81   3.60   4.76   2.89   2.28   1.50   0.90   0.79   0.68   0     0
 25   6.054E+00  3.975E+00   4403.   1.300   2.79  -0.67   1.14   0.70   1.30   5.64   3.47   4.61   2.76   2.17   1.39   0.79   0.68   0.58   0     0
 25   6.484E+00  4.034E+00   4447.   1.400   2.72  -0.65   1.13   0.69   1.28   5.51   3.37   4.50   2.68   2.10   1.33   0.73   0.63   0.52   0     0
 25   7.175E+00  4.177E+00   4482.   1.500   2.61  -0.64   1.11   0.68   1.26   5.35   3.25   4.36   2.57   1.99   1.22   0.63   0.53   0.43   0     0
