 16   2.783E-03  1.729E-01   2998.   0.100  11.14  -4.65   2.05   2.14   4.56  19.20  15.79  17.84  13.65  11.23   9.21   8.54   8.15   7.77   0     1
 15   8.880E-03  2.515E-01   3315.   0.200   9.88  -2.87   1.69   1.34   3.09  15.71  12.75  14.44  11.40   9.66   8.03   7.42   7.12   6.87   0     0
 13   1.680E-02  3.141E-01   3525.   0.300   9.19  -1.89   1.54   1.05   2.34  13.82  11.07  12.61  10.02   8.73   7.51   6.86   6.63   6.45   0     0
 12   2.771E-02  3.704E-01   3681.   0.400   8.64  -1.51   1.48   0.96   2.03  12.85  10.15  11.64   9.19   8.13   7.05   6.38   6.19   6.03   0     0
 11   4.626E-02  4.304E-01   3825.   0.500   8.09  -1.25   1.43   0.91   1.82  11.99   9.33  10.76   8.43   7.51   6.56   5.88   5.71   5.58   0     0
 10   7.963E-02  5.105E-01   4007.   0.600   7.50  -1.05   1.37   0.86   1.67  11.13   8.54   9.91   7.69   6.88   6.01   5.35   5.20   5.08   0     0
 26   1.310E-01  6.041E-01   4256.   0.700   6.96  -0.78   1.23   0.76   1.43  10.08   7.73   8.97   6.97   6.31   5.53   4.91   4.79   4.68   0     0
 24   2.259E-01  7.030E-01   4612.   0.800   6.37  -0.57   1.05   0.64   1.18   8.91   6.94   7.99   6.30   5.76   5.01   4.44   4.34   4.24   0     0
 22   3.913E-01  7.911E-01   4994.   0.900   5.77  -0.40   0.88   0.52   0.97   7.66   6.17   7.04   5.65   5.20   4.58   4.09   4.00   3.93   0     0
 20   6.408E-01  8.891E-01   5335.   1.000   5.23  -0.30   0.80   0.45   0.85   6.73   5.53   6.33   5.08   4.68   4.16   3.72   3.64   3.58   0     0
 37   1.021E+00  1.001E+00   5654.   1.100   4.73  -0.23   0.70   0.41   0.78   5.89   4.96   5.65   4.55   4.17   3.73   3.33   3.27   3.22   0     0
 31   1.594E+00  1.122E+00   5973.   1.200   4.24  -0.19   0.59   0.36   0.72   5.04   4.43   5.02   4.07   3.71   3.36   3.05   3.00   2.95   0     0
 48   2.358E+00  1.243E+00   6253.   1.300   3.82  -0.16   0.50   0.32   0.63   4.48   3.98   4.48   3.66   3.35   3.01   2.71   2.67   2.62   0     0
 45   3.357E+00  1.355E+00   6554.   1.400   3.44  -0.13   0.40   0.26   0.52   3.96   3.57   3.97   3.31   3.05   2.79   2.58   2.54   2.50   0     0
 43   4.610E+00  1.442E+00   6868.   1.500   3.09  -0.11   0.35   0.23   0.46   3.57   3.20   3.56   2.97   2.74   2.56   2.39   2.36   2.33   0     0
