 16   3.309E-03  1.856E-01   3018.   0.100  10.95  -4.54   2.03   2.09   4.46  18.86  15.49  17.52  13.40  11.03   9.03   8.36   7.98   7.61   0     1
 15   1.021E-02  2.693E-01   3319.   0.200   9.73  -2.84   1.68   1.33   3.07  15.53  12.57  14.25  11.23   9.50   7.88   7.27   6.98   6.72   0     0
 13   1.888E-02  3.334E-01   3527.   0.300   9.06  -1.88   1.54   1.05   2.33  13.68  10.94  12.48   9.89   8.61   7.38   6.74   6.51   6.33   0     0
 12   3.042E-02  3.892E-01   3678.   0.400   8.54  -1.52   1.48   0.96   2.03  12.76  10.06  11.54   9.10   8.03   6.95   6.28   6.08   5.93   0     0
 11   4.897E-02  4.465E-01   3817.   0.500   8.03  -1.26   1.43   0.91   1.83  11.95   9.29  10.72   8.38   7.45   6.49   5.82   5.65   5.51   0     0
 10   8.262E-02  5.224E-01   4000.   0.600   7.46  -1.05   1.37   0.86   1.67  11.10   8.51   9.88   7.65   6.84   5.97   5.31   5.16   5.04   0     0
 26   1.411E-01  6.183E-01   4307.   0.700   6.88  -0.73   1.20   0.74   1.37   9.89   7.61   8.81   6.87   6.23   5.46   4.84   4.73   4.62   0     0
 24   2.275E-01  7.043E-01   4614.   0.800   6.36  -0.57   1.05   0.64   1.18   8.90   6.93   7.98   6.29   5.75   5.00   4.43   4.33   4.24   0     0
 22   3.911E-01  7.909E-01   4994.   0.900   5.77  -0.40   0.88   0.52   0.97   7.66   6.17   7.04   5.65   5.20   4.58   4.09   4.00   3.94   0     0
 20   6.396E-01  8.875E-01   5338.   1.000   5.24  -0.30   0.79   0.45   0.85   6.73   5.53   6.33   5.08   4.69   4.16   3.72   3.64   3.59   0     0
 37   1.008E+00  9.992E-01   5642.   1.100   4.74  -0.23   0.70   0.41   0.79   5.91   4.97   5.67   4.56   4.18   3.74   3.34   3.28   3.23   0     0
 31   1.585E+00  1.122E+00   5965.   1.200   4.25  -0.19   0.59   0.36   0.72   5.05   4.44   5.03   4.08   3.72   3.37   3.06   3.01   2.96   0     0
 48   2.350E+00  1.241E+00   6251.   1.300   3.82  -0.16   0.50   0.32   0.63   4.49   3.98   4.49   3.67   3.35   3.01   2.72   2.67   2.63   0     0
 45   3.346E+00  1.353E+00   6549.   1.400   3.44  -0.13   0.40   0.26   0.52   3.97   3.57   3.97   3.31   3.05   2.80   2.58   2.54   2.50   0     0
 43   4.596E+00  1.440E+00   6867.   1.500   3.09  -0.11   0.35   0.23   0.46   3.58   3.21   3.56   2.97   2.74   2.56   2.40   2.36   2.33   0     0
