 0.015  1760.   -3.74  4.29  0.146    1.000  12.56  11.38  10.63  
 0.020  1838.   -3.72  4.47  0.137    1.000  12.31  11.26  10.64  
 0.030  2304.   -3.28  4.60  0.144    1.000  10.72  10.17   9.81  
 0.040  2525.   -3.05  4.65  0.156    1.000  10.25   9.68   9.34  
 0.050  2671.   -2.88  4.67  0.170    1.000   9.84   9.27   8.95  
 0.060  2804.   -2.73  4.69  0.182    0.999   9.53   8.97   8.66  
 0.070  2882.   -2.63  4.70  0.195    0.992   9.30   8.73   8.44  
 0.072  2896.   -2.61  4.70  0.198    0.989   9.25   8.69   8.39  
 0.075  2916.   -2.57  4.70  0.202    0.982   9.18   8.61   8.32  
 0.080  2945.   -2.53  4.70  0.209    0.960   9.08   8.51   8.23  
 0.090  2996.   -2.45  4.70  0.221    0.862   8.89   8.32   8.04  
 0.100  3037.   -2.38  4.71  0.232    0.596   8.75   8.17   7.90  
 0.110  3073.   -2.32  4.71  0.244    0.248   8.61   8.03   7.76  
 0.130  3133.   -2.21  4.70  0.266    0.001   8.36   7.78   7.51  
 0.150  3182.   -2.13  4.70  0.285    0.000   8.17   7.57   7.31  
 0.170  3225.   -2.04  4.70  0.305    0.000   7.98   7.38   7.13  
 0.200  3280.   -1.94  4.70  0.332    0.000   7.74   7.13   6.88  
 0.300  3407.   -1.69  4.69  0.411    0.000   7.15   6.53   6.29  
 0.400  3512.   -1.50  4.68  0.479    0.000   6.73   6.10   5.86  
 0.500  3617.   -1.34  4.66  0.548    0.000   6.35   5.70   5.47  
 0.600  3821.   -1.13  4.63  0.621    0.000   5.91   5.23   5.03  
 0.700  4270.   -0.83  4.59  0.702    0.000   5.30   4.61   4.47  
 0.800  4938.   -0.49  4.56  0.776    0.005   4.64   4.14   4.04  
 0.900  5236.   -0.36  4.58  0.802    0.083   4.41   3.98   3.89  
 1.000  5536.   -0.17  4.53  0.895    0.307   4.02   3.66   3.58  
 1.100  5833.    0.03  4.47  1.013    0.574   3.63   3.32   3.25  
 1.200  6133.    0.23  4.40  1.150    0.770   3.23   2.98   2.91  
 1.300  6435.    0.40  4.34  1.283    0.880   2.89   2.67   2.62  
 1.400  6759.    0.56  4.30  1.389    0.938   2.61   2.44   2.38
