 0.010  2142.   -3.13  3.85  0.198    1.000  10.46   9.81   9.36  
 0.015  2406.   -2.79  3.88  0.232    1.000   9.59   9.04   8.64  
 0.020  2545.   -2.57  3.89  0.267    1.000   9.07   8.52   8.16  
 0.030  2706.   -2.17  3.77  0.373    1.000   8.11   7.57   7.24  
 0.040  2784.   -1.92  3.69  0.470    1.000   7.49   6.95   6.64  
 0.050  2831.   -1.74  3.64  0.559    1.000   7.06   6.51   6.21  
 0.060  2870.   -1.61  3.61  0.634    1.000   6.74   6.19   5.90  
 0.070  2906.   -1.51  3.60  0.695    1.000   6.49   5.93   5.66  
 0.072  2911.   -1.49  3.59  0.710    1.000   6.44   5.88   5.61  
 0.075  2919.   -1.46  3.59  0.727    1.000   6.38   5.82   5.55  
 0.080  2931.   -1.42  3.58  0.758    1.000   6.27   5.71   5.44  
 0.090  2956.   -1.36  3.59  0.794    1.000   6.14   5.57   5.31  
 0.100  2998.   -1.44  3.74  0.710    1.000   6.33   5.75   5.50  
 0.110  3016.   -1.39  3.75  0.736    1.000   6.24   5.65   5.40  
 0.130  3052.   -1.32  3.76  0.783    1.000   6.07   5.47   5.22  
 0.150  3088.   -1.25  3.78  0.827    1.000   5.92   5.31   5.07  
 0.170  3127.   -1.18  3.78  0.882    1.000   5.74   5.12   4.88  
 0.200  3196.   -1.10  3.81  0.917    1.000   5.59   4.95   4.71  
 0.300  3404.   -0.86  3.86  1.067    1.000   5.08   4.37   4.15  
 0.400  3582.   -0.68  3.89  1.186    1.000   4.70   3.94   3.74  
 0.500  3731.   -0.54  3.91  1.292    1.000   4.40   3.62   3.43  
 0.600  3868.   -0.42  3.94  1.374    0.996   4.16   3.37   3.20  
 0.700  3998.   -0.31  3.96  1.458    0.978   3.93   3.15   2.99  
 0.800  4120.   -0.21  3.97  1.535    0.918   3.72   2.97   2.82  
 0.900  4232.   -0.13  3.98  1.604    0.873   3.54   2.82   2.68  
 1.000  4330.   -0.05  3.99  1.674    0.875   3.38   2.69   2.55  
 1.100  4421.    0.02  3.99  1.747    0.899   3.22   2.56   2.43  
 1.200  4505.    0.09  4.00  1.817    0.925   3.07   2.44   2.32  
 1.300  4588.    0.15  4.00  1.887    0.947   2.93   2.33   2.21  
 1.400  4671.    0.22  4.00  1.967    0.965   2.79   2.22   2.10  

