 0.010  2236.   -2.96  3.75  0.220    1.000  10.02   9.43   8.99  
 0.015  2452.   -2.65  3.78  0.262    1.000   9.25   8.71   8.32  
 0.020  2571.   -2.46  3.79  0.298    1.000   8.79   8.25   7.88  
 0.030  2707.   -2.14  3.74  0.387    1.000   8.03   7.49   7.16  
 0.040  2784.   -1.90  3.68  0.481    1.000   7.45   6.91   6.59  
 0.050  2829.   -1.72  3.62  0.574    1.000   7.00   6.46   6.16  
 0.060  2867.   -1.58  3.57  0.661    1.000   6.64   6.10   5.81  
 0.070  2902.   -1.45  3.54  0.743    1.000   6.35   5.79   5.52  
 0.072  2907.   -1.43  3.53  0.761    1.000   6.29   5.73   5.46  
 0.075  2914.   -1.40  3.52  0.785    1.000   6.21   5.65   5.38  
 0.080  2924.   -1.35  3.51  0.827    1.000   6.09   5.52   5.26  
 0.090  2934.   -1.26  3.48  0.904    1.000   5.88   5.31   5.05  
 0.100  2972.   -1.26  3.54  0.890    1.000   5.87   5.29   5.04  
 0.110  2996.   -1.21  3.55  0.922    1.000   5.76   5.17   4.93  
 0.130  3034.   -1.15  3.59  0.959    1.000   5.64   5.04   4.80  
 0.150  3076.   -1.10  3.62  0.990    1.000   5.54   4.92   4.68  
 0.170  3126.   -1.02  3.62  1.060    1.000   5.34   4.70   4.47  
 0.200  3202.   -0.96  3.67  1.077    1.000   5.23   4.57   4.34  
 0.300  3428.   -0.72  3.73  1.238    1.000   4.73   3.99   3.78  
 0.400  3606.   -0.55  3.77  1.363    1.000   4.39   3.59   3.40  
 0.500  3763.   -0.41  3.80  1.476    1.000   4.09   3.28   3.10  
 0.600  3906.   -0.29  3.83  1.562    1.000   3.86   3.06   2.89  
 0.700  4033.   -0.18  3.84  1.659    0.999   3.63   2.85   2.69  
 0.800  4153.   -0.09  3.86  1.748    0.996   3.42   2.67   2.52  
 0.900  4259.   -0.00  3.87  1.833    0.986   3.23   2.52   2.38  
 1.000  4350.    0.07  3.87  1.917    0.973   3.07   2.39   2.25  
 1.100  4432.    0.14  3.88  1.995    0.969   2.92   2.27   2.14  
 1.200  4508.    0.20  3.88  2.072    0.972   2.79   2.16   2.04  
 1.300  4581.    0.26  3.89  2.148    0.977   2.66   2.06   1.94  
 1.400  4653.    0.32  3.89  2.220    0.983   2.54   1.96   1.84  

