16   5.024E-01  3.503E+00   2586.   0.100   5.50  -7.24   2.49   3.37   6.76  16.78  12.74  15.23   9.38   5.98   3.50   2.73   2.22   1.67   0     1
16   1.910E+00  4.727E+00   3050.   0.200   4.05  -4.35   2.00   2.00   4.30  11.73   8.40  10.40   6.40   4.10   2.13   1.47   1.10   0.74   0     1
15   2.744E+00  4.620E+00   3365.   0.300   3.65  -2.59   1.61   1.24   2.88   9.14   6.24   7.85   5.00   3.36   1.83   1.23   0.95   0.72   0     0
13   5.035E+00  5.595E+00   3557.   0.400   3.00  -1.78   1.53   1.03   2.25   7.50   4.77   6.30   3.75   2.52   1.34   0.69   0.47   0.29   0     0
12   6.453E+00  5.852E+00   3700.   0.500   2.73  -1.48   1.48   0.95   2.00   6.89   4.20   5.68   3.25   2.20   1.15   0.47   0.28   0.13   0     0
11   9.582E+00  6.826E+00   3794.   0.600   2.30  -1.30   1.44   0.92   1.86   6.27   3.60   5.04   2.68   1.74   0.75   0.08  -0.10  -0.24   0     0
10   2.707E+01  1.035E+01   3965.   1.000   1.17  -1.09   1.38   0.87   1.70   4.86   2.26   3.64   1.39   0.56  -0.33  -0.99  -1.14  -1.27   0     0
10   3.273E+01  1.094E+01   4049.   1.200   0.96  -1.01   1.36   0.85   1.64   4.54   1.97   3.33   1.12   0.33  -0.51  -1.17  -1.31  -1.44   0     0
27   3.841E+01  1.122E+01   4159.   1.500   0.79  -0.87   1.30   0.80   1.53   4.12   1.66   2.96   0.86   0.14  -0.65  -1.30  -1.42  -1.54   0     0
27   6.859E+01  1.475E+01   4189.   2.000   0.16  -0.84   1.28   0.79   1.50   3.43   1.00   2.28   0.21  -0.50  -1.28  -1.91  -2.03  -2.14   0     0
26   9.996E+01  1.755E+01   4222.   2.500  -0.25  -0.81   1.26   0.78   1.46   2.94   0.56   1.81  -0.22  -0.91  -1.68  -2.31  -2.43  -2.54   0     0
26   1.153E+02  1.837E+01   4280.   3.000  -0.40  -0.76   1.22   0.75   1.40   2.66   0.35   1.57  -0.40  -1.05  -1.83  -2.45  -2.56  -2.67   0     0
