16   3.935E-02  6.592E-01   3023.   0.100   8.26  -4.50   2.03   2.07   4.43  16.13  12.77  14.79  10.69   8.34   6.34   5.67   5.30   4.93   0     1
16   7.696E-02  8.064E-01   3234.   0.200   7.53  -3.32   1.83   1.52   3.43  13.94  10.86  12.68   9.34   7.43   5.64   5.02   4.70   4.41   0     0
14   1.215E-01  9.189E-01   3427.   0.300   7.04  -2.28   1.58   1.16   2.65  12.14   9.32  10.89   8.16   6.67   5.27   4.66   4.40   4.19   0     0
12   1.787E-01  1.008E+00   3618.   0.400   6.62  -1.63   1.50   0.99   2.13  10.95   8.25   9.75   7.26   6.12   5.00   4.34   4.13   3.97   0     0
11   2.471E-01  1.088E+00   3759.   0.500   6.27  -1.37   1.46   0.93   1.91  10.31   7.64   9.09   6.71   5.72   4.71   4.04   3.85   3.71   0     0
10   3.214E-01  1.160E+00   3869.   0.600   5.98  -1.18   1.42   0.89   1.77   9.81   7.16   8.58   6.27   5.39   4.47   3.80   3.63   3.50   0     0
26   6.818E-01  1.430E+00   4242.   1.000   5.17  -0.79   1.24   0.77   1.44   8.32   5.95   7.20   5.19   4.51   3.74   3.11   3.00   2.89   0     0
25   9.466E-01  1.566E+00   4414.   1.200   4.81  -0.67   1.14   0.70   1.29   7.64   5.48   6.62   4.78   4.18   3.41   2.81   2.70   2.60   0     0
23   1.650E+00  1.805E+00   4730.   1.500   4.21  -0.49   0.98   0.59   1.08   6.47   4.70   5.67   4.11   3.62   2.91   2.37   2.27   2.19   0     0
38   8.182E+00  2.884E+00   5595.   2.000   2.47  -0.24   0.72   0.41   0.80   3.68   2.71   3.42   2.29   1.91   1.45   1.05   0.98   0.93   0     0
51   3.391E+01  2.120E+00   9428.   2.500   0.92  -0.31   0.00   0.00  -0.01   1.23   1.24   1.24   1.24   1.24   1.24   1.24   1.24   1.24   0     0
68   7.698E+01  1.987E+00  11908.   3.000   0.03  -0.78  -0.09  -0.02  -0.09   0.45   0.81   0.73   0.83   0.90   1.04   1.08   1.12   1.15   0     0
