16   8.115E-02  1.021E+00   2937.   0.100   7.48  -5.01   2.11   2.31   4.86  15.98  12.49  14.60  10.18   7.63   5.54   4.85   4.45   4.05   0     1
16   2.404E-01  1.590E+00   3102.   0.200   6.30  -4.05   1.95   1.86   4.05  13.61  10.35  12.30   8.49   6.30   4.39   3.74   3.38   3.04   0     0
14   2.655E-01  1.417E+00   3372.   0.300   6.19  -2.55   1.60   1.23   2.85  11.63   8.74  10.34   7.51   5.89   4.37   3.77   3.49   3.26   0     0
12   3.631E-01  1.462E+00   3595.   0.400   5.85  -1.67   1.51   1.00   2.17  10.23   7.52   9.03   6.52   5.36   4.22   3.56   3.35   3.18   0     0
11   4.855E-01  1.537E+00   3760.   0.500   5.53  -1.37   1.46   0.93   1.91   9.58   6.90   8.36   5.97   4.99   3.98   3.30   3.12   2.98   0     0
10   6.208E-01  1.619E+00   3890.   0.600   5.27  -1.16   1.41   0.89   1.76   9.06   6.43   7.84   5.54   4.67   3.76   3.09   2.92   2.79   0     0
26   1.256E+00  1.927E+00   4272.   1.000   4.50  -0.76   1.22   0.75   1.41   7.59   5.27   6.49   4.51   3.85   3.08   2.46   2.34   2.24   0     0
25   1.636E+00  2.072E+00   4397.   1.200   4.22  -0.68   1.15   0.71   1.30   7.07   4.89   6.04   4.18   3.59   2.81   2.21   2.10   2.00   0     0
25   2.366E+00  2.304E+00   4578.   1.500   3.82  -0.60   1.07   0.66   1.20   6.43   4.41   5.48   3.75   3.21   2.45   1.87   1.77   1.67   0     0
23   4.323E+00  2.791E+00   4836.   2.000   3.16  -0.45   0.93   0.56   1.03   5.27   3.61   4.54   3.05   2.58   1.91   1.39   1.30   1.22   0     0
21   8.940E+00  3.544E+00   5154.   2.500   2.37  -0.35   0.84   0.49   0.90   4.07   2.72   3.56   2.23   1.81   1.24   0.77   0.69   0.63   0     0
46   4.899E+01  5.341E+00   6422.   3.000   0.52  -0.14   0.43   0.28   0.55   1.08   0.67   1.10   0.39   0.12  -0.17  -0.42  -0.46  -0.50   0     0
