recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,TIC,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag_x,e_Vmag,umag,e_umag,gmag_x,e_gmag_x,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag_xa,e_Gmag_xa,Tmag,e_Tmag,f_Tmag,Flag,Teff_x,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V)_x,E_E(B-V)_xa,f_E(B-V),e_Mass_x,E_Mass_xa,e_Rad_x,E_Rad_xa,e_rho_x,E_rho_xa,e_logg_x,E_logg_xa,e_Lum_x,E_Lum_xa,e_Dist_x,E_Dist_xa,r_Dist,e_Teff_x,E_Teff_xa,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist
403,205218826,16 09 36.53,-18 48 01.1,,10.28,,6.95,1.94,10.03,5.01,1.7339,3.3644,,,"USco,gold",yes,Simbad,1,0.999942,16.98,15.04354,,,49038262,242.40222904729,-18.80023353727,242.402,-18.8,90.0,,,356-077740,16093653-1848009,,J160936.52-184801.0,6248795167890589312,,,STAR,tmgaia2,tmgaia2,-8.832,0.344,-24.085,0.311,gaia2,6.9651,0.128,gaia2,17.87,0.162,16.776,0.195,,,,,,,,,,,11.539,0.024,10.757,0.022,10.282,0.021,AAA-222-111-000-0-0,9.671,0.024,9.14,0.02,7.437,0.019,5.215,0.044,15.0829,0.010061,13.658,0.028,cdwrf,cdwrf,3108.0,158.0,4.5644,0.0138,,,0.707,0.022,0.668,0.021,1.8925,0.1203,DWARF,0.042,0.01127,143.069,2.641,0.3131,0.0045,164,0.0741,,,0.0,0.0045,0.0046,schlegel,,,,,,,,,,,2.593,2.689,bj2018,,,cdwrf,16.9277,0.035013,13.7659,0.029681,1,ucac4,bpbj,cooldwarfs_v8,5.40717323404,4.82034258178,242.40218887752,-18.80033723701,0.0915963558,0.06092867868,1,0,1038700892,0.268704
404,204783273,16 09 37.06,-20 52 53.2,,11.98,,6.28,0.19,11.95,6.09,1.1105,,,,"USco,gold",no,Simbad,1,0.999998,18.23,16.506779,,,49035618,242.4044888523,-20.88137379889,242.404,-20.881,90.0,,,,16093706-2052529,,J160937.06-205253.2,6243897874380625792,,,STAR,tmgaia2,tmgaia2,-9.587,0.244,-22.224,0.186,gaia2,6.3851,0.172,gaia2,19.863,0.162,,,,,,,,,,,,,12.906,0.027,12.254,0.024,11.975,0.024,AAA-222-111-000-0-0,11.748,0.023,11.486,0.022,11.289,0.182,8.904,,16.5315,0.00178,14.997,0.009,cdwrf,cdwrf,2931.0,157.0,4.7876,0.0091,,,0.443,0.016,0.439,0.022,5.0467,0.2875,DWARF,0.01306,0.00377,156.122,4.229,0.1452,0.0637,330,0.1647,,,0.0,0.0944,0.033,panstarrs,,,,,,,,,,,4.116,4.342,bj2018,,,cdwrf,18.7346,0.022382,15.1386,0.005193,1,,bpbj,cooldwarfs_v8,3.85244262894,2.87706015672,242.40444467272,-20.88146948514,0.14595661816,0.07301531034,1,0,1038699103,0.351614
405,204388140,16 09 39.67,-22 31 54.1,,10.74,,5.76,0.3,10.7,5.45,3.7293,,,,"USco,gold",no,Simbad,1,0.999772,16.46,14.927985,,,49031833,242.41535644113,-22.53163518894,242.415,-22.532,90.0,,,338-080636,16093968-2231537,,J160939.67-223154.1,6242463973780507136,,,STAR,tmgaia2,tmgaia2,-9.111,0.236,-24.188,0.155,gaia2,7.0752,0.1102,gaia2,18.273,0.162,16.755,0.149,,,,,,,,,,,11.691,0.027,11.033,0.024,10.742,0.023,AAA-222-111-000-0-0,10.576,0.023,10.394,0.02,10.186,0.075,8.341,,14.9591,0.001569,13.568,0.008,cdwrf,cdwrf,3156.0,157.0,4.6413,0.0121,,,0.612,0.019,0.598,0.021,2.6101,0.1551,DWARF,0.03345,0.00881,140.826,2.203,0.0197,0.0151,396,0.0238,,,0.0,0.009,0.0212,panstarrs,,,,,,,,,,,2.169,2.237,bj2018,,,cdwrf,16.7253,0.009538,13.6682,0.00446,1,ucac4,bpbj,cooldwarfs_v8,3.73404324816,2.40079869897,242.4153139723,-22.53173933086,0.11026803843,0.05120868287,1,0,1038697527,0.303146
406,204518032,16 09 39.70,-22 00 46.5,,9.3,,4.69,0.49,9.24,4.19,6.5057,,,,"USco,gold",no,Simbad,1,0.999146,13.93,12.925128,6289.2,2.8598,49033044,242.41543505306,-22.01294606219,242.415,-22.013,90.0,,,340-078891,16093969-2200466,,J160939.69-220046.8,6242916354095163648,11479250,,STAR,tmgaia2,tmgaia2,-10.029,0.096,-24.339,0.069,gaia2,7.1452,0.0549,gaia2,15.579,0.126,14.193,0.149,,,,,,,,,,,10.3,0.023,9.593,0.023,9.301,0.019,AAA-222-111-000-0-0,9.248,0.023,9.146,0.02,9.04,0.035,8.434,0.398,12.942,0.001629,11.948,0.007,rered,gaia2,3728.0,129.7,4.1129,0.1382,,,1.086,0.126,0.558,0.085,0.4354,0.177,DWARF,0.2053,0.03459,139.405,1.075,0.023,0.0347,336,0.2966,,,0.0,0.0174,0.0521,panstarrs,0.094,0.076,0.109,0.142,0.1311,0.2229,0.1159,0.1605,0.03268,0.0365,1.067,1.083,bj2018,104.6,154.7,dered,14.0865,0.006096,11.8794,0.003807,1,ucac4,apassdr9,,1.51853108677,1.067233442,242.41538847723,-22.01305085382,0.04743829785,0.02821725234,1,0,1038698013,0.122329
407,204447221,16 09 40.99,-22 17 59.4,12.56,8.44,4.12,4.12,0.16,8.42,3.96,9.7421,,,,"USco,gold",yes,Simbad,2,1.0E-6,12.54,11.769496,,,49032350,242.42080393777,-22.29986874339,242.421,-22.3,90.0,,,339-076587,16094098-2217594,,J160940.98-221759.7,6242857942539775232,11479289,,STAR,tmgaia2,tmgaia2,-10.665,0.109,-22.754,0.073,gaia2,6.8401,0.0533,gaia2,14.001,0.099,12.523,0.069,,,,,,,,,,,9.483,0.027,8.677,0.051,8.441,0.027,AAA-211-111-000-0-0,8.362,0.023,8.343,0.021,8.184,0.023,6.499,0.073,11.7793,0.001724,10.876,0.007,rered,gaia2,3920.0,122.0,,,,,1.621,,,,,,GIANT,,,145.597,1.1385,0.013,0.0563,,,,,,0.0053,0.1073,panstarrs,,,,,,,,,,,1.13,1.147,bj2018,,,dered,12.7533,0.006408,10.8123,0.004436,1,ucac4,apassdr9,,1.72635841805,1.13710103952,242.42075430485,-22.29996671416,0.05254526024,0.02856872695,0,0,1038697737,0.133868
408,203844180,16 09 43.53,-24 43 10.0,,12.17,,6.02,0.4,12.12,5.62,0.8422,,,,"USco,bronze",no,Simbad,1,0.99999,18.14,16.465446,3332.9,0.9044,68045522,242.43143993029,-24.71939747113,242.431,-24.719,90.0,,,,16094354-2443098,,J160943.53-244310.0,6049821668215224704,,,STAR,tmgaia2,tmgaia2,-14.835,0.249,-23.218,0.168,gaia2,6.7634,0.1254,gaia2,19.772,0.162,,,,,,,,,,,,,13.109,0.024,12.504,0.022,12.17,0.023,AAA-222-111-000-0-0,12.011,0.025,11.786,0.026,11.63,0.259,8.855,,16.4922,7.82E-4,15.028,0.008,cdwrf,cdwrf,3036.0,157.0,4.8297,0.005,,,0.397,0.013,0.388,0.021,6.2116,0.2774,DWARF,0.01204,0.00331,147.32,2.744,0.0299,0.0214,519,0.1551,,,0.0,0.0175,0.0254,panstarrs,,,,,,,,,,,2.694,2.794,bj2018,,,cdwrf,18.4713,0.014852,15.1475,0.002125,1,,bpbj,cooldwarfs_v8,3.94577901102,2.60970376928,242.43136961311,-24.71949743926,0.11147780301,0.05395288758,1,0,1038707590,0.271441
409,203893268,16 09 45.22,-24 31 18.6,,9.14,,3.98,0.7,9.05,3.28,6.3604,,,,"USco,bronze",no,Simbad,1,0.997667,13.030001,12.374485,4606.8,1.2046,68045818,242.43841298755,-24.52184419773,242.438,-24.522,90.0,,,328-082973,16094521-2431185,,J160945.20-243118.9,6049828471443543424,11479399,,STAR,tmgaia2,tmgaia2,-11.667,0.11,-26.582,0.063,gaia2,7.106,0.0409,gaia2,14.556,0.032,13.073,0.08,,,,,,,,,,,10.046,0.021,9.316,0.022,9.136,0.021,AAA-222-111-000-0-0,9.068,0.024,9.032,0.021,8.85,0.03,8.411,0.43,12.3932,0.002405,11.504,0.008,rered,gaia2,3991.0,123.7,4.0827,0.1149,,,1.188,0.116,0.623,0.078,0.3713,0.1311,DWARF,0.32273,0.03496,140.163,0.8085,0.0688,0.0304,527,0.0414,,,0.0,0.0215,0.0394,panstarrs,0.09,0.067,0.116,0.116,0.104,0.1582,0.1268,0.1029,0.03498,0.03494,0.804,0.813,bj2018,107.8,139.5,dered,13.3147,0.008865,11.4436,0.006985,1,ucac4,apassdr9,,1.74497013393,0.97316348415,242.43835777601,-24.52195864845,0.041319,0.02006057825,1,0,1038707794,0.040926
410,204288433,16 09 46.33,-22 55 34.0,,11.03,,6.08,0.35,10.98,5.72,1.8162,,,,"USco,gold",maybe,Simbad,1,0.999981,17.06,15.384699,3376.6,1.0364,48969230,242.44307741963,-22.92601326729,242.443,-22.926,90.0,,,336-080222,16094634-2255335,,J160946.32-225533.8,6242260220531843968,,,STAR,tmgaia2,tmgaia2,-11.063,0.216,-23.487,0.149,gaia2,7.0688,0.137,gaia2,18.867,0.162,17.161,0.686,,,,,,,,,,,11.992,0.024,11.319,0.023,11.029,0.019,AAA-222-111-000-0-0,10.893,0.024,10.653,0.021,10.204,0.083,8.591,,15.4134,0.001002,13.964,0.008,cdwrf,cdwrf,3067.0,157.0,4.6847,0.0114,,,0.561,0.018,0.555,0.021,3.1465,0.1848,DWARF,0.02507,0.0068,140.989,2.746,0.0259,0.0327,363,0.0485,,,0.0,0.0152,0.0502,panstarrs,,,,,,,,,,,2.693,2.799,bj2018,,,cdwrf,17.3305,0.011646,14.0793,0.002648,1,ucac4,bpbj,cooldwarfs_v8,3.41227171203,2.30530161111,242.44302570202,-22.92611439059,0.12776845237,0.05355296895,1,0,1038697103,0.37165
411,205054287,16 09 46.44,-19 37 36.3,,9.63,,4.7,0.09,9.62,4.6,4.1534,,,,"USco,gold",no,Simbad,1,0.997667,14.32,13.458157,3740.2,0.8587,49037371,242.44352314004,-19.62668139964,242.443,-19.627,90.0,,,352-077302,16094644-1937361,,J160946.43-193736.2,6245680560685776768,8833767,,STAR,tmgaia2,tmgaia2,-8.116,0.112,-24.123,0.074,gaia2,7.0641,0.0726,gaia2,16.02,-0.037,14.623,0.069,,,,,,,,,,,10.65,0.024,9.878,0.024,9.632,0.021,AAA-222-111-000-0-0,9.518,0.022,9.438,0.019,9.297,0.04,8.035,,13.485,0.001695,12.4,0.007,rered,gaia2,3582.0,129.6,4.1276,0.168,,,1.012,0.139,0.501,0.095,0.4836,0.2307,DWARF,0.15186,0.03337,141.009,1.455,0.0516,0.0469,289,0.2243,,,0.0,0.0344,0.0593,panstarrs,0.098,0.093,0.105,0.173,0.1576,0.3038,0.1973,0.1387,0.03099,0.03575,1.44,1.47,bj2018,120.9,138.3,dered,14.823,0.007715,12.3453,0.005091,1,ucac4,apassdr9,,1.75514298561,1.14931677633,242.4434860425,-19.62678526256,0.05952418102,0.0298838349,1,0,1038700190,0.259126
412,205477423,16 09 46.87,-17 19 44.9,,8.69,,3.55,0.7,8.6,2.85,5.4103,,,,"USco,bronze",no,Simbad,1,0.999999,12.150001,11.683475,,,411098445,242.44533762698,-17.32914589705,242.445,-17.329,90.0,,,364-072800,16094688-1719448,,J160946.87-171945.0,6249607530885361536,8833779,,STAR,tmgaia2,tmgaia2,-9.406,0.104,-15.335,0.069,gaia2,0.2709,0.0488,gaia2,13.6,0.036,12.323,0.069,,,,,,,,,,,9.604,0.024,8.88,0.021,8.69,0.019,AAA-222-111-000-0-0,8.599,0.024,8.677,0.02,8.568,0.028,8.198,0.288,11.6908,9.94E-4,10.869,0.007,rered,gaia2,4501.0,122.0,,,,,32.003,,,,,,GIANT,,,3345.05,597.575,0.2076,0.0052,,,,,,0.0044,0.006,panstarrs,,,,,,,,,,,498.7,696.45,bj2018,,,dered,12.4866,0.002923,10.839,0.002095,1,ucac4,apassdr9,,1.62525062893,1.07039408701,242.44529520339,-17.32921192057,0.04580975516,0.02619553576,0,0,1038857874,0.159949
413,203837143,16 09 49.54,-24 44 47.1,,10.07,,4.58,0.36,10.02,4.22,8.9081,,,,"USco,gold",no,Simbad,1,0.992964,14.6,13.780154,3720.4,0.6224,68045485,242.45648383269,-24.74633823642,242.456,-24.746,90.0,,,327-079054,16094955-2444468,,J160949.54-244447.0,6049774457933432448,11479519,,STAR,tmgaia2,tmgaia2,-11.933,0.091,-22.76,0.062,gaia2,6.336,0.0467,gaia2,16.259,0.0,15.013,0.126,,,,,,,,,,,11.034,0.023,10.295,0.023,10.067,0.019,AAA-222-111-000-0-0,9.907,0.023,9.869,0.021,9.76,0.054,8.882,,13.7965,8.63E-4,12.762,0.006,rered,gaia2,3661.0,121.1,4.2695,0.1589,,,0.887,0.113,0.534,0.088,0.7646,0.3497,DWARF,0.1274,0.02072,157.126,1.1625,0.0324,0.0207,540,0.1035,,,0.0,0.0159,0.0254,panstarrs,0.104,0.072,0.102,0.125,0.2489,0.4506,0.1689,0.149,0.0152,0.02623,1.154,1.171,bj2018,103.5,138.7,dered,15.0198,0.004687,12.6906,0.002601,1,ucac4,apassdr9,,1.44146692578,0.9676051923,242.45642725889,-24.74643622959,0.04188807555,0.02095541898,1,0,1038707565,0.35769
414,203065387,16 09 51.06,-27 22 42.0,,12.45,,7.45,0.07,12.44,7.38,0.5432,,,,"USco,bronze",no,Simbad,1,0.999999,19.89,17.350042,,,67985462,242.4628244189,-27.37830674655,242.463,-27.378,90.0,,,,16095107-2722418,,J160951.06-272242.1,6042503181382356352,,,STAR,tmgaia2,tmgaia2,-13.335,0.289,-25.534,0.212,gaia2,6.7398,0.1496,gaia2,20.728,0.162,,,,,,,,,,,,,13.351,0.022,12.743,0.028,12.451,0.027,AAA-222-111-000-0-0,12.173,0.023,11.857,0.023,11.738,0.321,8.267,,17.3738,0.00209,15.689,0.01,cdwrf,cdwrf,2827.0,157.0,4.8643,0.0033,,,0.36,0.013,0.346,0.022,7.414,0.3176,DWARF,0.00745,0.0022,147.876,3.2995,0.0142,0.0384,587,0.1754,,,1.13E-4,0.005,0.0719,panstarrs,,,,,,,,,,,3.227,3.372,bj2018,,,cdwrf,20.0506,0.079629,15.8749,0.00535,1,,bpbj,cooldwarfs_v8,4.6183708644,3.2940925189,242.46275976062,-27.37841668462,0.13042337435,0.07363099502,1,0,1038704721,0.256431
415,203856109,16 09 51.96,-24 40 20.0,,12.13,,6.95,0.83,12.03,6.12,1.4332,,,,"USco,bronze",yes,Simbad,1,0.999999,18.98,16.950556,,,68045596,242.46660887471,-24.67213687517,242.467,-24.672,90.0,,,,16095198-2440197,,J160951.97-244019.9,6049823317482671872,,,STAR,tmgaia2,tmgaia2,-14.943,2.514,-22.897,2.514,hsoy,,,,19.969,0.162,,,,,,,,,,,,,13.159,0.026,12.509,0.025,12.134,0.023,AAA-222-111-000-0-0,11.861,0.023,11.453,0.025,10.32,0.085,8.445,0.326,16.9435,0.001779,15.325,0.009,cdwrf,cdwrf,2890.0,157.0,4.8022,0.0127,,,0.427,0.019,0.422,0.026,5.4169,0.4054,DWARF,0.01146,0.00356,,,,,553,0.1724,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,19.2106,0.046137,15.4773,0.004245,0,,bpbj,cooldwarfs_v8,39.89308022043,38.97013894335,242.46653807486,-24.67223545949,0.25940528279,0.12294698539,1,0,1038707640,0.470381
416,204982702,16 09 52.06,-19 58 06.8,,10.46,,6.23,0.09,10.45,6.14,2.403,,,,"USco,bronze",yes,Simbad,1,0.999848,16.68,15.440154,3000.6,0.2173,49036975,242.46695486916,-19.96848098017,242.467,-19.969,90.0,,,,16095206-1958065,,J160952.05-195806.8,6245653038535268864,8833897,,STAR,tmgaia2,tmgaia2,-7.956,0.227,-24.097,0.151,gaia2,6.9044,0.1279,gaia2,17.941,-0.246,16.69,0.06,,,,,,,,,,,12.151,0.024,11.196,0.023,10.459,0.024,AAA-222-111-000-0-0,9.639,0.023,8.999,0.02,7.864,0.021,6.37,0.073,15.4844,0.017466,14.08,0.053,cdwrf,cdwrf,3158.0,162.0,4.589,0.0136,,,0.676,0.022,0.646,0.021,2.0952,0.1326,DWARF,0.04089,0.01108,144.324,2.6865,0.0786,0.0945,267,0.0395,,,0.0,0.0703,0.1186,panstarrs,,,,,,,,,,,2.638,2.735,bj2018,,,cdwrf,17.2322,0.073343,14.1799,0.056517,1,apassdr9,apassdr9,cooldwarfs_v8,3.57561309447,2.33457034476,242.46691842327,-19.96858473287,0.10716602703,0.06101048347,1,0,1038699889,0.297969
417,204614722,16 09 52.16,-21 36 28.1,,11.57,,7.39,0.0,11.57,7.39,0.7016,0.6073,,,"USco,gold",no,Simbad,1,0.999999,18.96,16.716557,,,49033866,242.46737900493,-21.60774090516,242.467,-21.608,90.0,,,,16095217-2136277,,J160952.16-213628.1,6242964045412203776,,,STAR,tmgaia2,tmgaia2,-9.242,0.376,-24.795,0.259,gaia2,7.1562,0.2345,gaia2,20.518,0.163,,,,,,,,,,,,,12.569,0.028,11.969,0.023,11.568,0.024,AAA-222-111-000-0-0,11.339,0.023,11.003,0.022,10.939,0.14,9.077,,16.7374,0.001361,15.033,0.009,cdwrf,cdwrf,2822.0,157.0,4.7656,0.0114,,,0.468,0.018,0.465,0.023,4.5438,0.2937,DWARF,0.01251,0.00377,139.46,4.6035,0.0805,0.0624,352,0.059,,,0.0,0.0457,0.0791,panstarrs,,,,,,,,,,,4.454,4.753,bj2018,,,cdwrf,19.5132,0.056672,15.228,0.004631,1,,bpbj,cooldwarfs_v8,5.94431390261,4.0162698219,242.46733620624,-21.60784766055,0.21577001548,0.09347079299,1,0,1038698359,0.278453
418,203849738,16 09 52.87,-24 41 53.5,,10.93,,6.17,0.45,10.87,5.72,0.619,,,,"USco,gold",no,Simbad,1,0.999996,17.04,15.449731,,,68045555,242.47035063627,-24.69821037107,242.47,-24.698,90.0,,,,16095287-2441535,,J160952.87-244153.8,6049821633855485440,,,STAR,tmgaia2,tmgaia2,-11.871,0.223,-25.677,0.186,gaia2,6.7554,0.1045,gaia2,18.862,0.162,,,,,,,,,,,,,11.883,0.023,11.28,0.025,10.926,0.019,AAA-222-111-000-0-0,10.771,0.023,10.542,0.022,10.402,0.094,8.357,,15.4752,0.00105,13.962,0.008,cdwrf,cdwrf,2978.0,157.0,4.6542,0.0117,,,0.596,0.019,0.585,0.021,2.7581,0.1603,DWARF,0.02521,0.00693,147.465,2.2905,0.043,0.0286,530,0.0494,,,0.0,0.0104,0.0468,panstarrs,,,,,,,,,,,2.256,2.325,bj2018,,,cdwrf,17.5609,0.01268,14.0942,0.002181,1,,bpbj,cooldwarfs_v8,3.5431846596,2.88089486257,242.47029438054,-24.69832092656,0.11244039383,0.05105108601,1,0,1038707611,0.201212
419,205383125,16 09 53.60,-17 54 47.6,,11.53,,6.72,0.69,11.44,6.04,,,,,"USco,gold",yes,Simbad,1,0.999997,18.16,16.161354,,,49039107,242.47340610922,-17.91317781468,242.473,-17.913,90.0,,,,16095361-1754474,,J160953.60-175447.6,6249011045828745984,,,STAR,tmgaia2,tmgaia2,-9.789,0.446,-20.77,0.22,gaia2,6.3433,0.2139,gaia2,19.073,0.162,,,,,,,,,,,,,12.542,0.023,11.86,0.022,11.529,0.023,AAA-222-111-000-0-0,11.0,0.023,10.476,0.02,9.061,0.035,7.207,0.11,16.2285,0.008436,14.739,0.024,cdwrf,cdwrf,3013.0,157.0,4.7234,0.0132,,,0.516,0.02,0.514,0.023,3.7375,0.2568,DWARF,0.01978,0.00567,157.267,5.3405,0.0265,0.029,253,0.5131,,,0.0,0.0147,0.0433,panstarrs,,,,,,,,,,,5.162,5.519,bj2018,,,cdwrf,18.2415,0.034836,14.8636,0.024962,1,,bpbj,cooldwarfs_v8,7.00451152867,3.41504306929,242.47336181347,-17.91326724237,0.15381374889,0.09560727885,1,0,1038701548,0.296149
420,205157836,16 09 54.42,-19 06 55.0,,9.6,,5.02,0.91,9.48,4.11,16.3202,,,,"USco,gold",no,Simbad,1,0.992964,14.5,13.42345,3734.0,0.7946,49037928,242.47672651784,-19.11528920894,242.477,-19.115,90.0,,,355-077378,16095441-1906551,1237674654766465097,J160954.40-190655.3,6245775565362814592,8833949,,STAR,tmgaia2,tmgaia2,-12.613,0.122,-22.884,0.079,gaia2,7.3082,0.0594,gaia2,16.248,0.044,14.541,0.137,18.122,0.019,15.506,0.004,14.08,0.007,16.893,0.019,12.189,0.004,10.65,0.026,9.866,0.023,9.599,0.021,AAA-222-111-000-0-0,9.472,0.023,9.386,0.02,9.237,0.043,8.87,0.538,13.4367,0.002382,12.388,0.007,rered,gaia2,3614.0,121.9,4.2101,0.1693,,,0.933,0.128,0.515,0.087,0.634,0.3079,DWARF,0.1338,0.02288,136.31,1.1125,0.0196,0.0134,302,0.0503,,,0.0,0.0094,0.0175,panstarrs,0.066,0.109,0.099,0.157,0.2207,0.395,0.1559,0.1828,0.02525,0.02051,1.104,1.121,bj2018,160.9,82.9,dered,14.7015,0.011016,12.315,0.006351,1,ucac4,apassdr9,,1.9240361009,1.22503633907,242.47666904415,-19.11538773858,0.0613687619,0.02864032006,1,0,1038700617,0.089852
421,204472125,16 09 56.95,-22 12 02.9,,12.66,,6.94,0.38,12.62,6.56,0.8158,,,,"USco,gold",no,Simbad,1,0.999999,19.56,17.372662,,,49032600,242.48734449983,-22.20075453242,242.487,-22.201,90.0,,,,16095695-2212027,,J160956.94-221202.8,6242864814487487488,,,STAR,tmgaia2,tmgaia2,-9.403,0.296,-23.301,0.222,gaia2,6.6982,0.1906,gaia2,20.752,0.162,,,,,,,,,,,,,13.623,0.026,13.033,0.026,12.665,0.027,AAA-222-111-000-0-0,12.439,0.024,12.146,0.024,12.177,0.482,8.769,,17.4014,0.001242,15.796,0.01,cdwrf,cdwrf,2872.0,157.0,4.8892,0.0027,,,0.335,0.013,0.316,0.022,8.4449,0.375,DWARF,0.00686,0.00204,148.88,4.2635,0.024,0.0552,373,0.1032,,,0.0,0.006,0.1044,panstarrs,,,,,,,,,,,4.144,4.383,bj2018,,,cdwrf,19.7657,0.060237,15.9535,0.005773,1,,bpbj,cooldwarfs_v8,4.68243295508,3.44741956145,242.48730077451,-22.20085485532,0.16208143726,0.0890208952,1,0,1038697846,0.254461
422,204419255,16 09 58.05,-22 24 34.8,7.71,6.88,0.83,0.83,0.46,6.82,0.37,,,,,"USco,bronze",yes,Simbad,1,0.999698,7.65,7.66284,9860.5,0.817,49032126,242.4918796596,-22.40969690697,242.492,-22.41,90.0,,6213-00012-1,338-080699,16095804-2224348,,J160958.04-222435.0,6242853303975004032,11479764,,STAR,tmgaia2,tmgaia2,-10.248,0.133,-25.383,0.087,gaia2,7.2172,0.065,gaia2,8.012,0.028,7.714,0.002,,,,,,,,,,,7.03,0.024,6.957,0.047,6.884,0.02,AAA-111-111-000-0-0,6.83,0.044,6.821,0.02,6.508,0.016,4.583,0.029,7.64662,6.58E-4,7.44,0.006,rered,gaia2,7877.0,310.3,4.0217,0.0815,,,2.215,0.068,1.881,0.325,0.1731,0.0348,DWARF,17.01847,2.57697,138.026,1.248,0.1166,0.0446,361,0.0065,,,0.0,0.0534,0.0359,panstarrs,0.372,0.279,0.071,0.066,0.0486,0.021,0.116,0.047,3.436,1.71794,1.237,1.259,bj2018,389.7,230.9,dered,7.8155,0.002539,7.39811,0.001921,1,tycho2v3,tycho2b3,,2.09591395084,1.34661407683,242.49183193009,-22.40980619317,0.06342983862,0.03327497495,1,0,1038697650,0.109964
423,204078097,16 09 58.51,-23 45 18.9,,11.62,,7.04,0.74,11.53,6.3,1.4106,,,,"USco,gold",yes,Simbad,1,0.999999,18.57,16.72385,,,48968127,242.49379650487,-23.75530286882,242.494,-23.755,90.0,,,,16095852-2345186,,J160958.51-234518.9,6242136284955026176,,,STAR,tmgaia2,tmgaia2,,,,,,,,,20.286,0.162,,,,,,,,,,,,,12.635,0.024,11.996,0.024,11.624,0.024,AAA-222-111-000-0-0,11.353,0.024,10.977,0.02,10.041,0.073,8.281,,16.7282,0.001926,15.033,0.009,cdwrf,cdwrf,2826.0,157.0,4.7379,0.0159,,,0.499,0.022,0.498,0.026,3.9931,0.3254,DWARF,0.01433,0.0045,,,,,434,0.2442,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,19.3997,0.037121,15.2199,0.004807,0,,bpbj,cooldwarfs_v8,0.26378878048,0.14055344049,242.49379650487,-23.75530286882,0.26378878048,0.14055344049,1,0,1038695724,0.190994
424,204121113,16 09 58.62,-23 34 55.9,,8.93,,4.16,0.0,8.93,4.16,1.6718,,,,"USco,bronze",no,Simbad,1,0.999853,13.09,12.23642,4808.0,1.3643,48968362,242.49428680993,-23.58220173236,242.494,-23.582,90.0,,,333-083075,16095862-2334556,,J160958.62-233456.1,6242151708178669056,11479788,,STAR,tmgaia2,tmgaia2,-10.411,0.106,-24.156,0.077,gaia2,7.159,0.0668,gaia2,14.455,0.0,12.693,0.092,,,,,,,,,,,9.851,0.024,9.167,0.024,8.932,0.025,AAA-222-111-000-0-0,8.882,0.022,8.826,0.02,8.747,0.029,8.314,0.3,12.2794,0.006566,11.4,0.014,rered,gaia2,3961.0,121.4,4.0766,0.1182,,,1.191,0.12,0.617,0.08,0.3653,0.132,DWARF,0.31453,0.02801,139.143,1.303,0.0144,0.0087,385,0.0369,,,0.0,0.0065,0.0109,panstarrs,0.076,0.084,0.102,0.139,0.1405,0.1236,0.1182,0.1182,0.02467,0.03135,1.291,1.315,bj2018,149.3,93.4,dered,13.206,0.025129,11.3332,0.017046,1,ucac4,apassdr9,,1.68557359712,1.19326602852,242.49423789831,-23.58230573564,0.05890095281,0.02935903553,1,0,1038695908,0.124251
