recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,logL,Mass_calc,Mass_e
707,203837965,16 15 55.07,-24 44 36.8,,12.28,,7.55,0.17,12.26,7.38,2.007,,,,"USco,gold",no,Simbad,1,0.999999,19.810001,11.970971238465816,,,-2.186418997405272,,0.013866982803217402
708,204143627,16 15 59.25,-23 29 36.2,,11.31,,6.0,0.35,11.27,5.65,1.125,,,,"USco,gold",no,Simbad,1,0.999965,17.27,10.060053238465816,,,-1.6871881832983286,,0.013866982803217402
709,205210347,16 15 59.84,-18 50 42.8,,8.43,,4.45,0.98,8.31,3.47,,,,,"USco,bronze",no,Simbad,1,0.999999,12.76,6.563628238465816,,,,,0.013866982803217402
710,204162631,16 15 59.86,-23 25 04.5,,8.53,,3.62,0.7,8.44,2.92,1.7742,,,,"USco,gold",no,Simbad,1,0.999853,12.059999,6.025258238465815,,,,,0.013866982803217402
711,204462739,16 16 00.80,-22 14 19.4,,10.98,,6.56,0.48,10.92,6.08,1.2944,0.9951,,,"USco,gold",no,Simbad,1,0.999998,17.48,9.866582238465815,,,-1.7230788531852443,,0.013866982803217402
712,203894955,16 16 02.91,-24 30 54.8,,8.96,,4.95,1.04,8.83,3.91,4.4286,,,,"USco,gold",no,Simbad,1,0.999881,13.78,7.415050238465815,6165.7,3.0399,,,0.013866982803217402
713,204348630,16 16 02.95,-22 41 09.3,,10.77,,5.92,0.18,10.74,5.75,1.1663,1.0589,,,"USco,bronze",no,Simbad,1,0.999956,16.66,9.484313238465814,,,-1.505149978319906,,0.013866982803217402
714,203731383,16 16 05.15,-25 07 56.3,,10.76,,5.33,0.78,10.66,4.56,7.6418,,,,"USco,bronze",no,Simbad,1,0.998258,15.99,9.215398238465816,3550.9,1.0486,-1.3193019622244742,0.31660256410256415,0.013866982803217402
715,204824257,16 16 08.55,-20 41 51.7,,10.71,,5.71,0.44,10.65,5.28,3.0783,,,,"USco,gold",no,Simbad,1,0.996487,16.36,9.304668238465815,3423.3,0.9809,-1.4837291182799208,0.25157142857142867,0.013866982803217402
716,204554162,16 16 09.43,-21 51 46.8,,9.26,,4.0,0.7,9.17,3.3,7.2161,,,,"USco,bronze",no,Simbad,1,0.998258,13.17,7.090306238465816,4499.3,1.3362,-0.6460068679089017,1.1,0.013866982803217402
717,204337881,16 16 09.45,-22 43 44.0,,10.51,,5.09,0.7,10.42,4.39,9.4415,,,,"USco,gold",no,Simbad,2,1e-06,15.51,8.774713238465814,3575.6,0.7549,-0.974735107562185,0.33243589743589735,0.013866982803217402
718,204154149,16 16 11.71,-23 27 05.2,,11.0,,5.68,0.29,10.97,5.39,1.8865,,,,"USco,gold",no,Simbad,1,0.999617,16.65,9.586900238465816,,,-1.531062184697643,,0.013866982803217402
719,204199333,16 16 11.83,-23 16 26.7,,11.88,,6.01,0.44,11.82,5.58,0.8366,,,,"USco,silver",no,Simbad,1,0.999996,17.83,10.715178238465814,3334.8,1.0296,-1.875821934723276,0.20942857142857152,0.013866982803217402
720,203895004,16 16 12.92,-24 30 54.3,,10.0,,6.73,1.27,9.83,5.46,2.6566,,,,"USco,bronze",no,Simbad,1,0.999989,16.56,9.113703238465815,,,,,0.013866982803217402
721,203840786,16 16 13.28,-24 43 57.5,,9.71,,5.62,0.52,9.64,5.09,2.3881,,,,"USco,bronze",no,Simbad,1,0.99964,15.26,8.464932238465815,,,-0.6228395225144153,,0.013866982803217402
723,203433962,16 16 17.20,-26 09 10.2,,8.72,,4.51,0.18,8.7,4.34,1.4825,1.9664,,,"USco,gold",no,Simbad,1,0.999772,13.21,6.840352238465815,5856.8,2.5028,,,0.013866982803217402
724,204101029,16 16 17.93,-23 39 47.6,10.69,8.1,2.58,2.58,0.48,8.04,2.1,2.631,,,,"USco,gold",no,Simbad,1,0.999874,10.62,4.762095238465815,5277.4,0.5506,0.1997661566873723,0.9831085043988269,0.013866982803217402
725,203565326,16 16 18.94,-25 42 28.9,,8.71,,5.19,1.18,8.56,4.01,0.7929,,,,"USco,gold",no,Simbad,1,0.997667,13.75,7.398468238465815,,,,,0.013866982803217402
726,204082531,16 16 20.10,-23 44 14.4,,10.19,,5.81,0.0,10.19,5.81,0.6513,0.4256,,,"USco,gold",no,Simbad,1,0.999911,16.0,8.837125238465815,,,-1.4285240876245928,,0.013866982803217402
727,203685514,16 16 20.72,-25 17 30.2,,11.19,,6.11,0.95,11.07,5.16,1.2673,,,,"USco,bronze",no,Simbad,1,0.999911,17.18,9.998106238465816,,,-1.512437443054128,,0.013866982803217402
728,202842502,16 16 21.91,-28 09 50.4,9.12,7.93,1.19,1.19,0.7,7.84,0.49,,,,,"USco,bronze",no,Simbad,1,0.999763,9.030001,3.462325238465816,,,0.8658593385029769,,0.013866982803217402
729,203750949,16 16 22.94,-25 03 46.7,8.4,7.23,1.17,1.17,1.0,7.1,0.17,0.6321,1.2198,,,"USco,gold",no,Simbad,1,0.999957,8.2699995,2.758360238465816,,,1.286386610240746,,0.013866982803217402
730,202872570,16 16 23.52,-28 03 24.1,,11.31,,6.05,2.12,11.04,3.94,,,,,"USco,bronze",no,Simbad,1,0.999996,17.09,10.100748238465815,3375.9,1.0069,-1.6777807111212402,0.22900000000000004,0.013866982803217402
731,203568037,16 16 24.38,-25 41 54.1,,10.38,,7.19,1.17,10.23,6.03,1.1992,0.436,0.8086,,"USco,bronze",no,Simbad,1,0.99989,17.42,9.705669238465816,,,,,0.013866982803217402
732,203771564,16 16 25.17,-24 59 19.4,7.94,7.03,0.91,0.91,1.17,6.87,-0.25,0.4121,0.4216,,,"USco,gold",no,Simbad,1,0.999919,7.7799997,2.289205238465815,,,1.7455978155573697,,0.013866982803217402
733,203414491,16 16 30.23,-26 13 05.7,,8.53,,4.65,1.02,8.4,3.64,,,,,"USco,bronze",no,Simbad,1,0.999999,13.049999,6.781743238465815,5446.7,2.2232,,,0.013866982803217402
734,203710387,16 16 30.66,-25 12 20.4,,11.91,,6.55,0.85,11.8,5.69,2.5441,,,,"USco,bronze",no,Simbad,1,0.999999,18.35,11.046183238465815,,,-1.8428455486198887,,0.013866982803217402
735,203747290,16 16 31.00,-25 04 34.8,,11.24,,6.25,1.01,11.11,5.24,0.5784,,,,"USco,bronze",no,Simbad,1,0.999996,17.36,10.256069238465816,3415.8,1.3718,-1.6478174646313255,0.24800000000000008,0.013866982803217402
736,204499729,16 16 32.26,-22 05 20.1,,12.71,,6.6,0.69,12.62,5.91,1.5116,1.9907,,,"USco,gold",yes,Simbad,1,0.999999,19.22,11.968537238465814,,,-2.170053317834218,,0.013866982803217402
737,203416475,16 16 33.06,-26 12 40.7,,11.82,,6.31,0.32,11.78,5.99,13.649,,,,"USco,bronze",no,Simbad,1,0.99982,18.09,10.894848238465816,,,,,0.013866982803217402
738,204153041,16 16 33.42,-23 27 21.4,,11.34,,6.28,0.56,11.27,5.72,0.7567,0.4818,,,"USco,gold",no,Simbad,1,0.999999,17.550001,10.368337238465816,,,-1.7517814320278309,,0.013866982803217402
739,203664569,16 16 33.43,-25 21 50.8,,10.13,,4.91,1.05,9.99,3.86,13.0015,,,,"USco,gold",yes,Simbad,1,0.999245,14.9,8.412141238465816,4106.5,1.2155,-0.9578183944909188,0.7,0.013866982803217402
740,203516237,16 16 33.44,-25 52 36.9,,9.62,,4.96,0.27,9.58,4.69,4.883,,,,"USco,gold",no,Simbad,1,0.999561,14.54,7.947359238465815,4086.4,1.1634,-0.8387218617208249,0.7,0.013866982803217402
741,204206497,16 16 40.36,-23 14 48.4,,9.82,,5.22,0.28,9.78,4.94,5.926,,,,"USco,bronze",no,Simbad,2,1e-06,15.0,8.137327238465815,,,-0.8390515208793804,,0.013866982803217402
742,203679848,16 16 41.35,-25 18 39.7,,11.04,,6.86,0.92,10.92,5.94,0.4985,0.4422,,,"USco,bronze",no,Simbad,1,0.999999,17.78,10.210843238465817,3517.5,1.7253,-1.5985994586534844,0.29642857142857143,0.013866982803217402
743,204202811,16 16 41.62,-23 15 39.2,,11.04,,5.54,0.0,11.04,5.54,1.2501,,,,"USco,gold",no,Simbad,1,0.999488,16.58,9.596584238465816,,,-1.589391466070345,,0.013866982803217402
744,203587408,16 16 42.97,-25 37 54.9,,10.05,,5.92,0.59,9.98,5.33,3.1403,,,,"USco,bronze",no,Simbad,1,0.999661,15.9,8.742712238465815,3739.3,1.2262,-1.0419619669769902,0.44048611111111124,0.013866982803217402
745,203703588,16 16 44.25,-25 13 45.3,8.87,7.72,1.15,1.15,0.67,7.63,0.48,0.1485,0.2682,0.5471,0.0627,"USco,gold",no,Simbad,1,0.999899,8.78,3.203683238465816,10223.6,1.1491,0.7010254073824097,1.5,0.013866982803217402
746,203479994,16 16 45.10,-25 59 57.7,,8.56,,4.14,0.29,8.52,3.85,0.7768,,,,"USco,bronze",no,Simbad,1,0.999991,12.66,6.531457238465816,,,,,0.013866982803217402
747,204126288,16 16 45.38,-23 33 41.6,,12.82,,6.58,0.51,12.75,6.07,0.2112,,,,"USco,silver",no,Simbad,1,0.999999,19.33,11.923068238465817,,,-2.2636034933298674,,0.013866982803217402
748,203337814,16 16 47.54,-26 28 18.1,,11.69,,5.97,0.7,11.59,5.27,0.781,,,,"USco,bronze",no,Simbad,1,0.999991,17.56,10.409553238465817,,,-1.8467951043361583,,0.013866982803217402
749,203855509,16 16 47.93,-24 40 28.4,,10.26,,6.18,0.77,10.16,5.41,4.5193,0.385,0.4276,,"USco,bronze",no,Simbad,1,0.999924,16.34,9.105209238465816,3507.5,1.4101,,,0.013866982803217402
750,203627083,16 16 48.72,-25 29 40.4,,11.5,,6.93,1.13,11.35,5.8,0.8799,1.2371,,,"USco,bronze",no,Simbad,2,,18.28,12.025778238465817,,,,,0.013866982803217402
751,203520293,16 16 50.62,-25 51 46.7,8.3,7.1,1.2,1.2,0.73,7.0,0.47,1.6785,,,,"USco,gold",no,Simbad,1,0.999968,8.2,2.681858238465816,,,0.9652868396228989,,0.013866982803217402
752,203884472,16 16 51.30,-24 33 27.7,10.08,7.65,2.43,2.43,0.81,7.55,1.63,1.3796,,,,"USco,gold",no,Simbad,1,0.999984,9.9800005,4.255903238465816,6628.6,1.3259,,,0.013866982803217402
753,204241221,16 16 53.37,-23 06 37.7,8.68,7.34,1.34,1.34,0.71,7.25,0.64,0.5278,,,,"USco,bronze",no,Simbad,1,0.999791,8.59,2.982774238465815,7265.7,0.4918,0.8686755906725879,1.5,0.013866982803217402
754,203768482,16 16 54.29,-24 59 59.2,,10.83,,6.2,0.88,10.72,5.32,2.5824,1.6283,,,"USco,bronze",no,Simbad,1,0.999982,16.92,9.681436238465816,3477.9,1.2585,-1.5236031682616944,0.2775714285714286,0.013866982803217402
755,204611596,16 16 54.57,-21 37 15.4,10.19,8.38,1.81,1.81,0.32,8.34,1.49,,,,,"USco,gold",no,Simbad,1,0.999891,10.15,4.387423238465816,5777.2,0.1995,0.2229894324032074,1.1386206896551725,0.013866982803217402
756,203844508,16 16 56.03,-24 43 05.2,,11.37,,6.86,1.24,11.21,5.62,2.1352,,,,"USco,bronze",no,Simbad,1,0.999999,18.07,10.504286238465816,3428.6,1.6564,-1.712646238745605,0.25409523809523804,0.013866982803217402
757,204144407,16 16 56.10,-23 29 25.2,,9.02,,4.69,0.57,8.95,4.12,3.9926,,,,"USco,bronze",no,Simbad,1,0.99885,13.639999,7.544682238465816,,,,,0.013866982803217402
758,203527618,16 16 58.00,-25 50 16.6,,11.41,,6.4,1.0,11.28,5.4,3.1465,,,,"USco,bronze",no,Simbad,1,0.999996,17.68,10.330930238465816,3373.5,1.2623,-1.7253803621613792,0.22785714285714287,0.013866982803217402
759,204543498,16 16 59.82,-21 54 27.5,,10.64,,5.42,0.18,10.62,5.24,1.9397,,,,"USco,gold",no,Simbad,2,1e-06,16.04,9.092935238465817,3460.9,0.8643,-1.4056074669477534,0.26947619047619054,0.013866982803217402
760,204414610,16 17 06.06,-22 25 41.6,,11.24,,5.86,0.21,11.21,5.64,3.6567,0.3393,,,"USco,gold",no,Simbad,1,0.999926,17.07,9.917454238465815,,,-1.544393874316479,,0.013866982803217402
761,204303402,16 17 13.79,-22 51 58.6,,10.86,,5.73,0.22,10.83,5.51,1.5714,,,,"USco,gold",no,Simbad,1,0.999751,16.56,9.464778238465817,3464.1,0.9483,-1.489187013616868,0.27099999999999996,0.013866982803217402
762,204150518,16 17 16.48,-23 27 57.3,,10.24,,5.68,0.76,10.14,4.92,5.1763,,,,"USco,gold",no,Simbad,1,0.996487,15.82,8.794744238465816,,,-1.3031196377643677,,0.013866982803217402
763,203868608,16 17 18.97,-24 37 18.8,,10.76,,7.08,1.17,10.61,5.91,5.6382,1.1066,,,"USco,bronze",no,Simbad,1,0.999999,17.689999,10.055987238465816,3412.8,1.972,-1.5828605881229405,0.24657142857142866,0.013866982803217402
764,204099505,16 17 21.17,-23 40 08.7,,11.59,,6.41,0.77,11.49,5.64,2.0337,,,,"USco,bronze",no,Simbad,1,0.999993,17.9,10.520581238465816,3414.6,1.3009,-1.6800615736380158,0.2474285714285714,0.013866982803217402
765,204162886,16 17 21.61,-23 25 00.6,,10.8,,5.52,0.25,10.77,5.27,6.7457,,,,"USco,gold",no,Simbad,1,0.997667,16.29,9.295457238465817,3443.2,0.9144,-1.4650858992109377,0.261047619047619,0.013866982803217402
766,203452629,16 17 23.25,-26 05 25.0,,10.81,,6.61,0.64,10.73,5.97,3.7607,,,,"USco,bronze",no,Simbad,1,0.99997,17.34,9.851872238465816,3603.7,1.7496,-1.4018663736077692,0.35044871794871785,0.013866982803217402
767,203465939,16 17 24.53,-26 02 43.6,,11.24,,6.4,1.71,11.02,4.69,3.4351,,,,"USco,bronze",maybe,Simbad,1,0.999985,17.42,10.161496238465816,5137.0,3.0746,-1.2972249349495637,0.9419354838709677,0.013866982803217402
768,203809634,16 17 26.14,-24 50 59.4,,9.85,,6.02,0.83,9.75,5.19,2.9647,1.2365,,,"USco,gold",no,Simbad,1,0.999751,15.77,8.591289238465816,,,,,0.013866982803217402
769,203696274,16 17 26.58,-25 15 16.5,,10.39,,6.73,1.38,10.21,5.34,0.747,,,,"USco,bronze",no,Simbad,1,0.999994,16.94,9.494146238465817,3438.5,1.5708,-0.8201897785995224,0.2588095238095238,0.013866982803217402
770,203934572,16 17 27.69,-24 21 02.9,,10.3,,6.37,0.87,10.18,5.51,1.1111,,,,"USco,gold",no,Simbad,1,0.999994,16.55,9.294623238465816,,,,,0.013866982803217402
771,203809317,16 17 29.94,-24 51 03.2,,9.79,,5.71,1.16,9.64,4.55,6.4557,2.3893,,,"USco,gold",no,Simbad,1,0.999881,15.35,8.877263238465815,,,,,0.013866982803217402
772,203863067,16 17 30.31,-24 38 39.2,,9.73,,5.38,0.47,9.67,4.91,6.0633,,,,"USco,gold",no,Simbad,1,0.999617,15.05,8.119089238465815,5742.6,2.8726,-0.8686058973866291,1.1277742946708467,0.013866982803217402
773,203494280,16 17 31.71,-25 57 04.5,,10.53,,5.05,0.9,10.41,4.14,,,,,"USco,bronze",no,Simbad,1,1.0,15.46,9.042727238465815,5186.0,2.4661,,,0.013866982803217402
774,203495623,16 17 32.14,-25 56 48.2,,10.78,,5.68,0.69,10.69,5.0,,,,,"USco,bronze",no,Simbad,1,0.999999,16.369999,9.345784238465816,6423.4,3.1482,,,0.013866982803217402
775,203910995,16 17 32.21,-24 27 00.3,,10.49,,6.43,0.96,10.37,5.47,1.4704,1.975,,,"USco,bronze",no,Simbad,1,0.999996,16.8,9.461547238465815,3467.2,1.384,-1.5184140727791515,0.27247619047619037,0.013866982803217402
776,203565563,16 17 33.98,-25 42 26.0,,10.42,,4.79,0.01,10.42,4.78,10.2124,,,,"USco,bronze",no,Simbad,1,0.997667,15.21,8.899303238465816,3503.9,1.062,-1.345534671114435,0.28995238095238096,0.013866982803217402
777,203925874,16 17 34.56,-24 23 16.4,,11.57,,6.26,0.85,11.46,5.4,6.6099,,,,"USco,bronze",no,Simbad,1,0.999971,17.720001,10.421599238465816,,,-1.674279149891888,,0.013866982803217402
778,203788453,16 17 37.22,-24 55 36.4,,10.42,,5.02,0.51,10.35,4.51,5.0061,,,,"USco,bronze",no,Simbad,1,0.999561,15.370001,8.776496238465816,3849.3,1.1388,-0.7190348437048476,0.6,0.013866982803217402
779,203563208,16 17 38.94,-25 42 55.6,,10.55,,6.6,0.91,10.44,5.69,0.4307,0.5757,,,"USco,bronze",maybe,Simbad,1,0.999999,17.039999,9.615790238465816,,,-1.5401553686377962,,0.013866982803217402
780,203789628,16 17 46.96,-24 55 21.1,,10.47,,6.78,1.17,10.32,5.61,1.2829,,,,"USco,bronze",no,Simbad,1,0.999996,17.1,9.610064238465815,,,,,0.013866982803217402
781,203789325,16 17 47.68,-24 55 25.1,,11.74,,6.88,1.14,11.59,5.74,2.0229,1.2828,,,"USco,bronze",yes,Simbad,1,0.999999,18.470001,10.888216238465816,,,-1.7664962402939186,,0.013866982803217402
782,203098364,16 17 53.82,-27 15 54.6,,11.17,,4.84,0.22,11.14,4.62,3.6979,,,,"USco,bronze",no,Simbad,1,0.999998,15.9800005,9.505831238465817,,,,,0.013866982803217402
783,203842482,16 17 54.81,-24 43 33.6,10.31,7.8,2.51,2.51,1.27,7.64,1.24,1.1862,,,,"USco,bronze",no,Simbad,1,0.999984,10.15,4.322628238465816,7342.7,1.4876,0.8120499306637229,1.5,0.013866982803217402
784,203119637,16 17 55.01,-27 11 30.4,,9.9,,4.33,0.11,9.89,4.22,6.2874,,,,"USco,gold",maybe,Simbad,1,0.998258,14.22,7.790483238465816,3870.3,0.6239,-0.3275973189664567,0.52489010989011,0.013866982803217402
785,202632400,16 17 56.07,-28 56 40.1,,11.97,,6.07,0.0,11.97,6.07,1.3723,,,,"USco,bronze",no,Simbad,1,0.999996,18.04,10.796870238465814,,,-1.891773331075522,,0.013866982803217402
786,203511488,16 17 59.83,-25 53 35.0,,11.13,,5.03,0.3,11.09,4.73,,,,,"USco,bronze",no,Simbad,1,0.999995,16.12,9.605518238465816,7150.8,3.5159,,,0.013866982803217402
787,205596184,16 18 03.05,-16 30 15.2,,11.69,,5.93,0.7,11.6,5.23,2.0951,,,,"USco,bronze",no,Simbad,1,0.999997,17.53,10.456639238465817,3352.2,1.0505,-1.9179330735471067,0.21771428571428564,0.013866982803217402
788,203542463,16 18 08.68,-25 47 12.8,,12.14,,8.43,2.15,11.86,6.28,1.5633,,,,"USco,bronze",yes,Simbad,1,1.0,20.29,11.929345238465814,,,-1.988852643727756,,0.013866982803217402
789,202910245,16 18 09.10,-27 55 19.8,,11.4,,6.27,0.24,11.37,6.02,0.5882,,,,"USco,bronze",no,Simbad,1,0.999996,17.64,10.319305238465816,,,-1.6920762936746778,,0.013866982803217402
790,203097006,16 18 09.91,-27 16 11.8,,10.19,,5.6,0.48,10.13,5.11,19.5046,,,,"USco,bronze",maybe,Simbad,1,0.999019,15.73,8.860703238465815,3589.9,1.1787,-0.559012246348315,0.3416025641025642,0.013866982803217402
791,202569086,16 18 11.07,-29 11 12.6,10.46,8.38,2.08,2.08,0.95,8.26,1.14,1.1432,,,,"USco,gold",no,Simbad,1,0.999617,10.34,4.638462238465815,5736.4,0.3626,0.2138523224237962,1.1258307210031346,0.013866982803217402
792,202876718,16 18 16.16,-28 02 30.1,7.06,7.04,0.02,0.02,0.7,6.95,-0.68,,,,,"USco,gold",yes,Simbad,1,0.99966,6.97,1.4894292384658154,10520.4,0.0925,1.483332062675732,1.5,0.013866982803217402
793,203385048,16 18 16.17,-26 19 08.3,,10.94,,7.28,1.83,10.7,5.45,1.0777,1.3248,,,"USco,bronze",yes,Simbad,1,1.0,17.98,10.868086238465814,,,,,0.013866982803217402
794,205272194,16 18 37.58,-18 31 06.7,,11.13,,6.69,0.49,11.07,6.19,0.3751,0.4368,,,"USco,bronze",no,Simbad,1,0.999999,17.76,10.340005238465816,,,-1.7347103828802517,,0.013866982803217402
795,205267399,16 18 41.87,-18 32 40.1,,10.08,,5.7,0.18,10.06,5.53,0.3311,0.3344,,,"USco,bronze",no,Simbad,1,0.999019,15.76,8.601427238465815,3427.1,0.8341,-1.4249276652925524,0.2533809523809523,0.013866982803217402
796,205264786,16 18 42.08,-18 33 29.3,,9.93,,4.72,0.0,9.93,4.71,5.3646,,,,"USco,bronze",no,Simbad,1,0.992964,14.65,7.957017238465815,3592.2,0.5458,-1.2245351972006369,0.34307692307692295,0.013866982803217402
797,203004488,16 18 44.30,-27 35 30.6,,12.24,,6.94,1.09,12.1,5.85,1.4538,,,,"USco,bronze",no,Simbad,1,0.999998,19.04,11.406838238465816,3388.4,1.526,-1.941573992038512,0.234952380952381,0.013866982803217402
798,204862767,16 18 44.84,-20 31 27.9,,10.41,,5.92,0.4,10.36,5.52,1.0482,,,,"USco,bronze",no,Simbad,1,0.999591,16.279999,9.100914238465815,3572.0,1.1664,-1.4138629824624953,0.3301282051282051,0.013866982803217402
799,204608015,16 19 02.14,-21 38 09.9,,10.4,,5.51,0.7,10.31,4.81,8.8518,,,,"USco,gold",no,Simbad,1,0.996487,15.820001,8.903413238465815,3487.7,0.829,-1.4067139278287637,0.2822380952380952,0.013866982803217402
800,202552141,16 19 16.09,-29 15 12.6,,10.44,,5.27,0.04,10.43,5.23,1.8206,,,,"USco,gold",no,Simbad,1,0.996487,15.700001,8.895740238465816,,,,,0.013866982803217402
801,205004288,16 19 19.52,-19 51 58.7,,12.28,,6.7,1.83,12.05,4.87,,,,,"USco,bronze",no,Simbad,1,0.999999,18.75,11.336094238465815,4743.5,2.7164,-1.2265060986846397,0.8344240837696335,0.013866982803217402
802,204435866,16 19 23.92,-22 20 41.5,,11.9,,6.69,0.7,11.81,5.99,1.398,,,,"USco,bronze",yes,Simbad,1,0.999992,18.5,10.977683238465817,3102.0,0.718,-1.897909476841433,0.13280757097791798,0.013866982803217402
803,204662993,16 19 29.24,-21 24 13.2,9.11,7.8,1.31,1.31,0.32,7.76,0.99,1.6944,,,,"USco,gold",yes,Simbad,1,0.99885,9.07,3.406067238465816,6425.5,0.174,0.5285284970814559,1.3573089700996677,0.013866982803217402
804,204402572,16 19 33.95,-22 28 29.3,11.31,8.51,2.8,2.8,0.48,8.45,2.32,4.0273,,,,"USco,gold",no,Simbad,1,0.999853,11.25,5.532447238465815,4831.3,0.5827,-0.1721656508127891,0.8574083769633508,0.013866982803217402
805,205008727,16 19 35.70,-19 50 42.6,,10.75,,9.25,1.65,10.54,7.6,,,,,"USco,bronze",yes,Simbad,1,0.999866,19.79,11.490904238465816,,,-1.316952961062981,,0.013866982803217402
806,204454456,16 19 43.08,-22 16 17.8,,11.3,,5.7,0.27,11.26,5.43,3.1811,,,,"USco,silver",no,Simbad,1,0.999739,16.96,9.891068238465817,3384.1,0.8934,-1.6823544393139105,0.23290476190476186,0.013866982803217402
807,204569229,16 19 45.38,-21 47 57.7,,9.08,,4.38,0.16,9.06,4.22,22.9226,1.2634,,,"USco,gold",no,Simbad,2,1e-06,13.440001,7.018718238465816,3974.2,0.7207,-0.6042019963672454,0.5819780219780218,0.013866982803217402
808,204508462,16 19 47.10,-22 03 11.4,,10.55,,5.89,0.36,10.5,5.53,1.5753,,,,"USco,gold",yes,Simbad,1,0.999772,16.39,9.216165238465816,3421.9,0.9065,-1.4741780431844802,0.25090476190476196,0.013866982803217402
809,204468718,16 19 48.36,-22 12 52.1,,10.32,,5.07,0.38,10.27,4.69,15.1305,,,,"USco,gold",no,Simbad,2,1e-06,15.34,8.615166238465815,3476.0,0.7702,-1.2859218211776264,0.27666666666666667,0.013866982803217402
810,204418342,16 19 48.77,-22 24 47.6,,10.83,,5.98,0.0,10.83,5.98,0.4761,0.6337,,,"USco,silver",no,Simbad,1,0.999997,16.81,9.585384238465815,3283.0,0.8648,-1.7520267401462477,0.18990536277602527,0.013866982803217402
811,204598458,16 19 48.84,-21 40 36.2,,10.81,,5.44,0.32,10.77,5.13,1.5429,,,,"USco,gold",no,Simbad,1,0.996487,16.210001,9.273038238465816,,,-1.482276401268438,,0.013866982803217402
812,204542962,16 19 50.68,-21 54 35.4,12.36,8.2,4.16,4.16,0.19,8.18,3.97,1.2719,,,,"USco,gold",no,Simbad,1,0.999561,12.34,6.072260238465816,,,,,0.013866982803217402
813,204260042,16 19 50.91,-23 02 08.2,,12.14,,6.39,0.32,12.1,6.07,1.3344,,,,"USco,bronze",maybe,Simbad,1,0.999996,18.49,11.028948238465816,,,-2.039529215958768,,0.013866982803217402
814,204347422,16 19 51.40,-22 41 26.9,,12.18,,7.32,0.7,12.09,6.62,6.8541,,,,"USco,bronze",yes,Simbad,1,0.999998,19.41,11.617813238465814,2812.5,0.2938,-1.899974255890276,0.1,0.013866982803217402
815,204168477,16 19 51.85,-23 23 41.0,,10.79,,6.56,0.64,10.71,5.93,0.7376,0.5238,,,"USco,bronze",no,Simbad,1,0.999999,17.27,9.913529238465816,,,-1.6352614561886794,,0.013866982803217402
816,204364130,16 19 54.96,-22 37 32.5,,11.46,,6.92,0.57,11.39,6.35,1.2696,,,,"USco,bronze",no,Simbad,1,0.999998,18.310001,10.635363238465814,,,-1.7612014328497687,,0.013866982803217402
817,204966512,16 20 03.98,-20 02 41.5,8.06,7.09,0.97,0.97,0.93,6.97,0.04,,,,,"USco,gold",maybe,Simbad,1,0.999952,7.9399996,2.4288042384658155,,,,,0.013866982803217402
818,204964091,16 20 05.49,-20 03 23.0,7.4,6.68,0.72,0.72,0.84,6.57,-0.12,3.9214,,,,"USco,gold",yes,Simbad,1,0.999821,7.29,1.7304822384658154,,,,,0.013866982803217402
819,204469637,16 20 06.14,-22 12 38.8,,10.65,,5.52,0.32,10.61,5.19,4.9174,,,,"USco,gold",yes,Simbad,2,1e-06,16.13,9.094263238465816,3455.8,0.8408,-1.3977229136429017,0.26704761904761914,0.013866982803217402
820,204321959,16 20 06.85,-22 47 32.2,,10.79,,6.15,0.4,10.74,5.76,0.7811,,,,"USco,gold",no,Simbad,1,0.999981,16.89,9.613032238465816,3425.6,1.125,-1.5400047468158624,0.2526666666666666,0.013866982803217402
821,205403104,16 20 07.59,-17 47 59.4,,8.72,,3.4,0.33,8.68,3.07,2.7512,,,,"USco,bronze",no,Simbad,1,0.999997,12.08,6.068304238465816,,,,,0.013866982803217402
822,205399487,16 20 08.56,-17 49 18.4,11.32,8.23,3.09,3.09,0.64,8.15,2.46,,,,,"USco,bronze",no,Simbad,1,0.999998,11.24,5.294362238465816,,,,,0.013866982803217402
823,204932248,16 20 08.97,-20 12 22.5,,10.62,,6.51,0.77,10.52,5.74,3.7208,,,,"USco,bronze",maybe,Simbad,1,0.999992,17.03,9.613688238465816,3478.2,1.3752,-1.549442994498506,0.27771428571428564,0.013866982803217402
824,203583386,16 20 15.03,-25 38 44.3,9.1,7.67,1.43,1.43,1.39,7.49,0.04,,,,,"USco,gold",no,Simbad,1,0.999968,8.92,3.386203238465816,,,0.7009942836617807,,0.013866982803217402
825,204956337,16 20 21.62,-20 05 35.1,,10.96,,6.45,0.88,10.85,5.57,7.7648,,,,"USco,gold",no,Simbad,1,0.999999,17.3,10.065342238465815,,,-1.7166987506685698,,0.013866982803217402
826,204408707,16 20 22.91,-22 27 04.3,,10.18,,5.48,0.56,10.11,4.93,3.2942,,,,"USco,bronze",yes,Simbad,1,0.992964,15.59,8.708178238465814,3428.4,0.6432,-0.9743255433770134,0.25400000000000006,0.013866982803217402
827,204559599,16 20 24.97,-21 50 24.1,,9.88,,4.87,0.37,9.83,4.5,5.6604,,,,"USco,gold",no,Simbad,2,1e-06,14.7,8.097788238465816,3569.3,0.5427,-0.9414221449947046,0.32839743589743603,0.013866982803217402
