recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,logL,Mass_calc,Mass_e
379,204448136,16 09 08.81,-22 17 47.0,,12.07,,6.12,0.04,12.07,6.08,0.3899,,,,"USco,silver",no,Simbad,1,0.999996,18.189999,10.865275238465816,,,-2.2118316156418114,,0.013866982803217402
380,204328391,16 09 09.38,-22 45 59.2,,10.53,,5.41,0.7,10.44,4.71,5.4266,,,,"USco,gold",no,Simbad,1,0.996487,15.849999,8.909670238465814,3488.1,0.8307,-1.317584155038534,0.28242857142857136,0.013866982803217402
381,205034152,16 09 13.38,-19 43 28.4,,10.6,,5.59,0.42,10.54,5.17,3.62,,,,"USco,gold",no,Simbad,1,0.996487,16.130001,9.136213238465816,3458.3,0.9608,-1.404724298767895,0.26823809523809533,0.013866982803217402
382,202539362,16 09 13.64,-29 18 15.6,9.11,8.07,1.04,1.04,0.03,8.06,1.01,0.5689,,,,"USco,gold",no,Simbad,1,0.999392,9.1,3.513153238465815,6786.7,0.1421,1.3072820666296232,1.474108280254777,0.013866982803217402
383,205056060,16 09 15.80,-19 37 06.4,,11.46,,5.9,0.14,11.44,5.76,1.7251,,,,"USco,gold",no,Simbad,1,0.999974,17.34,10.164566238465817,3370.6,1.0116,-1.669383341241523,0.22647619047619044,0.013866982803217402
384,204093677,16 09 16.88,-23 41 32.5,,10.97,,6.25,0.29,10.94,5.96,0.3628,,,,"USco,gold",no,Simbad,1,0.999996,17.189999,9.856089238465817,3416.7,1.0716,-1.6064247990836824,0.24842857142857133,0.013866982803217402
385,205558283,16 09 20.41,-16 46 40.3,11.4,8.15,3.25,3.25,0.7,8.06,2.55,,,,,"USco,bronze",no,Simbad,1,0.999997,11.31,5.365848238465816,,,,,0.013866982803217402
386,205092303,16 09 20.54,-19 26 32.1,,12.08,,6.94,0.7,11.99,6.24,1.7205,,,,"USco,gold",yes,Simbad,1,0.999998,18.93,11.312237238465816,3003.7,1.5879,-1.9751040366903792,0.10179810725552045,0.013866982803217402
387,204429883,16 09 20.62,-22 22 05.9,15.9,9.5,6.4,6.4,0.66,9.41,5.74,0.3236,0.3286,1.4699,0.3586,"USco,gold",no,Simbad,1,0.999995,15.809999,8.644212238465816,,,,,0.013866982803217402
388,205089268,16 09 20.88,-19 27 25.9,8.04,7.48,0.56,0.56,0.52,7.41,0.04,,,,,"USco,gold",yes,Simbad,1,0.993139,7.97,2.455388238465815,,,1.17180307354387,,0.013866982803217402
389,204602441,16 09 21.36,-21 39 34.4,,11.03,,6.56,0.42,10.97,6.14,,,,,"USco,gold",yes,Simbad,1,0.999979,17.53,10.590403238465814,,,,,0.013866982803217402
390,203581504,16 09 26.93,-25 39 08.4,,11.7,,6.26,0.7,11.61,5.56,0.5917,0.6765,,,"USco,bronze",no,Simbad,1,0.999998,17.869999,10.614756238465816,,,-2.1056839321647822,,0.013866982803217402
391,205203376,16 09 29.19,-18 52 53.7,,8.38,,4.36,0.38,8.33,3.98,11.3478,12.0726,,,"USco,gold",no,Simbad,1,0.999981,12.690001,6.431553238465815,5613.9,2.0255,,,0.013866982803217402
392,204086791,16 09 29.38,-23 43 12.1,,13.22,,7.9,0.64,13.13,7.26,0.5256,0.4435,,,"USco,silver",no,Simbad,1,0.999999,21.03,12.839671238465815,3150.0,2.2379,-2.3045183191911254,0.14794952681388013,0.013866982803217402
393,204517282,16 09 29.69,-22 00 58.2,,9.57,,4.88,0.66,9.49,4.22,5.715,,,,"USco,gold",no,Simbad,1,0.998258,14.37,7.824427238465816,3725.7,0.8461,-0.8434508530728047,0.43104166666666655,0.013866982803217402
394,204756726,16 09 30.18,-20 59 53.6,,12.98,,7.44,0.77,12.89,6.67,1.5928,,,,"USco,gold",yes,Simbad,1,0.999999,20.33,12.374603238465816,2850.8,0.5668,-2.204119976184433,0.1,0.013866982803217402
395,203362293,16 09 30.22,-26 23 41.9,,12.49,,6.25,0.39,12.44,5.86,1.0369,,,,"USco,bronze",no,Simbad,1,0.999996,18.689999,11.331559238465816,,,-2.0118871575500967,,0.013866982803217402
396,203842174,16 09 30.34,-24 43 37.8,,9.5,,5.17,0.75,9.41,4.43,2.4318,,,,"USco,bronze",no,Simbad,2,1e-06,14.58,8.205398238465815,,,,,0.013866982803217402
397,204824603,16 09 31.08,-20 41 46.3,,10.14,,6.36,0.54,10.07,5.82,3.0965,,,,"USco,gold",no,Simbad,1,0.999994,16.43,9.079667238465817,3538.7,1.2815,,,0.013866982803217402
398,204398857,16 09 31.65,-22 29 22.4,,9.15,,5.13,0.63,9.07,4.5,12.8007,,,,"USco,gold",yes,Simbad,2,1e-06,14.2,7.590105238465815,,,,,0.013866982803217402
399,204397879,16 09 32.29,-22 29 35.9,,10.48,,5.67,0.35,10.44,5.31,3.6661,,,,"USco,bronze",yes,Simbad,1,0.999324,16.11,9.091916238465815,,,-1.325047066429193,,0.013866982803217402
400,205164400,16 09 33.77,-19 04 56.5,,9.85,,5.23,0.19,9.83,5.04,13.3686,,,,"USco,gold",no,Simbad,1,0.992964,15.059999,8.202361238465816,3617.9,0.9152,-0.9540123891511278,0.3595512820512821,0.013866982803217402
401,204608292,16 09 35.74,-21 38 05.9,,9.91,,5.29,0.79,9.81,4.5,4.3972,0.8302,,,"USco,gold",no,Simbad,1,0.992964,15.1,8.376632238465815,3618.8,0.8836,-1.4210171507318785,0.36012820512820526,0.013866982803217402
402,204769996,16 09 36.07,-20 56 25.8,,11.68,,6.31,0.51,11.62,5.8,1.7179,,,,"USco,bronze",no,Simbad,1,0.999998,17.93,10.687680238465816,,,-1.8010681361422338,,0.013866982803217402
403,205218826,16 09 36.53,-18 48 01.1,,10.28,,6.95,1.94,10.03,5.01,1.7339,3.3644,,,"USco,gold",yes,Simbad,1,0.999942,16.98,9.473823238465815,,,-1.3767507154572591,,0.013866982803217402
404,204783273,16 09 37.06,-20 52 53.2,,11.98,,6.28,0.19,11.95,6.09,1.1105,,,,"USco,gold",no,Simbad,1,0.999998,18.23,10.937062238465815,,,-1.8840568299189424,,0.013866982803217402
405,204388140,16 09 39.67,-22 31 54.1,,10.74,,5.76,0.3,10.7,5.45,3.7293,,,,"USco,gold",no,Simbad,1,0.999772,16.46,9.358268238465817,,,-1.4756038780509322,,0.013866982803217402
406,204518032,16 09 39.70,-22 00 46.5,,9.3,,4.69,0.49,9.24,4.19,6.5057,,,,"USco,gold",no,Simbad,1,0.999146,13.93,7.355411238465816,6289.2,2.8598,-0.6876110436693231,1.3120265780730898,0.013866982803217402
407,204447221,16 09 40.99,-22 17 59.4,12.56,8.44,4.12,4.12,0.16,8.42,3.96,9.7421,,,,"USco,gold",yes,Simbad,2,1e-06,12.54,6.199779238465816,,,,,0.013866982803217402
408,203844180,16 09 43.53,-24 43 10.0,,12.17,,6.02,0.4,12.12,5.62,0.8422,,,,"USco,bronze",no,Simbad,1,0.99999,18.14,10.895729238465815,3332.9,0.9044,-1.9193734983292128,0.20852380952380958,0.013866982803217402
409,203893268,16 09 45.22,-24 31 18.6,,9.14,,3.98,0.7,9.05,3.28,6.3604,,,,"USco,bronze",no,Simbad,1,0.997667,13.030001,6.804768238465815,4606.8,1.2046,-0.4911606555820089,0.7985393258426967,0.013866982803217402
410,204288433,16 09 46.33,-22 55 34.0,,11.03,,6.08,0.35,10.98,5.72,1.8162,,,,"USco,gold",maybe,Simbad,1,0.999981,17.06,9.814982238465817,3376.6,1.0364,-1.6008456584215822,0.2293333333333333,0.013866982803217402
411,205054287,16 09 46.44,-19 37 36.3,,9.63,,4.7,0.09,9.62,4.6,4.1534,,,,"USco,gold",no,Simbad,1,0.997667,14.32,7.888440238465815,3740.2,0.8587,-0.8185566081672992,0.441111111111111,0.013866982803217402
412,205477423,16 09 46.87,-17 19 44.9,,8.69,,3.55,0.7,8.6,2.85,5.4103,,,,"USco,bronze",no,Simbad,1,0.999999,12.150001,6.113758238465815,,,,,0.013866982803217402
413,203837143,16 09 49.54,-24 44 47.1,,10.07,,4.58,0.36,10.02,4.22,8.9081,,,,"USco,gold",no,Simbad,1,0.992964,14.6,8.210437238465815,3720.4,0.6224,-0.8948305858986296,0.4273611111111112,0.013866982803217402
414,203065387,16 09 51.06,-27 22 42.0,,12.45,,7.45,0.07,12.44,7.38,0.5432,,,,"USco,bronze",no,Simbad,1,0.999999,19.89,11.780325238465814,,,-2.127843732072752,,0.013866982803217402
415,203856109,16 09 51.96,-24 40 20.0,,12.13,,6.95,0.83,12.03,6.12,1.4332,,,,"USco,bronze",yes,Simbad,1,0.999999,18.98,11.380839238465814,,,-1.9408153930640968,,0.013866982803217402
416,204982702,16 09 52.06,-19 58 06.8,,10.46,,6.23,0.09,10.45,6.14,2.403,,,,"USco,bronze",yes,Simbad,1,0.999848,16.68,9.870437238465817,3000.6,0.2173,-1.3883828813677732,0.10082018927444793,0.013866982803217402
417,204614722,16 09 52.16,-21 36 28.1,,11.57,,7.39,0.0,11.57,7.39,0.7016,0.6073,,,"USco,gold",no,Simbad,1,0.999999,18.96,11.146840238465815,,,-1.902742697362628,,0.013866982803217402
418,203849738,16 09 52.87,-24 41 53.5,,10.93,,6.17,0.45,10.87,5.72,0.619,,,,"USco,gold",no,Simbad,1,0.999996,17.04,9.880014238465815,,,-1.5984271444250722,,0.013866982803217402
419,205383125,16 09 53.60,-17 54 47.6,,11.53,,6.72,0.69,11.44,6.04,,,,,"USco,gold",yes,Simbad,1,0.999997,18.16,10.591637238465816,,,-1.7037736979898577,,0.013866982803217402
420,205157836,16 09 54.42,-19 06 55.0,,9.6,,5.02,0.91,9.48,4.11,16.3202,,,,"USco,gold",no,Simbad,1,0.992964,14.5,7.853733238465816,3734.0,0.7946,-0.8735438867229698,0.43680555555555556,0.013866982803217402
421,204472125,16 09 56.95,-22 12 02.9,,12.66,,6.94,0.38,12.62,6.56,0.8158,,,,"USco,gold",no,Simbad,1,0.999999,19.56,11.802945238465814,,,-2.163675879142469,,0.013866982803217402
422,204419255,16 09 58.05,-22 24 34.8,7.71,6.88,0.83,0.83,0.46,6.82,0.37,,,,,"USco,bronze",yes,Simbad,1,0.999698,7.65,2.0931232384658154,9860.5,0.817,1.2309205329210269,1.5,0.013866982803217402
423,204078097,16 09 58.51,-23 45 18.9,,11.62,,7.04,0.74,11.53,6.3,1.4106,,,,"USco,gold",yes,Simbad,1,0.999999,18.57,11.154133238465814,,,-1.843753819140542,,0.013866982803217402
424,204121113,16 09 58.62,-23 34 55.9,,8.93,,4.16,0.0,8.93,4.16,1.6718,,,,"USco,bronze",no,Simbad,1,0.999853,13.09,6.666703238465816,4808.0,1.3643,-0.5023379455078776,0.8513089005235602,0.013866982803217402
425,205366676,16 09 59.32,-18 00 09.2,,10.34,,5.92,0.32,10.3,5.6,3.6874,,,,"USco,gold",yes,Simbad,1,0.999906,16.220001,9.054643238465816,3468.2,1.0247,-1.4230830639207028,0.27295238095238084,0.013866982803217402
426,204538466,16 09 59.89,-21 55 42.8,,13.31,,7.38,0.65,13.22,6.73,0.8738,,,,"USco,gold",no,Simbad,1,0.999999,20.6,12.617899238465814,2877.9,0.5625,-2.410050392993021,0.1,0.013866982803217402
427,204551703,16 10 01.29,-21 52 24.6,,11.71,,6.75,0.23,11.68,6.52,1.7492,1.8095,,,"USco,gold",no,Simbad,1,0.999999,18.43,10.934273238465815,,,-1.8483237709876064,,0.013866982803217402
428,204059992,16 10 01.83,-23 49 43.5,,10.13,,5.79,1.87,9.89,3.92,1.0779,1.433,,,"USco,gold",no,Simbad,1,0.999843,15.68,8.778746238465816,3471.7,0.9809,,,0.013866982803217402
429,203036995,16 10 03.10,-27 28 39.8,,9.84,,5.62,0.29,9.8,5.33,0.9301,0.7757,,,"USco,bronze",no,Simbad,1,0.992964,15.42,8.437375238465815,,,,,0.013866982803217402
430,203036352,16 10 03.93,-27 28 48.2,,11.2,,5.61,0.0,11.2,5.61,0.7104,,,,"USco,gold",no,Simbad,1,0.99968,16.81,9.752990238465816,3418.1,0.9036,-1.5505216057783269,0.24909523809523804,0.013866982803217402
431,204630363,16 10 05.02,-21 32 31.8,13.5,8.95,4.55,4.55,1.25,8.79,3.3,6.6566,,,,"USco,gold",yes,Simbad,1,0.999561,13.34,6.916518238465816,5902.8,2.1753,-0.5585719720893711,1.1779937304075236,0.013866982803217402
432,204649301,16 10 06.08,-21 27 44.0,,13.77,,8.99,1.25,13.61,7.74,,,,,"USco,silver",yes,Simbad,1,0.999999,22.599998,14.003134238465815,,,,,0.013866982803217402
433,205026365,16 10 10.39,-19 45 40.0,,10.41,,5.66,0.35,10.36,5.31,2.0262,,,,"USco,gold",no,Simbad,1,0.997667,16.02,8.956120238465815,3455.2,0.9125,-1.323032193319082,0.26676190476190464,0.013866982803217402
434,205024957,16 10 10.99,-19 46 04.2,,11.38,,6.19,0.47,11.32,5.71,1.6656,,,,"USco,gold",yes,Simbad,1,0.999995,17.51,10.228805238465815,3325.8,1.0835,-1.7176044814903546,0.20514285714285724,0.013866982803217402
435,204212486,16 10 11.64,-23 13 24.0,,9.07,,4.84,0.82,8.97,4.02,25.1229,,,,"USco,bronze",no,Simbad,1,0.992964,13.81,7.293361238465815,,,,,0.013866982803217402
436,202633073,16 10 13.16,-28 56 30.8,,13.14,,7.55,0.38,13.09,7.17,,,,,"USco,silver",no,Simbad,1,0.999999,20.64,12.589117238465814,2786.2,0.7537,,,0.013866982803217402
437,205005589,16 10 14.45,-19 51 37.8,,10.23,,5.68,0.4,10.18,5.29,5.1176,,,,"USco,gold",maybe,Simbad,1,0.992964,15.860001,8.803146238465816,3570.1,0.9978,,,0.013866982803217402
438,205117205,16 10 14.72,-19 19 09.7,,10.03,,5.69,0.83,9.92,4.85,6.2895,,,,"USco,gold",no,Simbad,1,0.996487,15.610001,8.563793238465815,3521.2,0.9845,-1.0440718332471854,0.2981904761904761,0.013866982803217402
439,202515599,16 10 15.41,-29 23 56.2,,12.08,,6.46,0.0,12.08,6.46,0.5851,,,,"USco,bronze",no,Simbad,1,0.999998,18.54,11.049899238465816,,,-2.069050957391668,,0.013866982803217402
440,203756600,16 10 18.88,-25 02 32.5,,11.26,,6.12,0.22,11.24,5.9,,,,,"USco,silver",yes,Simbad,1,0.999979,17.36,10.089117238465816,,,-1.5705707390658228,,0.013866982803217402
441,203756781,16 10 19.19,-25 02 30.3,11.98,8.36,3.61,3.61,0.26,8.33,3.35,18.2246,,,,"USco,gold",no,Simbad,1,0.996487,11.94,5.814358238465815,,,,,0.013866982803217402
442,204133691,16 10 20.85,-23 31 55.8,,11.05,,6.01,0.32,11.01,5.68,0.8106,,,,"USco,gold",no,Simbad,1,0.999996,17.02,9.867905238465816,,,-1.6827726560107488,,0.013866982803217402
443,205040772,16 10 21.51,-19 41 32.1,,9.86,,5.63,0.34,9.82,5.29,1.1189,,,,"USco,silver",no,Simbad,1,0.999971,15.45,8.710731238465815,,,,,0.013866982803217402
444,202915242,16 10 21.53,-27 54 17.6,,11.2,,6.09,0.28,11.16,5.8,1.2661,1.7012,,,"USco,bronze",no,Simbad,1,0.999995,17.25,10.005733238465815,,,-1.6304131009407974,,0.013866982803217402
445,205167008,16 10 21.73,-19 04 06.8,,9.62,,5.16,0.81,9.52,4.35,4.1422,,,,"USco,gold",no,Simbad,1,0.992964,14.68,8.042512238465815,,,-0.9033680136083584,,0.013866982803217402
446,204217309,16 10 23.43,-23 12 17.8,,10.16,,5.91,0.61,10.08,5.3,0.2655,0.4697,,,"USco,gold",no,Simbad,1,0.999772,15.99,8.867053238465815,3482.5,1.0041,,,0.013866982803217402
447,202585030,16 10 24.19,-29 07 29.3,,9.07,,3.9,0.7,8.98,3.2,38.3933,,,,"USco,bronze",no,Simbad,1,0.992964,12.879999,6.676986238465815,,,,,0.013866982803217402
448,205133963,16 10 24.73,-19 14 07.5,,10.33,,5.98,0.92,10.21,5.06,1.575,,,,"USco,silver",no,Simbad,1,0.999591,16.19,9.061934238465817,3576.3,1.1366,-0.9835516889090778,0.3328846153846155,0.013866982803217402
449,203596697,16 10 25.15,-25 35 59.3,,10.8,,6.01,0.7,10.71,5.31,0.5868,,,,"USco,bronze",no,Simbad,1,0.999996,16.720001,9.567166238465814,,,-1.6320852742768308,,0.013866982803217402
450,204242194,16 10 25.35,-23 06 23.4,7.79,7.24,0.55,0.55,0.65,7.16,-0.11,,,,,"USco,silver",no,Simbad,1,0.992964,7.71,2.194388238465815,9925.7,0.5322,0.9632308905595948,1.5,0.013866982803217402
451,204484164,16 10 26.24,-22 09 10.8,,9.02,,5.51,0.78,8.92,4.73,0.8685,,,,"USco,gold",no,Simbad,1,0.996487,14.43,7.643522238465815,,,,,0.013866982803217402
452,204392438,16 10 26.48,-22 30 53.7,,10.47,,5.89,0.56,10.4,5.34,0.925,,,,"USco,gold",no,Simbad,1,0.999697,16.289999,9.167073238465814,3472.8,0.9607,-1.4124012616077253,0.27514285714285724,0.013866982803217402
453,202904813,16 10 26.53,-27 56 29.4,,9.57,,4.36,0.0,9.57,4.36,1.2227,,,,"USco,silver",no,Simbad,2,1e-06,13.93,7.528759238465815,,,-1.575608449603655,,0.013866982803217402
454,205145188,16 10 28.18,-19 10 44.5,,11.79,,7.03,1.17,11.64,5.86,1.7554,,,,"USco,gold",yes,Simbad,1,0.999999,18.67,11.036813238465816,,,-1.8262311772450464,,0.013866982803217402
455,205164892,16 10 28.57,-19 04 46.8,,8.71,,5.24,0.95,8.59,4.3,6.6595,,,,"USco,gold",yes,Simbad,1,0.996487,13.83,7.427192238465816,,,,,0.013866982803217402
456,204464828,16 10 28.87,-22 13 47.8,9.69,7.23,2.46,2.46,0.51,7.16,1.95,2.2616,,,,"USco,gold",no,Simbad,1,0.999939,9.62,3.790874238465815,5836.5,0.7626,,,0.013866982803217402
457,205247191,16 10 30.07,-18 39 06.8,,10.55,,7.35,1.35,10.38,6.0,3.906,,,,"USco,gold",no,Simbad,1,0.999999,17.73,9.966794238465816,,,-1.610302467337859,,0.013866982803217402
458,204487447,16 10 30.68,-22 08 23.2,,11.76,,7.07,1.17,11.61,5.89,2.0221,,,,"USco,bronze",yes,Simbad,1,0.999999,18.68,11.005791238465816,,,-1.890759026902888,,0.013866982803217402
459,203692610,16 10 31.61,-25 16 02.1,,11.6,,5.71,0.42,11.55,5.29,1.821,,,,"USco,bronze",no,Simbad,1,0.999848,17.26,10.205566238465815,3391.3,0.932,-1.651305800885447,0.23633333333333342,0.013866982803217402
460,205137430,16 10 31.95,-19 13 06.0,13.56,8.99,4.57,4.57,0.73,8.9,3.83,12.2019,,,,"USco,gold",no,Simbad,1,0.999739,13.469999,7.117752238465815,4962.2,2.1529,-0.4907840354458511,0.891675392670157,0.013866982803217402
461,204870669,16 10 35.24,-20 29 17.1,,11.71,,6.91,0.54,11.64,6.37,1.3834,,,,"USco,gold",no,Simbad,1,0.999999,18.55,10.864138238465816,,,-1.8944898233511145,,0.013866982803217402
462,205124839,16 10 39.55,-19 16 52.7,,10.27,,5.63,0.23,10.24,5.4,4.7046,,,,"USco,gold",no,Simbad,1,0.998613,15.87,8.969123238465816,3518.9,1.1016,-1.099687511105435,0.29709523809523813,0.013866982803217402
463,204841911,16 10 39.77,-20 37 09.7,,9.95,,5.67,1.24,9.79,4.42,3.5907,,,,"USco,gold",no,Simbad,1,0.99885,15.46,8.615998238465815,3530.6,1.0849,-0.9090369197932492,0.3035897435897435,0.013866982803217402
464,204495624,16 10 42.58,-22 06 21.5,,11.5,,6.44,0.35,11.45,6.1,1.9662,,,,"USco,bronze",yes,Simbad,1,0.999998,17.89,10.449776238465816,3020.3,1.1776,-1.8233300726227908,0.10703470031545748,0.013866982803217402
465,205132185,16 10 42.91,-19 14 40.8,,8.55,,3.23,0.7,8.46,2.53,,,,,"USco,bronze",no,Simbad,1,0.999985,11.690001,5.747357238465815,,,,,0.013866982803217402
466,205106221,16 10 43.91,-19 22 26.1,,9.93,,5.32,0.31,9.89,5.01,5.433,,,,"USco,gold",no,Simbad,1,0.992964,15.210001,8.357966238465815,3556.3,0.8755,-0.9154952060311686,0.32006410256410267,0.013866982803217402
467,202879519,16 10 44.58,-28 01 53.9,,10.77,,6.01,0.0,10.77,6.01,5.0729,,,,"USco,bronze",,Simbad,1,0.999994,16.78,9.532262238465815,3477.2,1.1219,-1.5015516080479088,0.2772380952380952,0.013866982803217402
468,202880081,16 10 44.77,-28 01 46.9,,10.25,,4.93,1.0,10.12,3.93,5.0735,,,,"USco,bronze",,Simbad,2,1e-06,15.049999,8.515003238465816,3558.1,0.7459,-0.9779429844082288,0.3212179487179487,0.013866982803217402
469,205241182,16 10 46.36,-18 41 00.2,,11.27,,6.86,2.86,10.9,4.0,2.0914,,,,"USco,gold",yes,Simbad,1,0.999999,17.76,10.634745238465817,3367.8,1.5092,-1.751046383541229,0.22514285714285723,0.013866982803217402
470,204354278,16 10 47.14,-22 39 49.2,,14.02,,9.5,2.57,13.69,6.93,,,,,"USco,silver",no,Simbad,1,0.999997,23.189999,14.569271238465817,,,,,0.013866982803217402
471,204468732,16 10 49.95,-22 12 51.7,,11.73,,7.17,0.98,11.6,6.19,0.7695,0.4794,,,"USco,bronze",no,Simbad,1,0.999999,18.77,11.030426238465814,,,-1.8709549386408115,,0.013866982803217402
472,204530046,16 10 50.10,-21 57 48.5,,10.79,,6.28,1.05,10.66,5.24,1.9662,,,,"USco,bronze",yes,Simbad,1,0.999944,16.94,9.617205238465814,3390.0,0.9711,-1.5111673526998128,0.2357142857142857,0.013866982803217402
473,205054397,16 10 52.39,-19 37 34.7,,10.73,,6.11,0.54,10.66,5.56,1.8094,,,,"USco,gold",yes,Simbad,1,0.999987,16.77,9.551493238465817,,,-1.5191310708892685,,0.013866982803217402
474,204902065,16 10 52.59,-20 20 42.4,,11.08,,5.16,0.65,11.0,4.51,,,,,"USco,bronze",no,Simbad,1,0.992964,16.16,9.374001238465816,3652.3,0.9784,-1.3540867223336843,0.3816025641025642,0.013866982803217402
475,204230492,16 10 54.27,-23 09 11.3,,12.12,,9.91,0.31,12.08,9.6,0.3508,,,,"USco,gold",no,Simbad,1,0.999996,21.99,10.977743238465816,,,-2.0599818583216787,,0.013866982803217402
476,204655153,16 10 54.99,-21 26 14.1,,11.78,,6.94,0.6,11.7,6.34,0.52,,,,"USco,gold",no,Simbad,1,0.999999,18.64,11.120483238465816,,,-1.9219058372020608,,0.013866982803217402
477,204060981,16 10 56.18,-23 49 29.2,,9.47,,5.8,0.6,9.4,5.2,0.3996,0.3802,,,"USco,bronze",no,Simbad,1,0.999324,15.2,8.125751238465815,,,,,0.013866982803217402
478,204501712,16 10 56.91,-22 04 51.5,,11.4,,6.3,0.52,11.33,5.79,2.0304,,,,"USco,bronze",yes,Simbad,1,0.999998,17.630001,10.313749238465816,3380.1,1.1396,-1.7253803621613792,0.23099999999999996,0.013866982803217402
479,203716047,16 10 57.91,-25 11 10.3,,9.93,,5.4,0.26,9.9,5.14,0.8548,1.4424,,,"USco,bronze",no,Simbad,1,0.999324,15.299999,8.761792238465816,,,,,0.013866982803217402
480,204117263,16 11 02.10,-23 35 50.7,,10.95,,6.11,0.35,10.91,5.75,0.6423,,,,"USco,gold",no,Simbad,1,0.99999,17.02,9.750511238465815,,,-1.596879481177452,,0.013866982803217402
481,203912136,16 11 03.61,-24 26 42.9,,13.7,,8.68,1.43,13.52,7.25,,,,,"USco,silver",yes,Simbad,1,0.999999,22.2,13.801066238465816,,,-2.463441572073984,,0.013866982803217402
482,204127977,16 11 04.79,-23 33 16.6,,9.66,,4.08,0.12,9.64,3.96,4.8715,,,,"USco,gold",no,Simbad,1,0.998613,13.72,7.519099238465815,4593.9,1.4135,-0.7062839715657481,1.1,0.013866982803217402
483,204584635,16 11 05.67,-21 44 03.3,14.42,9.24,5.19,5.19,0.76,9.14,4.42,6.6695,,,,"USco,gold",no,Simbad,2,1e-06,14.33,7.786656238465815,,,,,0.013866982803217402
484,204401119,16 11 07.37,-22 28 50.4,,11.33,,6.81,0.0,11.33,6.81,1.791,1.6487,,,"USco,gold",yes,Simbad,1,0.999999,18.14,10.649048238465816,,,-1.6817279072994198,,0.013866982803217402
485,203754361,16 11 07.43,-25 03 01.8,,9.62,,5.43,0.34,9.58,5.09,2.2213,0.6942,,,"USco,bronze",no,Simbad,1,0.992964,15.01,8.050002238465815,,,-0.7252880706832983,,0.013866982803217402
486,204233574,16 11 08.89,-23 08 28.3,,9.95,,5.17,0.0,9.95,5.17,1.391,,,,"USco,bronze",no,Simbad,2,1e-06,15.12,8.310603238465815,3512.1,0.6726,-1.5269511814284615,0.2938571428571428,0.013866982803217402
487,204561327,16 11 09.19,-21 49 56.4,,11.6,,6.37,0.75,11.5,5.63,0.946,,,,"USco,bronze",no,Simbad,1,0.999999,17.869999,10.685677238465814,,,-1.8797551939834567,,0.013866982803217402
488,205068630,16 11 10.94,-19 33 32.4,,11.24,,6.47,1.24,11.08,5.23,2.0068,,,,"USco,silver",yes,Simbad,1,0.999997,17.55,10.202015238465815,3417.7,1.1867,-1.7228494015978686,0.24890476190476182,0.013866982803217402
489,205088645,16 11 12.36,-19 27 37.7,,11.67,,7.29,1.21,11.51,6.08,,,,,"USco,gold",yes,Simbad,1,0.999996,18.8,11.016358238465816,3145.5,1.2638,-1.8227521646307645,0.1465299684542587,0.013866982803217402
490,204908189,16 11 13.30,-20 19 03.2,,9.56,,5.15,3.33,9.13,1.81,,,,,"USco,gold",yes,Simbad,1,0.999905,14.280001,8.384167238465816,5801.0,2.1063,-1.03409308288081,1.2,0.013866982803217402
491,204907231,16 11 13.94,-20 19 19.1,,10.41,,6.13,0.68,10.32,5.45,7.8027,,,,"USco,gold",no,Simbad,1,0.999949,16.45,9.240636238465816,3416.7,1.142,,,0.013866982803217402
492,205375290,16 11 15.34,-17 57 21.4,,9.2,,4.89,0.61,9.12,4.28,6.016,,,,"USco,gold",yes,Simbad,1,0.997667,14.01,7.3478442384658145,,,-0.6766035180036161,,0.013866982803217402
493,204217530,16 11 15.96,-23 12 14.6,9.01,7.77,1.24,1.24,0.29,7.73,0.95,0.2259,0.4245,0.6096,0.2812,"USco,gold",yes,Simbad,1,0.999591,8.97,3.3308852384658145,7271.8,0.4417,0.8410032504518261,1.5,0.013866982803217402
494,203278103,16 11 16.85,-26 39 33.4,,11.42,,5.53,0.0,11.42,5.53,1.698,,,,"USco,gold",no,Simbad,1,0.999806,16.95,9.920108238465817,3370.6,0.827,-1.6781945058769103,0.22647619047619044,0.013866982803217402
495,204467584,16 11 17.04,-22 13 08.9,,10.58,,6.35,1.36,10.4,4.99,2.0726,,,,"USco,gold",yes,Simbad,1,0.999964,16.75,9.489837238465816,3467.5,1.1456,-1.4569257706892536,0.2726190476190476,0.013866982803217402
496,204450240,16 11 17.11,-22 17 17.3,,13.25,,8.07,0.7,13.16,7.37,0.3625,,,,"USco,silver",yes,Simbad,1,0.999999,21.23,12.995446238465814,2690.1,0.5088,-2.125518169435311,0.1,0.013866982803217402
497,203851946,16 11 17.44,-24 41 20.5,,10.44,,5.41,0.19,10.41,5.22,1.9135,,,,"USco,gold",no,Simbad,1,0.992964,15.82,8.882821238465816,,,-1.367036825624928,,0.013866982803217402
498,205374937,16 11 18.12,-17 57 28.9,15.36,9.33,6.03,6.03,0.57,9.26,5.46,0.6345,0.5436,,,"USco,gold",no,Simbad,1,0.999798,15.290001,8.100317238465815,,,,,0.013866982803217402
499,205355375,16 11 18.20,-18 03 58.5,,11.76,,6.98,0.22,11.73,6.76,1.1569,,,,"USco,gold",no,Simbad,1,0.999999,18.71,11.133883238465817,,,-1.9030899805204515,,0.013866982803217402
