col1,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
351,360,275,a,1745.0,99.0,3.21,13.01,,2.28,15.29,7.074998294395504,3.544,M2(H),0.13,-0.13,2.33,0.24,5.01,Simbad,05 35 05.60,-05 25 05.92,1,V1324 Ori,M2,1.0,H,3490.0,,,,,,,,,,0.95,opt,H02,3.0,,c,Simbad,83.77369,-5.41829,1.2805202250461591,0.4255491842939247,0.05236065508113028
352,362,269,,,99.0,12.1,16.27,,,,,,,,,,,,Simbad,05 35 05.64,-05 11 34.92,1,V2157 Ori,M3,1.0,H13,3360.0,,,,,,,,,,5.99,opt,R09,2.0,,c,Simbad,83.77387,-5.19308,1.3371285808987547,0.0,0.0
353,363,278,,,99.0,2.85,13.66,,1.94,15.6,5.904999294395504,3.643,K2-K7e(H),1.61,-0.11,1.53,0.83,6.36,Simbad,05 35 05.64,-05 24 18.02,1,V480 Ori,K4.5,4.0,H,4235.0,-0.166,0.98,0.59,0.24,4.9,3.9,22.6,1.53,0.56,6.76,opt,H02,2.0,A,a,Simbad,83.77385,-5.40514,1.3445331043873463,0.6192631410991564,0.05236065508113028
354,364,280,,,99.0,4.07,13.44,,2.67,16.11,7.714998294395505,3.526,M3(H),0.31,-0.22,2.31,0.21,4.92,Simbad,05 35 05.64,-05 26 25.82,1,V1484 Ori,M3,1.0,H,3360.0,-0.301,0.28,0.04,0.12,1.2,0.9,0.3,2.09,0.35,1.99,opt,H02,,N,g,Simbad,83.77389,-5.4406,1.4384351812464908,0.3564107046288066,0.05236065508113028
355,366,284,,,99.0,10.88,14.6,,3.11,17.710001,8.184998294395504,3.526,M3e(H),1.44,-0.41,1.86,0.22,5.52,Simbad,05 35 05.67,-05 33 55.42,1,V408 Ori,M4e,1.0,H13,3160.0,-0.638,0.22,0.08,0.11,2.1,1.8,0.7,1.6,0.33,3.08,opt,P09,2.0,A,,Simbad,83.77401,-5.5655,1.4308486276374297,0.3118332996333996,0.05236065508113028
356,369,281,,,99.0,4.51,13.96,,3.04,17.0,8.064998294395503,3.518,M3.5(H),0.85,-0.26,2.27,0.19,4.87,Simbad,05 35 05.76,-05 27 01.12,1,2MASS J05350584-0527016,M3.5,1.0,H,3260.0,-0.352,0.26,0.07,0.12,1.2,1.0,0.4,2.09,0.39,3.15,opt,P09,3.0,N,,Simbad,83.77437,-5.45046,1.4302143545007815,0.3232551706196343,0.05236065508113028
357,370,283,,,99.0,4.61,15.17,,3.07,18.24,6.674998294395504,3.591,K8(H),3.48,-0.23,1.69,0.45,5.93,Simbad,05 35 05.79,-05 27 08.52,1,V2162 Ori,K8,1.0,H,3940.0,-0.33,0.66,0.08,0.08,3.6,1.3,1.9,1.47,0.18,7.39,opt,P09,2.0,,,Simbad,83.77453,-5.4525,1.528715527880229,0.4826476855887318,0.05236065508113028
358,371,282,,,99.0,9.33,16.26,,,,,3.5,M4.5(H),0.0,-1.3,0.75,0.12,6.41,Simbad,05 35 06.01,-05 14 24.82,1,V2163 Ori,M4.5,1.0,H,3020.0,,,,,,,,,,0.78,opt,H02,3.0,,c,Simbad,83.77542,-5.24028,1.3692749940883453,0.0,0.0
359,372,285,,,99.0,4.31,15.06,,,,,3.509,M4(H),0.0,-0.87,1.18,0.17,6.12,Simbad,05 35 06.06,-05 19 55.42,1,JW 285,M4,1.0,H,3160.0,,,,,,,,,,4.82,opt,H02,,,c,Simbad,83.77562,-5.33212,1.343073490430795,0.0,0.0
360,375,286,,,99.0,2.88,14.91,,2.78,17.69,5.834998294395504,3.643,K5(H),3.77,-0.08,1.58,0.82,6.31,Simbad,05 35 06.19,-05 22 02.32,1,2MASS J05350627-0522027,K5,1.0,H,4140.0,-0.188,0.88,0.22,0.2,4.1,2.1,4.3,1.57,0.23,3.81,opt,R09,,N,a,Simbad,83.77616,-5.36742,1.3771547286710275,0.6370161425559265,0.05236065508113028
361,376,290,,,99.0,4.47,15.48,,,,,,,,,,,,Simbad,05 35 06.33,-05 27 04.32,1,2MASS J05350642-0527048,M4.7,1.0,D10,2964.0,,,,,,,,,,3.1,opt,R09,2.0,,c,Simbad,83.77676,-5.45134,1.4689027628424822,0.0,0.0
362,380,294,,,99.0,8.17,15.41,,3.5,18.91,9.864998294395503,3.5,M4.5(H),0.96,-0.73,1.45,0.15,5.57,Simbad,05 35 06.36,-05 31 08.72,1,V2166 Ori,M4.5,1.0,H,3020.0,-0.839,0.15,0.06,0.1,2.2,2.01,1.2,1.39,0.28,2.57,opt,H02,2.0,,,Simbad,83.77691,-5.51924,1.5666395343161843,0.16319568332575815,0.05236065508113028
363,381,288,,,99.0,3.25,15.44,,2.73,18.17,10.084998294395506,3.494,M5(H),0.0,-0.94,1.17,0.13,6.0,Simbad,05 35 06.37,-05 21 18.52,1,JW 288,M5,1.0,H,2880.0,-1.08,,,,,,,1.16,0.26,3.3,opt,R09,,,b,Simbad,83.77692,-5.35522,1.3830653707620215,0.1538304555269313,0.05236065508113028
364,382,291,,1754.0,99.0,2.82,12.86,,2.07,14.929999,6.604998294395504,3.562,M1(H)K4-M0(Sam),0.24,-0.06,2.33,0.27,5.18,Simbad,05 35 06.42,-05 24 41.02,1,Parenago 1754,M1,1.0,H,3630.0,-0.22,0.43,0.09,0.08,1.3,0.3,0.6,1.96,0.27,1.91,opt,H02,,N,g,Simbad,83.77712,-5.4115,1.3794362311620387,0.4926717393082925,0.05236065508113028
365,383,292,,,99.0,2.98,15.8,,1.65,17.45,9.364998294395503,3.509,M4(H),0.0,-1.17,0.84,0.15,6.37,Simbad,05 35 06.45,-05 25 01.12,1,V2167 Ori,M4.5,1.0,H13,3020.0,-1.276,0.11,0.05,0.09,4.4,1.9,3.9,0.84,0.17,4.95,opt,R09,,,g,Simbad,83.77725,-5.41707,1.384370481818889,0.1953545891886893,0.05236065508113028
366,384,5159,,,,9.8,17.0,,2.86,19.86,,,,,,,,,Simbad,05 35 06.47,-05 32 51.10,1,V2168 Ori,M3:,1.0,H13,3360.0,-1.607,0.22,0.09,0.09,26.5,16.5,32.5,0.46,0.08,2.39,opt,P09,2.0,,,Simbad,83.77736,-5.54765,1.5049834557678838,0.0,0.0
367,385,296,,,99.0,4.26,14.3,,3.31,17.61,9.054999294395506,3.5,M4.5e(H),0.47,-0.4,2.1,0.16,4.78,Simbad,05 35 06.50,-05 26 50.52,1,2MASS J05350660-0526509,M4.5e,1.0,H,3020.0,-0.514,0.19,0.09,0.08,0.4,0.32,1.6,2.02,0.4,,,,2.0,A,f,Simbad,83.7775,-5.44748,1.5479621058173596,0.225008876288193,0.05236065508113028
368,389,299,,,22.0,3.56,15.43,,,,,,,,,,,,Simbad,05 35 06.82,-05 26 00.32,1,V2170 Ori,M3.5,1.0,H13,3260.0,,,,,,,,,,2.76,opt,H02,2.0,,c,Simbad,83.77879,-5.43351,1.3747712922308708,0.0,0.0
369,390,5064,,,,5.41,16.91,,,,,3.471,M6(H),0.0,-1.35,0.81,0.07,5.59,Simbad,05 35 07.05,-05 18 30.03,1,2MASS J05350713-0518305,M5,1.0,H13,2880.0,,,,,,,,,,1.9,opt,R09,2.0,,c,Simbad,83.77972,-5.30849,1.3470399511339202,0.0,0.0
370,391,300,,,99.0,2.49,14.3,,2.78,17.08,8.394998294395505,3.526,M2-M4:(H),0.6,-0.49,1.68,0.23,5.85,Simbad,05 35 07.18,-05 22 26.22,1,2MASS J05350727-0522266,M4.5,1.0,H13,3020.0,-0.676,0.16,0.06,0.11,1.2,1.1,1.3,1.68,0.33,2.74,opt,R09,,,g,Simbad,83.78032,-5.37407,1.5087858847851827,0.29168115133416955,0.05236065508113028
371,393,302,,,99.0,2.45,14.88,,,,,,,,,,,,Simbad,05 35 07.29,-05 22 28.72,1,[H97b] 302,M5.5,1.0,H13,2840.0,,,,,,,,,,0.77,opt,R09,2.0,,c,Simbad,83.78071,-5.37469,1.2118461903030169,0.0,0.0
372,395,304,,,99.0,3.99,15.07,,3.26,18.33,10.244998294395502,3.494,M5(H),0.0,-0.79,1.39,0.13,5.44,Simbad,05 35 07.35,-05 26 39.82,1,2MASS J05350744-0526401,M5,1.0,H,2880.0,-0.932,,,,,,,1.38,0.31,3.03,opt,H02,3.0,,b,Simbad,83.78103,-5.44449,1.4916310578459828,0.14763437171694038,0.05236065508113028
373,396,301,,,99.0,12.34,15.23,,3.02,18.25,,,,,,,,,Simbad,05 35 07.44,-05 11 14.32,1,V2174 Ori,K8.5,2.0,H13,3910.0,-0.42,0.63,0.17,0.25,4.4,2.3,5.6,1.34,0.21,7.92,opt,H02,2.0,,,Simbad,83.78137,-5.18737,1.343378105848101,0.0,0.0
374,402,311,,,99.0,6.29,14.94,,3.13,18.07,8.904998294395503,3.518,M3.5(H)M3.8(P)M5(Eetal),1.08,-0.6,1.54,0.2,5.97,Simbad,05 35 07.75,-05 29 17.02,1,V1275 Ori,M3.5,1.0,H,3260.0,-0.688,0.26,0.1,0.09,2.4,1.0,1.1,1.42,0.27,6.14,opt,E93,3.0,,,Simbad,83.78269,-5.48817,1.4802738848205068,0.23993734422306234,0.05236065508113028
375,403,307,,,99.0,6.65,15.48,,2.47,17.949999,9.864997294395502,3.526,M3(H),0.0,-1.11,0.83,0.21,6.49,Simbad,05 35 07.76,-05 17 05.22,1,2MASS J05350786-0517053,M3,1.0,H,3360.0,-1.236,0.24,0.08,0.11,9.5,4.4,10.5,0.71,0.12,1.39,opt,R09,3.0,N,,Simbad,83.78276,-5.28481,1.532480575847069,0.16319568332575815,0.05236065508113028
376,405,309,,,99.0,2.99,14.77,,2.03,16.800001,8.714999294395506,3.518,M3-M4(H),0.0,-0.79,1.23,0.19,6.13,Simbad,05 35 07.85,-05 21 16.92,1,V2178 Ori,M3.5,1.0,H13,3260.0,-0.932,0.23,0.08,0.11,3.7,1.3,3.2,1.07,0.2,0.72,opt,R09,,,g,Simbad,83.78312,-5.35479,1.5106860190102709,0.2591646022688198,0.05236065508113028
377,406,313,,1766.0,99.0,9.59,14.55,,2.3,16.85,7.464998294395505,3.58,M0(H),1.3,-0.5,1.3,0.5,6.33,Simbad,05 35 07.93,-05 32 43.82,1,LN Ori,M0,1.0,H,3770.0,-0.694,0.51,0.11,0.15,7.0,2.9,7.0,1.06,0.14,6.87,MIR,M11,2.0,,,Simbad,83.78341,-5.54564,1.4057424430220835,0.38005717521906285,0.05236065508113028
378,407,315,,,99.0,13.57,14.83,,2.85,17.68,9.234998294395504,3.518,M3.5(H),0.36,-0.73,1.32,0.2,6.09,Simbad,05 35 07.93,-05 36 46.62,1,V1485 Ori,M3.5,1.0,H,3260.0,-0.819,0.24,0.09,0.1,3.0,0.9,2.1,1.22,0.23,8.93,opt,R09,,,g,Simbad,83.78342,-5.61294,1.3559476347617383,0.20671597066556133,0.05236065508113028
379,408,316,,,99.0,13.03,15.24,,,,,,,,,,,,Simbad,05 35 07.95,-05 36 13.92,1,2MASS J05350803-0536140,M5.5,1.0,H13,2840.0,,,,,,,,,,4.03,opt,H02,3.0,,c,Simbad,83.7835,-5.60392,1.357197598992727,0.0,0.0
380,411,318,,,99.0,6.17,15.95,,3.32,19.27,10.684998294395504,3.5,M4.5(H),0.5,-1.05,0.99,0.14,6.2,Simbad,05 35 08.16,-05 29 11.62,1,2MASS J05350825-0529121,M4.5,1.0,H,3020.0,-1.168,0.11,0.05,0.09,3.8,1.8,2.7,0.95,0.19,3.43,opt,R09,,,g,Simbad,83.78439,-5.4867,1.48431643022979,0.13050373534297502,0.05236065508113028
381,412,317,,,99.0,2.38,14.83,,,,,,,,,,,,Simbad,05 35 08.20,-05 24 34.52,1,V2181 Ori,M5.5e,1.0,H13,2840.0,,,,,,,,,,8.13,opt,R09,,,c,Simbad,83.78457,-5.40969,1.4906580918848131,0.0,0.0
382,414,3025,,,,7.33,16.78,,,,,,M4::(H),,,,,,Simbad,05 35 08.26,-05 16 19.81,1,2MASS J05350834-0516204,M5,1.0,H13,2880.0,,,,,,,,,,4.12,opt,R09,2.0,,c,Simbad,83.78479,-5.27234,1.472440233550237,0.0,0.0
383,415,320,,,99.0,5.49,14.73,,2.37,17.099998,5.494996294395504,3.695,K2(H),3.52,-0.08,1.25,1.16,6.94,Simbad,05 35 08.29,-05 28 28.92,1,V1397 Ori,K2,1.0,H,4760.0,-0.127,1.11,0.13,0.13,16.0,6.6,10.0,1.27,0.18,5.41,opt,H00,,,a,Simbad,83.78496,-5.47482,1.5601330404625935,0.7262108934667123,0.05236065508113028
384,417,323,,,99.0,2.76,13.92,,3.05,16.97,6.784997294395504,3.544,M2(H),2.1,-0.02,2.67,0.22,4.67,Simbad,05 35 08.44,-05 25 17.52,1,V2184 Ori,M2,1.0,H,3490.0,-0.144,0.35,0.06,0.08,1.0,0.6,0.2,2.32,0.32,11.37,opt,P09,2.0,,,Simbad,83.78555,-5.42166,1.4475272523517202,0.4667917434327709,0.05236065508113028
385,418,324,,,99.0,3.54,15.99,,,,,3.5,M4.5(H),0.0,-1.19,0.85,0.13,6.32,Simbad,05 35 08.50,-05 26 19.02,1,V2186 Ori,M4.5,1.0,H,3020.0,,,,,,,,,,6.25,opt,P09,,A,c,Simbad,83.78582,-5.43874,1.512117864991799,0.0,0.0
386,421,328,,1765.0,99.0,8.65,12.86,,1.64,14.5,5.284998294395503,3.661,K4(H),1.13,0.09,1.77,0.94,6.23,Simbad,05 35 08.75,-05 31 48.52,1,LM Ori,K4,1.0,H,4330.0,0.023,1.09,0.3,0.23,3.3,1.7,3.7,1.83,0.28,18.83,opt,Rh01,2.0,,"a,d",Simbad,83.78688,-5.53031,1.6242348804144289,0.7844054370861645,0.05236065508113028
387,422,3045,,,,4.27,16.5,,,,,,,,,,,,Simbad,05 35 08.82,-05 19 32.77,1,V2188 Ori,M4,1.0,H13,3160.0,,,,,,,,,,1.23,opt,R09,,,c,Simbad,83.78712,-5.32589,1.3954548565159133,0.0,0.0
388,424,327,,,99.0,3.61,15.92,,1.56,17.48,9.394998294395505,3.509,M4(H),0.0,-1.21,0.79,0.15,6.41,Simbad,05 35 08.95,-05 20 17.12,1,2MASS J05350904-0520172,M4,1.0,H,3160.0,-1.372,0.15,0.07,0.12,6.9,2.9,12.6,0.69,0.14,1.16,opt,R09,2.0,A,,Simbad,83.78771,-5.33813,1.5067547552756388,0.19286080652166263,0.05236065508113028
389,425,330,,1773.0,99.0,6.86,11.78,,1.42,13.2,4.264997294395505,3.679,K1-K4(H)K1IV-Ve(Par)K3(CK)K3(D)K3-K5.5(P)K6(Eetal),0.85,0.45,2.46,1.07,5.89,Simbad,05 35 08.96,-05 29 58.72,1,V356 Ori,K3,1.0,StE,4550.0,0.403,1.44,0.37,0.29,1.8,0.8,2.0,2.56,0.38,1.57,opt,H00,,N,a,Simbad,83.78773,-5.49977,1.491562003878092,1.1772188259659715,0.05236065508113028
390,429,331,,,,2.98,16.17,,,,,,,,,,,,Simbad,05 35 09.37,-05 20 58.22,2,2MASS J05350947-0520588,M6,1.0,Luc01,2800.0,,,,,,,,,,3.17,opt,R09,2.0,,c,Simbad,83.7895,-5.34967,1.7462242999806512,0.0,0.0
391,431,333,,,99.0,4.93,14.7,,1.92,16.619999,8.534997294395504,3.483,M5-M6(H),0.0,-0.56,1.89,0.13,4.67,Simbad,05 35 09.50,-05 27 59.52,1,2MASS J05350959-0527599,M5.5,2.0,H13,2840.0,-0.712,0.11,0.06,0.15,0.2,0.17,2.4,1.82,0.58,7.14,opt,R09,2.0,N,,Simbad,83.79,-5.46667,1.5721463311175772,0.27707019361383173,0.05236065508113028
392,432,334,,,99.0,5.29,13.64,,2.35,15.99,6.954998294395503,3.562,M1e(H),0.95,-0.2,1.99,0.3,5.72,Simbad,05 35 09.50,-05 28 22.52,1,V484 Ori,M1e,1.0,H,3630.0,-0.382,0.41,0.05,0.11,1.8,0.4,1.4,1.63,0.23,5.27,opt,H00,2.0,A,,Simbad,83.78997,-5.47301,1.4212296967454652,0.4434091066175272,0.05236065508113028
393,433,335,,,99.0,3.46,15.57,,1.31,16.88,8.794998294395503,3.562,M1e(H),0.0,-1.21,0.63,0.4,7.24,Simbad,05 35 09.55,-05 26 22.82,1,V2191 Ori,M1e,1.0,H,3630.0,-1.304,0.37,0.08,0.11,28.0,13.0,31.0,0.56,0.08,8.01,opt,R09,2.0,A,a,Simbad,83.79022,-5.43982,1.6246290130888434,0.2512954059658042,0.05236065508113028
394,435,332,,,99.0,2.6,14.25,,2.07,16.32,8.234998294395504,3.518,M3.5(H),0.0,-0.59,1.56,0.2,5.94,Simbad,05 35 09.60,-05 21 24.72,1,[H97b] 332,M3,1.0,H13,3360.0,-0.744,0.29,0.09,0.09,2.9,0.6,1.8,1.26,0.21,,,,,,f,Simbad,83.79033,-5.35689,1.1857903944650126,0.3070626000363092,0.05236065508113028
395,437,337,,1771.0,99.0,1.69,11.71,,1.76,13.47,5.264998294395504,3.591,K8(H)K4-M0(Sam),0.12,0.34,3.23,0.25,4.42,Simbad,05 35 09.67,-05 23 26.52,1,V1326 Ori,K8,1.0,H,3940.0,0.236,0.61,0.09,0.1,0.7,0.1,0.2,2.82,0.34,19.5,opt,H00,3.0,N,d,Simbad,83.79063,-5.39076,1.2317005696088297,0.7904754362281722,0.05236065508113028
396,438,338,,,99.0,4.16,14.42,,3.45,17.87,7.884999294395504,3.518,M3.5-M4(H)M3(Eetal),1.9,-0.19,2.46,0.17,4.57,Simbad,05 35 09.76,-05 19 33.82,1,2MASS J05350985-0519339,M3,1.0,E,3360.0,-0.207,0.3,0.06,0.11,1.1,0.9,0.2,2.33,0.39,7.35,opt,R09,2.0,,,Simbad,83.79105,-5.32611,1.3852679017135583,0.3403016366043042,0.05236065508113028
397,445,340,,,99.0,1.8,14.0,,,,,,,,,,,,Simbad,05 35 10.05,-05 22 32.32,1,2MASS J05351014-0522326,M2,1.0,H13,3490.0,,,,,,,,,,,,,,,"c,f",Simbad,83.79227,-5.37574,1.4569392773648813,0.0,0.0
398,447,339,,,99.0,3.41,15.25,,1.94,17.19,9.104998294395505,3.518,M3.5(H),0.0,-0.99,0.99,0.18,6.28,Simbad,05 35 10.09,-05 20 20.92,1,V2199 Ori,M3.5,1.0,H,3260.0,-1.124,0.21,0.08,0.1,5.5,1.9,6.0,0.86,0.16,,,,,,f,Simbad,83.79246,-5.33919,1.508407814486565,0.21986510115245803,0.05236065508113028
399,448,3056,,,,2.85,16.76,,,,,,,,,,,,Simbad,05 35 10.10,-05 20 59.93,2,[H97b] 3056,M6.25,0.25,RRL,2762.5,,,,,,,,,,3.86,opt,R09,2.0,,c,Simbad,83.79242,-5.35008,1.258704668224104,0.0,0.0
400,451,3047,,,,3.78,15.33,,3.31,18.64,10.084998294395506,3.5,M4.5(H),0.47,-0.81,1.31,0.15,5.95,Simbad,05 35 10.21,-05 19 55.85,1,2MASS J05351029-0519563,M4.5,1.0,H,3020.0,-0.926,0.14,0.06,0.09,2.4,2.1,1.5,1.26,0.25,2.66,opt,R09,,,g,Simbad,83.79291,-5.33231,1.4000882984879892,0.1538304555269313,0.05236065508113028
401,456,3104,,,,3.02,15.73,,,,,,,,,,,,Simbad,05 35 10.39,-05 25 59.93,1,2MASS J05351047-0526003,M5.5,1.0,H13,2840.0,,,,,,,,,,3.12,opt,P09,3.0,,c,Simbad,83.79365,-5.43342,1.339814897449967,0.0,0.0
402,459,349,,,99.0,1.73,16.53,,1.92,18.45,,,K:(H),,,,,,Simbad,05 35 10.47,-05 24 15.92,1,V2202 Ori,K9,2.0,H13,3880.0,-1.656,,,,,,,0.33,0.06,9.25,opt,P09,,,b,Simbad,83.79393,-5.40458,1.231881879424036,0.0,0.0
403,460,353,,,99.0,9.96,14.92,,3.73,18.65,9.404998294395503,3.494,M5(H),1.16,-0.44,2.06,0.15,4.72,Simbad,05 35 10.48,-05 33 13.22,1,2MASS J05351057-0533136,M5,1.0,H,2880.0,-0.61,0.13,0.07,0.1,0.2,0.16,2.0,1.99,0.45,1.65,opt,R09,3.0,N,,Simbad,83.79407,-5.55378,1.4963626628886035,0.1923658831684281,0.05236065508113028
404,461,347,,1782.0,99.0,2.07,12.53,,1.75,14.28,5.774998294395504,3.602,K3-K7(H)M0(H)M2(Eetal)K2-K4(Sam),0.42,0.09,2.31,0.41,5.59,Simbad,05 35 10.49,-05 21 55.92,1,V1227 Ori,K5,1.0,StE,4140.0,0.121,0.83,0.21,0.26,1.4,0.5,1.4,2.23,0.33,7.33,opt,C96,,,g,Simbad,83.79408,-5.36562,1.36818633121099,0.6519192253005995,0.05236065508113028
405,463,352,,1784.0,99.0,1.49,10.36,,2.1,12.459999,3.384997294395504,3.591,K8(H)M0.1(P)M1(Eetal)K2V(HT)K5IV(Ham)K2-K3(Sam),0.99,1.09,7.68,,,Simbad,05 35 10.64,-05 23 44.22,1,LQ Ori,K8,1.0,H,3940.0,0.989,0.75,0.11,0.08,0.03,0.02,0.03,6.72,0.8,8.0,opt,H00,3.0,N,,Simbad,83.79471,-5.39572,1.4003076458385328,0.0,0.0
406,466,3102,,,,2.93,17.35,,,,,,,,,,,,Simbad,05 35 10.75,-05 25 56.58,1,2MASS J05351083-0525569,M6.5,1.0,H13,2725.0,,,,,,,,,,4.26,opt,H02,,,c,Simbad,83.79516,-5.4325,1.3852497774525503,0.0,0.0
407,468,355,,,99.0,1.52,15.03,,,,,,mid-K::(H),,,,,,Simbad,05 35 10.83,-05 22 46.03,2,2MASS J05351091-0522463,M2.7,1.0,D10,3399.0,,,,,,,,,,,,,2.0,A,"c,f",Simbad,83.79549,-5.37955,1.3542230803502096,0.0,0.0
408,469,356,,,99.0,1.99,13.71,,,,,3.526,M3e(H),0.0,-0.4,1.87,0.22,5.5,Simbad,05 35 10.84,-05 24 48.22,1,V2207 Ori,M3e,1.0,H,3360.0,,,,,,,,,,4.69,opt,H02,2.0,A,c,Simbad,83.7956,-5.4135,1.5988558315150572,0.0,0.0
409,470,362,,,99.0,11.69,13.91,,3.23,17.14,8.784997294395504,3.5,M4.5(H),0.27,-0.29,2.38,0.15,4.48,Simbad,05 35 11.03,-05 34 59.32,1,V1488 Ori,M4.5,1.0,H,3020.0,-0.408,0.19,0.07,0.09,0.2,0.13,1.3,2.28,0.45,2.73,opt,H00,3.0,,,Simbad,83.79635,-5.58323,1.436713477879488,0.25194194454595426,0.05236065508113028
410,474,358,,,99.0,6.17,14.87,,3.28,18.15,6.724997294395504,3.562,M1(H),3.34,-0.11,2.21,0.28,5.4,Simbad,05 35 11.11,-05 17 20.72,1,V2214 Ori,M1,1.0,H,3630.0,-0.294,0.42,0.09,0.1,1.5,0.3,0.8,1.8,0.25,4.03,opt,H02,2.0,,,Simbad,83.79673,-5.28915,1.5866079194298963,0.4752637175459289,0.05236065508113028
411,476,3005,,,,9.45,16.52,,4.32,20.84,9.694998294395505,3.5,M4.5(H),3.06,-0.66,1.57,0.15,5.38,Simbad,05 35 11.25,-05 14 01.11,1,2MASS J05351133-0514015,M4.5,1.0,H,3020.0,-0.772,0.16,0.07,0.08,2.1,1.91,0.8,1.5,0.3,1.71,opt,R09,2.0,,,Simbad,83.79725,-5.23378,1.433645462676442,0.17048235691748292,0.05236065508113028
412,477,361,,,99.0,4.37,13.7,,2.12,15.82,,,,,,,,,Simbad,05 35 11.28,-05 19 11.92,1,2MASS J05351138-0519121,M1,1.0,H,3630.0,-0.55,0.43,0.09,0.1,3.1,1.1,1.8,1.34,0.19,2.94,opt,H02,,,g,Simbad,83.79742,-5.32003,1.5171798763329591,0.0,0.0
413,478,365,,1800.0,99.0,2.94,11.7,,1.96,13.66,3.344998294395504,3.679,K2-K3(Sam),2.23,0.82,3.76,1.11,5.45,Simbad,05 35 11.40,-05 26 01.82,1,LU Ori,K4,1.0,StE,4330.0,0.687,1.11,0.33,0.48,0.5,0.1,0.4,3.93,0.6,4.08,opt,H00,3.0,,,Simbad,83.7979,-5.43398,1.52087762481255,0.0,0.0
414,479,364,,1799.0,99.0,6.53,10.94,,1.85,12.79,1.594998294395504,3.766,G0-G2(WSH)K0:IV-V(W),3.11,1.38,4.82,3.04,,Simbad,05 35 11.53,-05 16 57.52,1,LT Ori,G8,1.0,StE,5210.0,1.128,2.73,0.21,0.27,1.8,0.5,0.6,4.49,0.54,0.5,opt,G95,,,"a,e",Simbad,83.79845,-5.2827,1.4773565982519103,0.0,0.0
415,481,366,,,98.0,1.56,14.99,,3.98,18.97,8.884998294395503,3.497,M4.5-M5e(H),2.0,-0.29,2.43,0.15,4.4,Simbad,05 35 11.55,-05 24 20.92,1,2MASS J05351165-0524213,M4.75,1.0,H,2950.0,-0.424,0.18,0.08,0.09,0.2,0.17,1.2,2.35,0.49,4.03,opt,R09,3.0,A,,Simbad,83.79855,-5.40594,1.5922999424262163,0.24179406194161834,0.05236065508113028
416,483,368,,,99.0,1.29,15.29,,,,,,,,,,,,Simbad,05 35 11.62,-05 23 51.62,2,2MASS J05351172-0523518,M4.4,1.0,D10,3048.0,,,,,,,,,,1.14,opt,R09,2.0,,c,Simbad,83.79875,-5.39758,1.2399524175127743,0.0,0.0
417,486,369,,,99.0,1.87,14.7,,1.48,16.18,,,,,,,,,Simbad,05 35 11.68,-05 21 55.32,1,2MASS J05351178-0521555,M5.5,1.0,H13,2840.0,-0.712,0.11,0.03,0.05,0.2,0.12,1.5,1.82,0.32,3.95,opt,R09,,,g,Simbad,83.79908,-5.36544,1.5048190718314962,0.0,0.0
418,487,367,,,99.0,6.06,16.21,,,,,,,,,,,,Simbad,05 35 11.75,-05 17 25.82,1,2MASS J05351185-0517259,M3.5,1.0,H13,3260.0,,,,,,,,,,6.85,opt,R09,,,c,Simbad,83.79937,-5.29056,1.4886460114089877,0.0,0.0
419,489,375,,1801.0,98.0,8.62,12.45,,1.87,14.32,,,,,,,,,Simbad,05 35 11.79,-05 31 54.92,1,Parenago 1801,M0.5,1.0,H,3700.0,-0.064,0.46,0.09,0.1,1.0,0.2,0.4,2.26,0.31,3.06,opt,P09,,,g,Simbad,83.79953,-5.53202,1.4932892823291222,0.0,0.0
420,495,374,,,99.0,4.12,15.52,,5.4,20.92,,,,,,,,,Simbad,05 35 11.98,-05 19 24.52,1,[OW94] 121-925,M4.5,1.0,H,3020.0,0.302,,,,,,,5.17,1.02,6.45,opt,R09,2.0,,b,Simbad,83.80033,-5.3235,1.4837401602493492,0.0,0.0
421,496,376,,,91.0,1.61,15.97,,,,,,,,,,,,Simbad,05 35 12.05,-05 24 33.42,1,V2224 Ori,M1.5,2.0,H13,3560.0,,,,,,,,,,,,,,,"c,f",Simbad,83.80054,-5.40939,1.2491687094286037,0.0,0.0
422,498,379,,,99.0,7.04,15.21,,3.87,19.08,10.244998294395502,3.483,M5.4(P),0.75,-0.58,1.84,0.13,4.71,Simbad,05 35 12.06,-05 30 19.72,1,V1276 Ori,M5.4,1.0,P,2848.0,-0.782,0.1,0.03,0.06,0.2,0.1,2.1,1.67,0.3,5.59,opt,P09,2.0,,,Simbad,83.80067,-5.5056,1.5680243482719791,0.14763437171694038,0.05236065508113028
423,499,381,,1809.0,99.0,7.24,13.25,,2.11,15.36,6.674997294395505,3.571,M0.5(H),0.6,-0.14,2.04,0.32,5.7,Simbad,05 35 12.11,-05 30 32.42,1,LW Ori,M0.5,1.0,H,3700.0,-0.334,0.45,0.06,0.13,1.8,0.5,1.4,1.66,0.23,7.75,opt,P09,2.0,,,Simbad,83.80087,-5.50914,1.55252608873145,0.4826476855887318,0.05236065508113028
