recno_1,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL*,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation
425,330,,1773,99,6.86,11.78,,1.42,13.2,12.349999,3.679,K1-K4(H)K1IV-Ve(Par)K3(CK)K3(D)K3-K5.5(P)K6(Eetal),0.85,0.45,2.46,1.07,5.89,Simbad,05 35 08.96,-05 29 58.72,1,20,V356 Ori,K3,1.0,StE,4550.0,0.403,1.44,0.37,0.29,1.8,0.8,2.0,2.56,0.38,1.57,opt,H00,,N,a,Simbad,83.78773,-5.49977,1.4915620038780921
429,331,,,,2.98,16.17,,,,,,,,,,,,Simbad,05 35 09.37,-05 20 58.22,2,616,2MASS J05350947-0520588,M6,1.0,Luc01,2800.0,,,,,,,,,,3.17,opt,R09,2,,c,Simbad,83.7895,-5.34967,1.7462242999806512
431,333,,,99,4.93,14.7,,1.92,16.619999,16.619999,3.483,M5-M6(H),0.0,-0.56,1.89,0.13,4.67,Simbad,05 35 09.50,-05 27 59.52,1,402,2MASS J05350959-0527599,M5.5,2.0,H13,2840.0,-0.712,0.11,0.06,0.15,0.2,0.17,2.4,1.82,0.58,7.14,opt,R09,2,N,,Simbad,83.79,-5.46667,1.5721463311175772
432,334,,,99,5.29,13.64,,2.35,15.99,15.04,3.562,M1e(H),0.95,-0.2,1.99,0.3,5.72,Simbad,05 35 09.50,-05 28 22.52,1,131,V484 Ori,M1e,1.0,H,3630.0,-0.382,0.41,0.05,0.11,1.8,0.4,1.4,1.63,0.23,5.27,opt,H00,2,A,,Simbad,83.78997,-5.47301,1.4212296967454652
433,335,,,99,3.46,15.57,,1.31,16.88,16.88,3.562,M1e(H),0.0,-1.21,0.63,0.4,7.24,Simbad,05 35 09.55,-05 26 22.82,1,152,V2191 Ori,M1e,1.0,H,3630.0,-1.304,0.37,0.08,0.11,28.0,13.0,31.0,0.56,0.08,8.01,opt,R09,2,A,a,Simbad,83.79022,-5.43982,1.6246290130888434
435,332,,,99,2.6,14.25,,2.07,16.32,16.32,3.518,M3.5(H),0.0,-0.59,1.56,0.2,5.94,Simbad,05 35 09.60,-05 21 24.72,1,217,[H97b] 332,M3,1.0,H13,3360.0,-0.744,0.29,0.09,0.09,2.9,0.6,1.8,1.26,0.21,,,,,,f,Simbad,83.79033,-5.35689,1.1857903944650126
437,337,,1771,99,1.69,11.71,,1.76,13.47,13.35,3.591,K8(H)K4-M0(Sam),0.12,0.34,3.23,0.25,4.42,Simbad,05 35 09.67,-05 23 26.52,1,82,V1326 Ori,K8,1.0,H,3940.0,0.236,0.61,0.09,0.1,0.7,0.1,0.2,2.82,0.34,19.5,opt,H00,3,N,d,Simbad,83.79063,-5.39076,1.2317005696088295
438,338,,,99,4.16,14.42,,3.45,17.87,15.970001,3.518,M3.5-M4(H)M3(Eetal),1.9,-0.19,2.46,0.17,4.57,Simbad,05 35 09.76,-05 19 33.82,1,204,2MASS J05350985-0519339,M3,1.0,E,3360.0,-0.207,0.3,0.06,0.11,1.1,0.9,0.2,2.33,0.39,7.35,opt,R09,2,,,Simbad,83.79105,-5.32611,1.3852679017135583
445,340,,,99,1.8,14.0,,,,,,,,,,,,Simbad,05 35 10.05,-05 22 32.32,1,528,2MASS J05351014-0522326,M2,1.0,H13,3490.0,,,,,,,,,,,,,,,"c,f",Simbad,83.79227,-5.37574,1.4569392773648813
447,339,,,99,3.41,15.25,,1.94,17.19,17.19,3.518,M3.5(H),0.0,-0.99,0.99,0.18,6.28,Simbad,05 35 10.09,-05 20 20.92,1,318,V2199 Ori,M3.5,1.0,H,3260.0,-1.124,0.21,0.08,0.1,5.5,1.9,6.0,0.86,0.16,,,,,,f,Simbad,83.79246,-5.33919,1.508407814486565
448,3056,,,,2.85,16.76,,,,,,,,,,,,Simbad,05 35 10.10,-05 20 59.93,2,619,[H97b] 3056,M6.25,0.25,RRL,2762.5,,,,,,,,,,3.86,opt,R09,2,,c,Simbad,83.79242,-5.35008,1.258704668224104
451,3047,,,,3.78,15.33,,3.31,18.64,18.17,3.5,M4.5(H),0.47,-0.81,1.31,0.15,5.95,Simbad,05 35 10.21,-05 19 55.85,1,363,2MASS J05351029-0519563,M4.5,1.0,H,3020.0,-0.926,0.14,0.06,0.09,2.4,2.1,1.5,1.26,0.25,2.66,opt,R09,,,g,Simbad,83.79291,-5.33231,1.4000882984879892
456,3104,,,,3.02,15.73,,,,,,,,,,,,Simbad,05 35 10.39,-05 25 59.93,1,507,2MASS J05351047-0526003,M5.5,1.0,H13,2840.0,,,,,,,,,,3.12,opt,P09,3,,c,Simbad,83.79365,-5.43342,1.339814897449967
459,349,,,99,1.73,16.53,,1.92,18.45,,,K:(H),,,,,,Simbad,05 35 10.47,-05 24 15.92,1,497,V2202 Ori,K9,2.0,H13,3880.0,-1.656,,,,,,,0.33,0.06,9.25,opt,P09,,,b,Simbad,83.79393,-5.40458,1.231881879424036
460,353,,,99,9.96,14.92,,3.73,18.65,17.49,3.494,M5(H),1.16,-0.44,2.06,0.15,4.72,Simbad,05 35 10.48,-05 33 13.22,1,382,2MASS J05351057-0533136,M5,1.0,H,2880.0,-0.61,0.13,0.07,0.1,0.2,0.16,2.0,1.99,0.45,1.65,opt,R09,3,N,,Simbad,83.79407,-5.55378,1.4963626628886035
461,347,,1782,99,2.07,12.53,,1.75,14.28,13.86,3.602,K3-K7(H)M0(H)M2(Eetal)K2-K4(Sam),0.42,0.09,2.31,0.41,5.59,Simbad,05 35 10.49,-05 21 55.92,1,39,V1227 Ori,K5,1.0,StE,4140.0,0.121,0.83,0.21,0.26,1.4,0.5,1.4,2.23,0.33,7.33,opt,C96,,,g,Simbad,83.79408,-5.36562,1.36818633121099
463,352,,1784,99,1.49,10.36,,2.1,12.459999,11.469999,3.591,K8(H)M0.1(P)M1(Eetal)K2V(HT)K5IV(Ham)K2-K3(Sam),0.99,1.09,7.68,,,Simbad,05 35 10.64,-05 23 44.22,1,47,LQ Ori,K8,1.0,H,3940.0,0.989,0.75,0.11,0.08,0.03,0.02,0.03,6.72,0.8,8.0,opt,H00,3,N,,Simbad,83.79471,-5.39572,1.4003076458385328
466,3102,,,,2.93,17.35,,,,,,,,,,,,Simbad,05 35 10.75,-05 25 56.58,1,550,2MASS J05351083-0525569,M6.5,1.0,H13,2725.0,,,,,,,,,,4.26,opt,H02,,,c,Simbad,83.79516,-5.4325,1.3852497774525503
468,355,,,99,1.52,15.03,,,,,,mid-K::(H),,,,,,Simbad,05 35 10.83,-05 22 46.03,2,443,2MASS J05351091-0522463,M2.7,1.0,D10,3399.0,,,,,,,,,,,,,2,A,"c,f",Simbad,83.79549,-5.37955,1.3542230803502096
469,356,,,99,1.99,13.71,,,,,3.526,M3e(H),0.0,-0.4,1.87,0.22,5.5,Simbad,05 35 10.84,-05 24 48.22,1,600,V2207 Ori,M3e,1.0,H,3360.0,,,,,,,,,,4.69,opt,H02,2,A,c,Simbad,83.7956,-5.4135,1.5988558315150572
470,362,,,99,11.69,13.91,,3.23,17.14,16.869999,3.5,M4.5(H),0.27,-0.29,2.38,0.15,4.48,Simbad,05 35 11.03,-05 34 59.32,1,331,V1488 Ori,M4.5,1.0,H,3020.0,-0.408,0.19,0.07,0.09,0.2,0.13,1.3,2.28,0.45,2.73,opt,H00,3,,,Simbad,83.79635,-5.58323,1.4367134778794879
474,358,,,99,6.17,14.87,,3.28,18.15,14.809999,3.562,M1(H),3.34,-0.11,2.21,0.28,5.4,Simbad,05 35 11.11,-05 17 20.72,1,121,V2214 Ori,M1,1.0,H,3630.0,-0.294,0.42,0.09,0.1,1.5,0.3,0.8,1.8,0.25,4.03,opt,H02,2,,,Simbad,83.79673,-5.28915,1.5866079194298965
476,3005,,,,9.45,16.52,,4.32,20.84,17.78,3.5,M4.5(H),3.06,-0.66,1.57,0.15,5.38,Simbad,05 35 11.25,-05 14 01.11,1,349,2MASS J05351133-0514015,M4.5,1.0,H,3020.0,-0.772,0.16,0.07,0.08,2.1,1.91,0.8,1.5,0.3,1.71,opt,R09,2,,,Simbad,83.79725,-5.23378,1.4336454626764419
477,361,,,99,4.37,13.7,,2.12,15.82,,,,,,,,,Simbad,05 35 11.28,-05 19 11.92,1,113,2MASS J05351138-0519121,M1,1.0,H,3630.0,-0.55,0.43,0.09,0.1,3.1,1.1,1.8,1.34,0.19,2.94,opt,H02,,,g,Simbad,83.79742,-5.32003,1.5171798763329591
478,365,,1800,99,2.94,11.7,,1.96,13.66,11.43,3.679,K2-K3(Sam),2.23,0.82,3.76,1.11,5.45,Simbad,05 35 11.40,-05 26 01.82,1,27,LU Ori,K4,1.0,StE,4330.0,0.687,1.11,0.33,0.48,0.5,0.1,0.4,3.93,0.6,4.08,opt,H00,3,,,Simbad,83.7979,-5.43398,1.52087762481255
479,364,,1799,99,6.53,10.94,,1.85,12.79,9.68,3.766,G0-G2(WSH)K0:IV-V(W),3.11,1.38,4.82,3.04,,Simbad,05 35 11.53,-05 16 57.52,1,1,LT Ori,G8,1.0,StE,5210.0,1.128,2.73,0.21,0.27,1.8,0.5,0.6,4.49,0.54,0.5,opt,G95,,,"a,e",Simbad,83.79845,-5.2827,1.4773565982519103
481,366,,,98,1.56,14.99,,3.98,18.97,16.97,3.497,M4.5-M5e(H),2.0,-0.29,2.43,0.15,4.4,Simbad,05 35 11.55,-05 24 20.92,1,334,2MASS J05351165-0524213,M4.75,1.0,H,2950.0,-0.424,0.18,0.08,0.09,0.2,0.17,1.2,2.35,0.49,4.03,opt,R09,3,A,,Simbad,83.79855,-5.40594,1.5922999424262163
483,368,,,99,1.29,15.29,,,,,,,,,,,,Simbad,05 35 11.62,-05 23 51.62,2,433,2MASS J05351172-0523518,M4.4,1.0,D10,3048.0,,,,,,,,,,1.14,opt,R09,2,,c,Simbad,83.79875,-5.39758,1.2399524175127743
486,369,,,99,1.87,14.7,,1.48,16.18,,,,,,,,,Simbad,05 35 11.68,-05 21 55.32,1,398,2MASS J05351178-0521555,M5.5,1.0,H13,2840.0,-0.712,0.11,0.03,0.05,0.2,0.12,1.5,1.82,0.32,3.95,opt,R09,,,g,Simbad,83.79908,-5.36544,1.5048190718314962
487,367,,,99,6.06,16.21,,,,,,,,,,,,Simbad,05 35 11.75,-05 17 25.82,1,556,2MASS J05351185-0517259,M3.5,1.0,H13,3260.0,,,,,,,,,,6.85,opt,R09,,,c,Simbad,83.79937,-5.29056,1.4886460114089877
489,375,,1801,98,8.62,12.45,,1.87,14.32,,,,,,,,,Simbad,05 35 11.79,-05 31 54.92,1,102,Parenago 1801,M0.5,1.0,H,3700.0,-0.064,0.46,0.09,0.1,1.0,0.2,0.4,2.26,0.31,3.06,opt,P09,,,g,Simbad,83.79953,-5.53202,1.4932892823291222
495,374,,,99,4.12,15.52,,5.4,20.92,,,,,,,,,Simbad,05 35 11.98,-05 19 24.52,1,578,[OW94] 121-925,M4.5,1.0,H,3020.0,0.302,,,,,,,5.17,1.02,6.45,opt,R09,2,,b,Simbad,83.80033,-5.3235,1.4837401602493492
496,376,,,91,1.61,15.97,,,,,,,,,,,,Simbad,05 35 12.05,-05 24 33.42,1,527,V2224 Ori,M1.5,2.0,H13,3560.0,,,,,,,,,,,,,,,"c,f",Simbad,83.80054,-5.40939,1.2491687094286035
498,379,,,99,7.04,15.21,,3.87,19.08,18.33,3.483,M5.4(P),0.75,-0.58,1.84,0.13,4.71,Simbad,05 35 12.06,-05 30 19.72,1,417,V1276 Ori,M5.4,1.0,P,2848.0,-0.782,0.1,0.03,0.06,0.2,0.1,2.1,1.67,0.3,5.59,opt,P09,2,,,Simbad,83.80067,-5.5056,1.5680243482719793
499,381,,1809,99,7.24,13.25,,2.11,15.36,14.759999,3.571,M0.5(H),0.6,-0.14,2.04,0.32,5.7,Simbad,05 35 12.11,-05 30 32.42,1,107,LW Ori,M0.5,1.0,H,3700.0,-0.334,0.45,0.06,0.13,1.8,0.5,1.4,1.66,0.23,7.75,opt,P09,2,,,Simbad,83.80087,-5.50914,1.55252608873145
500,378,a,1808,99,1.14,12.89,,2.11,15.0,14.19,3.58,K1(H)M0(Sam),0.81,0.05,2.44,0.31,5.27,Simbad,05 35 12.17,-05 23 47.72,1,614,V1228 Ori,K1,1.0,H,4920.0,,,,,,,,,,9.03,opt,H00,,,c,Simbad,83.80115,-5.39666,1.6035192856905378
512,387,,,99,3.91,16.1,,,,,3.54,M2-2.5(H),0.0,-1.4,0.56,0.25,7.08,Simbad,05 35 12.59,-05 19 35.22,2,613,V2225 Ori,M3,1.0,H,3360.0,,,,,,,,,,7.44,opt,H02,,,c,Simbad,83.80287,-5.3265,1.486538631016298
513,392,,,99,3.91,15.21,,,,,3.465,M6-M6.5(H),0.0,-0.62,1.93,0.11,4.48,Simbad,05 35 12.60,-05 27 10.32,1,609,JW 392,M6.25,1.0,H,2762.5,,,,,,,,,,3.9,opt,P09,,,c,Simbad,83.80295,-5.45295,1.640335644319777
514,383,,,99,7.22,14.57,,3.06,17.63,16.32,3.526,M3(H),1.31,-0.43,1.82,0.22,5.64,Simbad,05 35 12.61,-05 16 13.32,1,202,V1492 Ori,M3,1.0,H,3360.0,-0.51,0.31,0.09,0.09,1.8,0.5,0.7,1.64,0.27,7.11,opt,S99,3,,,Simbad,83.80295,-5.27042,1.4763235867431506
515,386,,,99,6.57,14.05,,3.5,17.55,12.639999,3.602,K6-K8(H),4.91,0.57,4.04,0.31,4.15,Simbad,05 35 12.64,-05 16 52.62,1,50,2MASS J05351273-0516527,K8,1.0,H13,3940.0,0.386,0.72,0.19,0.0,0.6,0.2,0.1,3.35,0.4,1.08,opt,R09,3,N,,Simbad,83.80308,-5.28133,1.491177003230591
517,390,,,99,2.88,15.05,,2.55,17.6,17.6,3.494,M5(H),0.0,-0.78,1.4,0.13,5.42,Simbad,05 35 12.69,-05 20 38.82,1,258,2MASS J05351278-0520390,M3,1.0,H13,3360.0,-1.02,0.26,0.08,0.09,5.6,2.1,4.4,0.91,0.15,2.42,opt,R09,,,g,Simbad,83.80321,-5.34417,1.216011225589199
518,388,,,99,8.03,13.57,,2.62,16.189999,13.539999,3.602,K5(H)M0.3(P)M1(Eetal),2.65,0.22,2.67,0.38,5.4,Simbad,05 35 12.72,-05 15 23.82,1,38,V485 Ori,K5,1.0,H,4140.0,0.248,0.83,0.2,0.25,1.0,0.3,0.8,2.59,0.38,9.08,opt,E93,3,N,,Simbad,83.80341,-5.25667,1.4822799026788047
523,393,,,99,4.4,15.1,,3.1,18.2,,,,,,,,,Simbad,05 35 12.91,-05 19 03.92,1,53,V2230 Ori,K6,1.0,D10,4020.0,-0.145,0.71,0.11,0.16,2.3,0.8,1.8,1.75,0.23,4.85,opt,R09,3,,,Simbad,83.80421,-5.31782,1.5173591003135203
526,394,,,99,3.0,14.98,,3.84,18.82,12.67,3.623,K6(H),6.15,0.49,3.32,0.47,5.07,Simbad,05 35 12.94,-05 20 30.02,1,63,2MASS J05351304-0520302,K6,1.0,H,4020.0,0.364,0.68,0.12,0.18,0.6,0.1,0.2,3.14,0.41,4.48,opt,R09,3,,,Simbad,83.80435,-5.34174,1.5722737060955687
527,402,,,99,10.71,15.27,,3.73,19.0,18.61,3.483,M5.5(H),0.39,-0.7,1.62,0.12,4.92,Simbad,05 35 12.95,-05 34 03.22,1,579,V2231 Ori,M5.5,1.0,H,2840.0,-0.928,,,,,,,1.42,0.25,6.71,opt,R09,2,A,b,Simbad,83.80433,-5.56766,1.3784515044335286
528,9029,,,,1.42,14.21,,3.28,17.49,17.09,3.5,M4.5(H),0.4,-0.38,2.15,0.15,4.73,Simbad,05 35 12.96,-05 22 14.78,1,323,2MASS J05351304-0522151,M4.5,1.0,H,3020.0,-0.496,0.2,0.09,0.07,0.5,0.42,1.4,2.06,0.41,0.86,opt,R09,,N,"e,g",Simbad,83.80425,-5.37092,1.0420783849344077
531,9032,,,,2.32,15.64,,3.82,19.460001,15.77,3.535,M2.5e(H),3.69,-0.3,2.02,0.23,5.34,Simbad,05 35 13.03,-05 21 13.01,1,385,V2232 Ori,M5,1.0,H13,2880.0,-0.842,0.12,0.05,0.08,0.5,0.3,2.4,1.53,0.34,6.58,opt,R09,,A,g,Simbad,83.8045,-5.35372,0.8387652608503712
537,401,,,99,1.75,12.51,,2.59,15.1,10.68,3.719,K0-K2e(H)<M0(Sam),4.42,1.04,4.02,2.42,5.85,Simbad,05 35 13.11,-05 24 54.92,1,4,V2235 Ori,K1,1.0,H,4920.0,0.917,2.47,0.27,0.2,1.4,0.5,0.8,3.96,0.52,17.91,opt,H02,2,A,"a,d",Simbad,83.805,-5.4154,1.4410648043221508
543,414,,,99,13.91,15.92,,,,,,,,,,,,Simbad,05 35 13.23,-05 37 16.02,1,499,2MASS J05351331-0537158,M5.5,1.0,H13,2840.0,,,,,,,,,,0.87,opt,R09,3,,c,Simbad,83.8055,-5.62106,1.3589079631978178
548,406,,,99,6.25,13.88,,3.41,17.29,13.620001,3.562,M1(H),3.67,0.37,3.83,0.21,3.91,Simbad,05 35 13.36,-05 17 10.12,1,127,V1327 Ori,M1,1.0,H,3630.0,0.183,0.41,0.07,0.14,0.6,0.51,0.2,3.12,0.43,2.26,opt,S99,2,N,,Simbad,83.80607,-5.28621,1.4649589440236856
549,416,,,99,7.46,14.09,,2.72,16.81,16.789999,3.518,M3.5(H),0.02,-0.52,1.7,0.21,5.81,Simbad,05 35 13.38,-05 30 47.72,1,289,V1493 Ori,M3.5,1.0,H,3260.0,-0.604,0.24,0.07,0.12,2.0,1.4,0.9,1.57,0.29,2.11,opt,P09,3,N,,Simbad,83.80617,-5.51337,1.560379784215733
552,408,,,99,6.14,15.35,,3.47,18.82,16.45,3.526,M3(H),2.37,-0.48,1.71,0.23,5.83,Simbad,05 35 13.41,-05 17 17.22,1,201,2MASS J05351351-0517173,M3,1.0,H,3360.0,-0.566,0.31,0.09,0.08,2.0,0.5,1.0,1.54,0.26,3.03,opt,R09,3,N,,Simbad,83.8063,-5.28815,1.5282067156016976
553,411,,1820,99,1.29,13.54,,2.59,16.13,14.789999,3.555,M1.4(P),1.34,-0.06,2.41,0.26,5.01,Simbad,05 35 13.42,-05 22 19.22,1,150,[FW2011] J053513.515-052219.340,M1.4,1.0,P,3574.0,-0.228,0.38,0.07,0.1,1.2,0.2,0.5,2.01,0.28,,,,,,f,Simbad,83.80629,-5.37211,1.3899205221063853
554,415,,,99,4.16,14.25,,3.04,17.29,16.03,3.526,M3(H),1.26,-0.31,2.08,0.21,5.18,Simbad,05 35 13.43,-05 27 28.22,1,224,2MASS J05351352-0527286,M3,1.0,H,3360.0,-0.395,0.29,0.06,0.09,1.4,0.6,0.5,1.88,0.31,2.05,opt,R09,,N,g,Simbad,83.80637,-5.45796,1.5383596598115015
557,418,,,99,4.63,14.83,,3.19,18.02,,,,,,,,,Simbad,05 35 13.47,-05 27 56.92,1,384,2MASS J05351356-0527573,M5,1.0,H13,2880.0,-0.836,0.12,0.05,0.09,0.5,0.35,2.4,1.54,0.35,4.9,opt,P09,,,g,Simbad,83.80652,-5.46592,1.4688095413549769
559,417,,,98,1.27,13.95,,2.44,16.39,14.949999,3.571,M0.5(H),1.44,-0.22,1.87,0.35,5.78,Simbad,05 35 13.51,-05 24 25.22,1,103,V1494 Ori,M0.5,1.0,H,3700.0,-0.408,0.46,0.07,0.1,2.3,0.7,1.6,1.52,0.21,7.37,opt,P09,,,g,Simbad,83.80672,-5.40717,1.6453311152860939
560,421,,1827,99,7.61,11.48,,1.46,12.94,12.559999,3.643,K5e(H)F8-G0III-IV(?),0.38,0.47,2.96,0.62,5.47,Simbad,05 35 13.51,-05 30 57.12,1,42,V488 Ori,K5e,1.0,H,4140.0,0.36,0.79,0.18,0.32,0.7,0.1,0.6,2.94,0.43,8.84,opt,P09,2,A,,Simbad,83.80668,-5.516,1.4719871583296504
561,9047,,,,2.95,16.42,,4.24,20.66,15.5,3.544,M2:(H)late-K(H),5.16,-0.27,1.99,0.25,5.54,Simbad,05 35 13.51,-05 20 30.99,2,168,2MASS J05351359-0520314,M2:,1.0,H13,3490.0,-0.401,0.35,0.06,0.09,1.6,0.3,0.6,1.72,0.24,0.77,opt,R09,,N,g,Simbad,83.80654,-5.34206,0.9868051795862255
563,422,,,99,5.44,14.43,,3.27,17.7,,,,,,,,,Simbad,05 35 13.56,-05 28 45.92,1,208,V1495 Ori,M3,1.0,H13,3360.0,-0.323,0.3,0.07,0.1,1.3,0.8,0.3,2.04,0.34,5.94,opt,P09,2,,,Simbad,83.8069,-5.47953,1.4850038828919905
566,420,,1821,99,1.23,13.6,,3.26,16.86,,,,,,,,,Simbad,05 35 13.64,-05 22 21.62,1,156,2MASS J05351374-0522219,M2e,1.0,H13,3490.0,0.116,0.36,0.07,0.09,0.4,0.35,0.4,3.12,0.43,,,,,,f,Simbad,83.80712,-5.37283,1.1740146599886794
567,430,,,99,11.56,15.69,,3.85,19.539999,,,,,,,,,Simbad,05 35 13.66,-05 34 54.72,1,389,V2247 Ori,M5,1.0,H13,2880.0,-0.843,0.12,0.05,0.08,0.5,0.3,2.4,1.52,0.34,2.47,opt,R09,2,,,Simbad,83.80732,-5.58192,1.4578137893344503
568,419,,,99,4.01,15.19,,2.02,17.21,,,,,,,,,Simbad,05 35 13.69,-05 19 25.32,1,138,2MASS J05351379-0519254,M1,1.0,H13,3630.0,-1.152,0.38,0.07,0.13,17.5,7.5,20.5,0.67,0.09,3.5,opt,R09,3,,,Simbad,83.80747,-5.32374,1.542086465175803
571,428,,,99,7.06,13.97,,2.59,16.56,16.019999,3.535,M2.5(H),0.54,-0.4,1.79,0.25,5.76,Simbad,05 35 13.71,-05 30 23.92,1,260,2MASS J05351380-0530244,M3.5,1.0,H13,3260.0,-0.612,0.26,0.09,0.1,2.1,1.4,0.9,1.55,0.29,1.41,opt,P09,3,N,,Simbad,83.80752,-5.50679,1.5093174117724981
573,427,,,99,4.29,14.77,,,,,,,,,,,,Simbad,05 35 13.73,-05 27 36.52,1,551,2MASS J05351382-0527368,M3,1.0,H13,3360.0,,,,,,,,,,4.41,opt,R09,,,c,Simbad,83.80759,-5.46025,1.4195712554949973
576,429,,,99,3.57,12.69,,1.75,14.44,11.75,3.753,late-G(H),2.69,0.57,2.01,1.62,6.81,Simbad,05 35 13.95,-05 19 51.82,1,49,V2252 Ori,K6,1.0,StE,4020.0,-0.024,0.73,0.14,0.12,1.7,0.6,0.9,2.01,0.26,,,,,N,f,Simbad,83.80855,-5.33112,1.5380625273426307
578,3099,,,,2.53,14.94,,,,,3.5,M4.5(H),0.0,-0.77,1.37,0.15,5.8,Simbad,05 35 13.95,-05 25 49.64,1,532,2MASS J05351404-0525499,M6,1.0,H13,2800.0,,,,,,,,,,0.73,opt,R09,,,c,Simbad,83.80851,-5.43055,1.421052698675066
580,432,,1822,99,0.98,13.04,,3.26,16.3,14.469999,3.526,M3.1(P),1.83,0.31,4.25,0.13,3.34,Simbad,05 35 13.98,-05 22 36.22,1,215,Parenago 1822,M3.1,1.0,P,3340.0,0.212,0.3,0.08,0.09,0.05,0.03,0.35,3.81,0.65,,,,,,f,Simbad,83.80862,-5.37683,1.3762518886306165
581,3093,,,,2.05,15.4,,,,,,,,,,,,Simbad,05 35 13.98,-05 25 19.97,2,530,2MASS J05351405-0525203,M6,1.0,H13,2800.0,,,,,,,,,,,,,,,"c,f",Simbad,83.80857,-5.42231,1.1979022715230452
596,439,,,99,5.98,14.97,,3.33,18.3,14.829999,3.562,M1(H),3.47,-0.12,2.19,0.28,5.45,Simbad,05 35 14.35,-05 17 25.22,1,109,V1329 Ori,M1,1.0,H,3630.0,-0.303,0.44,0.09,0.08,1.6,0.4,0.7,1.78,0.25,8.26,opt,R09,,,g,Simbad,83.81023,-5.29041,1.591995815326674
597,447,,,99,9.41,14.82,,3.33,18.15,,,,,,,,,Simbad,05 35 14.35,-05 32 46.02,1,236,V1498 Ori,M3,1.0,H13,3360.0,-0.442,0.28,0.06,0.1,1.5,0.5,0.7,1.78,0.3,2.6,opt,P09,2,,,Simbad,83.81019,-5.54625,1.505837936687341
598,449,,,99,9.95,16.03,,2.47,18.5,15.53,3.643,K5(P)K4-M0:(H),2.97,-0.72,0.75,0.78,7.54,Simbad,05 35 14.35,-05 33 18.62,1,56,V2260 Ori,K5,1.0,P,4140.0,-0.829,0.71,0.06,0.05,38.0,16.0,21.0,0.75,0.11,7.56,NIR,C01,2,N,a,Simbad,83.81019,-5.5553,1.4995617133538448
600,446,,,99,5.69,16.19,,2.98,19.17,19.17,3.5,M4.5(H),0.0,-1.27,0.77,0.13,6.38,Simbad,05 35 14.40,-05 29 02.82,1,566,2MASS J05351450-0529032,M4.5,1.0,H,3020.0,-1.432,,,,,,,0.7,0.14,2.86,opt,P09,3,,b,Simbad,83.81043,-5.48424,1.6036061408597795
601,442,,,99,1.37,15.33,,3.28,18.61,16.730001,3.526,M3(H),1.88,-0.59,1.5,0.23,5.99,Simbad,05 35 14.41,-05 22 06.22,1,228,[H97b] 20123,M3,1.0,H,3360.0,-0.677,0.29,0.09,0.09,2.5,0.5,1.5,1.36,0.23,7.25,opt,R09,,A,g,Simbad,83.81037,-5.36856,1.3191323528748742
602,444,,,99,6.63,15.53,,3.45,18.98,,,,,,,,,Simbad,05 35 14.53,-05 16 46.02,1,322,2MASS J05351463-0516461,M4,1.0,H13,3160.0,-0.798,0.2,0.08,0.12,2.6,2.3,1.4,1.33,0.28,2.99,opt,R09,,,g,Simbad,83.81097,-5.27949,1.5421960213867483
609,9069,,,,0.57,15.45,,3.67,19.119999,15.009998,3.555,M0.5-M2.5(H),4.11,-0.15,2.17,0.27,5.34,Simbad,05 35 14.60,-05 23 01.92,2,134,2MASS J05351465-0523018,M1.5,2.0,H,3560.0,-0.331,0.39,0.14,0.19,1.5,0.4,1.6,1.8,0.37,0.9,opt,R09,,,g,Simbad,83.81092,-5.38394,0.4076554942294179
612,451,,,98,0.43,12.2,,,,,3.526,M3e(H),0.0,0.2,3.74,0.14,3.67,Simbad,05 35 14.68,-05 23 22.42,1,605,[BOM2000] d147-323,M3e,1.0,H,3360.0,,,,,,,,,,,,,,A,"c,f",Simbad,83.81138,-5.38963,0.8038186042362016
619,454,,1840,99,0.83,11.86,,2.1,13.959999,11.65,3.661,K4(H)K7(Eetal)K4-M0(Sam),2.31,0.78,3.9,0.81,5.31,Simbad,05 35 14.81,-05 22 38.82,1,25,V1330 Ori,K4,1.0,H,4330.0,0.71,1.15,0.35,0.4,0.5,0.1,0.3,4.03,0.62,8.67,opt,H00,3,,,Simbad,83.81208,-5.37756,1.3897252829776514
624,466,,,99,13.28,14.45,,2.88,17.33,16.89,3.518,M3.5(P),0.44,-0.56,1.61,0.21,5.9,Simbad,05 35 14.85,-05 36 38.81,1,279,V1500 Ori,M3.5,1.0,P,3260.0,-0.648,0.25,0.09,0.11,2.2,0.9,1.0,1.49,0.28,6.12,opt,S99,2,,,Simbad,83.81215,-5.61088,1.048281954076824
633,9086,,,,0.92,15.62,,4.16,19.779999,19.199999,3.471,M6(H),0.58,-0.69,1.72,0.11,4.69,Simbad,05 35 14.98,-05 22 31.52,2,582,[H97b] 20076,M6,1.0,H,2800.0,-0.971,,,,,,,1.39,0.22,,,,3,,"b,f",Simbad,83.81242,-5.37539,0.11661361943834567
