 0.010  2345.   -2.70  3.57  0.271    1.000   9.35   8.79   8.38  
 0.015  2504.   -2.42  3.59  0.326    1.000   8.69   8.16   7.77  
 0.020  2598.   -2.25  3.60  0.372    1.000   8.26   7.73   7.37  
 0.030  2710.   -1.98  3.58  0.467    1.000   7.61   7.08   6.74  
 0.040  2779.   -1.81  3.58  0.536    1.000   7.21   6.68   6.36  
 0.050  2824.   -1.65  3.54  0.628    1.000   6.81   6.27   5.97  
 0.060  2864.   -1.53  3.52  0.702    1.000   6.52   5.97   5.68  
 0.070  2897.   -1.41  3.50  0.781    1.000   6.24   5.69   5.42  
 0.072  2896.   -1.39  3.49  0.803    1.000   6.19   5.63   5.36  
 0.075  2897.   -1.36  3.48  0.829    1.000   6.11   5.56   5.29  
 0.080  2898.   -1.31  3.45  0.877    1.000   5.99   5.43   5.16  
 0.090  2908.   -1.23  3.43  0.959    1.000   5.78   5.22   4.95  
 0.100  2936.   -1.17  3.44  1.002    1.000   5.65   5.08   4.82  
 0.110  2955.   -1.10  3.41  1.079    1.000   5.47   4.88   4.63  
 0.130  3012.   -0.96  3.38  1.214    1.000   5.15   4.53   4.30  
 0.150  3078.   -0.85  3.37  1.327    1.000   4.89   4.24   4.02  
 0.170  3142.   -0.73  3.34  1.465    1.000   4.62   3.93   3.71  
 0.200  3226.   -0.66  3.38  1.503    1.000   4.49   3.76   3.56  
 0.300  3428.   -0.48  3.49  1.636    1.000   4.13   3.34   3.14  
 0.400  3634.   -0.32  3.55  1.753    1.000   3.83   2.99   2.80  
 0.500  3802.   -0.18  3.59  1.870    1.000   3.56   2.72   2.54  
 0.600  3955.   -0.07  3.63  1.971    1.000   3.32   2.51   2.35  
 0.700  4078.    0.04  3.64  2.096    1.000   3.09   2.31   2.16  
 0.800  4192.    0.13  3.66  2.200    1.000   2.89   2.16   2.01  
 0.900  4290.    0.21  3.66  2.310    1.000   2.71   2.01   1.87  
 1.000  4377.    0.28  3.67  2.416    1.000   2.55   1.88   1.75  
 1.100  4456.    0.35  3.68  2.520    1.000   2.40   1.76   1.63  
 1.200  4529.    0.41  3.68  2.612    0.999   2.27   1.65   1.53  
 1.300  4596.    0.47  3.69  2.710    0.998   2.15   1.55   1.43  
 1.400  4658.    0.52  3.69  2.797    0.998   2.04   1.46   1.35 
