 0.010  1961.   -3.39  3.95  0.176    1.000  11.27  10.45   9.89  
 0.015  2330.   -2.96  3.99  0.204    1.000   9.99   9.41   9.01  
 0.020  2531.   -2.62  3.93  0.254    1.000   9.20   8.65   8.28  
 0.030  2705.   -2.20  3.80  0.362    1.000   8.18   7.64   7.30  
 0.040  2785.   -1.98  3.75  0.440    1.000   7.64   7.10   6.78  
 0.050  2841.   -1.85  3.76  0.489    1.000   7.34   6.79   6.49  
 0.060  2890.   -1.81  3.82  0.496    1.000   7.25   6.70   6.41  
 0.070  2928.   -1.76  3.87  0.511    1.000   7.14   6.58   6.30  
 0.072  2934.   -1.75  3.87  0.518    1.000   7.10   6.54   6.26  
 0.075  2944.   -1.73  3.87  0.525    1.000   7.06   6.50   6.22  
 0.080  2959.   -1.69  3.87  0.541    1.000   6.97   6.41   6.14  
 0.090  2992.   -1.64  3.89  0.566    1.000   6.84   6.27   6.00  
 0.100  3027.   -1.63  3.95  0.554    1.000   6.85   6.27   6.01  
 0.110  3052.   -1.58  3.95  0.580    1.000   6.73   6.15   5.89  
 0.130  3098.   -1.49  3.96  0.627    1.000   6.52   5.92   5.67  
 0.150  3136.   -1.41  3.96  0.669    1.000   6.34   5.74   5.48  
 0.170  3169.   -1.34  3.96  0.713    1.000   6.17   5.55   5.31  
 0.200  3220.   -1.26  3.98  0.758    1.000   5.99   5.36   5.12  
 0.300  3379.   -1.02  4.01  0.899    1.000   5.47   4.80   4.57  
 0.400  3546.   -0.84  4.03  1.006    0.998   5.09   4.36   4.15  
 0.500  3696.   -0.70  4.06  1.095    0.975   4.78   4.03   3.83  
 0.600  3830.   -0.57  4.08  1.173    0.834   4.53   3.76   3.58  
 0.700  3960.   -0.47  4.09  1.243    0.547   4.31   3.54   3.37  
 0.800  4081.   -0.37  4.11  1.306    0.517   4.10   3.35   3.19  
 0.900  4198.   -0.28  4.12  1.366    0.567   3.91   3.19   3.04  
 1.000  4310.   -0.20  4.13  1.429    0.658   3.73   3.04   2.90  
 1.100  4422.   -0.12  4.13  1.494    0.755   3.56   2.90   2.77  
 1.200  4531.   -0.03  4.13  1.569    0.842   3.37   2.75   2.63  
 1.300  4644.    0.05  4.12  1.643    0.904   3.20   2.61   2.50  
 1.400  4771.    0.14  4.11  1.719    0.944   3.02   2.47   2.36 
