 0.030  2366.   -3.18  4.55  0.153    1.000  10.54   9.96   9.59  
 0.040  2581.   -2.95  4.59  0.167    1.000  10.00   9.46   9.12  
 0.050  2699.   -2.80  4.61  0.183    1.000   9.64   9.07   8.75  
 0.060  2830.   -2.65  4.63  0.196    1.000   9.35   8.79   8.48  
 0.070  2904.   -2.55  4.63  0.211    0.999   9.11   8.54   8.25  
 0.072  2916.   -2.53  4.63  0.214    0.998   9.06   8.50   8.20  
 0.075  2933.   -2.50  4.64  0.218    0.996   9.01   8.44   8.15  
 0.080  2961.   -2.45  4.63  0.225    0.993   8.90   8.33   8.04  
 0.090  3007.   -2.38  4.64  0.239    0.973   8.72   8.15   7.87  
 0.100  3046.   -2.31  4.64  0.250    0.906   8.58   8.00   7.73  
 0.110  3081.   -2.25  4.64  0.263    0.778   8.43   7.85   7.58  
 0.130  3138.   -2.14  4.64  0.287    0.288   8.19   7.60   7.34  
 0.150  3187.   -2.05  4.63  0.309    0.011   7.98   7.39   7.13  
 0.170  3229.   -1.97  4.63  0.330    0.000   7.80   7.20   6.95  
 0.200  3280.   -1.87  4.63  0.360    0.000   7.56   6.96   6.71  
 0.300  3410.   -1.62  4.62  0.443    0.000   6.99   6.36   6.12  
 0.400  3509.   -1.44  4.62  0.514    0.000   6.58   5.95   5.71  
 0.500  3606.   -1.29  4.61  0.580    0.000   6.23   5.58   5.35  
 0.600  3771.   -1.12  4.59  0.647    0.000   5.86   5.18   4.97  
 0.700  4084.   -0.88  4.56  0.723    0.000   5.37   4.66   4.50  
 0.800  4645.   -0.57  4.53  0.806    0.005   4.74   4.15   4.04  
 0.900  5301.   -0.25  4.49  0.892    0.083   4.14   3.73   3.65  
 1.000  5570.   -0.15  4.53  0.900    0.307   4.00   3.64   3.56  
 1.100  5822.    0.02  4.47  1.006    0.575   3.64   3.34   3.27  
 1.200  6090.    0.21  4.40  1.145    0.770   3.26   2.99   2.93  
 1.300  6413.    0.40  4.33  1.287    0.880   2.89   2.67   2.61  
 1.400  6757.    0.56  4.30  1.389    0.938   2.61   2.44   2.38  
