recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,logL,Tess_Mass,Tess_s_Mass,iso_Mass_calc,iso_Mass_e,rml_Mass_calc,rml_Mass_e,Mass_calc,Mass_e,Age_calc (Myr),Age_e (Myr)
302,204229583,16 07 57.76,-23 09 23.6,,9.09,,5.23,0.35,9.05,4.89,0.6893,0.7661,10.0931,,"USco,bronze",no,Simbad,1,0.992964,14.280001,7.702418238465816,,,,,,,0.0138669828032174,0.5243089137992942,0.0090837562918068,,,,
305,203851147,16 07 58.76,-24 41 31.9,,9.83,,5.57,0.25,9.8,5.33,5.9078,5.3359,,,"USco,bronze",no,Simbad,1,0.999751,15.370001,8.866157238465815,,,,,,,0.0138669828032174,0.2986295690525432,0.0090837562918068,,,,
312,204643047,16 08 04.21,-21 29 19.7,,9.82,,4.96,0.36,9.77,4.6,3.2726,,,,"USco,bronze",no,Simbad,1,0.992964,14.7300005,8.080279238465815,3632.0,0.7926,-0.7918543833919935,0.53,0.092,0.3685897435897436,0.0138669828032174,0.4432182939869997,0.0090837562918068,0.475,0.0897,5.991,3.096
313,203788687,16 08 05.22,-24 55 33.2,9.22,7.43,1.79,1.79,0.78,7.33,1.01,0.8911,0.8634,,,"USco,bronze",no,Simbad,1,0.999913,9.12,3.483918238465815,6456.2,0.4641,0.6802321267110368,1.121,0.146,1.3675083056478403,0.0138669828032174,,0.0,1.3731,0.0241,56.505,41.178
315,203844446,16 08 06.10,-24 43 05.9,,11.53,,5.98,0.0,11.53,5.98,1.2936,0.8414,,,"USco,bronze",no,Simbad,1,0.999996,17.51,10.295425238465816,3375.5,1.0495,-1.689731622762288,0.529,0.022,0.2288095238095238,0.0138669828032174,0.130848085027597,0.0090837562918068,0.2707,0.0674,38.971,25.765
323,204801261,16 08 15.59,-20 48 02.4,,9.86,,5.55,0.56,9.79,4.99,0.5499,,,,"USco,bronze",no,Simbad,1,0.997667,15.34,8.367063238465816,3571.6,0.9621,-0.7961787082076139,0.471,0.094,0.3298717948717948,0.0138669828032174,0.3861327298676288,0.0090837562918068,0.4256,0.0886,4.823,2.54
325,203563853,16 08 16.92,-25 42 47.6,,10.97,,5.49,0.7,10.88,4.79,0.9552,,,,"USco,bronze",no,Simbad,1,0.992964,16.369999,9.444375238465817,,,-1.455188092273524,0.593,0.021,,0.0138669828032174,0.2164889234693209,0.0090837562918068,,,,
331,204154736,16 08 23.09,-23 26 56.2,,9.59,,4.61,0.4,9.54,4.21,7.3397,,,,"USco,bronze",no,Simbad,1,0.997667,14.15,7.528927238465815,6302.2,2.8318,-0.7283209922087253,0.559,0.083,1.4,0.0138669828032174,0.567275994183777,0.0090837562918068,0.887,0.0295,94.685,39.675
343,205142340,16 08 35.77,-19 11 37.5,,12.17,,7.06,0.42,12.12,6.64,1.3056,,,,"USco,bronze",no,Simbad,1,0.999999,19.18,11.420432238465814,,,-2.0443122349375127,0.37,0.022,,0.0138669828032174,,0.0,,,,
346,204099739,16 08 39.08,-23 40 05.6,,9.15,,5.33,0.42,9.09,4.9,0.7158,0.7428,,,"USco,bronze",no,Simbad,1,0.992964,14.42,7.527028238465816,,,,,,,0.0138669828032174,0.5674570910530488,0.0090837562918068,,,,
351,203898731,16 08 45.64,-24 30 00.3,,11.24,,5.71,0.25,11.21,5.46,1.7833,,,,"USco,bronze",no,Simbad,1,0.999884,16.92,9.840625238465815,3381.2,0.9063,-1.6179829567269624,0.53,0.021,0.2315238095238094,0.0138669828032174,0.1687319069813591,0.0090837562918068,0.2781,0.069,31.993,20.696
353,202710503,16 08 46.75,-28 38 59.9,,10.43,,5.21,0.16,10.41,5.04,2.9021,,,,"USco,bronze",no,Simbad,1,0.997667,15.62,8.766901238465815,3529.9,0.6657,-1.3136318997886918,0.644,0.02,0.3031410256410257,0.0138669828032174,0.315883735602037,0.0090837562918068,0.4057,0.0784,26.428,15.97
354,203897643,16 08 47.39,-24 30 15.2,,10.77,,6.11,1.94,10.52,4.16,0.6426,0.5131,,,"USco,bronze",no,Simbad,1,0.999996,16.630001,9.607077238465816,,,-1.4979828074329933,0.633,0.028,,0.0138669828032174,0.1947575804532015,0.0090837562918068,,,,
361,204894630,16 08 57.45,-20 22 47.2,,11.1,,5.68,0.4,11.04,5.28,1.019,,,,"USco,bronze",no,Simbad,1,0.999488,16.72,9.674282238465816,3384.7,0.9381,-1.6751005171341289,0.481,0.021,0.2331904761904761,0.0138669828032174,0.1870146139743106,0.0090837562918068,0.2773,0.068,39.161,25.841
367,202960425,16 09 00.94,-27 44 46.8,,10.8,,6.07,0.7,10.71,5.37,0.6452,2.0169,,,"USco,bronze",no,Simbad,1,0.999997,16.78,9.630926238465817,,,-1.5797141274699713,0.6,0.021,,0.0138669828032174,0.1918954811329902,0.0090837562918068,,,,
368,202978875,16 09 01.67,-27 40 52.3,,11.95,,6.97,0.52,11.88,6.45,0.3057,,,,"USco,bronze",no,Simbad,1,0.999999,18.85,11.270359238465817,,,-1.908333026893695,0.456,0.022,,0.0138669828032174,,0.0,,,,
375,205626492,16 09 04.58,-16 16 32.7,,10.75,,5.92,0.38,10.7,5.53,0.3286,,,,"USco,bronze",no,Simbad,1,0.999953,16.619999,9.455964238465816,3384.3,0.9357,-1.5149887949962697,0.598,0.021,0.2330000000000001,0.0138669828032174,0.214830247924215,0.0090837562918068,0.2858,0.0702,23.484,14.442
378,203009876,16 09 07.76,-27 34 22.5,,11.42,,5.52,2.18,11.14,3.34,1.1937,,,,"USco,bronze",no,Simbad,1,0.999591,16.66,9.923040238465816,3326.5,0.7339,-1.8455760220237976,0.4,0.02,0.2054761904761904,0.0138669828032174,0.1618252294384682,0.0090837562918068,0.2323,0.0601,47.48,31.198
385,205558283,16 09 20.41,-16 46 40.3,11.4,8.15,3.25,3.25,0.7,8.06,2.55,,,,,"USco,bronze",no,Simbad,1,0.999997,11.31,5.365848238465816,,,,,,,0.0138669828032174,1.100864905172185,0.0090837562918068,,,,
390,203581504,16 09 26.93,-25 39 08.4,,11.7,,6.26,0.7,11.61,5.56,0.5917,0.6765,,,"USco,bronze",no,Simbad,1,0.999998,17.869999,10.614756238465816,,,-2.1056839321647822,0.319,0.023,,0.0138669828032174,0.1098604901042475,0.0090837562918068,,,,
395,203362293,16 09 30.22,-26 23 41.9,,12.49,,6.25,0.39,12.44,5.86,1.0369,,,,"USco,bronze",no,Simbad,1,0.999996,18.689999,11.331559238465816,,,-2.0118871575500967,0.359,0.022,,0.0138669828032174,,0.0,,,,
396,203842174,16 09 30.34,-24 43 37.8,,9.5,,5.17,0.75,9.41,4.43,2.4318,,,,"USco,bronze",no,Simbad,2,1e-06,14.58,8.205398238465815,,,,,,,0.0138669828032174,0.4170596170628206,0.0090837562918068,,,,
399,204397879,16 09 32.29,-22 29 35.9,,10.48,,5.67,0.35,10.44,5.31,3.6661,,,,"USco,bronze",yes,Simbad,1,0.999324,16.11,9.091916238465815,,,-1.325047066429193,0.651,0.022,,0.0138669828032174,0.2665973352064256,0.0090837562918068,,,,
402,204769996,16 09 36.07,-20 56 25.8,,11.68,,6.31,0.51,11.62,5.8,1.7179,,,,"USco,bronze",no,Simbad,1,0.999998,17.93,10.687680238465816,,,-1.8010681361422338,0.48,0.022,,0.0138669828032174,0.1057265219675409,0.0090837562918068,,,,
408,203844180,16 09 43.53,-24 43 10.0,,12.17,,6.02,0.4,12.12,5.62,0.8422,,,,"USco,bronze",no,Simbad,1,0.99999,18.14,10.895729238465815,3332.9,0.9044,-1.9193734983292128,0.388,0.021,0.2085238095238095,0.0138669828032174,,0.0,0.2295,0.0556,59.918,37.835
409,203893268,16 09 45.22,-24 31 18.6,,9.14,,3.98,0.7,9.05,3.28,6.3604,,,,"USco,bronze",no,Simbad,1,0.997667,13.030001,6.804768238465815,4606.8,1.2046,-0.4911606555820089,0.623,0.078,0.7985393258426967,0.0138669828032174,0.7527878841048954,0.0090837562918068,0.8561,0.0611,31.782,17.959
412,205477423,16 09 46.87,-17 19 44.9,,8.69,,3.55,0.7,8.6,2.85,5.4103,,,,"USco,bronze",no,Simbad,1,0.999999,12.150001,6.113758238465815,,,,,,,0.0138669828032174,0.9286993463222396,0.0090837562918068,,,,
414,203065387,16 09 51.06,-27 22 42.0,,12.45,,7.45,0.07,12.44,7.38,0.5432,,,,"USco,bronze",no,Simbad,1,0.999999,19.89,11.780325238465814,,,-2.127843732072752,0.346,0.022,,0.0138669828032174,,0.0,,,,
415,203856109,16 09 51.96,-24 40 20.0,,12.13,,6.95,0.83,12.03,6.12,1.4332,,,,"USco,bronze",yes,Simbad,1,0.999999,18.98,11.380839238465814,,,-1.9408153930640968,0.422,0.026,,0.0138669828032174,,0.0,,,,
416,204982702,16 09 52.06,-19 58 06.8,,10.46,,6.23,0.09,10.45,6.14,2.403,,,,"USco,bronze",yes,Simbad,1,0.999848,16.68,9.870437238465817,3000.6,0.2173,-1.3883828813677732,0.646,0.021,0.1008201892744479,0.0138669828032174,0.1661592372650069,0.0090837562918068,0.101,0.0276,2.518,1.154
422,204419255,16 09 58.05,-22 24 34.8,7.71,6.88,0.83,0.83,0.46,6.82,0.37,,,,,"USco,bronze",yes,Simbad,1,0.999698,7.65,2.0931232384658154,9860.5,0.817,1.2309205329210269,1.881,0.325,1.5,0.0138669828032174,,0.0,1.3992,0.0029,109.757,51.694
424,204121113,16 09 58.62,-23 34 55.9,,8.93,,4.16,0.0,8.93,4.16,1.6718,,,,"USco,bronze",no,Simbad,1,0.999853,13.09,6.666703238465816,4808.0,1.3643,-0.5023379455078776,0.617,0.08,0.8513089005235602,0.0138669828032174,0.7900169111521175,0.0090837562918068,0.8327,0.0426,61.137,37.614
429,203036995,16 10 03.10,-27 28 39.8,,9.84,,5.62,0.29,9.8,5.33,0.9301,0.7757,,,"USco,bronze",no,Simbad,1,0.992964,15.42,8.437375238465815,,,,,,,0.0138669828032174,0.3741293178066559,0.0090837562918068,,,,
435,204212486,16 10 11.64,-23 13 24.0,,9.07,,4.84,0.82,8.97,4.02,25.1229,,,,"USco,bronze",no,Simbad,1,0.992964,13.81,7.293361238465815,,,,,,,0.0138669828032174,0.6256591979866226,0.0090837562918068,,,,
439,202515599,16 10 15.41,-29 23 56.2,,12.08,,6.46,0.0,12.08,6.46,0.5851,,,,"USco,bronze",no,Simbad,1,0.999998,18.54,11.049899238465816,,,-2.069050957391668,0.357,0.021,,0.0138669828032174,,0.0,,,,
444,202915242,16 10 21.53,-27 54 17.6,,11.2,,6.09,0.28,11.16,5.8,1.2661,1.7012,,,"USco,bronze",no,Simbad,1,0.999995,17.25,10.005733238465815,,,-1.6304131009407974,0.559,0.022,,0.0138669828032174,0.1546771233523427,0.0090837562918068,,,,
447,202585030,16 10 24.19,-29 07 29.3,,9.07,,3.9,0.7,8.98,3.2,38.3933,,,,"USco,bronze",no,Simbad,1,0.992964,12.879999,6.676986238465815,,,,,,,0.0138669828032174,0.786548075576732,0.0090837562918068,,,,
449,203596697,16 10 25.15,-25 35 59.3,,10.8,,6.01,0.7,10.71,5.31,0.5868,,,,"USco,bronze",no,Simbad,1,0.999996,16.720001,9.567166238465814,,,-1.6320852742768308,0.564,0.021,,0.0138669828032174,0.1992762689446624,0.0090837562918068,,,,
458,204487447,16 10 30.68,-22 08 23.2,,11.76,,7.07,1.17,11.61,5.89,2.0221,,,,"USco,bronze",yes,Simbad,1,0.999999,18.68,11.005791238465816,,,-1.890759026902888,0.454,0.022,,0.0138669828032174,,0.0,,,,
459,203692610,16 10 31.61,-25 16 02.1,,11.6,,5.71,0.42,11.55,5.29,1.821,,,,"USco,bronze",no,Simbad,1,0.999848,17.26,10.205566238465815,3391.3,0.932,-1.651305800885447,0.512,0.021,0.2363333333333334,0.0138669828032174,0.1381679235020734,0.0090837562918068,0.2828,0.0687,37.654,24.724
464,204495624,16 10 42.58,-22 06 21.5,,11.5,,6.44,0.35,11.45,6.1,1.9662,,,,"USco,bronze",yes,Simbad,1,0.999998,17.89,10.449776238465816,3020.3,1.1776,-1.8233300726227908,0.473,0.022,0.1070347003154574,0.0138669828032174,0.1205477084585946,0.0090837562918068,0.0924,0.0296,7.633,4.306
465,205132185,16 10 42.91,-19 14 40.8,,8.55,,3.23,0.7,8.46,2.53,,,,,"USco,bronze",no,Simbad,1,0.999985,11.690001,5.747357238465815,,,,,,,0.0138669828032174,1.0136178400233944,0.0090837562918068,,,,
467,202879519,16 10 44.58,-28 01 53.9,,10.77,,6.01,0.0,10.77,6.01,5.0729,,,,"USco,bronze",,Simbad,1,0.999994,16.78,9.532262238465815,3477.2,1.1219,-1.5015516080479088,0.63,0.021,0.2772380952380952,0.0138669828032174,0.2040154415745507,0.0090837562918068,0.349,0.0726,36.761,23.258
468,202880081,16 10 44.77,-28 01 46.9,,10.25,,4.93,1.0,10.12,3.93,5.0735,,,,"USco,bronze",,Simbad,2,1e-06,15.049999,8.515003238465816,3558.1,0.7459,-0.9779429844082288,0.461,,0.3212179487179487,0.0138669828032174,0.3601557209199688,0.0090837562918068,0.438,0.0901,9.311,5.245
471,204468732,16 10 49.95,-22 12 51.7,,11.73,,7.17,0.98,11.6,6.19,0.7695,0.4794,,,"USco,bronze",no,Simbad,1,0.999999,18.77,11.030426238465814,,,-1.8709549386408115,0.476,0.023,,0.0138669828032174,,0.0,,,,
472,204530046,16 10 50.10,-21 57 48.5,,10.79,,6.28,1.05,10.66,5.24,1.9662,,,,"USco,bronze",yes,Simbad,1,0.999944,16.94,9.617205238465814,3390.0,0.9711,-1.5111673526998128,0.599,0.021,0.2357142857142857,0.0138669828032174,0.1934193018856404,0.0090837562918068,0.2898,0.0707,23.927,14.731
474,204902065,16 10 52.59,-20 20 42.4,,11.08,,5.16,0.65,11.0,4.51,,,,,"USco,bronze",no,Simbad,1,0.992964,16.16,9.374001238465816,3652.3,0.9784,-1.3540867223336843,0.593,0.021,0.3816025641025642,0.0138669828032174,0.2263344780312286,0.0090837562918068,0.4751,0.0584,55.617,34.987
477,204060981,16 10 56.18,-23 49 29.2,,9.47,,5.8,0.6,9.4,5.2,0.3996,0.3802,,,"USco,bronze",no,Simbad,1,0.999324,15.2,8.125751238465815,,,,,,,0.0138669828032174,0.4334316037008847,0.0090837562918068,,,,
478,204501712,16 10 56.91,-22 04 51.5,,11.4,,6.3,0.52,11.33,5.79,2.0304,,,,"USco,bronze",yes,Simbad,1,0.999998,17.630001,10.313749238465816,3380.1,1.1396,-1.7253803621613792,0.514,0.023,0.2309999999999999,0.0138669828032174,0.1295014355077936,0.0090837562918068,0.2713,0.0663,44.63,29.559
479,203716047,16 10 57.91,-25 11 10.3,,9.93,,5.4,0.26,9.9,5.14,0.8548,1.4424,,,"USco,bronze",no,Simbad,1,0.999324,15.299999,8.761792238465816,,,,,,,0.0138669828032174,0.3167365722173413,0.0090837562918068,,,,
485,203754361,16 11 07.43,-25 03 01.8,,9.62,,5.43,0.34,9.58,5.09,2.2213,0.6942,,,"USco,bronze",no,Simbad,1,0.992964,15.01,8.050002238465815,,,-0.7252880706832983,0.414,0.089,,0.0138669828032174,0.4491504640279673,0.0090837562918068,,,,
486,204233574,16 11 08.89,-23 08 28.3,,9.95,,5.17,0.0,9.95,5.17,1.391,,,,"USco,bronze",no,Simbad,2,1e-06,15.12,8.310603238465815,3512.1,0.6726,-1.5269511814284615,0.511,0.026,0.2938571428571428,0.0138669828032174,0.396099225035012,0.0090837562918068,0.3678,0.0694,47.378,30.102
487,204561327,16 11 09.19,-21 49 56.4,,11.6,,6.37,0.75,11.5,5.63,0.946,,,,"USco,bronze",no,Simbad,1,0.999999,17.869999,10.685677238465814,,,-1.8797551939834567,0.443,0.025,,0.0138669828032174,0.1059322104839971,0.0090837562918068,,,,
500,203759570,16 11 18.46,-25 01 55.0,,11.31,,5.8,0.22,11.29,5.58,1.8105,,,,"USco,bronze",no,Simbad,1,0.999893,17.09,9.968149238465816,3423.8,1.011,-1.589391466070345,0.55,0.021,0.2518095238095238,0.0138669828032174,0.1578639329421366,0.0090837562918068,0.3073,0.0705,36.822,23.795
507,203686287,16 11 32.85,-25 17 20.8,,10.83,,5.54,0.0,10.83,5.54,2.7112,,,,"USco,bronze",no,Simbad,1,0.997667,16.369999,9.352585238465815,3527.7,0.9208,-1.437707141926367,0.595,0.021,0.3017307692307691,0.0138669828032174,0.2296141792902931,0.0090837562918068,0.39,0.0734,39.059,24.686
513,203645396,16 11 42.60,-25 25 51.4,,11.26,,7.37,0.7,11.17,6.67,0.6287,0.4928,,,"USco,bronze",no,Simbad,1,0.999999,18.54,10.831145238465815,,,-1.8279811770924428,0.508,0.022,,0.0138669828032174,,0.0,,,,
515,204292655,16 11 45.29,-22 54 33.2,,11.81,,6.82,0.7,11.72,6.12,1.558,1.708,,,"USco,bronze",no,Simbad,1,0.999999,18.54,11.091023238465816,,,-1.977159382406383,0.416,0.022,,0.0138669828032174,,0.0,,,,
518,204345402,16 11 47.52,-22 41 55.1,,11.08,,5.63,0.58,11.0,5.05,2.7907,,,,"USco,bronze",no,Simbad,1,0.992964,16.630001,9.623662238465815,3412.8,0.92,-1.489187013616868,0.575,0.021,0.2465714285714286,0.0138669828032174,0.1928406692637582,0.0090837562918068,0.3068,0.0724,25.229,15.539
519,205019241,16 11 49.20,-19 47 43.3,,10.82,,6.46,0.57,10.75,5.89,0.92,,,,"USco,bronze",no,Simbad,1,0.999998,17.21,9.811391238465816,3428.1,1.2292,-1.592609089247742,0.594,0.021,0.2538571428571428,0.0138669828032174,0.1714672515414716,0.0090837562918068,0.3098,0.0703,38.066,24.63
524,205091879,16 11 57.63,-19 26 39.1,,10.19,,6.9,1.0,10.06,5.9,1.0182,,,,"USco,bronze",yes,Simbad,1,0.999997,16.960001,9.389322238465816,,,-1.4436975179281346,0.669,0.021,,0.0138669828032174,0.2243748875341869,0.0090837562918068,,,,
525,203647063,16 11 58.00,-25 25 30.2,9.62,7.79,1.83,1.83,0.49,7.73,1.34,,,,,"USco,bronze",no,Simbad,1,0.999922,9.56,3.853275238465816,5854.4,0.3586,,,,,0.0138669828032174,,0.0,,,,
527,204912351,16 12 02.22,-20 17 55.3,,11.08,,6.25,0.47,11.02,5.77,3.2611,,,,"USco,bronze",no,Simbad,1,0.999998,17.27,10.062400238465814,3415.8,1.2478,-1.6129662932282829,0.587,0.023,0.248,0.0138669828032174,0.149935456643681,0.0090837562918068,0.3006,0.0699,38.054,24.761
528,205092842,16 12 02.38,-19 26 22.0,,10.85,,6.59,1.08,10.72,5.51,1.7772,,,,"USco,bronze",yes,Simbad,1,0.999998,17.310001,9.892945238465815,,,-1.5000381404782528,0.604,0.022,,0.0138669828032174,0.1643661542518014,0.0090837562918068,,,,
530,205129147,16 12 05.39,-19 15 35.5,,8.79,,4.52,0.7,8.7,3.82,8.5895,,,,"USco,bronze",no,Simbad,1,0.999324,13.219999,6.793780238465816,5641.2,2.1909,-0.5252594159015873,0.596,0.087,1.095987460815047,0.0138669828032174,0.7551873033102475,0.0090837562918068,0.8999,0.0298,92.206,40.759
531,205168266,16 12 05.99,-19 03 44.3,8.0,6.81,1.19,1.19,1.39,6.63,-0.2,0.2815,0.2661,,,"USco,bronze",no,Simbad,1,0.999961,7.82,2.3218312384658155,,,1.135178787772596,1.785,0.413,,0.0138669828032174,,0.0,,,,
533,204857023,16 12 08.24,-20 33 01.6,,9.84,,5.94,1.5,9.65,4.44,1.4626,1.8555,,,"USco,bronze",no,Simbad,1,0.999806,15.59,8.979247238465815,3584.3,1.0985,,,,,0.0138669828032174,0.2827797190638673,0.0090837562918068,,,,
536,205156547,16 12 12.41,-19 07 19.3,,10.96,,7.3,1.45,10.77,5.86,1.8003,,,,"USco,bronze",yes,Simbad,1,0.999999,18.07,10.325223238465815,,,-1.6516951491983405,0.563,0.021,,0.0138669828032174,0.128808735644556,0.0090837562918068,,,,
540,205102553,16 12 18.44,-19 23 32.6,,12.0,,7.0,0.85,11.89,6.15,1.8511,,,,"USco,bronze",no,Simbad,1,0.999999,18.89,11.375163238465817,,,-1.9408153930640968,0.405,0.022,,0.0138669828032174,,0.0,,,,
543,204651122,16 12 22.89,-21 27 16.1,,12.03,,7.0,0.73,11.94,6.27,1.5999,,,,"USco,bronze",yes,Simbad,1,0.999999,18.939999,11.397591238465814,,,-1.98380265167473,0.407,0.022,,0.0138669828032174,,0.0,,,,
544,204928499,16 12 27.03,-20 13 25.2,,12.29,,6.95,0.4,12.24,6.55,0.8877,,,,"USco,bronze",no,Simbad,1,0.999999,19.189999,11.587645238465814,,,-2.053056735810229,0.378,0.023,,0.0138669828032174,,0.0,,,,
546,202699293,16 12 30.76,-28 41 30.0,,9.39,,4.08,0.7,9.3,3.38,6.822,,,,"USco,bronze",no,Simbad,2,1e-06,13.38,7.104233238465815,4079.9,0.5531,-0.6743817291957819,0.596,0.082,0.7,0.0138669828032174,0.6740174586310816,0.0090837562918068,0.7389,0.0674,12.894,6.24
547,204986244,16 12 31.38,-19 57 06.6,,9.14,,3.39,0.0,9.14,3.38,,,,,"USco,bronze",no,Simbad,1,0.999999,12.530001,6.502475238465815,,,,,,,0.0138669828032174,0.8321145355311008,0.0090837562918068,,,,
549,204581550,16 12 34.13,-21 44 50.4,,11.33,,6.46,1.02,11.2,5.43,1.9128,,,,"USco,bronze",yes,Simbad,1,0.999993,17.66,10.306631238465815,3425.8,1.1187,-1.6669559602333193,0.526,0.021,0.2527619047619048,0.0138669828032174,0.1300631886126514,0.0090837562918068,0.3029,0.0678,47.534,31.078
555,203577715,16 12 39.91,-25 39 54.5,,10.36,,5.37,0.0,10.36,5.37,3.1754,,,,"USco,bronze",maybe,Simbad,1,0.996487,15.73,8.765817238465816,3406.2,0.6813,-1.386792652399793,0.624,0.021,0.2434285714285713,0.0138669828032174,0.3159936719914366,0.0090837562918068,0.3097,0.0738,17.797,10.52
556,205013031,16 12 40.20,-19 49 30.6,,11.29,,6.25,0.45,11.23,5.81,3.6251,,,,"USco,bronze",no,Simbad,1,0.999998,17.48,10.249017238465814,3415.8,1.2416,-1.7512912767069624,0.5,0.021,0.248,0.0138669828032174,0.1346241657287899,0.0090837562918068,0.2891,0.0641,57.646,37.084
558,205012599,16 12 41.23,-19 49 37.9,,8.9,,4.62,0.59,8.82,4.02,3.6244,,,,"USco,bronze",no,Simbad,1,0.99964,13.44,7.116954238465816,,,,,,,0.0138669828032174,0.670606904525129,0.0090837562918068,,,,
565,204888409,16 12 48.96,-20 24 30.6,,12.08,,6.32,0.32,12.04,5.99,1.3743,,,,"USco,bronze",no,Simbad,1,0.999994,18.36,10.963875238465814,3292.0,1.0949,-1.847100396133545,0.44,0.023,0.1927444794952681,0.0138669828032174,,0.0,0.2134,0.0584,39.37,25.974
566,205253903,16 12 50.82,-18 36 59.6,,9.58,,4.87,0.69,9.49,4.18,,,,,"USco,bronze",no,Simbad,1,0.999998,14.36,8.003063238465815,,,,,,,0.0138669828032174,0.4586418696383513,0.0090837562918068,,,,
569,203678376,16 12 55.87,-25 18 58.3,,10.78,,5.88,0.27,10.75,5.61,,,,,"USco,bronze",no,Simbad,1,0.999965,16.630001,9.472616238465816,3421.3,1.0725,-1.5332806286630762,0.592,0.021,0.2506190476190477,0.0138669828032174,0.2125284962822052,0.0090837562918068,0.3094,0.0718,30.342,19.148
570,203760219,16 13 02.34,-25 01 46.0,,9.43,,4.57,0.7,9.34,3.87,2.312,2.0282,,,"USco,bronze",no,Simbad,1,0.992964,13.91,7.521498238465815,3808.4,0.7243,,,,,0.0138669828032174,0.5689065931246307,0.0090837562918068,,,,
575,204259310,16 13 09.82,-23 02 18.4,,11.76,,6.29,0.47,11.69,5.82,1.3301,1.5318,,,"USco,bronze",yes,Simbad,1,0.999998,17.98,10.841399238465817,,,-1.9746941474950583,0.381,0.025,,0.0138669828032174,,0.0,,,,
580,204491374,16 13 11.71,-22 07 25.6,,11.21,,6.11,0.35,11.17,5.76,1.2445,,,,"USco,bronze",maybe,Simbad,1,0.999995,17.28,10.038927238465815,3434.5,1.1374,-1.652865220104578,0.545,0.022,0.2569047619047619,0.0138669828032174,0.1518914554638555,0.0090837562918068,0.3092,0.0681,47.587,31.005
583,205457507,16 13 15.93,-17 27 33.5,,9.28,,3.96,0.7,9.19,3.26,,,,,"USco,bronze",no,Simbad,1,0.999998,13.15,6.995686238465815,4936.5,1.398,,,,,0.0138669828032174,0.7019575621787463,0.0090837562918068,,,,
585,202521690,16 13 18.44,-29 22 27.6,,9.22,,5.18,0.7,9.13,4.48,6.1258,,,,"USco,bronze",no,Simbad,2,1e-06,14.309999,7.829702238465815,,,,,,,0.0138669828032174,0.4942408449426602,0.0090837562918068,,,,
588,205373716,16 13 20.80,-17 57 52.1,,9.87,,5.83,0.23,9.84,5.59,1.1268,4.1193,,,"USco,bronze",,Simbad,1,0.999751,15.67,8.527364238465815,3534.8,1.012,-0.7831482337089825,0.375,,0.3062820512820514,0.0138669828032174,0.3582182492404044,0.0090837562918068,0.3933,0.0837,3.951,2.023
589,205373893,16 13 21.23,-17 57 49.1,,10.05,,5.67,0.7,9.95,4.97,1.1269,4.1172,,,"USco,bronze",no,Simbad,1,0.997667,15.62,8.612786238465816,3479.4,1.0015,-0.8986310590189541,0.424,0.09,0.2782857142857143,0.0138669828032174,0.3429736245896039,0.0090837562918068,0.3621,0.0807,4.826,2.555
591,203048597,16 13 24.56,-27 26 13.4,15.3,9.78,5.52,5.52,0.19,9.76,5.33,1.6084,1.1654,,,"USco,bronze",no,Simbad,1,0.999146,15.280001,8.946353238465814,,,,,,,0.0138669828032174,0.2872586701530911,0.0090837562918068,,,,
597,202931403,16 13 33.80,-27 50 54.4,,11.9,,5.66,0.59,11.83,5.07,,,,,"USco,bronze",no,Simbad,1,0.999727,17.49,10.524842238465816,,,,,,,0.0138669828032174,0.1156635648802251,0.0090837562918068,,,,
603,203329658,16 13 37.92,-26 29 49.9,11.13,7.78,3.35,3.35,1.32,7.61,2.03,,,,,"USco,bronze",no,Simbad,1,0.999999,10.96,5.148302238465815,,,,,,,0.0138669828032174,1.1467100804866248,0.0090837562918068,,,,
608,205225696,16 13 43.50,-18 45 52.8,,10.52,,6.64,1.46,10.33,5.19,2.7027,0.8882,,,"USco,bronze",no,Simbad,1,0.999909,16.97,10.082221238465817,,,,,,,0.0138669828032174,0.1483837426265117,0.0090837562918068,,,,
615,203070560,16 13 51.88,-27 21 38.0,,10.26,,4.69,0.48,10.2,4.22,3.6855,,,,"USco,bronze",no,Simbad,1,0.999998,14.889999,8.529328238465816,,,,,,,0.0138669828032174,0.3575768403614793,0.0090837562918068,,,,
617,202818196,16 13 58.11,-28 15 09.5,7.94,6.98,0.96,0.96,0.77,6.88,0.19,1.3633,0.9399,,,"USco,bronze",no,Simbad,1,0.999616,7.84,2.3205662384658154,10279.1,0.779,1.1278214289203394,1.726,0.304,1.5,0.0138669828032174,,0.0,1.399,0.0032,107.52,50.391
620,205203953,16 14 02.26,-18 52 43.8,,9.04,,4.86,0.96,8.92,3.9,,,,,"USco,bronze",no,Simbad,1,0.999998,13.780001,7.508560238465815,,,,,,,0.0138669828032174,0.5718708303294494,0.0090837562918068,,,,
621,203534383,16 14 02.97,-25 48 53.3,,11.71,,7.05,0.83,11.6,6.22,0.2784,0.3234,,,"USco,bronze",no,Simbad,1,0.999999,18.650002,10.953523238465817,,,-1.8282735487000388,0.484,0.021,,0.0138669828032174,,0.0,,,,
