Unnamed: 0,recno,RAJ2000_x,DEJ2000_x,i'mag_x,Per_x,Power_x,l_FAP_x,FAP_x,Amp_x,M13_Mass,bin_x,Vmag_x,Icmag_x,Jmag_x,Hmag_x,Kmag_x,Mmb_x,XH_x,PSS_x,M13_single,M13_Mass_calc,M13_Mass_e,RAJ2000_y,DEJ2000_y,i'mag_y,Per_y,Power_y,l_FAP_y,FAP_y,Amp_y,bin_y,Vmag_y,Icmag_y,Jmag_y,Hmag_y,Kmag_y,Mmb_y,XH_y,PSS_y,Tess_single,Tess_Mass,s_Mass,s_Lum,logL,Teff,Tess_Mass_calc,Tess_Mass_e,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
47,48,02 18 06.60,+57 15 14.8,18.67,0.578,359.4,<,0.001,0.06,0.88,1,20.23,18.16,16.65,15.84,3.801360819912034,1.0,,0.99999,1,0.8390133960984504,0.0037941954566645,02 18 06.60,+57 15 14.8,18.67,0.578,359.4,<,0.001,0.06,1.0,20.23,18.16,16.65,15.84,15.61,1.0,,0.99999,1.0,,,,,,,0.0186945933377917,,,,
48,49,02 18 54.77,+57 03 38.9,17.85,0.661,359.0,<,0.001,0.055,1.11,1,19.21,17.44,15.95,15.27,3.2913608199120343,3.0,X,0.999998,1,1.0459793014991836,0.0037941954566645,02 18 54.77,+57 03 38.9,17.85,0.661,359.0,<,0.001,0.055,1.0,19.21,17.44,15.95,15.27,15.1,3.0,X,0.999998,1.0,,,,,3772.0,,0.0186945933377917,,,,
49,50,02 18 33.74,+57 11 46.1,19.08,0.37,358.3,<,0.001,0.07,0.76,1,20.9,18.58,16.9,16.13,4.0313608199120345,1.0,,0.999973,1,0.7471637855386764,0.0037941954566645,02 18 33.74,+57 11 46.1,19.08,0.37,358.3,<,0.001,0.07,1.0,20.9,18.58,16.9,16.13,15.84,1.0,,0.999973,1.0,,,,,,,0.0186945933377917,,,,
50,51,02 19 25.25,+57 02 37.8,18.07,0.674,353.0,<,0.001,0.051,1.05,2,19.68,17.58,16.03,15.29,3.261360819912035,3.0,X,0.999964,1,1.0567749008252008,0.0037941954566645,02 19 25.25,+57 02 37.8,18.07,0.674,353.0,<,0.001,0.051,2.0,19.68,17.58,16.03,15.29,15.07,3.0,X,0.999964,1.0,0.64,,,-0.8426339082377299,3680.8,0.399871794871795,0.0186945933377917,8.581,4.273,0.5173,0.085
51,52,02 18 15.22,+57 05 07.8,18.76,0.764,352.8,<,0.001,0.056,0.88,1,20.38,18.2,16.66,15.86,3.7913608199120334,1.0,,0.999987,1,0.8431032459434172,0.0037941954566645,02 18 15.22,+57 05 07.8,18.76,0.764,352.8,<,0.001,0.056,1.0,20.38,18.2,16.66,15.86,15.6,1.0,,0.999987,1.0,,,,,,,0.0186945933377917,,,,
52,53,02 19 57.83,+57 00 44.8,16.7,3.07,352.3,<,0.001,0.03,1.31,1,17.67,16.29,15.29,14.77,2.7813608199120345,3.0,,0.999997,1,1.2016588066580585,0.0037941954566645,02 19 57.83,+57 00 44.8,16.7,3.07,352.3,<,0.001,0.03,1.0,17.67,16.29,15.29,14.77,14.59,3.0,,0.999997,1.0,0.9,,,-0.072044811389334,5018.8,0.9072727272727272,0.0186945933377917,14.973,6.522,1.118,0.0822
53,54,02 18 21.70,+57 06 52.2,16.49,0.674,351.5,<,0.001,0.015,1.33,1,17.54,16.13,15.03,14.48,2.501360819912035,3.0,X,0.999994,1,1.2582587806882046,0.0037941954566645,02 18 21.70,+57 06 52.2,16.49,0.674,351.5,<,0.001,0.015,1.0,17.54,16.13,15.03,14.48,14.31,3.0,X,0.999994,1.0,0.81,,,0.1112625136590653,,,0.0186945933377917,,,,
54,55,02 18 29.95,+57 01 09.1,17.95,1.1,349.9,<,0.001,0.059,1.1,1,19.25,17.5,16.03,15.32,3.301360819912034,3.0,,0.999996,1,1.0428881744801055,0.0037941954566645,02 18 29.95,+57 01 09.1,17.95,1.1,349.9,<,0.001,0.059,1.0,19.25,17.5,16.03,15.32,15.11,3.0,,0.999996,1.0,0.68,,,-0.4305207487052039,4249.7,0.6974698795180722,0.0186945933377917,8.459,4.061,0.8652,0.0793
55,56,02 17 59.20,+57 16 32.6,18.35,1.51,349.5,<,0.001,0.069,0.99,1,19.94,17.89,16.44,15.62,3.591360819912035,1.0,,0.999996,1,0.9250193394515696,0.0037941954566645,02 17 59.20,+57 16 32.6,18.35,1.51,349.5,<,0.001,0.069,1.0,19.94,17.89,16.44,15.62,15.4,1.0,,0.999996,1.0,0.7,,,-0.6145724851948694,,,0.0186945933377917,,,,
56,57,02 18 29.48,+57 10 19.2,16.72,0.53,349.1,<,0.001,0.016,1.3,1,17.89,16.39,15.26,14.67,2.641360819912034,3.0,X,0.999993,1,1.2297771188824966,0.0037941954566645,02 18 29.48,+57 10 19.2,16.72,0.53,349.1,<,0.001,0.016,1.0,17.89,16.39,15.26,14.67,14.45,3.0,X,0.999993,1.0,0.85,,,0.0741359517931202,4998.0,0.9011730205278592,0.0186945933377917,9.05,3.414,1.2593,0.0837
57,58,02 19 13.07,+57 12 35.6,16.27,0.415,348.3,<,0.001,0.022,1.36,2,,,14.6,14.04,2.0213608199120348,,X,0.999997,1,,0.0,02 19 13.07,+57 12 35.6,16.27,0.415,348.3,<,0.001,0.022,2.0,,,14.6,14.04,13.83,,X,0.999997,1.0,,,,,,,0.0186945933377917,,,,
58,59,02 18 22.10,+56 59 32.2,16.83,1.19,348.1,<,0.001,0.042,1.29,1,,,15.4,14.81,2.841360819912035,,X,0.999992,1,1.1859000825948771,0.0037941954566645,02 18 22.10,+56 59 32.2,16.83,1.19,348.1,<,0.001,0.042,1.0,,,15.4,14.81,14.65,,X,0.999992,1.0,,,,,5023.2,,0.0186945933377917,,,,
59,60,02 18 13.94,+57 12 52.7,18.31,0.774,345.8,<,0.001,0.036,1.0,1,,,16.4,15.69,3.641360819912034,,,0.999977,1,0.9035292568499844,0.0037941954566645,02 18 13.94,+57 12 52.7,18.31,0.774,345.8,<,0.001,0.036,1.0,,,16.4,15.69,15.45,,,0.999977,1.0,,,,,3665.0,,0.0186945933377917,,,,
60,61,02 18 17.79,+57 10 51.6,19.83,0.539,343.9,<,0.001,0.103,0.53,1,22.42,19.1,17.38,16.55,4.441360819912035,1.0,,0.999998,1,0.5924110688829809,0.0037941954566645,02 18 17.79,+57 10 51.6,19.83,0.539,343.9,<,0.001,0.103,1.0,22.42,19.1,17.38,16.55,16.25,1.0,,0.999998,1.0,,,,,,,0.0186945933377917,,,,
61,62,02 19 54.24,+57 03 48.2,17.37,5.88,343.7,<,0.001,0.032,1.21,1,18.5,16.84,15.64,14.97,2.9513608199120345,3.0,X,0.999991,1,1.153458553944932,0.0037941954566645,02 19 54.24,+57 03 48.2,17.37,5.88,343.7,<,0.001,0.032,1.0,18.5,16.84,15.64,14.97,14.76,3.0,X,0.999991,1.0,0.77,,,-0.2764704467194276,4576.3,1.4,0.0186945933377917,10.728,4.998,1.0189,0.0615
62,63,02 19 51.56,+57 10 00.9,17.82,5.32,343.4,<,0.001,0.06,1.11,1,,,16.17,15.44,3.391360819912034,,X,0.999983,1,1.0096747963865211,0.0037941954566645,02 19 51.56,+57 10 00.9,17.82,5.32,343.4,<,0.001,0.06,1.0,,,16.17,15.44,15.2,,X,0.999983,1.0,0.82,,,-0.1152952414822981,4413.5,0.7442415730337079,0.0186945933377917,3.943,1.789,1.0109,0.112
63,64,02 19 21.84,+57 02 07.1,15.85,0.46,342.0,<,0.001,0.031,1.42,1,16.81,15.49,14.56,14.1,2.141360819912034,3.0,X,0.999996,1,,0.0,02 19 21.84,+57 02 07.1,15.85,0.46,342.0,<,0.001,0.031,1.0,16.81,15.49,14.56,14.1,13.95,3.0,X,0.999996,1.0,,,,,6360.1,,0.0186945933377917,,,,
64,65,02 18 55.22,+57 11 29.0,17.85,2.62,341.5,<,0.001,0.034,1.11,1,19.32,17.41,15.97,15.29,3.251360819912035,3.0,X,0.999996,1,1.059766899997845,0.0037941954566645,02 18 55.22,+57 11 29.0,17.85,2.62,341.5,<,0.001,0.034,1.0,19.32,17.41,15.97,15.29,15.06,3.0,X,0.999996,1.0,,,,,4521.1,,0.0186945933377917,,,,
65,66,02 18 05.38,+57 01 28.5,16.34,0.371,340.7,<,0.001,0.031,1.36,2,17.34,15.9,14.85,14.3,2.331360819912036,3.0,Ha,0.999994,1,1.291392628312076,0.0037941954566645,02 18 05.38,+57 01 28.5,16.34,0.371,340.7,<,0.001,0.031,2.0,17.34,15.9,14.85,14.3,14.14,3.0,Ha,0.999994,1.0,,,,,4836.5,,0.0186945933377917,,,,
66,67,02 19 47.77,+57 12 59.9,18.08,0.296,338.9,<,0.001,0.024,1.06,1,19.45,17.6,16.3,15.54,3.511360819912035,1.0,,0.999996,1,0.9606976215461364,0.0037941954566645,02 19 47.77,+57 12 59.9,18.08,0.296,338.9,<,0.001,0.024,1.0,19.45,17.6,16.3,15.54,15.32,1.0,,0.999996,1.0,0.73,,,-0.3182794936817071,3931.5,0.7,0.0186945933377917,2.408,1.024,0.6281,0.0951
67,68,02 18 23.82,+57 13 47.0,18.16,4.27,338.7,<,0.001,0.045,1.04,1,19.56,17.76,16.35,15.62,3.591360819912035,1.0,,0.999997,1,0.9250193394515696,0.0037941954566645,02 18 23.82,+57 13 47.0,18.16,4.27,338.7,<,0.001,0.045,1.0,19.56,17.76,16.35,15.62,15.4,1.0,,0.999997,1.0,,,,,4008.9,,0.0186945933377917,,,,
68,69,02 18 47.47,+57 01 38.6,16.28,0.376,337.5,<,0.001,0.013,1.36,2,17.39,15.94,14.82,14.24,2.2713608199120348,3.0,X,0.999995,1,,0.0,02 18 47.47,+57 01 38.6,16.28,0.376,337.5,<,0.001,0.013,2.0,17.39,15.94,14.82,14.24,14.08,3.0,X,0.999995,1.0,,,,,,,0.0186945933377917,,,,
69,70,02 19 08.05,+57 06 08.6,17.57,0.661,336.6,<,0.001,0.041,1.16,2,19.01,17.1,15.68,14.93,2.911360819912036,1.0,X,0.999966,1,1.1651914776083414,0.0037941954566645,02 19 08.05,+57 06 08.6,17.57,0.661,336.6,<,0.001,0.041,2.0,19.01,17.1,15.68,14.93,14.72,1.0,X,0.999966,1.0,,,,,3875.7,,0.0186945933377917,,,,
70,71,02 18 20.74,+56 59 58.8,17.29,3.42,335.2,<,0.001,0.039,1.22,1,18.3,16.79,15.77,15.16,3.181360819912035,0.0,,0.999991,1,1.0846941004601451,0.0037941954566645,02 18 20.74,+56 59 58.8,17.29,3.42,335.2,<,0.001,0.039,1.0,18.3,16.79,15.77,15.16,14.99,0.0,,0.999991,1.0,0.77,,,-0.4928460403441663,4749.0,0.8358638743455498,0.0186945933377917,50.856,31.975,0.8381,0.0496
71,72,02 19 16.74,+57 12 04.6,18.76,7.09,334.8,<,0.001,0.051,0.86,1,20.47,18.25,16.64,15.82,3.7413608199120354,1.0,,0.999994,1,0.8630133510952684,0.0037941954566645,02 19 16.74,+57 12 04.6,18.76,7.09,334.8,<,0.001,0.051,1.0,20.47,18.25,16.64,15.82,15.55,1.0,,0.999994,1.0,,,,,,,0.0186945933377917,,,,
72,73,02 18 44.07,+57 08 56.1,17.69,8.26,333.2,<,0.001,0.067,1.14,1,18.75,17.1,16.09,15.44,3.4013608199120355,1.0,X,0.999989,1,1.0064653684962863,0.0037941954566645,02 18 44.07,+57 08 56.1,17.69,8.26,333.2,<,0.001,0.067,1.0,18.75,17.1,16.09,15.44,15.21,1.0,X,0.999989,1.0,,,,,4452.4,,0.0186945933377917,,,,
73,74,02 18 47.98,+57 13 58.5,17.12,3.56,332.7,<,0.001,0.023,1.25,2,18.38,16.66,15.41,14.72,2.6913608199120347,3.0,X,0.999979,1,1.220159819470653,0.0037941954566645,02 18 47.98,+57 13 58.5,17.12,3.56,332.7,<,0.001,0.023,2.0,18.38,16.66,15.41,14.72,14.5,3.0,X,0.999979,1.0,,,,,4940.3,,0.0186945933377917,,,,
74,75,02 19 12.96,+56 59 33.0,17.39,4.93,332.0,<,0.001,0.035,1.2,1,,,15.78,15.15,3.161360819912036,,,0.999992,1,1.092625306106187,0.0037941954566645,02 19 12.96,+56 59 33.0,17.39,4.93,332.0,<,0.001,0.035,1.0,,,15.78,15.15,14.97,,,0.999992,1.0,0.73,,,-0.5245467398302995,4731.3,0.8312303664921467,0.0186945933377917,55.481,35.074,0.8234,0.0455
75,76,02 18 46.56,+57 13 53.8,17.43,4.48,331.8,<,0.001,0.03,1.19,2,18.93,17.05,15.69,14.91,2.891360819912034,3.0,X,0.999984,1,1.171169350777348,0.0037941954566645,02 18 46.56,+57 13 53.8,17.43,4.48,331.8,<,0.001,0.03,2.0,18.93,17.05,15.69,14.91,14.7,3.0,X,0.999984,1.0,,,,,3972.3,,0.0186945933377917,,,,
76,77,02 18 29.41,+57 15 59.0,18.0,0.279,330.7,<,0.001,0.034,1.08,1,19.48,17.5,16.08,15.32,3.2813608199120345,3.0,,0.999999,1,1.0490148575950438,0.0037941954566645,02 18 29.41,+57 15 59.0,18.0,0.279,330.7,<,0.001,0.034,1.0,19.48,17.5,16.08,15.32,15.09,3.0,,0.999999,1.0,0.68,,,-0.8122537302195407,3815.2,0.4931944444444443,0.0186945933377917,10.718,4.928,0.5949,0.0778
77,78,02 20 00.95,+57 11 24.8,17.75,0.144,330.5,<,0.001,0.092,1.13,1,18.96,17.24,16.26,15.59,3.511360819912035,1.0,,0.999991,1,0.9606976215461364,0.0037941954566645,02 20 00.95,+57 11 24.8,17.75,0.144,330.5,<,0.001,0.092,1.0,18.96,17.24,16.26,15.59,15.32,1.0,,0.999991,1.0,0.83,,,-0.2192939414678739,4633.6,1.2,0.0186945933377917,10.0,4.511,1.0587,0.0645
78,79,02 19 18.12,+57 01 32.9,18.19,0.454,330.4,<,0.001,0.058,1.03,1,,,16.26,15.55,3.501360819912035,,X,0.999983,1,0.9640940327899664,0.0037941954566645,02 19 18.12,+57 01 32.9,18.19,0.454,330.4,<,0.001,0.058,1.0,,,16.26,15.55,15.31,,X,0.999983,1.0,0.68,,,-0.2720929185933032,3659.1,0.3859615384615384,0.0186945933377917,1.391,0.369,0.4821,0.0626
79,80,02 19 46.10,+57 05 47.6,16.95,4.31,329.1,<,0.001,0.024,1.25,1,17.99,16.5,15.38,14.81,2.841360819912035,1.0,X,0.999993,1,1.1859000825948771,0.0037941954566645,02 19 46.10,+57 05 47.6,16.95,4.31,329.1,<,0.001,0.024,1.0,17.99,16.5,15.38,14.81,14.65,1.0,X,0.999993,1.0,0.85,,,0.0589761365651172,4974.6,0.8949214659685865,0.0186945933377917,8.905,3.42,1.2532,0.0838
80,81,02 18 09.29,+57 03 23.6,16.6,0.463,328.1,<,0.001,0.018,1.33,1,17.55,16.12,15.08,14.54,2.561360819912034,3.0,X,0.999995,1,1.245681714794933,0.0037941954566645,02 18 09.29,+57 03 23.6,16.6,0.463,328.1,<,0.001,0.018,1.0,17.55,16.12,15.08,14.54,14.37,3.0,X,0.999995,1.0,0.82,,,0.0616861510897584,,,0.0186945933377917,,,,
81,82,02 18 27.18,+57 11 07.5,15.78,0.392,327.6,<,0.001,0.021,1.49,2,16.77,15.38,14.35,13.77,1.7913608199120343,1.0,X,0.999992,1,,0.0,02 18 27.18,+57 11 07.5,15.78,0.392,327.6,<,0.001,0.021,2.0,16.77,15.38,14.35,13.77,13.6,1.0,X,0.999992,1.0,,,,,5026.6,,0.0186945933377917,,,,
82,83,02 19 43.65,+57 06 05.7,18.31,0.895,326.5,<,0.001,0.055,1.01,1,19.82,17.78,16.27,15.47,3.4413608199120347,1.0,,0.999975,1,0.9909684812736383,0.0037941954566645,02 19 43.65,+57 06 05.7,18.31,0.895,326.5,<,0.001,0.055,1.0,19.82,17.78,16.27,15.47,15.25,1.0,,0.999975,1.0,,,,,,,0.0186945933377917,,,,
83,84,02 18 31.19,+57 10 56.0,18.26,5.24,326.1,<,0.001,0.049,1.01,1,19.67,17.84,16.52,15.77,3.731360819912034,1.0,,0.999996,1,0.8671778299821539,0.0037941954566645,02 18 31.19,+57 10 56.0,18.26,5.24,326.1,<,0.001,0.049,1.0,19.67,17.84,16.52,15.77,15.54,1.0,,0.999996,1.0,,,,,3779.8,,0.0186945933377917,,,,
84,85,02 20 02.25,+57 03 49.2,18.57,5.29,325.5,<,0.001,0.081,0.91,1,20.28,18.17,16.69,15.81,3.801360819912034,1.0,,0.999996,1,0.8390133960984504,0.0037941954566645,02 20 02.25,+57 03 49.2,18.57,5.29,325.5,<,0.001,0.081,1.0,20.28,18.17,16.69,15.81,15.61,1.0,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
85,86,02 18 26.22,+57 09 21.9,18.16,3.18,325.5,<,0.001,0.029,1.05,1,19.43,17.64,16.38,15.71,3.6613608199120353,1.0,,0.999988,1,0.8959443933318194,0.0037941954566645,02 18 26.22,+57 09 21.9,18.16,3.18,325.5,<,0.001,0.029,1.0,19.43,17.64,16.38,15.71,15.47,1.0,,0.999988,1.0,,,,,3591.2,,0.0186945933377917,,,,
86,87,02 18 35.13,+57 04 06.7,16.7,5.59,325.3,<,0.001,0.017,1.31,1,17.62,16.29,15.31,14.79,2.841360819912035,0.0,,0.999996,1,1.1859000825948771,0.0037941954566645,02 18 35.13,+57 04 06.7,16.7,5.59,325.3,<,0.001,0.017,1.0,17.62,16.29,15.31,14.79,14.65,0.0,,0.999996,1.0,0.91,,,0.3117729272242421,,,0.0186945933377917,,,,
87,88,02 18 30.64,+57 10 08.7,18.06,8.2,324.7,<,0.001,0.042,1.07,1,19.43,17.67,16.33,15.58,3.551360819912034,1.0,X,0.99999,1,0.9433741575000424,0.0037941954566645,02 18 30.64,+57 10 08.7,18.06,8.2,324.7,<,0.001,0.042,1.0,19.43,17.67,16.33,15.58,15.36,1.0,X,0.99999,1.0,,,,,3766.9,,0.0186945933377917,,,,
88,89,02 18 44.90,+57 10 05.4,18.96,3.25,322.5,<,0.001,0.078,0.78,1,,,16.92,16.11,4.011360819912035,,X,0.999982,1,0.7550697321509284,0.0037941954566645,02 18 44.90,+57 10 05.4,18.96,3.25,322.5,<,0.001,0.078,1.0,,,16.92,16.11,15.82,,X,0.999982,1.0,,,,,,,0.0186945933377917,,,,
89,90,02 18 29.63,+57 07 14.2,19.37,2.12,321.9,<,0.001,0.079,0.67,1,,,17.17,16.37,4.321360819912034,,,0.99999,1,0.6368250777440817,0.0037941954566645,02 18 29.63,+57 07 14.2,19.37,2.12,321.9,<,0.001,0.079,1.0,,,17.17,16.37,16.13,,,0.99999,1.0,,,,,,,0.0186945933377917,,,,
90,91,02 19 33.09,+57 09 44.0,17.02,4.12,320.3,<,0.001,0.033,1.26,1,18.09,16.58,15.45,14.93,2.921360819912035,3.0,X,0.999993,1,1.1622324353872515,0.0037941954566645,02 19 33.09,+57 09 44.0,17.02,4.12,320.3,<,0.001,0.033,1.0,18.09,16.58,15.45,14.93,14.73,3.0,X,0.999993,1.0,0.89,,,-0.0149689273100564,,,0.0186945933377917,,,,
91,92,02 18 24.46,+57 09 28.5,19.38,0.405,318.5,<,0.001,0.081,0.65,1,21.55,18.82,17.1,16.35,4.231360819912034,1.0,X,0.999996,1,0.6702255815220884,0.0037941954566645,02 18 24.46,+57 09 28.5,19.38,0.405,318.5,<,0.001,0.081,1.0,21.55,18.82,17.1,16.35,16.04,1.0,X,0.999996,1.0,,,,,,,0.0186945933377917,,,,
92,93,02 19 53.35,+57 07 22.1,19.72,4.22,317.9,<,0.001,0.11,0.56,1,21.93,19.13,17.35,16.55,4.471360819912036,1.0,,0.999992,1,0.5807937676071956,0.0037941954566645,02 19 53.35,+57 07 22.1,19.72,4.22,317.9,<,0.001,0.11,1.0,21.93,19.13,17.35,16.55,16.28,1.0,,0.999992,1.0,,,,,,,0.0186945933377917,,,,
93,94,02 18 19.80,+57 12 24.4,18.23,3.19,317.5,<,0.001,0.044,1.02,1,19.7,17.71,16.27,15.52,3.4613608199120343,1.0,,0.999996,1,0.9814841129610312,0.0037941954566645,02 18 19.80,+57 12 24.4,18.23,3.19,317.5,<,0.001,0.044,1.0,19.7,17.71,16.27,15.52,15.27,1.0,,0.999996,1.0,,,,,3547.9,,0.0186945933377917,,,,
94,95,02 18 32.38,+57 14 29.2,17.91,0.58,316.8,<,0.001,0.047,1.1,1,19.28,17.5,16.04,15.28,3.2413608199120354,1.0,,0.999974,1,1.064368730457694,0.0037941954566645,02 18 32.38,+57 14 29.2,17.91,0.58,316.8,<,0.001,0.047,1.0,19.28,17.5,16.04,15.28,15.05,1.0,,0.999974,1.0,,,,,3866.1,,0.0186945933377917,,,,
95,96,02 18 31.43,+57 05 36.2,17.08,2.93,316.2,<,0.001,0.018,1.26,2,18.34,16.69,15.37,14.7,2.681360819912035,3.0,X,0.999984,1,1.2210643621565882,0.0037941954566645,02 18 31.43,+57 05 36.2,17.08,2.93,316.2,<,0.001,0.018,2.0,18.34,16.69,15.37,14.7,14.49,3.0,X,0.999984,1.0,,,,,4725.8,,0.0186945933377917,,,,
96,97,02 19 14.09,+57 01 47.7,16.3,0.853,313.9,<,0.001,0.027,1.36,2,17.39,15.85,14.72,14.07,2.091360819912035,3.0,X,0.999995,1,,0.0,02 19 14.09,+57 01 47.7,16.3,0.853,313.9,<,0.001,0.027,2.0,17.39,15.85,14.72,14.07,13.9,3.0,X,0.999995,1.0,,,,,5581.7,,0.0186945933377917,,,,
97,98,02 18 53.61,+57 10 04.6,17.2,0.342,313.9,<,0.001,0.041,1.23,1,18.43,16.73,15.64,14.96,2.9513608199120345,1.0,X,0.999992,1,1.153458553944932,0.0037941954566645,02 18 53.61,+57 10 04.6,17.2,0.342,313.9,<,0.001,0.041,1.0,18.43,16.73,15.64,14.96,14.76,1.0,X,0.999992,1.0,,,,,4751.8,,0.0186945933377917,,,,
98,99,02 18 35.88,+57 12 12.5,18.77,7.14,313.0,<,0.001,0.038,0.87,1,20.39,18.3,16.69,15.89,3.821360819912036,1.0,,0.999994,1,0.8318589778968286,0.0037941954566645,02 18 35.88,+57 12 12.5,18.77,7.14,313.0,<,0.001,0.038,1.0,20.39,18.3,16.69,15.89,15.63,1.0,,0.999994,1.0,,,,,,,0.0186945933377917,,,,
99,100,02 19 07.67,+57 11 03.4,17.82,3.39,312.1,<,0.001,0.029,1.12,2,19.28,17.37,15.85,15.13,3.051360819912034,1.0,X,0.99998,1,1.124711065888376,0.0037941954566645,02 19 07.67,+57 11 03.4,17.82,3.39,312.1,<,0.001,0.029,2.0,19.28,17.37,15.85,15.13,14.86,1.0,X,0.99998,1.0,,,,,4474.3,,0.0186945933377917,,,,
100,101,02 18 06.86,+57 05 15.0,19.47,4.85,311.0,<,0.001,0.072,0.63,1,21.61,18.84,17.03,16.26,4.191360819912035,1.0,,0.999997,1,0.6845554037807376,0.0037941954566645,02 18 06.86,+57 05 15.0,19.47,4.85,311.0,<,0.001,0.072,1.0,21.61,18.84,17.03,16.26,16.0,1.0,,0.999997,1.0,,,,,,,0.0186945933377917,,,,
101,102,02 18 24.49,+57 08 28.9,18.28,0.423,310.1,<,0.001,0.05,1.01,1,,,16.43,15.72,3.651360819912036,,,0.999996,1,0.8990916506072822,0.0037941954566645,02 18 24.49,+57 08 28.9,18.28,0.423,310.1,<,0.001,0.05,1.0,,,16.43,15.72,15.46,,,0.999996,1.0,,,,,3555.9,,0.0186945933377917,,,,
102,103,02 19 08.85,+57 06 59.0,16.25,1.5,309.7,<,0.001,0.026,1.37,1,17.14,15.84,14.85,14.4,2.471360819912034,3.0,X,0.999998,1,1.264392513141298,0.0037941954566645,02 19 08.85,+57 06 59.0,16.25,1.5,309.7,<,0.001,0.026,1.0,17.14,15.84,14.85,14.4,14.28,3.0,X,0.999998,1.0,0.95,,,0.4177124398471052,5724.4,1.1220689655172411,0.0186945933377917,18.004,6.552,1.278,0.0764
103,104,02 19 10.54,+57 15 45.1,17.03,0.337,308.9,<,0.001,0.022,1.25,2,18.31,16.6,15.37,14.68,2.6513608199120355,3.0,,0.999995,1,1.227111805018533,0.0037941954566645,02 19 10.54,+57 15 45.1,17.03,0.337,308.9,<,0.001,0.022,2.0,18.31,16.6,15.37,14.68,14.46,3.0,,0.999995,1.0,0.77,,,-0.2519515900883609,4921.5,0.881020942408377,0.0186945933377917,26.213,15.239,0.988,0.0639
104,105,02 18 15.55,+57 13 54.8,16.75,2.69,308.4,<,0.001,0.02,1.3,1,17.82,16.42,15.35,14.79,2.811360819912034,3.0,,0.99999,1,1.1932406660685917,0.0037941954566645,02 18 15.55,+57 13 54.8,16.75,2.69,308.4,<,0.001,0.02,1.0,17.82,16.42,15.35,14.79,14.62,3.0,,0.99999,1.0,,,,,4847.9,,0.0186945933377917,,,,
105,106,02 18 48.39,+57 07 40.2,18.04,5.35,306.4,<,0.001,0.045,1.07,1,,,16.36,15.6,3.5713608199120355,,X,0.999998,1,0.934163715662089,0.0037941954566645,02 18 48.39,+57 07 40.2,18.04,5.35,306.4,<,0.001,0.045,1.0,,,16.36,15.6,15.38,,X,0.999998,1.0,,,,,3751.8,,0.0186945933377917,,,,
106,107,02 18 03.79,+57 01 41.7,15.7,0.404,305.9,<,0.001,0.013,1.45,1,16.47,15.33,14.51,14.02,2.061360819912034,1.0,,0.999996,1,,0.0,02 18 03.79,+57 01 41.7,15.7,0.404,305.9,<,0.001,0.013,1.0,16.47,15.33,14.51,14.02,13.87,1.0,,0.999996,1.0,0.96,,,0.587744629952993,6933.4,1.5,0.0186945933377917,73.553,46.471,1.3794,0.0205
107,108,02 19 16.62,+57 13 41.4,17.39,6.14,305.9,<,0.001,0.025,1.21,1,18.51,16.87,15.69,15.1,3.091360819912035,1.0,X,0.999984,1,1.1132835577846876,0.0037941954566645,02 19 16.62,+57 13 41.4,17.39,6.14,305.9,<,0.001,0.025,1.0,18.51,16.87,15.69,15.1,14.9,1.0,X,0.999984,1.0,0.81,,,-0.2256728514871318,4463.6,1.1,0.0186945933377917,6.565,2.947,1.0163,0.0799
108,109,02 18 34.71,+57 10 33.1,18.78,0.424,305.4,<,0.001,0.036,0.85,1,20.49,18.28,16.7,15.91,3.821360819912036,1.0,X,0.999978,1,0.8318589778968286,0.0037941954566645,02 18 34.71,+57 10 33.1,18.78,0.424,305.4,<,0.001,0.036,1.0,20.49,18.28,16.7,15.91,15.63,1.0,X,0.999978,1.0,,,,,,,0.0186945933377917,,,,
109,110,02 19 38.04,+57 07 04.3,18.07,5.59,305.2,<,0.001,0.059,1.05,1,19.52,17.59,16.2,15.47,3.4613608199120343,1.0,X,0.999997,1,0.9814841129610312,0.0037941954566645,02 19 38.04,+57 07 04.3,18.07,5.59,305.2,<,0.001,0.059,1.0,19.52,17.59,16.2,15.47,15.27,1.0,X,0.999997,1.0,,,,,3754.5,,0.0186945933377917,,,,
110,111,02 19 15.75,+57 13 02.8,17.56,5.35,304.4,<,0.001,0.034,1.18,1,18.79,17.05,15.87,15.18,3.171360819912035,0.0,X,0.999996,1,1.0893643451676664,0.0037941954566645,02 19 15.75,+57 13 02.8,17.56,5.35,304.4,<,0.001,0.034,1.0,18.79,17.05,15.87,15.18,14.98,0.0,X,0.999996,1.0,0.75,,,-0.42312906443135,4320.7,0.7181741573033708,0.0186945933377917,9.994,4.718,0.8976,0.0676
111,112,02 18 33.30,+57 02 23.0,17.1,5.32,303.2,<,0.001,0.014,1.24,2,18.51,16.73,15.41,14.71,2.7113608199120343,3.0,X,0.999995,1,1.2163919129560703,0.0037941954566645,02 18 33.30,+57 02 23.0,17.1,5.32,303.2,<,0.001,0.014,2.0,18.51,16.73,15.41,14.71,14.52,3.0,X,0.999995,1.0,0.73,,,-0.1407956324990512,4678.3,0.8173560209424084,0.0186945933377917,8.406,3.701,1.1141,0.0698
