Unnamed: 0,recno,RAJ2000_x,DEJ2000_x,i'mag_x,Per_x,Power_x,l_FAP_x,FAP_x,Amp_x,M13_Mass,bin_x,Vmag_x,Icmag_x,Jmag_x,Hmag_x,Kmag_x,Mmb_x,XH_x,PSS_x,M13_single,M13_Mass_calc,M13_Mass_e,RAJ2000_y,DEJ2000_y,i'mag_y,Per_y,Power_y,l_FAP_y,FAP_y,Amp_y,bin_y,Vmag_y,Icmag_y,Jmag_y,Hmag_y,Kmag_y,Mmb_y,XH_y,PSS_y,Tess_single,Tess_Mass,s_Mass,s_Lum,logL,Teff,Tess_Mass_calc,Tess_Mass_e,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
112,113,02 18 56.02,+57 07 22.5,16.88,0.552,301.7,<,0.001,0.037,1.28,2,18.05,16.45,15.24,14.59,2.6513608199120355,3.0,X,0.999999,1,1.227111805018533,0.0037941954566645,02 18 56.02,+57 07 22.5,16.88,0.552,301.7,<,0.001,0.037,2.0,18.05,16.45,15.24,14.59,14.46,3.0,X,0.999999,1.0,0.8,,,0.0973857391099133,4587.3,1.4,0.0186945933377917,2.97,1.336,1.1823,0.1207
113,114,02 19 14.30,+57 16 07.6,18.7,0.707,300.3,<,0.001,0.043,0.88,1,20.23,18.22,16.73,15.88,3.811360819912034,1.0,,0.999996,1,0.8359103568424893,0.0037941954566645,02 19 14.30,+57 16 07.6,18.7,0.707,300.3,<,0.001,0.043,1.0,20.23,18.22,16.73,15.88,15.62,1.0,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
114,115,02 19 57.12,+57 16 39.4,16.66,0.617,299.9,<,0.001,0.039,1.31,1,17.6,16.09,15.41,14.73,2.601360819912035,3.0,,0.999993,1,1.2384069201180006,0.0037941954566645,02 19 57.12,+57 16 39.4,16.66,0.617,299.9,<,0.001,0.039,1.0,17.6,16.09,15.41,14.73,14.41,3.0,,0.999993,1.0,,,,,4708.6,,0.0186945933377917,,,,
115,116,02 19 39.36,+57 09 45.4,16.25,0.397,299.3,<,0.001,0.031,1.36,2,17.33,15.84,14.76,14.2,2.1913608199120347,3.0,X,0.999996,1,,0.0,02 19 39.36,+57 09 45.4,16.25,0.397,299.3,<,0.001,0.031,2.0,17.33,15.84,14.76,14.2,14.0,3.0,X,0.999996,1.0,,,,,5004.2,,0.0186945933377917,,,,
116,117,02 19 34.29,+57 00 09.3,18.62,5.29,296.9,<,0.001,0.034,0.92,1,20.12,18.1,16.84,16.06,3.981360819912034,1.0,,0.999986,1,0.7670320143419191,0.0037941954566645,02 19 34.29,+57 00 09.3,18.62,5.29,296.9,<,0.001,0.034,1.0,20.12,18.1,16.84,16.06,15.79,1.0,,0.999986,1.0,,,,,,,0.0186945933377917,,,,
117,118,02 18 07.60,+57 11 31.8,18.85,4.41,295.5,<,0.001,0.042,0.85,2,20.83,18.23,16.49,15.69,3.601360819912035,1.0,,0.999994,1,0.9216487094480588,0.0037941954566645,02 18 07.60,+57 11 31.8,18.85,4.41,295.5,<,0.001,0.042,2.0,20.83,18.23,16.49,15.69,15.41,1.0,,0.999994,1.0,,,,,,,0.0186945933377917,,,,
118,119,02 19 05.11,+57 09 58.0,18.34,0.327,295.1,<,0.001,0.052,1.0,1,,,16.38,15.65,3.591360819912035,,,0.999995,1,0.9250193394515696,0.0037941954566645,02 19 05.11,+57 09 58.0,18.34,0.327,295.1,<,0.001,0.052,1.0,,,16.38,15.65,15.4,,,0.999995,1.0,,,,,3574.2,,0.0186945933377917,,,,
119,120,02 19 18.31,+57 08 35.9,18.0,6.62,294.2,<,0.001,0.037,1.08,1,19.37,17.49,16.07,15.43,3.341360819912035,1.0,X,0.999995,1,1.0276203687519367,0.0037941954566645,02 19 18.31,+57 08 35.9,18.0,6.62,294.2,<,0.001,0.037,1.0,19.37,17.49,16.07,15.43,15.15,1.0,X,0.999995,1.0,,,,,3692.4,,0.0186945933377917,,,,
120,121,02 18 02.35,+57 08 45.6,16.04,0.817,293.5,<,0.001,0.013,1.39,2,,,14.59,14.04,2.051360819912034,,X,0.999995,1,,0.0,02 18 02.35,+57 08 45.6,16.04,0.817,293.5,<,0.001,0.013,2.0,,,14.59,14.04,13.86,,X,0.999995,1.0,,,,,,,0.0186945933377917,,,,
121,122,02 18 34.79,+57 13 13.7,17.95,0.856,292.5,<,0.001,0.023,1.1,2,19.36,17.42,16.0,15.26,3.2113608199120343,1.0,,0.999973,1,1.0739236156146108,0.0037941954566645,02 18 34.79,+57 13 13.7,17.95,0.856,292.5,<,0.001,0.023,2.0,19.36,17.42,16.0,15.26,15.02,1.0,,0.999973,1.0,0.7,,,-0.5139664478442136,3854.8,0.5163736263736265,0.0186945933377917,3.989,1.81,0.5968,0.0919
122,123,02 18 58.25,+57 09 38.0,18.13,7.25,291.7,<,0.001,0.043,1.05,2,,,16.17,15.4,3.2913608199120343,,X,0.999999,1,1.0459793014991836,0.0037941954566645,02 18 58.25,+57 09 38.0,18.13,7.25,291.7,<,0.001,0.043,2.0,,,16.17,15.4,15.1,,X,0.999999,1.0,,,,,3697.2,,0.0186945933377917,,,,
123,124,02 19 41.70,+57 06 13.4,17.18,3.13,291.5,<,0.001,0.016,1.24,1,18.35,16.79,15.51,14.86,2.891360819912034,0.0,X,0.99999,1,1.171169350777348,0.0037941954566645,02 19 41.70,+57 06 13.4,17.18,3.13,291.5,<,0.001,0.016,1.0,18.35,16.79,15.51,14.86,14.7,0.0,X,0.99999,1.0,,,,,4556.8,,0.0186945933377917,,,,
124,125,02 18 21.01,+57 06 07.4,15.86,0.489,291.0,<,0.001,0.019,1.42,1,16.8,15.55,14.57,14.13,2.181360819912035,3.0,X,0.999992,1,,0.0,02 18 21.01,+57 06 07.4,15.86,0.489,291.0,<,0.001,0.019,1.0,16.8,15.55,14.57,14.13,13.99,3.0,X,0.999992,1.0,0.93,,,0.4969462449974249,6376.7,1.4,0.0186945933377917,52.716,39.105,1.325,0.0394
125,126,02 18 22.17,+57 09 16.5,18.51,0.282,290.6,<,0.001,0.054,0.94,1,20.09,18.09,16.64,15.83,3.7713608199120334,1.0,,0.999999,1,0.8516031623829581,0.0037941954566645,02 18 22.17,+57 09 16.5,18.51,0.282,290.6,<,0.001,0.054,1.0,20.09,18.09,16.64,15.83,15.58,1.0,,0.999999,1.0,,,,,,,0.0186945933377917,,,,
126,127,02 18 54.85,+57 05 31.5,18.61,2.94,290.4,<,0.001,0.039,0.92,2,20.43,18.06,16.42,15.62,3.561360819912034,1.0,X,0.999967,1,0.93885604655162,0.0037941954566645,02 18 54.85,+57 05 31.5,18.61,2.94,290.4,<,0.001,0.039,2.0,20.43,18.06,16.42,15.62,15.37,1.0,X,0.999967,1.0,,,,,,,0.0186945933377917,,,,
127,128,02 18 31.14,+57 13 30.4,16.81,0.586,290.1,<,0.001,0.017,1.3,1,17.88,16.38,15.29,14.73,2.7413608199120354,3.0,X,0.999987,1,1.2103618368910756,0.0037941954566645,02 18 31.14,+57 13 30.4,16.81,0.586,290.1,<,0.001,0.017,1.0,17.88,16.38,15.29,14.73,14.55,3.0,X,0.999987,1.0,0.82,,,-0.1224616499051711,,,0.0186945933377917,,,,
128,129,02 19 18.63,+57 01 39.2,17.45,0.849,289.8,<,0.001,0.03,1.19,1,18.56,16.91,15.75,15.05,3.0213608199120348,3.0,X,0.999978,1,1.133294297804721,0.0037941954566645,02 19 18.63,+57 01 39.2,17.45,0.849,289.8,<,0.001,0.03,1.0,18.56,16.91,15.75,15.05,14.83,3.0,X,0.999978,1.0,0.73,,,-0.1991935981783485,4772.0,0.8418848167539268,0.0186945933377917,13.318,5.857,1.0623,0.068
129,130,02 19 20.43,+57 04 39.3,18.21,0.66,289.7,<,0.001,0.039,1.01,2,19.92,17.74,16.08,15.33,3.2713608199120348,1.0,X,0.99993,1,1.0536204224196954,0.0037941954566645,02 19 20.43,+57 04 39.3,18.21,0.66,289.7,<,0.001,0.039,2.0,19.92,17.74,16.08,15.33,15.08,1.0,X,0.99993,1.0,,,,,3675.1,,0.0186945933377917,,,,
130,131,02 19 36.30,+57 02 23.6,17.84,0.348,288.8,<,0.001,0.033,1.12,1,19.13,17.34,15.96,15.26,3.251360819912035,3.0,,0.999998,1,1.059766899997845,0.0037941954566645,02 19 36.30,+57 02 23.6,17.84,0.348,288.8,<,0.001,0.033,1.0,19.13,17.34,15.96,15.26,15.06,3.0,,0.999998,1.0,,,,,3807.2,,0.0186945933377917,,,,
131,132,02 19 19.05,+57 12 55.6,17.63,0.419,288.2,<,0.001,0.023,1.16,2,18.91,17.11,15.71,15.02,2.9613608199120343,3.0,X,0.999994,1,1.1505579820080367,0.0037941954566645,02 19 19.05,+57 12 55.6,17.63,0.419,288.2,<,0.001,0.023,2.0,18.91,17.11,15.71,15.02,14.77,3.0,X,0.999994,1.0,0.73,,,-0.1444021090950845,4715.0,0.8269633507853403,0.0186945933377917,9.352,4.077,1.112,0.0702
132,133,02 19 02.95,+57 14 01.2,17.61,2.66,288.2,<,0.001,0.028,1.16,1,18.89,17.17,15.99,15.37,3.331360819912036,0.0,,0.999996,1,1.0321814333843993,0.0037941954566645,02 19 02.95,+57 14 01.2,17.61,2.66,288.2,<,0.001,0.028,1.0,18.89,17.17,15.99,15.37,15.14,0.0,,0.999996,1.0,,,,,4166.4,,0.0186945933377917,,,,
133,134,02 18 49.64,+57 15 07.6,18.2,2.72,287.4,<,0.001,0.038,1.02,1,19.64,17.78,16.4,15.65,3.6213608199120335,1.0,,0.999998,1,0.9127227270334504,0.0037941954566645,02 18 49.64,+57 15 07.6,18.2,2.72,287.4,<,0.001,0.038,1.0,19.64,17.78,16.4,15.65,15.43,1.0,,0.999998,1.0,,,,,3910.6,,0.0186945933377917,,,,
134,135,02 19 41.32,+57 05 17.1,18.87,5.71,287.2,<,0.001,0.047,0.83,1,,,16.81,15.97,3.931360819912035,,,0.999989,1,0.7878874497520898,0.0037941954566645,02 19 41.32,+57 05 17.1,18.87,5.71,287.2,<,0.001,0.047,1.0,,,16.81,15.97,15.74,,,0.999989,1.0,,,,,,,0.0186945933377917,,,,
135,136,02 19 19.64,+57 08 41.9,18.25,3.45,286.5,<,0.001,0.03,1.02,1,,,16.31,15.55,3.4613608199120343,,X,0.999999,1,0.9814841129610312,0.0037941954566645,02 19 19.64,+57 08 41.9,18.25,3.45,286.5,<,0.001,0.03,1.0,,,16.31,15.55,15.27,,X,0.999999,1.0,,,,,3580.0,,0.0186945933377917,,,,
136,137,02 19 58.67,+57 10 58.2,19.75,0.356,285.3,<,0.001,0.07,0.55,1,21.91,19.11,17.35,16.48,4.391360819912034,1.0,,0.999998,1,0.6109411116267386,0.0037941954566645,02 19 58.67,+57 10 58.2,19.75,0.356,285.3,<,0.001,0.07,1.0,21.91,19.11,17.35,16.48,16.2,1.0,,0.999998,1.0,,,,,,,0.0186945933377917,,,,
137,138,02 18 26.21,+57 03 11.2,18.39,2.38,285.1,<,0.001,0.05,0.99,1,19.78,17.85,16.42,15.68,3.6613608199120353,1.0,X,0.999979,1,0.8959443933318194,0.0037941954566645,02 18 26.21,+57 03 11.2,18.39,2.38,285.1,<,0.001,0.05,1.0,19.78,17.85,16.42,15.68,15.47,1.0,X,0.999979,1.0,,,,,3518.7,,0.0186945933377917,,,,
138,139,02 19 24.76,+57 10 19.4,19.32,0.493,284.7,<,0.001,0.068,0.67,1,21.42,18.69,17.01,16.26,4.141360819912034,1.0,X,0.999994,1,0.7038215312919939,0.0037941954566645,02 19 24.76,+57 10 19.4,19.32,0.493,284.7,<,0.001,0.068,1.0,21.42,18.69,17.01,16.26,15.95,1.0,X,0.999994,1.0,,,,,,,0.0186945933377917,,,,
139,140,02 17 58.71,+57 04 43.0,16.53,0.773,284.7,<,0.001,0.019,1.33,1,17.53,16.11,15.06,14.51,2.5313608199120345,1.0,X,0.999996,1,1.252027562241279,0.0037941954566645,02 17 58.71,+57 04 43.0,16.53,0.773,284.7,<,0.001,0.019,1.0,17.53,16.11,15.06,14.51,14.34,1.0,X,0.999996,1.0,0.84,,,0.0957236387101284,5198.1,0.9598533724340176,0.0186945933377917,12.835,4.554,1.2185,0.0918
140,141,02 19 50.43,+57 10 50.8,18.42,0.503,284.4,<,0.001,0.044,0.96,2,20.35,17.87,16.14,15.32,3.221360819912034,1.0,X,0.999983,1,1.070582717980786,0.0037941954566645,02 19 50.43,+57 10 50.8,18.42,0.503,284.4,<,0.001,0.044,2.0,20.35,17.87,16.14,15.32,15.03,1.0,X,0.999983,1.0,,,,,,,0.0186945933377917,,,,
141,142,02 19 21.71,+57 13 15.2,17.0,0.665,283.3,<,0.001,0.022,1.27,1,18.13,16.56,15.37,14.8,2.7813608199120345,3.0,X,0.999994,1,1.2016588066580585,0.0037941954566645,02 19 21.71,+57 13 15.2,17.0,0.665,283.3,<,0.001,0.022,1.0,18.13,16.56,15.37,14.8,14.59,3.0,X,0.999994,1.0,0.82,,,0.0597262004916319,4838.0,0.8591623036649215,0.0186945933377917,6.437,2.732,1.2689,0.074
142,143,02 19 23.59,+57 15 33.8,18.82,2.24,282.7,<,0.001,0.024,0.87,2,,,16.51,15.71,3.601360819912035,,,0.999994,1,0.9216487094480588,0.0037941954566645,02 19 23.59,+57 15 33.8,18.82,2.24,282.7,<,0.001,0.024,2.0,,,16.51,15.71,15.41,,,0.999994,1.0,,,,,,,0.0186945933377917,,,,
143,144,02 19 34.94,+57 00 06.2,19.06,3.32,281.8,<,0.001,0.038,0.77,1,20.92,18.54,16.99,16.14,4.061360819912034,1.0,,0.999996,1,0.7355801030399812,0.0037941954566645,02 19 34.94,+57 00 06.2,19.06,3.32,281.8,<,0.001,0.038,1.0,20.92,18.54,16.99,16.14,15.87,1.0,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
144,145,02 19 56.30,+57 01 07.3,16.86,4.63,281.8,<,0.001,0.031,1.28,1,18.06,16.49,15.37,14.73,2.751360819912035,3.0,,0.999991,1,1.207846753842652,0.0037941954566645,02 19 56.30,+57 01 07.3,16.86,4.63,281.8,<,0.001,0.031,1.0,18.06,16.49,15.37,14.73,14.56,3.0,,0.999991,1.0,0.78,,,-0.4366613295869945,4733.6,0.8318324607329844,0.0186945933377917,37.5,22.384,0.8732,0.0604
145,146,02 19 22.74,+57 06 21.6,16.32,1.33,281.6,<,0.001,0.02,1.35,1,17.4,15.93,14.92,14.41,2.471360819912034,3.0,X,0.999995,1,1.264392513141298,0.0037941954566645,02 19 22.74,+57 06 21.6,16.32,1.33,281.6,<,0.001,0.02,1.0,17.4,15.93,14.92,14.41,14.28,3.0,X,0.999995,1.0,0.9,,,0.190421349712521,5541.1,1.0646081504702196,0.0186945933377917,19.364,10.378,1.2039,0.081
146,147,02 18 13.19,+57 07 46.6,19.22,0.294,281.4,<,0.001,0.083,0.7,1,21.16,18.67,16.99,16.09,4.041360819912034,1.0,,0.999998,1,0.7432536635394326,0.0037941954566645,02 18 13.19,+57 07 46.6,19.22,0.294,281.4,<,0.001,0.083,1.0,21.16,18.67,16.99,16.09,15.85,1.0,,0.999998,1.0,,,,,,,0.0186945933377917,,,,
147,148,02 19 03.03,+57 04 51.9,16.05,0.433,279.3,<,0.001,0.021,1.39,2,17.11,15.66,14.61,14.11,2.131360819912034,3.0,X,0.999995,1,,0.0,02 19 03.03,+57 04 51.9,16.05,0.433,279.3,<,0.001,0.021,2.0,17.11,15.66,14.61,14.11,13.94,3.0,X,0.999995,1.0,0.89,,,0.4304378915291479,4856.2,0.8639267015706806,0.0186945933377917,1.363,0.36,1.3242,0.0666
148,149,02 18 05.33,+57 10 51.6,19.59,0.946,279.2,<,0.001,0.056,0.58,1,,,17.23,16.39,4.291360819912036,,,0.99999,1,0.6472930394043248,0.0037941954566645,02 18 05.33,+57 10 51.6,19.59,0.946,279.2,<,0.001,0.056,1.0,,,17.23,16.39,16.1,,,0.99999,1.0,,,,,,,0.0186945933377917,,,,
149,150,02 18 07.84,+57 08 50.3,19.73,0.284,279.1,<,0.001,0.07,0.55,1,,,17.23,16.42,4.321360819912034,,,0.999999,1,0.6368250777440817,0.0037941954566645,02 18 07.84,+57 08 50.3,19.73,0.284,279.1,<,0.001,0.07,1.0,,,17.23,16.42,16.13,,,0.999999,1.0,,,,,,,0.0186945933377917,,,,
150,151,02 19 53.17,+57 03 08.1,18.88,5.52,278.0,<,0.001,0.034,0.82,1,20.44,18.29,16.82,16.04,4.0313608199120345,1.0,,0.999997,1,0.7471637855386764,0.0037941954566645,02 19 53.17,+57 03 08.1,18.88,5.52,278.0,<,0.001,0.034,1.0,20.44,18.29,16.82,16.04,15.84,1.0,,0.999997,1.0,,,,,,,0.0186945933377917,,,,
151,152,02 18 17.96,+57 12 21.6,16.16,0.391,277.9,<,0.001,0.01,1.38,2,17.17,15.71,14.61,14.01,1.991360819912036,3.0,X,0.999987,1,,0.0,02 18 17.96,+57 12 21.6,16.16,0.391,277.9,<,0.001,0.01,2.0,17.17,15.71,14.61,14.01,13.8,3.0,X,0.999987,1.0,,,,,4909.7,,0.0186945933377917,,,,
152,153,02 18 21.74,+57 04 37.3,16.33,2.93,277.7,<,0.001,0.01,1.35,1,17.34,16.0,15.01,14.52,2.561360819912034,3.0,X,0.999995,1,1.245681714794933,0.0037941954566645,02 18 21.74,+57 04 37.3,16.33,2.93,277.7,<,0.001,0.01,1.0,17.34,16.0,15.01,14.52,14.37,3.0,X,0.999995,1.0,0.88,,,0.1543326612423051,,,0.0186945933377917,,,,
153,154,02 19 34.58,+57 05 06.1,17.29,3.05,276.7,<,0.001,0.023,1.22,1,18.58,16.87,15.64,15.01,3.0313608199120345,3.0,X,0.999989,1,1.1304312123477156,0.0037941954566645,02 19 34.58,+57 05 06.1,17.29,3.05,276.7,<,0.001,0.023,1.0,18.58,16.87,15.64,15.01,14.84,3.0,X,0.999989,1.0,0.82,,,-0.1051192785681338,4771.1,0.841649214659686,0.0186945933377917,9.35,4.008,1.1399,0.075
154,155,02 19 08.89,+57 03 57.7,16.09,0.406,276.6,<,0.001,0.012,1.38,2,17.1,15.68,14.64,14.1,2.131360819912034,3.0,X,0.999995,1,,0.0,02 19 08.89,+57 03 57.7,16.09,0.406,276.6,<,0.001,0.012,2.0,17.1,15.68,14.64,14.1,13.94,3.0,X,0.999995,1.0,,,,,4904.3,,0.0186945933377917,,,,
155,156,02 19 12.60,+57 13 21.4,15.89,7.46,276.0,<,0.001,0.009,1.42,2,16.87,15.5,14.53,14.04,2.101360819912035,3.0,,0.999996,1,,0.0,02 19 12.60,+57 13 21.4,15.89,7.46,276.0,<,0.001,0.009,2.0,16.87,15.5,14.53,14.04,13.91,3.0,,0.999996,1.0,0.91,,,-0.0445239176186815,4879.7,0.8700785340314136,0.0186945933377917,9.806,4.062,1.1801,0.0849
156,157,02 19 02.44,+57 14 29.9,16.9,0.474,276.0,<,0.001,0.038,1.27,2,18.26,16.5,15.15,14.5,2.4413608199120347,3.0,X,0.999987,1,1.2690391430495318,0.0037941954566645,02 19 02.44,+57 14 29.9,16.9,0.474,276.0,<,0.001,0.038,2.0,18.26,16.5,15.15,14.5,14.25,3.0,X,0.999987,1.0,0.72,,,-0.1281177981509421,4918.6,0.8802617801047121,0.0186945933377917,14.592,6.316,1.0922,0.0755
157,158,02 19 43.76,+57 05 31.9,15.95,0.691,275.7,<,0.001,0.007,1.41,1,16.81,15.53,14.65,14.17,2.2413608199120354,2.0,,0.999999,1,,0.0,02 19 43.76,+57 05 31.9,15.95,0.691,275.7,<,0.001,0.007,1.0,16.81,15.53,14.65,14.17,14.05,2.0,,0.999999,1.0,0.96,,,0.2451892941736309,7176.0,1.5,0.0186945933377917,81.72,45.155,1.311,0.042
158,159,02 18 15.01,+57 12 13.3,19.1,7.3,275.3,<,0.001,0.031,0.75,1,20.71,18.64,17.01,16.19,4.111360819912035,0.0,,0.999996,1,0.715200871940937,0.0037941954566645,02 18 15.01,+57 12 13.3,19.1,7.3,275.3,<,0.001,0.031,1.0,20.71,18.64,17.01,16.19,15.92,0.0,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
159,160,02 19 37.66,+57 04 37.7,17.69,3.62,274.9,<,0.001,0.018,1.15,1,18.88,17.19,15.94,15.33,3.341360819912035,1.0,X,0.999998,1,1.0276203687519367,0.0037941954566645,02 19 37.66,+57 04 37.7,17.69,3.62,274.9,<,0.001,0.018,1.0,18.88,17.19,15.94,15.33,15.15,1.0,X,0.999998,1.0,0.84,,,0.0438846891769314,4396.7,1.1,0.0186945933377917,2.285,0.956,1.0155,0.1319
160,161,02 18 32.93,+57 08 27.4,19.3,0.485,274.6,<,0.001,0.073,0.68,1,21.1,18.74,17.06,16.25,4.161360819912035,1.0,,0.999992,1,0.6954441086523276,0.0037941954566645,02 18 32.93,+57 08 27.4,19.3,0.485,274.6,<,0.001,0.073,1.0,21.1,18.74,17.06,16.25,15.97,1.0,,0.999992,1.0,,,,,,,0.0186945933377917,,,,
161,162,02 18 37.15,+57 09 05.6,19.23,0.413,274.4,<,0.001,0.051,0.67,1,,,17.04,16.22,4.081360819912035,,X,0.999995,1,0.7278104727639454,0.0037941954566645,02 18 37.15,+57 09 05.6,19.23,0.413,274.4,<,0.001,0.051,1.0,,,17.04,16.22,15.89,,X,0.999995,1.0,,,,,,,0.0186945933377917,,,,
162,163,02 18 46.57,+57 13 37.5,18.36,7.3,273.8,<,0.001,0.02,0.99,1,19.83,17.96,16.53,15.79,3.7413608199120354,1.0,,0.999993,1,0.8630133510952684,0.0037941954566645,02 18 46.57,+57 13 37.5,18.36,7.3,273.8,<,0.001,0.02,1.0,19.83,17.96,16.53,15.79,15.55,1.0,,0.999993,1.0,,,,,,,0.0186945933377917,,,,
163,164,02 19 18.35,+56 59 17.3,16.23,0.665,273.6,<,0.001,0.025,1.37,1,17.17,15.81,14.86,14.4,2.431360819912035,3.0,X,0.999994,1,1.2715686099710617,0.0037941954566645,02 19 18.35,+56 59 17.3,16.23,0.665,273.6,<,0.001,0.025,1.0,17.17,15.81,14.86,14.4,14.24,3.0,X,0.999994,1.0,0.88,,,0.1497885581656872,5055.0,0.9178885630498534,0.0186945933377917,8.918,3.2,1.2954,0.0776
164,165,02 19 55.82,+57 04 01.6,19.36,1.42,273.0,<,0.001,0.041,0.66,2,21.47,18.75,16.92,16.11,4.011360819912035,1.0,,0.999996,1,0.7550697321509284,0.0037941954566645,02 19 55.82,+57 04 01.6,19.36,1.42,273.0,<,0.001,0.041,2.0,21.47,18.75,16.92,16.11,15.82,1.0,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
165,166,02 19 47.78,+57 03 38.7,18.27,6.58,272.5,<,0.001,0.026,1.0,1,19.72,17.78,16.4,15.68,3.671360819912035,1.0,,0.999991,1,0.8917908695982071,0.0037941954566645,02 19 47.78,+57 03 38.7,18.27,6.58,272.5,<,0.001,0.026,1.0,19.72,17.78,16.4,15.68,15.48,1.0,,0.999991,1.0,0.72,,,-0.3004484306198472,3734.5,0.4371527777777778,0.0186945933377917,1.613,0.523,0.5145,0.0699
166,167,02 19 03.97,+57 05 48.2,18.56,5.75,272.5,<,0.001,0.037,0.93,1,20.21,18.02,16.44,15.68,3.591360819912035,1.0,X,0.999997,1,0.9250193394515696,0.0037941954566645,02 19 03.97,+57 05 48.2,18.56,5.75,272.5,<,0.001,0.037,1.0,20.21,18.02,16.44,15.68,15.4,1.0,X,0.999997,1.0,,,,,,,0.0186945933377917,,,,
167,168,02 18 20.82,+57 00 53.0,19.13,1.85,272.4,<,0.001,0.066,0.75,1,,,16.8,16.01,3.921360819912035,,,0.999995,1,0.7910198683875888,0.0037941954566645,02 18 20.82,+57 00 53.0,19.13,1.85,272.4,<,0.001,0.066,1.0,,,16.8,16.01,15.73,,,0.999995,1.0,,,,,,,0.0186945933377917,,,,
168,169,02 18 58.43,+57 13 38.1,18.14,3.41,268.7,<,0.001,0.035,1.05,1,19.51,17.67,16.33,15.61,3.561360819912034,1.0,X,0.999994,1,0.93885604655162,0.0037941954566645,02 18 58.43,+57 13 38.1,18.14,3.41,268.7,<,0.001,0.035,1.0,19.51,17.67,16.33,15.61,15.37,1.0,X,0.999994,1.0,,,,,3743.0,,0.0186945933377917,,,,
169,170,02 20 01.46,+57 02 54.1,19.12,2.92,266.3,<,0.001,0.053,0.72,1,20.89,18.66,16.99,16.16,4.111360819912035,1.0,,0.999999,1,0.715200871940937,0.0037941954566645,02 20 01.46,+57 02 54.1,19.12,2.92,266.3,<,0.001,0.053,1.0,20.89,18.66,16.99,16.16,15.92,1.0,,0.999999,1.0,,,,,,,0.0186945933377917,,,,
170,171,02 18 29.54,+57 03 10.2,17.74,0.886,266.2,<,0.001,0.018,1.13,2,19.07,17.28,15.87,15.15,3.1113608199120346,1.0,X,0.999973,1,1.1075726353403044,0.0037941954566645,02 18 29.54,+57 03 10.2,17.74,0.886,266.2,<,0.001,0.018,2.0,19.07,17.28,15.87,15.15,14.92,1.0,X,0.999973,1.0,0.7,,,-0.4102067281632053,4171.5,0.8,0.0186945933377917,6.26,3.036,0.819,0.0965
171,172,02 18 44.26,+57 11 39.1,17.49,4.98,265.9,<,0.001,0.032,1.18,1,,,15.84,15.23,3.1913608199120347,,X,0.999991,1,1.0815238993470857,0.0037941954566645,02 18 44.26,+57 11 39.1,17.49,4.98,265.9,<,0.001,0.032,1.0,,,15.84,15.23,15.0,,X,0.999991,1.0,0.83,,,-0.2774812465753931,4015.0,0.6032128514056224,0.0186945933377917,2.544,1.126,0.6853,0.1053
172,173,02 19 19.86,+57 04 36.2,17.68,2.29,264.5,<,0.001,0.031,1.15,1,18.9,17.16,15.84,15.2,3.1913608199120347,3.0,X,0.999986,1,1.0815238993470857,0.0037941954566645,02 19 19.86,+57 04 36.2,17.68,2.29,264.5,<,0.001,0.031,1.0,18.9,17.16,15.84,15.2,15.0,3.0,X,0.999986,1.0,0.75,,,-0.1134923545929009,4729.8,0.8308376963350786,0.0186945933377917,8.69,3.77,1.1351,0.0725
173,174,02 19 19.08,+57 03 19.3,18.07,0.459,264.2,<,0.001,0.034,1.07,2,19.68,17.56,16.0,15.19,3.141360819912034,3.0,X,0.999976,1,1.0987964960246517,0.0037941954566645,02 19 19.08,+57 03 19.3,18.07,0.459,264.2,<,0.001,0.034,2.0,19.68,17.56,16.0,15.19,14.95,3.0,X,0.999976,1.0,,,,,3727.7,,0.0186945933377917,,,,
174,176,02 19 34.45,+57 15 14.8,18.75,2.83,262.3,<,0.001,0.023,0.87,2,,,16.56,15.69,3.591360819912035,,,0.99998,1,0.9250193394515696,0.0037941954566645,02 19 34.45,+57 15 14.8,18.75,2.83,262.3,<,0.001,0.023,2.0,,,16.56,15.69,15.4,,,0.99998,1.0,,,,,,,0.0186945933377917,,,,
175,177,02 19 25.37,+57 14 32.3,17.63,0.412,262.0,<,0.001,0.026,1.16,1,18.9,17.18,15.95,15.25,3.231360819912034,1.0,,0.999998,1,1.0676376886930514,0.0037941954566645,02 19 25.37,+57 14 32.3,17.63,0.412,262.0,<,0.001,0.026,1.0,18.9,17.18,15.95,15.25,15.04,1.0,,0.999998,1.0,0.76,,,-0.0527967211890288,3681.2,0.4001388888888887,0.0186945933377917,1.164,0.176,0.5505,0.0525
176,178,02 18 20.31,+57 12 22.2,17.42,3.36,261.1,<,0.001,0.021,1.19,1,18.65,17.07,15.83,15.2,3.171360819912035,0.0,X,0.999995,1,1.0893643451676664,0.0037941954566645,02 18 20.31,+57 12 22.2,17.42,3.36,261.1,<,0.001,0.021,1.0,18.65,17.07,15.83,15.2,14.98,0.0,X,0.999995,1.0,,,,,4371.9,,0.0186945933377917,,,,
