# Name      
  "Gl 65 A" 
  "Gl 65 B" 
  "Gl 234 A"
  "Gl 234 B"
  "YY Gem a"
  "YY Gem b"
  "GJ 2069A a"
  "GJ 2069A b"
  "Gl 473 A"
  "Gl 473 B"
  "Gl 570 B"
  "Gl 570 C"
  "Gl 623 A"
  "Gl 623 B"
  "CM Dra a"
  "CM Dra b"
  "Gl 644 A"
  "Gl 644 Ba"
  "Gl 644 Bb"
  "Gl 661 A"
  "Gl 661 B"
  "Gl 702 B"
  "Gl 747 A"
  "Gl 747 B"
  "Gl 791.2 A"
  "Gl 791.2 B"
  "Gl 831 A"
  "Gl 831 B"
  "Gl 860 A"
  "Gl 860 B"
  "Gl 866 A"
  "Gl 866 A B"
  "Gl 866 A C"
