Index,Kmag,masses,mass_e,expected masses,binary,membership,period,parallax,ra,dec
175,5.81935982160881,0.20070425532114805,0.012963976336862026,0.172,2,1.0,2.6268,0.425,246.97850878068,-28.72768153961
176,6.099359821608809,0.17806147780295462,0.012963976336862026,0.192,2,3.0,0.4224,,246.98024786272,-24.47777790188
181,6.099359821608809,0.17806147780295462,0.012963976336862026,0.207,2,1.0,0.4837,7.2356,247.00036704896,-24.8953325674
183,5.689359821608809,0.2112169734545951,0.012963976336862026,0.299,2,3.0,0.9397,7.2452,247.01396335334,-24.89006063095
186,5.4193598216088095,0.23305108034713884,0.012963976336862026,0.257,2,2.0,0.2543,6.6878,247.03729859372,-28.21576934356
188,5.2993598216088085,0.24275512785493614,0.012963976336862026,0.177,2,3.0,1.0184,6.9767,247.03967085444,-26.23475672148
190,6.73935982160881,0.12630655776136934,0.012963976336862026,0.169,2,1.0,0.4951,,247.04273066909,-19.11612497105
192,5.9193598216088095,0.1926175490646504,0.012963976336862026,0.206,2,1.0,1.435,7.2622,247.04582768316,-24.95367598163
194,6.019359821608809,0.18453084280815274,0.012963976336862026,0.134,2,1.0,0.4513,0.2594,247.05060865852,-24.1576645578
197,6.259359821608809,0.1651227477925583,0.012963976336862026,0.181,2,3.0,1.5945,7.208,247.05298575271,-24.19337398711
200,5.40935982160881,0.23385975097278855,0.012963976336862026,0.212,2,3.0,0.7863,-0.0167,247.06150877068,-24.38964294041
201,5.769359821608809,0.20474760844939693,0.012963976336862026,0.193,2,2.0,0.2621,3.6768,247.06202375164,-22.43871707003
204,5.6693598216088095,0.2128343147058946,0.012963976336862026,0.29,2,1.0,1.575,7.2403,247.06970123781,-24.08745365683
207,5.9993598216088095,0.18614818405945227,0.012963976336862026,0.147,2,3.0,1.7049,0.6368,247.07784857314,-28.6523215326
210,6.4193598216088095,0.15218401778216195,0.012963976336862026,0.27,2,1.0,4.1674,7.1833,247.08964108686,-24.36540415279
211,4.969359821608808,0.2694412585013785,0.012963976336862026,0.186,2,3.0,1.5654,0.4401,247.08986958615,-24.29582636125
212,5.439359821608809,0.2314337390958393,0.012963976336862026,0.257,2,1.0,1.9005,0.0848,247.09200920498,-24.47842677731
215,6.609359821608809,0.13681927589481646,0.012963976336862026,0.127,2,1.0,0.3454,6.8116,247.09723948667,-24.37806986532
216,5.039359821608809,0.2637805641218301,0.012963976336862026,0.289,2,3.0,0.8336,7.1353,247.10124888711,-24.15896951599
217,5.869359821608809,0.19666090219289928,0.012963976336862026,0.303,2,3.0,1.4806,7.4257,247.10332872486,-24.59554479883
219,4.389359821608808,0.3163441547890651,0.012963976336862026,0.297,2,1.0,7.5153,0.0943,247.10456482372,-24.47217357609
220,5.2993598216088085,0.24275512785493614,0.012963976336862026,0.32,2,3.0,0.8547,6.7582,247.13406695562,-24.09690409888
235,4.81935982160881,0.2815713178861249,0.012963976336862026,0.191,2,2.0,1.0318,2.7666,247.21415695399,-24.10310814164
236,5.64935982160881,0.21445165595719412,0.012963976336862026,0.233,2,3.0,1.461,0.6719,247.21670628635,-24.79441395966
244,5.81935982160881,0.20070425532114805,0.012963976336862026,0.161,2,1.0,1.6268,3.9581,247.24704779948,-24.81916716612
245,5.949359821608809,0.19019153718770115,0.012963976336862026,0.204,2,1.0,1.6063,7.2058,247.26634865927,-24.86163156719
266,6.589359821608809,0.13843661714611588,0.012963976336862026,0.144,2,3.0,1.6489,5.4514,247.56526402685,-27.91631129707
270,5.72935982160881,0.20798229095199594,0.012963976336862026,0.29,2,3.0,3.1147,5.9761,247.70679053304,-27.2297140854
282,5.859359821608809,0.19746957281854904,0.012963976336862026,0.304,2,3.0,1.5522,1.4088,248.1184377693,-19.53339393125
286,7.949359821608809,0.028457412057747433,0.012963976336862026,0.125,2,2.0,1.5372,2.8451,248.2602947511,-19.289608657
287,4.48935982160881,0.30825744853256726,0.012963976336862026,0.261,2,2.0,2.2977,8.5509,248.39564791373,-18.5484593368
288,5.709359821608809,0.20959963220329558,0.012963976336862026,0.191,2,3.0,0.6305,6.2967,248.39593367319,-27.26255925605
291,6.22935982160881,0.16754875966950755,0.012963976336862026,0.241,2,3.0,1.8261,7.3663,248.5243495094,-26.97905190055
293,5.57935982160881,0.22011235033674253,0.012963976336862026,0.183,2,1.0,2.4332,0.8359,248.59329026199,-21.90868482536
297,5.789359821608809,0.20313026719809746,0.012963976336862026,0.201,2,3.0,2.2514,0.1233,248.7222903444,-16.7138544484
298,5.699359821608809,0.21040830282894535,0.012963976336862026,0.3,2,1.0,1.1744,6.6138,248.74432473582,-28.73625230072
301,6.97935982160881,0.10689846274577486,0.012963976336862026,0.304,2,3.0,1.351,0.5272,248.84923004818,-22.49859924134
302,5.9193598216088095,0.1926175490646504,0.012963976336862026,0.201,2,1.0,3.65,1.2175,248.92536356368,-23.16784462832
307,5.599359821608809,0.218495009085443,0.012963976336862026,0.27,2,3.0,1.9464,6.8562,249.18516188214,-17.60041146474
310,5.529359821608809,0.22415570346499142,0.012963976336862026,0.184,2,3.0,0.5122,5.1155,249.61899574678,-19.52398742813
311,4.889359821608808,0.27591062350657664,0.012963976336862026,0.184,2,3.0,2.1105,6.4778,249.61932097787,-18.22056627156
316,5.7993598216088085,0.2023215965724477,0.012963976336862026,0.201,2,1.0,1.2936,6.9793,238.75894476785,-23.16398143371
319,5.949359821608809,0.19019153718770115,0.012963976336862026,0.143,2,3.0,1.6454,6.8557,238.78542958651,-23.31430754946
328,5.099359821608809,0.25892854036793145,0.012963976336862026,0.318,2,3.0,1.9677,7.1486,238.92247777993,-20.72097277154
329,6.2993598216088085,0.16188806528995925,0.012963976336862026,0.174,2,3.0,0.9726,7.1784,238.926118506,-25.78005717692
338,5.029359821608809,0.26458923474747986,0.012963976336862026,0.265,2,3.0,1.7674,8.1419,239.00424552719,-23.63571528257
