Index,Gmag,masses,mass_e,expected masses,binary,membership,period,parallax,ra,dec
632,11.007511661666395,0.23547517031760568,0.04209712602898778,0.244,1,1,1.2913,7.4781,55.62382697122,20.81089506245
636,10.846950661666398,0.25560026638161903,0.04209712602898778,0.263,1,1,,7.4502,55.63799159071,21.70449434675
639,9.311037661666395,0.44811523994909574,0.04209712602898778,0.467,1,1,,8.005,55.64858425129,21.84143459747
640,10.741178661666396,0.2688579794058459,0.04209712602898778,0.277,1,1,1.551,7.456,55.65117902937,23.36783880667
643,9.415778661666396,0.434986754907019,0.04209712602898778,0.455,1,1,0.2587,7.3539,55.66768554509,23.98916056381
645,11.183365661666397,0.21343321340876042,0.04209712602898778,0.223,1,1,0.6713,7.3611,55.67444049431,24.00416938051
646,8.449433661666395,0.5561107262075178,0.04209712602898778,0.569,1,1,4.8225,6.8213,55.6746878771,24.19927647337
648,11.012561661666396,0.23484219135557072,0.04209712602898778,0.245,1,1,0.269,7.4783,55.67670942939,23.33896669258
649,6.770371661666395,0.7665683345148594,0.04209712602898778,0.754,1,1,,8.3096,55.67669619215,23.50263721595
650,8.357145661666395,0.5676783227319273,0.04209712602898778,0.582,1,1,,6.9939,55.67856772337,25.28089738949
651,10.127989661666396,0.3457165411387484,0.04209712602898778,0.362,1,1,,7.2818,55.68259731256,25.53492479218
652,11.568332661666396,0.16518053774981967,0.04209712602898778,0.187,1,1,,7.6003,55.68488918856,21.853444784
653,11.659363661666397,0.15377049658289077,0.04209712602898778,0.182,1,1,0.4288,7.6459,55.68490896589,23.10432423095
658,11.343481661666395,0.19336389469882698,0.04209712602898778,0.204,1,1,0.6804,7.4107,55.70385233586,23.58000313661
659,10.355140661666397,0.31724489674168543,0.04209712602898778,0.33,1,1,1.4585,6.929,55.7047079826,24.17086814542
660,11.431511661666395,0.18233000598042648,0.04209712602898778,0.196,1,1,0.4038,7.319,55.71537887939,23.14532896149
661,10.992217661666395,0.2373921565048056,0.04209712602898778,0.246,1,1,,8.6292,55.71642316853,32.86387124824
662,10.675878661666395,0.2770428360832464,0.04209712602898778,0.285,1,1,,7.7645,55.72227588593,23.51855675012
663,11.407697661666397,0.18531490914911863,0.04209712602898778,0.198,1,1,,7.6625,55.72508427907,26.13767341056
667,9.623136661666397,0.40899601201402636,0.04209712602898778,0.437,1,1,0.8174,7.3283,55.73566117915,24.08258107635
668,11.695318661666395,0.14926381171557201,0.04209712602898778,0.179,1,1,0.3657,7.5359,55.73575580017,24.22917036681
669,11.172775661666396,0.2147605890935027,0.04209712602898778,0.237,1,1,,7.2067,55.73631518443,25.98049446551
671,10.701353661666396,0.27384973924011047,0.04209712602898778,0.281,1,1,,6.5143,55.74358256489,33.4136056846
673,6.429574661666397,0.8092846377474481,0.04209712602898778,0.801,1,1,6.6996,7.7345,55.74682843323,22.90070615627
674,7.961972661666396,0.6172102426060219,0.04209712602898778,0.626,1,1,6.536,7.4518,55.74906772614,22.42406753171
678,11.597172661666395,0.16156566383594173,0.04209712602898778,0.185,1,1,,7.5006,55.7559044282,23.49166437152
679,6.285360661666395,0.8273607621100001,0.04209712602898778,0.82,1,1,6.6874,7.4218,55.76236248276,24.66955812561
682,11.128347661666396,0.22032929985098426,0.04209712602898778,0.229,1,1,,7.5256,55.77098887381,25.74292846925
683,9.018906661666396,0.4847316314655685,0.04209712602898778,0.503,1,1,,7.3146,55.77315476853,24.82441093119
686,10.698141661666398,0.27425233892843814,0.04209712602898778,0.283,1,1,,7.4076,55.78162924002,25.57459869044
687,9.714488661666396,0.3975457359467387,0.04209712602898778,0.418,1,1,2.0256,7.6796,55.79070664544,24.6923139656
690,10.249833661666395,0.3304443255644578,0.04209712602898778,0.344,1,1,0.7068,7.2789,55.80058954738,24.74574675825
691,9.490309661666396,0.4256448628239664,0.04209712602898778,0.446,1,1,0.2562,7.2176,55.80453808024,24.65524287677
693,6.5599156616663965,0.7929473880661455,0.04209712602898778,0.782,1,1,,7.4798,55.80678409298,25.2699292605
694,6.896397661666397,0.7507719371545825,0.04209712602898778,0.74,1,1,,7.6934,55.8113029891,21.15257986215
696,10.965433661666395,0.24074932650859582,0.04209712602898778,0.249,1,1,0.7703,7.2673,55.81925319484,23.83358475981
698,11.416540661666396,0.1842065065825298,0.04209712602898778,0.197,1,1,0.3057,7.5638,55.82929512558,22.78609278823
699,10.856203661666395,0.25444047344385545,0.04209712602898778,0.263,1,1,,7.3331,55.82948712891,26.07874713293
703,10.293608661666395,0.32495746337375,0.04209712602898778,0.349,1,1,,7.3209,55.85174576047,23.22490289942
706,11.534811661666396,0.16938213929167478,0.04209712602898778,0.19,1,1,1.2523,7.5264,55.85491728898,22.89549228702
708,10.282785661666397,0.32631404383040397,0.04209712602898778,0.339,1,1,,7.5318,55.85925726123,26.04171814485
709,10.681246661666396,0.2763699982479588,0.04209712602898778,0.284,1,1,0.777,6.611,55.86026602798,22.71167218915
710,6.838613661666397,0.7580147205886852,0.04209712602898778,0.749,1,1,,7.5233,55.86099896616,24.99413271748
711,10.106730661666395,0.3483811945553619,0.04209712602898778,0.392,1,1,2.1623,8.1865,55.86244467494,24.45257885142
712,5.752016661666396,0.8942113624124729,0.04209712602898778,0.902,1,1,,7.1737,55.86311858121,25.38738773414
716,10.566258661666396,0.2907828665423069,0.04209712602898778,0.298,1,1,,7.3971,55.86760937924,24.89179594487
722,5.2416136616663955,0.9581864834341458,0.04209712602898778,0.991,1,1,3.9906,7.4335,55.88323532267,23.67385377651
724,10.380409661666397,0.3140776204265059,0.04209712602898778,0.324,1,1,,7.5272,55.89233307152,25.59039452761
726,5.802409661666395,0.887894984425578,0.04209712602898778,0.894,1,1,5.4442,7.2728,55.89349233391,23.76171357964
727,10.214317661666396,0.33489598513190866,0.04209712602898778,0.348,1,1,,7.6023,55.89680277272,25.40846050448
728,9.037905661666397,0.48235025180226154,0.04209712602898778,0.501,1,1,0.349,7.699,55.90242144676,24.232125457
729,11.020101661666395,0.2338971098954239,0.04209712602898778,0.243,1,1,0.314,8.0263,55.90246275019,23.2093206046
730,8.431843661666395,0.5583154984732985,0.04209712602898778,0.572,1,1,3.0502,7.2348,55.90259101573,23.45375386006
731,10.389089661666397,0.3129896486660182,0.04209712602898778,0.323,1,1,,7.7845,55.902869543,25.78335142208
732,8.779328661666396,0.5147609054787117,0.04209712602898778,0.533,1,1,,7.3146,55.90298289326,24.23211488844
733,8.237432661666396,0.5826834337184761,0.04209712602898778,0.596,1,1,1.3696,7.3961,55.90390788824,24.39378107218
734,10.529851661666395,0.2953462061602872,0.04209712602898778,0.303,1,1,0.366,7.3805,55.90468213861,23.64209500872
735,9.947523661666397,0.36833657705212897,0.04209712602898778,0.389,1,1,,7.6384,55.90555622606,25.4087861856
738,7.990979661666396,0.6135744365165676,0.04209712602898778,0.622,1,1,,7.0348,55.90868834592,26.61231386108
740,10.985750661666398,0.238202745603316,0.04209712602898778,0.247,1,1,0.3049,7.3882,55.91274812353,23.73464542726
744,9.251982661666396,0.45551733353384116,0.04209712602898778,0.485,1,1,1.9343,8.2405,55.92569599196,24.57301221617
751,10.138818661666397,0.34435920862788194,0.04209712602898778,0.36,1,1,2.3235,7.1837,55.93744520454,23.0556942687
752,10.435977661666396,0.3071125956814862,0.04209712602898778,0.317,1,1,,7.124,55.94626178164,26.07635238903
753,8.516022661666396,0.5477643032168376,0.04209712602898778,0.564,1,1,,7.4822,55.94994861467,25.05300565393
754,6.034513661666397,0.8588025192762461,0.04209712602898778,0.857,1,1,,7.4354,55.951482386,25.00418502284
755,5.229352661666397,0.9597233062170186,0.04209712602898778,0.994,1,1,,7.4961,55.9518194167,25.18986146471
756,10.594332661666396,0.2872640048828683,0.04209712602898778,0.294,1,1,,7.2016,55.9519419292,25.0434049641
757,8.019290661666396,0.6100258687157425,0.04209712602898778,0.62,1,1,9.4558,7.2416,55.95261401767,23.53919347158
758,6.334192661666396,0.8212400435606765,0.04209712602898778,0.813,1,1,,7.5136,55.95431715608,25.72941113716
759,5.7092776616663965,0.8995683699091868,0.04209712602898778,0.911,1,1,5.3638,7.4804,55.96136666026,24.24729269932
760,11.080410661666395,0.22633783698030374,0.04209712602898778,0.235,1,1,0.6467,7.259,55.96571153529,24.2376230544
761,8.335331661666396,0.57041254116318,0.04209712602898778,0.584,1,1,3.0034,7.375,55.9673819458,24.84141715924
763,11.085695661666396,0.22567540256161966,0.04209712602898778,0.234,1,1,,7.2329,55.97003028972,25.49162663918
764,9.620095661666396,0.40937717815730346,0.04209712602898778,0.43,1,1,,7.2627,55.97455348593,25.47487895307
765,8.367815661666397,0.5663409196576872,0.04209712602898778,0.58,1,1,4.4858,7.601,55.98213353783,24.42620429717
767,9.651380661666396,0.40545584215190544,0.04209712602898778,0.426,1,1,,7.4899,55.98635194866,24.9933242578
768,9.427765661666395,0.4334842759331752,0.04209712602898778,0.454,1,1,,7.4793,55.98631467387,25.26208174502
769,10.885792661666397,0.2507317180958062,0.04209712602898778,0.259,1,1,0.8159,7.4021,55.98757249613,23.95144798031
770,10.933517661666396,0.24474975354865558,0.04209712602898778,0.253,1,1,0.7717,7.5114,55.98874523519,24.22217609901
773,5.423563661666396,0.935380439445585,0.04209712602898778,0.959,1,1,4.02,7.2975,56.00257297938,23.54374398487
774,7.0214216616663965,0.7351011328477629,0.04209712602898778,0.726,1,1,,7.4362,56.00277227758,21.28187233892
776,9.306244661666396,0.4487160059223694,0.04209712602898778,0.468,1,1,,7.4721,56.00959167318,25.06475519189
777,11.506137661666397,0.17297620637234523,0.04209712602898778,0.191,1,1,,6.9336,56.01050989862,21.22094570696
778,7.210859661666396,0.7113565252022287,0.04209712602898778,0.704,1,1,,7.3232,56.01189022138,25.65614920129
782,7.113272661666397,0.723588310938484,0.04209712602898778,0.717,1,1,,7.3084,56.01878964028,25.85610373779
783,5.809613661666397,0.8869920180013207,0.04209712602898778,0.893,1,1,4.6762,7.2854,56.02026285603,24.27531918116
786,6.785782661666396,0.7646366832705191,0.04209712602898778,0.753,1,1,,7.4287,56.0213404509,25.48363034153
787,9.098458661666395,0.47476039534917414,0.04209712602898778,0.495,1,1,0.5739,7.3415,56.03679639519,23.07970589559
788,11.174757661666398,0.21451216051869992,0.04209712602898778,0.224,1,1,0.5153,7.2476,56.03890906144,23.14619150015
789,10.464253661666396,0.3035684148635662,0.04209712602898778,0.313,1,1,3.8818,7.2343,56.04008371333,24.58937266934
790,9.775707661666397,0.3898724014760835,0.04209712602898778,0.411,1,1,1.2348,7.3023,56.04138926526,24.26762455351
791,11.062637661666397,0.22856554689955977,0.04209712602898778,0.237,1,1,,7.3198,56.04490060537,25.62714909235
792,11.624147661666395,0.15818455343972615,0.04209712602898778,0.184,1,1,0.4745,7.3434,56.04572406548,24.81259517003
793,5.794406661666397,0.8888980994024421,0.04209712602898778,0.896,1,1,2.5292,7.5802,56.04683380132,23.37911934605
795,8.919678661666396,0.497169104028893,0.04209712602898778,0.516,1,1,7.4885,6.8344,56.04969256571,19.30517336285
796,11.123357661666397,0.22095475827089572,0.04209712602898778,0.23,1,1,0.6063,7.424,56.05066499277,23.87688792464
797,6.460250661666397,0.8054396352446006,0.04209712602898778,0.798,1,1,,7.3635,56.05316220658,24.03159225173
798,5.767700661666396,0.8922454927014721,0.04209712602898778,0.9,1,1,6.1589,7.5948,56.05452292933,24.03061586305
799,5.200562661666396,0.9633319130124607,0.04209712602898778,0.999,1,1,4.0255,7.3331,56.05809868574,24.77919524107
800,10.596437661666396,0.28700015919671307,0.04209712602898778,0.298,1,1,,6.664,56.05814456139,25.53747707041
801,11.461457661666397,0.17857650340674414,0.04209712602898778,0.204,1,1,,6.4375,56.05851476314,25.53746770627
802,5.478496661666396,0.9284950071047022,0.04209712602898778,0.951,1,1,,7.1376,56.06105910287,24.10191467207
804,5.656826661666397,0.906142702490907,0.04209712602898778,0.92,1,1,2.0541,6.9093,56.06126040462,24.10143653881
805,5.470287661666395,0.9295239426095229,0.04209712602898778,0.952,1,1,,7.2527,56.06412628855,26.33102087358
806,10.395073661666396,0.3122395999315992,0.04209712602898778,0.323,1,1,,7.4509,56.06865698054,23.61763077489
807,9.995489661666396,0.3623244049941168,0.04209712602898778,0.381,1,1,0.2749,7.2073,56.0740421307,24.44618790221
808,10.997807661666396,0.23669149266366207,0.04209712602898778,0.245,1,1,0.6814,7.2932,56.07950023047,24.58825783076
811,5.448247661666397,0.9322864884161063,0.04209712602898778,0.954,1,1,1.1868,7.2398,56.08555902364,24.77265650136
812,10.394289661666397,0.3123378683486755,0.04209712602898778,0.322,1,1,4.4526,7.3729,56.08703423988,23.56092855087
813,7.153734661666396,0.7185167080153451,0.04209712602898778,0.711,1,1,0.4114,7.4096,56.0913769195,24.76820671722
815,7.769320661666397,0.6413577006246214,0.04209712602898778,0.647,1,1,0.3567,7.4426,56.09618368467,24.06809498503
817,8.806288661666397,0.5113816752180269,0.04209712602898778,0.536,1,1,,7.2511,56.09705800205,24.13237723371
818,10.100594661666396,0.3491502953298262,0.04209712602898778,0.368,1,1,,7.6575,56.09758094956,25.35816634054
819,10.522453661666397,0.2962734890040759,0.04209712602898778,0.305,1,1,0.2177,7.3404,56.10294132042,24.86465691386
820,9.064121661666396,0.47906427626390435,0.04209712602898778,0.499,1,1,0.7643,7.3834,56.10348570343,24.76821283213
824,10.032477661666396,0.3576882414599103,0.04209712602898778,0.375,1,1,1.08,7.7755,56.10672868467,24.68115970304
827,5.883231661666397,0.8777645635009091,0.04209712602898778,0.886,1,1,0.8374,7.4657,56.10957903583,24.58950062402
828,9.506654661666396,0.4235961418072418,0.04209712602898778,0.445,1,1,,7.582,56.11018086632,26.04146616631
829,10.908602661666396,0.2478726586653084,0.04209712602898778,0.257,1,1,0.347,7.0657,56.11065422849,24.48634831544
830,9.612272661666395,0.410357731507798,0.04209712602898778,0.432,1,1,5.8799,7.1767,56.11209096785,24.40864542139
833,7.881212661666396,0.6273328923038298,0.04209712602898778,0.633,1,1,0.3982,7.5033,56.11385520617,24.84375697029
834,11.400064661666395,0.1862716474495567,0.04209712602898778,0.199,1,1,0.235,8.0215,56.11465917614,24.23791108151
836,7.5444306616663965,0.6695459459260087,0.04209712602898778,0.676,1,1,3.8002,8.0114,56.11679051504,24.17134251408
837,6.169814661666397,0.8418435714460936,0.04209712602898778,0.84,1,1,0.5332,6.9243,56.11710344458,19.18481410857
839,8.940932661666396,0.4945050773241233,0.04209712602898778,0.513,1,1,,7.1102,56.12540453064,25.59621076222
840,10.095855661666397,0.34974429281518904,0.04209712602898778,0.368,1,1,,6.8855,56.12937625817,22.2540330547
841,10.655800661666397,0.27955946016240163,0.04209712602898778,0.287,1,1,0.9184,7.2495,56.13224000851,23.59042529758
842,9.005194661666396,0.4864503260254538,0.04209712602898778,0.502,1,1,,7.3572,56.13322156163,23.8752114689
843,8.921263661666396,0.49697043637447225,0.04209712602898778,0.515,1,1,17.2827,7.3674,56.13342908901,23.87484927647
846,11.059801661666395,0.2289210178572494,0.04209712602898778,0.238,1,1,,7.1491,56.13788197136,25.75251974021
847,10.281328661666397,0.32649666766162855,0.04209712602898778,0.342,1,1,,7.507,56.13965790259,26.24796151678
850,8.280175661666396,0.5773259248522873,0.04209712602898778,0.591,1,1,9.0574,7.3284,56.14763096345,24.00113421797
852,9.981796661666396,0.3640407180489966,0.04209712602898778,0.383,1,1,1.6598,7.1964,56.15126273682,23.50290282738
854,7.392401661666396,0.6886016209001056,0.04209712602898778,0.686,1,1,,7.6356,56.15605465286,25.13758449624
856,9.202891661666396,0.4616705157566632,0.04209712602898778,0.482,1,1,0.3152,7.1945,56.15749648469,22.92084569104
857,11.622968661666395,0.1583323320924468,0.04209712602898778,0.187,1,1,0.8297,9.7751,56.16232002726,23.04025755852
858,10.262412661666396,0.3288676439083318,0.04209712602898778,0.343,1,1,0.6099,7.4225,56.16515315808,24.52875146115
859,5.485593661666396,0.9276054523138981,0.04209712602898778,0.949,1,1,,6.8889,56.16535812471,22.11312706231
863,6.038251661666395,0.8583339895019718,0.04209712602898778,0.857,1,1,,7.5738,56.17999120209,25.87532244635
864,6.462885661666396,0.8051093581030241,0.04209712602898778,0.796,1,1,,7.1865,56.18321118056,25.4990904085
865,5.793963661666396,0.888953626071785,0.04209712602898778,0.896,1,1,,7.4651,56.18336879678,24.23100327842
869,10.731102661666394,0.2701209291130664,0.04209712602898778,0.278,1,1,0.7563,7.6539,56.19731354525,24.0103384534
870,8.476397661666397,0.552730994577358,0.04209712602898778,0.566,1,1,,6.562,56.19835775037,26.6005914194
871,11.060770661666396,0.22879956110195976,0.04209712602898778,0.238,1,1,0.8136,7.2261,56.19942719257,24.21445081819
873,7.586116661666397,0.6643209239435567,0.04209712602898778,0.666,1,1,5.6763,7.4734,56.20917356922,24.91091026358
876,11.576807661666397,0.16411826117491968,0.04209712602898778,0.187,1,1,,7.1556,56.21473010374,25.08777464661
879,11.149132661666396,0.21772405871714406,0.04209712602898778,0.227,1,1,0.2494,7.7861,56.2203635589,21.57101441962
880,6.7306466616663965,0.7715475601122518,0.04209712602898778,0.76,1,1,,7.8312,56.22103743981,26.14179686806
885,11.288294661666395,0.20028116400136464,0.04209712602898778,0.21,1,1,0.6325,7.6877,56.22548048214,24.44616834795
889,10.772363661666397,0.26494917763732007,0.04209712602898778,0.273,1,1,0.8002,7.5,56.23629783448,23.60638236898
890,10.317942661666397,0.32190738217332315,0.04209712602898778,0.334,1,1,1.78,7.5064,56.23900505451,23.99217866659
891,10.923538661666395,0.24600054504611024,0.04209712602898778,0.255,1,1,0.7571,7.4256,56.24181931752,23.40847130159
893,10.696451661666394,0.2744641675315751,0.04209712602898778,0.282,1,1,0.4849,7.2743,56.24422047136,23.92787685606
895,7.975055661666396,0.6155703883960612,0.04209712602898778,0.624,1,1,5.8883,7.547,56.24574641632,23.3887289689
897,11.127481661666398,0.22043784634229535,0.04209712602898778,0.229,1,1,0.5888,7.4812,56.25481939509,24.7779078284
902,11.574283661666396,0.16443462531356845,0.04209712602898778,0.188,1,1,,7.3928,56.26209890465,25.08865176266
904,6.2845486616663955,0.8274625401134005,0.04209712602898778,0.82,1,1,7.0949,7.4346,56.26375187558,23.8392093177
906,8.169156661666396,0.5912413092851867,0.04209712602898778,0.603,1,1,,7.8505,56.26688321935,29.40711165429
907,11.343727661666396,0.19333306047612187,0.04209712602898778,0.203,1,1,,7.2982,56.26761473216,26.67893635265
910,9.665386661666396,0.4037002969356165,0.04209712602898778,0.424,1,1,,7.3071,56.27224584038,25.48623226226
911,11.314787661666397,0.19696046862687155,0.04209712602898778,0.207,1,1,,7.2634,56.2761047352,28.70518773605
912,11.607538661666396,0.16026636484179257,0.04209712602898778,0.185,1,1,,7.2564,56.27660198685,35.4078512386
915,11.589315661666397,0.1625504788269727,0.04209712602898778,0.186,1,1,0.3337,7.2309,56.27833987282,23.61413935963
916,5.730376661666396,0.8969237712715685,0.04209712602898778,0.916,1,1,,7.4719,56.28173354926,21.99577085594
917,5.825927661666396,0.8849471825980265,0.04209712602898778,0.892,1,1,,7.364,56.28429366185,26.29231185969
919,11.053856661666398,0.22966617823928792,0.04209712602898778,0.239,1,1,0.4623,7.4746,56.28627464077,22.6416312479
921,10.592267661666396,0.2875228368742746,0.04209712602898778,0.298,1,1,,7.3779,56.28658568439,24.84194865006
923,11.327276661666396,0.19539506778393068,0.04209712602898778,0.205,1,1,,7.4909,56.28772677586,25.54681374936
930,10.896137661666398,0.2494350512914001,0.04209712602898778,0.258,1,1,0.9335,7.3308,56.29512452146,23.0493093231
932,8.000469661666395,0.6123849374374173,0.04209712602898778,0.623,1,1,4.3894,7.5214,56.30003774761,24.58598863493
933,10.265369661666396,0.32849700652402736,0.04209712602898778,0.341,1,1,0.3473,7.8215,56.30039916332,24.50489129673
934,10.715347661666396,0.2720956981322462,0.04209712602898778,0.28,1,1,0.7494,7.4008,56.30068677483,23.36456659754
935,10.774723661666396,0.2646533696471416,0.04209712602898778,0.275,1,1,0.7676,7.2908,56.3018872631,22.69730741223
939,10.757835661666395,0.2667701515700811,0.04209712602898778,0.274,1,1,0.3403,7.1728,56.30591985851,23.516716713
940,7.377811661666396,0.6904303660597269,0.04209712602898778,0.688,1,1,,7.5051,56.30646591339,25.08756084914
941,6.347748661666396,0.8195409024103115,0.04209712602898778,0.812,1,1,,7.1114,56.3080879751,26.58821402349
942,8.287161661666396,0.5764502830644109,0.04209712602898778,0.587,1,1,,6.7238,56.30933332022,25.08863163862
944,5.610642661666397,0.9119315144478605,0.04209712602898778,0.927,1,1,,7.4258,56.31406723889,25.28927622486
946,9.779250661666396,0.38942831346370954,0.04209712602898778,0.41,1,1,2.1851,7.53,56.31729783783,24.12099472374
948,9.682682661666396,0.4015323753262394,0.04209712602898778,0.423,1,1,0.8545,7.6667,56.31946543928,24.57548111549
949,9.520887661666396,0.4218121438732534,0.04209712602898778,0.442,1,1,,7.3244,56.32088462821,25.26308312258
950,8.170481661666397,0.5910752306466327,0.04209712602898778,0.605,1,1,,7.4381,56.32570328428,25.09934109815
951,11.120001661666397,0.22137540726031935,0.04209712602898778,0.231,1,1,,7.3378,56.3332729273,24.47333141899
952,8.292167661666396,0.5758228191665999,0.04209712602898778,0.59,1,1,,6.3881,56.33582341847,26.61565256201
954,6.672139661666396,0.778880966078939,0.04209712602898778,0.766,1,1,,7.277,56.33837180875,23.72727095406
956,10.809620661666397,0.2602792970059278,0.04209712602898778,0.268,1,1,1.1468,7.3427,56.34039171856,24.54350590311
957,6.791038661666397,0.7639778837805279,0.04209712602898778,0.75,1,1,8.4849,7.3074,56.34254222359,23.47151034942
958,9.067751661666396,0.47860928346545184,0.04209712602898778,0.499,1,1,1.2481,7.162,56.34798254632,24.85060437616
961,10.812349661666396,0.25993723768169175,0.04209712602898778,0.268,1,1,0.941,6.9753,56.3533599732,24.34576961905
962,6.543494661666395,0.7950056351028929,0.04209712602898778,0.782,1,1,2.804,5.9568,56.35829496527,23.43002292443
963,10.699873661666395,0.27403524594581596,0.04209712602898778,0.281,1,1,1.2096,7.3304,56.36073294822,22.52540925226
966,7.456234661666397,0.6806006414776169,0.04209712602898778,0.68,1,1,,7.3996,56.37331924695,23.76030233531
967,9.207732661666396,0.46106373334969053,0.04209712602898778,0.48,1,1,2.1929,7.3388,56.37602962224,24.31244491566
971,7.589966661666397,0.6638383558239856,0.04209712602898778,0.662,1,1,0.3976,7.5227,56.38734232753,24.30303428798
977,9.902435661666397,0.3739880137729654,0.04209712602898778,0.395,1,1,0.3334,7.2011,56.40309754228,24.65167632282
980,10.046194661666396,0.35596892018818127,0.04209712602898778,0.402,1,1,,7.3309,56.4082327685,24.33413541577
983,8.856653661666396,0.505068806817456,0.04209712602898778,0.524,1,1,,7.2822,56.41275809461,25.22420894537
986,6.526086661666396,0.7971875950575665,0.04209712602898778,0.792,1,1,,7.1377,56.41428433449,23.75409592072
989,11.377104661666397,0.18914950823536225,0.04209712602898778,0.2,1,1,,7.4767,56.41779696867,24.28890740696
991,9.061664661666397,0.4793722424638489,0.04209712602898778,0.502,1,1,,7.6145,56.42072406594,14.67214911885
993,8.911078661666396,0.4982470483998831,0.04209712602898778,0.516,1,1,,6.6625,56.42378578214,25.68657650159
994,5.691172661666396,0.9018376934948581,0.04209712602898778,0.913,1,1,,7.3745,56.42449682534,24.43131680345
996,7.627900661666397,0.6590836184089701,0.04209712602898778,0.661,1,1,2.8396,6.1065,56.42695832729,25.05691316079
998,10.807371661666394,0.26056119199317895,0.04209712602898778,0.269,1,1,,7.2866,56.4299653202,26.04058588588
999,10.532720661666396,0.29498659890443024,0.04209712602898778,0.302,1,1,,9.3452,56.43210409014,26.08378227149
1000,8.291549661666396,0.5759002807504687,0.04209712602898778,0.588,1,1,3.7965,7.3259,56.43373928124,24.07392359529
1003,9.405920661666396,0.4362223799778584,0.04209712602898778,0.458,1,1,,7.0087,56.44372984936,23.79515713239
1005,11.687824661666397,0.15020312742675768,0.04209712602898778,0.18,1,1,0.1958,8.1585,56.4456606811,21.74683088276
1008,8.167194661666397,0.5914872310126147,0.04209712602898778,0.604,1,1,,7.4608,56.45402219951,23.85268637885
1009,10.104343661666396,0.34868038678949587,0.04209712602898778,0.365,1,1,2.4271,7.261,56.45577051741,24.41850610979
1010,11.253407661666397,0.20465398321889072,0.04209712602898778,0.215,1,1,,7.6206,56.45578142319,23.14287376917
1015,7.734530661666396,0.645718361632382,0.04209712602898778,0.651,1,1,,7.2126,56.46044167389,23.873754046
1017,11.597892661666396,0.16147541733046356,0.04209712602898778,0.187,1,1,,7.2241,56.46271855132,23.6212783472
1019,11.385159661666396,0.18813987545532473,0.04209712602898778,0.199,1,1,0.4114,7.4136,56.46397086947,24.29548137555
1021,11.431505661666396,0.1823307580346385,0.04209712602898778,0.196,1,1,,7.3681,56.46653993674,25.16698929533
1022,10.256831661666396,0.32956717966815674,0.04209712602898778,0.346,1,1,,7.0606,56.46907669485,25.86156946439
1023,10.577456661666396,0.2893792826973829,0.04209712602898778,0.297,1,1,,7.0265,56.46921136036,25.91649075167
1024,9.120975661666396,0.4719380612327111,0.04209712602898778,0.492,1,1,,7.2199,56.46956248113,25.86153169423
1025,10.875017661666394,0.2520822821187618,0.04209712602898778,0.261,1,1,0.6841,7.2168,56.46988426929,23.46487435939
1028,10.564848661666396,0.2909595992822016,0.04209712602898778,0.305,1,1,0.383,6.831,56.47922254177,24.22372997109
1029,8.433245661666396,0.5581397684723532,0.04209712602898778,0.576,1,1,,7.3552,56.47976397387,24.55460405917
1032,11.105064661666397,0.22324764622188642,0.04209712602898778,0.232,1,1,0.5743,7.3891,56.48745217517,23.02458156965
1033,9.866058661666395,0.3785475931198845,0.04209712602898778,0.4,1,1,,6.9943,56.48875204163,25.18671522376
1038,11.640009661666397,0.1561963727870932,0.04209712602898778,0.183,1,1,,7.5841,56.49673767202,23.81286734443
1041,6.734160661666396,0.7711071070285707,0.04209712602898778,0.76,1,1,3.9585,7.4258,56.511596002,23.73718212048
1044,11.162079661666397,0.2161012510693292,0.04209712602898778,0.226,1,1,0.3745,6.7374,56.51448084263,24.34902212732
1045,11.247597661666397,0.20538222238115256,0.04209712602898778,0.215,1,1,,7.9549,56.51536449393,25.87451805538
1046,6.998118661666396,0.7380219860660395,0.04209712602898778,0.729,1,1,0.5785,7.3491,56.5172850878,23.40531966532
1047,10.332927661666396,0.3200291267780577,0.04209712602898778,0.334,1,1,0.4336,7.0128,56.51799855172,23.92784238006
1050,8.014431661666396,0.6106349072853516,0.04209712602898778,0.62,1,1,9.8931,7.6021,56.52195568293,22.98141924341
1051,8.975586661666396,0.4901614628785085,0.04209712602898778,0.508,1,1,,7.3094,56.52329273641,23.75705828476
1052,9.665266661666395,0.40371533801986303,0.04209712602898778,0.425,1,1,1.1298,7.3426,56.52358628171,24.61215923226
1055,7.0147566616663966,0.7359365397352802,0.04209712602898778,0.727,1,1,7.0484,7.3591,56.52718924376,24.56722164753
1056,9.207385661666397,0.4611072271516363,0.04209712602898778,0.48,1,1,,7.1765,56.52724342555,23.83880945903
1057,7.292981661666396,0.7010631591982244,0.04209712602898778,0.697,1,1,7.9101,7.3757,56.52886446573,24.5626051279
1058,8.612877661666396,0.5356242680944849,0.04209712602898778,0.554,1,1,5.0781,7.4327,56.53138644474,24.37417789599
1060,6.550633661666396,0.7941108159326025,0.04209712602898778,0.784,1,1,6.9551,6.9852,56.53250842193,24.86669205739
1062,7.818247661666396,0.6352250745502697,0.04209712602898778,0.64,1,1,3.9299,7.3886,56.53493394536,23.3473212123
1063,11.280977661666395,0.20119829411328705,0.04209712602898778,0.211,1,1,1.986,7.3736,56.53633699234,24.67572155693
1064,6.116740661666396,0.8484959923235262,0.04209712602898778,0.845,1,1,,7.4855,56.53968722098,26.13864853415
