Index,Gmag,masses,mass_e,expected masses,binary,membership,period,parallax,ra,dec
124,7.993340661666396,0.6132785031840202,0.04209712602898778,0.623,1,1,,7.0632,50.63168406659,22.09581942273
127,7.383035661666396,0.6897755775255349,0.04209712602898778,0.687,1,1,,7.5403,50.79051301897,25.69930243028
128,10.938061661666396,0.24418019782519296,0.04209712602898778,0.253,1,1,,8.4268,50.82900989913,25.47002716548
131,7.286116661666396,0.7019236345594855,0.04209712602898778,0.697,1,1,,8.0427,51.01224792741,27.06352184085
134,11.636762661666396,0.15660335945832649,0.04209712602898778,0.188,1,1,,6.7616,51.13095253606,28.92192931521
136,10.517450661666397,0.296900576874781,0.04209712602898778,0.305,1,1,,6.9557,51.14559562594,24.15118801846
137,8.258274661666396,0.5800710480696187,0.04209712602898778,0.593,1,1,,6.7607,51.17604483896,25.30456404352
138,9.191455661666396,0.4631039310853422,0.04209712602898778,0.482,1,1,,7.5853,51.18947621284,25.17796887125
140,6.915575661666397,0.7483681212072748,0.04209712602898778,0.739,1,1,,8.4967,51.24259316689,26.85023074841
145,7.964400661666396,0.6169059113347702,0.04209712602898778,0.639,1,1,,7.9553,51.49170680424,27.60943420836
148,10.097431661666397,0.34954675324208684,0.04209712602898778,0.366,1,1,,6.6095,51.56422019646,32.00583779583
150,11.507687661666395,0.17278192570082984,0.04209712602898778,0.191,1,1,,6.9236,51.57181963932,29.40262469097
160,9.832796661666396,0.3827167309882411,0.04209712602898778,0.404,1,1,,7.1827,51.83937776575,27.86424266113
164,8.093813661666395,0.6006849793716398,0.04209712602898778,0.612,1,1,,9.1939,51.93514702499,22.71640283522
165,11.521070661666396,0.17110446878025298,0.04209712602898778,0.191,1,1,,7.7019,51.95346377844,31.78565739498
166,9.970891661666396,0.36540757657988543,0.04209712602898778,0.384,1,1,,5.7159,51.97003339534,31.74981746601
167,10.386825661666396,0.31327342378879997,0.04209712602898778,0.323,1,1,,7.6607,51.97616993559,24.93627369748
168,10.857765661666395,0.25424468866391514,0.04209712602898778,0.262,1,1,,7.5463,51.98706097103,32.18423044834
170,11.165499661666395,0.2156725801683077,0.04209712602898778,0.225,1,1,,7.1317,52.00661604081,23.0782830833
172,9.652008661666397,0.40537712714434937,0.04209712602898778,0.426,1,1,,7.1438,52.04140241056,36.44951347701
173,5.201745661666395,0.9631836329902653,0.04209712602898778,0.999,1,1,,7.5527,52.046276068,27.30702253088
176,10.915649661666396,0.24698937099294027,0.04209712602898778,0.256,1,1,,8.4159,52.0924283895,30.30052482281
180,10.786760661666396,0.2631446235548618,0.04209712602898778,0.277,1,1,,6.8855,52.20036007928,25.57566354521
181,6.384366661666396,0.8149511155525312,0.04209712602898778,0.806,1,1,,6.5185,52.20328901735,26.49919111555
185,10.330657661666397,0.3203136539550515,0.04209712602898778,0.331,1,1,,7.7466,52.24400231881,26.30331428109
187,11.271923661666396,0.20233314391967583,0.04209712602898778,0.215,1,1,,7.1401,52.29698668254,27.16451963527
188,9.176426661666396,0.4649877015448316,0.04209712602898778,0.483,1,1,,7.5692,52.39678773367,20.94075901684
189,6.509975661666395,0.7992069859600106,0.04209712602898778,0.789,1,1,,6.8783,52.40997572234,24.51033389551
192,10.354666661666396,0.3173043090244587,0.04209712602898778,0.331,1,1,,7.1779,52.49486917295,23.37163046519
195,9.681349661666395,0.4016994567037431,0.04209712602898778,0.423,1,1,,7.3943,52.5663139379,28.58167163511
198,7.420723661666395,0.6850516743332246,0.04209712602898778,0.684,1,1,,6.9599,52.63976975201,26.21555153475
200,7.517796661666397,0.6728843145744908,0.04209712602898778,0.672,1,1,,6.4253,52.68483869809,15.37463752937
203,5.789629661666396,0.8894968598978165,0.04209712602898778,0.897,1,1,,8.0136,52.76402869679,31.32041460333
205,8.346216661666396,0.5690481894796653,0.04209712602898778,0.584,1,1,,7.6426,52.79970469587,25.16485639371
206,9.053198661666396,0.4804333909574303,0.04209712602898778,0.5,1,1,,7.3443,52.81107055987,25.98089799555
209,6.908946661666397,0.7491990157695182,0.04209712602898778,0.739,1,1,,7.2162,52.82485133665,26.02861264021
211,10.143800661666395,0.34373475294692035,0.04209712602898778,0.359,1,1,,7.2055,52.86140388882,27.32656005284
213,7.068853661666395,0.7291558936146473,0.04209712602898778,0.72,1,1,,6.201,52.86456538954,28.9989081959
215,11.282509661666396,0.20100626960440837,0.04209712602898778,0.211,1,1,,6.9334,52.87334941298,26.50328252954
219,8.908924661666395,0.4985170358621054,0.04209712602898778,0.516,1,1,,6.8404,52.94587438768,15.94137932015
220,11.239645661666398,0.20637894489721198,0.04209712602898778,0.216,1,1,0.5749,8.0837,52.95779386064,22.83999084915
222,7.906549661666396,0.6241570927075771,0.04209712602898778,0.631,1,1,,7.2355,53.00208374667,23.77463246023
223,10.882963661666395,0.25108631165691464,0.04209712602898778,0.26,1,1,,6.3014,53.00303352971,24.5153385803
225,10.709482661666396,0.27283083112478757,0.04209712602898778,0.281,1,1,0.3193,7.1684,53.03286449262,23.23242622097
226,10.817911661666397,0.25924008342687244,0.04209712602898778,0.267,1,1,,8.8803,53.040452852,26.70896579572
227,10.948158661666398,0.24291461592822938,0.04209712602898778,0.251,1,1,,7.0992,53.04295162789,26.7034415366
228,10.091781661666396,0.3502549376253534,0.04209712602898778,0.367,1,1,,7.863,53.06384016551,26.69831308699
230,9.878870661666395,0.3769417066918468,0.04209712602898778,0.399,1,1,,9.2347,53.08157423124,32.02533589246
234,11.668779661666395,0.15259027283902582,0.04209712602898778,0.181,1,1,,7.2062,53.13743027013,22.30325801554
235,10.681518661666395,0.2763359051236671,0.04209712602898778,0.284,1,1,,7.8663,53.14055113304,24.49283869772
238,10.278859661666395,0.3268061379699978,0.04209712602898778,0.34,1,1,,6.2941,53.14971228373,29.10389302852
241,11.242757661666396,0.20598887944575628,0.04209712602898778,0.216,1,1,0.499,7.2559,53.17636721374,23.56656052165
247,7.2166226616663955,0.7106341771312967,0.04209712602898778,0.704,1,1,,7.4492,53.25165254176,25.99584073468
250,5.8072596616663965,0.887287073937287,0.04209712602898778,0.895,1,1,5.766,7.5575,53.27437268603,22.13404726063
253,6.290844661666396,0.8266733845599408,0.04209712602898778,0.82,1,1,7.6495,7.941,53.30800661762,23.00623259856
254,11.535197661666395,0.16933375713734922,0.04209712602898778,0.19,1,1,,7.9957,53.31001127815,24.83542766231
256,11.476117661666397,0.17673898428131252,0.04209712602898778,0.193,1,1,,5.9544,53.39449922523,21.74531512133
258,9.486416661666397,0.42613282066539226,0.04209712602898778,0.446,1,1,,8.1037,53.40848358991,25.33787724623
260,10.515411661666397,0.2971561499646005,0.04209712602898778,0.304,1,1,,8.0219,53.44442414914,23.80526296447
264,5.320672661666396,0.94827704110553,0.04209712602898778,0.977,1,1,,7.1561,53.50763487452,24.88070575165
268,11.529627661666396,0.17003191413111818,0.04209712602898778,0.19,1,1,,7.3083,53.55617770253,25.4235798635
271,10.160826661666396,0.34160067377709735,0.04209712602898778,0.357,1,1,,7.5707,53.59223941698,27.39583944315
276,10.029858661666395,0.3580165131235873,0.04209712602898778,0.379,1,1,,7.6232,53.64482796247,18.87585298098
280,7.955297661666396,0.6180469029172262,0.04209712602898778,0.626,1,1,,6.9046,53.66196338599,15.51799237535
282,7.477373661666396,0.6779510291452499,0.04209712602898778,0.681,1,1,,6.9127,53.68502739174,26.09579541395
283,10.008392661666395,0.3607071124105259,0.04209712602898778,0.38,1,1,,7.2544,53.69321939547,27.92557858345
284,11.254896661666397,0.2044673484318671,0.04209712602898778,0.215,1,1,,7.3787,53.69813615825,26.37028051117
287,9.664772661666396,0.40377725715001045,0.04209712602898778,0.425,1,1,0.8275,7.1393,53.72901924631,22.07944691146
289,9.145122661666395,0.46891141905523503,0.04209712602898778,0.488,1,1,,7.6846,53.74721328209,24.20445022554
291,9.042561661666396,0.48176665773350247,0.04209712602898778,0.501,1,1,,6.6954,53.77120790207,24.51201326258
292,8.957606661666397,0.49241511866808985,0.04209712602898778,0.511,1,1,,7.5397,53.78927918043,24.23869890644
293,11.267537661666395,0.20288289554888062,0.04209712602898778,0.213,1,1,,7.1727,53.79354808311,24.53166364531
296,11.078304661666397,0.22660180800882723,0.04209712602898778,0.236,1,1,,6.3394,53.83213028279,26.55286418021
301,10.306929661666397,0.323287777680034,0.04209712602898778,0.335,1,1,1.8867,7.1527,53.93454089287,22.45259124715
302,11.464525661666396,0.17819195301951196,0.04209712602898778,0.194,1,1,,6.8292,53.93600549088,28.85191067387
304,9.921913661666396,0.37154659511504207,0.04209712602898778,0.392,1,1,,7.2668,53.95706481918,25.07989856329
305,10.446338661666395,0.3058139233991808,0.04209712602898778,0.314,1,1,,7.3637,53.95961574333,25.70558993857
306,9.754644661666395,0.39251248778842807,0.04209712602898778,0.414,1,1,,7.3593,53.98363478174,25.36635664486
310,11.018801661666394,0.23406005497475957,0.04209712602898778,0.243,1,1,,7.585,54.02223934604,25.35081711484
314,9.917058661666395,0.3721551323151766,0.04209712602898778,0.419,1,1,,8.3114,54.06800863407,25.14675790961
315,10.012875661666396,0.360145202571555,0.04209712602898778,0.379,1,1,,8.4908,54.08031222189,24.18102710013
316,11.098705661666397,0.2240446983445754,0.04209712602898778,0.237,1,1,,6.9147,54.10083921384,22.62331331019
317,8.115449661666396,0.5979730718820189,0.04209712602898778,0.61,1,1,11.1805,7.1371,54.10151343002,22.62359532437
318,10.573890661666397,0.2898262535842375,0.04209712602898778,0.296,1,1,,7.5735,54.11411304753,24.68795954835
319,6.5786086616663955,0.7906043631676671,0.04209712602898778,0.779,1,1,7.551,7.034,54.12635880697,24.01198479605
320,11.106270661666397,0.22309648332521048,0.04209712602898778,0.233,1,1,,7.2471,54.13598998557,12.30925580523
323,8.013092661666397,0.6108027407170675,0.04209712602898778,0.621,1,1,,7.2154,54.16953975555,27.83217638023
332,9.624275661666395,0.40885324705605486,0.04209712602898778,0.43,1,1,,7.3915,54.26456777541,24.74302293174
335,11.688741661666395,0.1500881884746419,0.04209712602898778,0.18,1,1,,6.7136,54.29385778928,25.29280889796
337,10.935067661666395,0.2445554728771402,0.04209712602898778,0.254,1,1,,7.0883,54.29996930889,26.77452362875
338,6.639726661666396,0.7829436882762527,0.04209712602898778,0.772,1,1,,7.4048,54.30138903002,21.46795287013
341,11.105196661666398,0.2232311010292154,0.04209712602898778,0.232,1,1,0.4487,7.9904,54.31896492165,23.18436497707
342,11.416797661666397,0.1841742935937687,0.04209712602898778,0.197,1,1,,6.6388,54.31970634887,25.7363149395
343,11.385456661666396,0.18810264877181493,0.04209712602898778,0.199,1,1,,7.1542,54.34278163127,24.90432863222
344,9.138572661666396,0.4697324115703494,0.04209712602898778,0.488,1,1,,7.52,54.35069069015,25.72212307885
346,11.083093661666396,0.22600154340502843,0.04209712602898778,0.234,1,1,,7.6844,54.36004148465,24.56684760806
347,11.671942661666396,0.1521938149267652,0.04209712602898778,0.181,1,1,,7.6498,54.37794600726,24.84832840206
349,8.290338661666397,0.5760520703589882,0.04209712602898778,0.59,1,1,,6.3338,54.38397167009,26.20363403536
352,10.886230661666396,0.250676818138307,0.04209712602898778,0.26,1,1,,7.0539,54.39778041826,18.89625860224
353,8.787074661666397,0.5137900034906084,0.04209712602898778,0.53,1,1,,7.3857,54.40012598188,26.54668044544
354,11.362657661666397,0.19096032943625674,0.04209712602898778,0.201,1,1,0.358,6.9219,54.40459134187,23.18260356156
356,11.282594661666398,0.200995615503067,0.04209712602898778,0.211,1,1,,7.7206,54.40714228125,26.35099194708
359,8.606098661666396,0.5364739640120362,0.04209712602898778,0.552,1,1,,7.088,54.43030214537,29.45342816659
360,9.928070661666396,0.37077486215083444,0.04209712602898778,0.405,1,1,,6.987,54.43283002129,24.2591062683
362,7.5143166616663954,0.6733205060176358,0.04209712602898778,0.674,1,1,,7.1608,54.4462390409,28.06581746262
364,11.117414661666395,0.22169966796819773,0.04209712602898778,0.23,1,1,,7.7887,54.45395435497,26.86241472791
365,9.415274661666396,0.4350499274608537,0.04209712602898778,0.454,1,1,,6.2023,54.47834248528,25.44190762838
366,10.459892661666396,0.3041150329335529,0.04209712602898778,0.313,1,1,0.8969,7.5311,54.48519642739,23.38223216603
367,7.729850661666395,0.6463049639179905,0.04209712602898778,0.654,1,1,,8.0412,54.48589453557,25.01701443139
368,10.780115661666397,0.2639775235950046,0.04209712602898778,0.273,1,1,,7.2081,54.5085892583,24.33739433339
369,11.095709661666397,0.2244202240812596,0.04209712602898778,0.233,1,1,,7.5107,54.51024535831,23.90965649072
370,8.759064661666397,0.5173008432384489,0.04209712602898778,0.534,1,1,,7.4823,54.53675116931,21.24679193918
371,7.941172661666396,0.6198173638753928,0.04209712602898778,0.629,1,1,,6.8717,54.53880339485,27.58579159818
374,11.447439661666397,0.1803335527314578,0.04209712602898778,0.195,1,1,,7.3349,54.5544133323,24.63785640304
376,8.911737661666397,0.4981644477788967,0.04209712602898778,0.518,1,1,3.7479,7.4135,54.59755350922,23.10784617892
377,11.697260661666395,0.14902039683551838,0.04209712602898778,0.179,1,1,,7.1401,54.6009990326,25.3302012544
378,10.699451661666394,0.2740881404254156,0.04209712602898778,0.282,1,1,,8.0274,54.60340551513,26.25639819946
380,9.721230661666397,0.39670067769683004,0.04209712602898778,0.417,1,1,,7.7901,54.61277310384,27.27048534523
382,11.538407661666398,0.1689314081337583,0.04209712602898778,0.189,1,1,,7.0862,54.61606337251,26.85693179712
383,6.970641661666397,0.7414660183313524,0.04209712602898778,0.731,1,1,,7.3635,54.62432671281,21.5648840665
391,11.551908661666396,0.16723916081367318,0.04209712602898778,0.189,1,1,,6.0696,54.69091797885,29.28079737584
392,6.077378661666396,0.8534297186410736,0.04209712602898778,0.851,1,1,,7.8432,54.70192229098,37.67573215231
393,5.8920376616663965,0.876660798601963,0.04209712602898778,0.884,1,1,,7.783,54.70199184394,37.67530510842
395,7.992772661666397,0.613349697649453,0.04209712602898778,0.622,1,1,,7.2801,54.70292014366,25.18857655093
397,8.098030661666396,0.6001564106027484,0.04209712602898778,0.61,1,1,,7.7767,54.72052587344,25.23624701096
401,11.400686661666395,0.1861936844962131,0.04209712602898778,0.198,1,1,,7.4999,54.76463876832,21.42208398596
402,10.611534661666397,0.28510786545615074,0.04209712602898778,0.293,1,1,,7.201,54.76699956276,27.00123256075
404,10.289064661666396,0.3255270190972126,0.04209712602898778,0.344,1,1,,9.5935,54.78399411438,24.77064450693
414,8.079450661666396,0.6024852718135616,0.04209712602898778,0.614,1,1,,7.3635,54.82633071571,26.79321943009
415,11.176729661666396,0.21426498536758465,0.04209712602898778,0.224,1,1,,7.2997,54.84346435803,26.19321979915
416,5.905439661666396,0.8749809601763808,0.04209712602898778,0.878,1,1,,7.3888,54.86597277252,23.89479513532
417,10.061760661666396,0.3540178408766894,0.04209712602898778,0.372,1,1,,8.1485,54.87080783631,25.58202091995
418,8.259871661666397,0.5798708763067733,0.04209712602898778,0.593,1,1,,7.4248,54.87176771377,23.49917280959
419,10.723833661666397,0.27103204279129,0.04209712602898778,0.279,1,1,0.72,7.1825,54.88473033038,24.26686402914
420,9.286466661666395,0.4511950272909089,0.04209712602898778,0.471,1,1,,7.2191,54.89785384273,24.11823606928
421,11.199192661666395,0.21144941973903286,0.04209712602898778,0.221,1,1,,7.3776,54.91129565076,23.38883701888
425,10.893478661666396,0.24976833664982623,0.04209712602898778,0.258,1,1,0.7734,7.2789,54.9280606659,23.9075504225
428,10.147322661666395,0.34329329712428924,0.04209712602898778,0.359,1,1,1.081,7.102,54.93418011874,22.12920112313
430,11.381056661666396,0.18865415519418205,0.04209712602898778,0.199,1,1,0.6961,7.6047,54.93671006565,22.65410301773
432,10.137747661666396,0.34449345030478096,0.04209712602898778,0.361,1,1,1.1377,7.2709,54.94318764853,23.98123193567
434,11.285934661666396,0.20057697199154312,0.04209712602898778,0.21,1,1,,7.8709,54.9459952904,26.35383893122
435,10.335145661666395,0.31975111740423734,0.04209712602898778,0.331,1,1,0.3847,7.7355,54.95000439198,23.84894508168
437,10.392725661666397,0.3125339038133532,0.04209712602898778,0.324,1,1,,7.2851,54.95066129652,27.18935870192
440,11.429477661666397,0.18258495235840222,0.04209712602898778,0.196,1,1,,7.3778,54.95722061121,23.05715449298
448,11.678535661666395,0.1513674326897958,0.04209712602898778,0.18,1,1,,8.4123,54.98907073327,23.32825147919
450,9.343872661666396,0.44399962327218234,0.04209712602898778,0.464,1,1,,7.4235,55.00086921867,23.43477564838
452,10.929785661666397,0.2452175312687177,0.04209712602898778,0.254,1,1,,7.5531,55.00785428462,24.77371460602
455,10.320494661666396,0.3215875084483504,0.04209712602898778,0.333,1,1,,8.0647,55.0151052039,24.50063333107
456,5.623096661666397,0.9103705005878245,0.04209712602898778,0.925,1,1,,7.8323,55.02406174043,26.19615276144
457,11.528957661666396,0.17011589351816014,0.04209712602898778,0.19,1,1,,7.3462,55.02495437831,25.67234006993
464,11.060415661666397,0.22884405764285498,0.04209712602898778,0.238,1,1,,7.43,55.04043570168,23.17554600043
465,11.040497661666397,0.23134062694301538,0.04209712602898778,0.24,1,1,,8.2511,55.04380166923,21.74585648766
467,11.343694661666397,0.1933371967742894,0.04209712602898778,0.203,1,1,,7.1241,55.04559055682,26.11121030198
468,11.525911661666395,0.17049768637328078,0.04209712602898778,0.19,1,1,,7.545,55.04607417748,25.39058935919
471,6.462540661666395,0.8051526012202326,0.04209712602898778,0.794,1,1,,7.2118,55.05016853184,25.64206884429
472,10.469162661666395,0.3029531091755209,0.04209712602898778,0.311,1,1,,6.9442,55.05317309326,23.15977661573
473,9.624998661666396,0.40876262452347034,0.04209712602898778,0.43,1,1,,7.4294,55.06220014487,25.32173126795
476,10.056568661666397,0.35466861845508246,0.04209712602898778,0.372,1,1,,7.4509,55.06948247876,27.9226310454
478,11.259092661666397,0.20394141185271875,0.04209712602898778,0.214,1,1,0.6702,7.5084,55.07859767518,23.90637216703
479,10.220110661666396,0.33416987678991505,0.04209712602898778,0.35,1,1,,7.6221,55.09613630788,25.49640316824
480,11.204702661666396,0.21075878328738695,0.04209712602898778,0.22,1,1,,7.4054,55.0994165241,23.06903934814
481,9.777558661666395,0.38964039275158346,0.04209712602898778,0.412,1,1,,7.2973,55.10089179725,24.58430557649
483,11.461641661666395,0.17855344041089993,0.04209712602898778,0.194,1,1,0.606,7.7436,55.10681451622,24.09987966023
484,11.526281661666395,0.1704513096968545,0.04209712602898778,0.19,1,1,,7.033,55.10875057437,24.53681598797
485,11.300707661666397,0.1987252891784459,0.04209712602898778,0.209,1,1,,7.1061,55.10957950827,23.35793606988
486,10.117270661666396,0.34706008598905536,0.04209712602898778,0.364,1,1,0.7654,6.7126,55.11009789752,24.08976446248
487,11.084364661666395,0.22584223325438568,0.04209712602898778,0.236,1,1,0.8235,7.4481,55.11240632812,24.23713916701
489,6.1101386616663955,0.8493235026418142,0.04209712602898778,0.846,1,1,6.8132,7.3651,55.12811088561,24.48711375761
490,10.309570661666395,0.32295674848424527,0.04209712602898778,0.335,1,1,,7.2101,55.12993085336,25.14789552457
491,9.010721661666397,0.48575755875353965,0.04209712602898778,0.504,1,1,2.337,7.4884,55.13134552102,23.55044873326
494,5.3002566616663955,0.9508360309053128,0.04209712602898778,0.981,1,1,4.5487,7.4986,55.14330480577,23.68240599457
496,9.441985661666395,0.43170190744998016,0.04209712602898778,0.451,1,1,0.534,7.5895,55.14725093305,20.96555763383
497,5.566495661666396,0.917465003999732,0.04209712602898778,0.934,1,1,,6.6119,55.14953166686,26.15121397018
502,10.204290661666397,0.3361527930630617,0.04209712602898778,0.35,1,1,,7.5469,55.16690520655,24.73568048752
503,10.619510661666396,0.2841081347232419,0.04209712602898778,0.292,1,1,,7.2561,55.16807944161,25.84659427533
504,6.913788661666397,0.7485921080201771,0.04209712602898778,0.737,1,1,,7.3963,55.17747786165,25.70526832583
505,11.500429661666395,0.1736916606129979,0.04209712602898778,0.192,1,1,,7.3822,55.18006539676,22.8314781598
508,11.184746661666395,0.21326011559755864,0.04209712602898778,0.223,1,1,,7.3138,55.19303268695,24.15698842702
510,11.162447661666395,0.21605512507764058,0.04209712602898778,0.225,1,1,3.7501,7.3352,55.20586316079,21.21523008243
511,5.258880661666396,0.9560221967534617,0.04209712602898778,0.988,1,1,4.395,7.5633,55.21027734304,23.41823955761
513,7.052553661666396,0.7311989742247793,0.04209712602898778,0.723,1,1,8.3247,7.5222,55.21373303657,23.59821916838
515,10.832916661666395,0.25735932118423244,0.04209712602898778,0.265,1,1,,7.2879,55.21602761544,23.23053552842
516,11.643857661666395,0.1557140553522598,0.04209712602898778,0.183,1,1,,7.1982,55.22706117997,22.90695497133
517,9.690496661666396,0.40055295005706326,0.04209712602898778,0.422,1,1,,7.3159,55.229433551,22.34951622282
519,8.948966661666397,0.4934980767338286,0.04209712602898778,0.51,1,1,,6.9494,55.23361984768,28.72739563115
521,11.618652661666395,0.15887330975584124,0.04209712602898778,0.185,1,1,0.5214,7.2493,55.25169198929,24.22626696033
522,11.530294661666396,0.1699483107711819,0.04209712602898778,0.19,1,1,,6.4236,55.25834051213,24.92245417994
525,10.385376661666395,0.3134550448810749,0.04209712602898778,0.324,1,1,1.4556,7.5004,55.26256117985,23.72247915263
532,10.641243661666397,0.28138406902385515,0.04209712602898778,0.289,1,1,,7.7975,55.2928749217,25.76541903414
533,8.404836661666396,0.5617006198253129,0.04209712602898778,0.576,1,1,,7.2423,55.29573366629,28.01121335838
535,8.462131661666396,0.5545191288095142,0.04209712602898778,0.57,1,1,,7.1264,55.30497848572,20.85435833179
536,8.093254661666396,0.600755045755754,0.04209712602898778,0.612,1,1,10.0234,7.2244,55.30763642249,23.38474215324
537,11.482664661666394,0.1759183677933045,0.04209712602898778,0.193,1,1,0.4252,7.412,55.3307145812,23.86146815088
538,11.289099661666395,0.2001802633945453,0.04209712602898778,0.21,1,1,,8.2068,55.33283855368,25.11349777213
539,10.310181661666396,0.32288016429695743,0.04209712602898778,0.335,1,1,,7.0111,55.33339566545,22.63145153683
541,10.828333661666395,0.2579337652600753,0.04209712602898778,0.264,1,1,0.7308,7.4679,55.34540991783,23.9299074121
543,11.489586661666397,0.17505074791702602,0.04209712602898778,0.193,1,1,0.7453,7.3003,55.34784133301,22.03150990125
545,9.904300661666396,0.3737542502553033,0.04209712602898778,0.394,1,1,,7.3019,55.35561554445,22.54872626099
546,11.436100661666394,0.1817548098503714,0.04209712602898778,0.196,1,1,0.5384,7.354,55.35827479061,23.25980604541
547,11.337209661666396,0.1941500420354374,0.04209712602898778,0.204,1,1,0.8393,7.1767,55.3599023648,23.13393922945
549,10.105676661666395,0.34851330541199244,0.04209712602898778,0.364,1,1,0.3591,7.3311,55.36208894087,24.01718271549
550,5.573070661666396,0.9166408779253995,0.04209712602898778,0.934,1,1,5.4678,7.45,55.36604390474,23.70813709776
554,7.014369661666397,0.7359850472319747,0.04209712602898778,0.727,1,1,,7.5222,55.38534473979,23.16151981666
556,10.565632661666395,0.29086133086512556,0.04209712602898778,0.297,1,1,,7.2902,55.39058289252,25.11331046765
560,11.354277661666394,0.1920106984861285,0.04209712602898778,0.202,1,1,,7.5238,55.40530763317,25.14226701997
561,9.420019661666396,0.4344551779212784,0.04209712602898778,0.454,1,1,,7.4677,55.41170778873,27.68522168606
563,11.156853661666396,0.2167562902882587,0.04209712602898778,0.226,1,1,,7.5026,55.41199497236,22.27773027977
564,8.467954661666395,0.5537892601964591,0.04209712602898778,0.569,1,1,11.0063,7.582,55.41503159546,23.76288351385
573,11.582580661666395,0.16339465968030065,0.04209712602898778,0.192,1,1,,4.6519,55.44467569536,32.82360101326
574,11.651697661666397,0.1547313711814966,0.04209712602898778,0.182,1,1,,7.5134,55.44626583439,25.00592597099
575,8.484000661666396,0.5517780165479818,0.04209712602898778,0.566,1,1,,7.4143,55.44629077538,22.85682951098
581,11.493629661666397,0.17454398872029198,0.04209712602898778,0.192,1,1,,7.3523,55.47107818959,27.07846998059
582,8.088476661666396,0.601353931593497,0.04209712602898778,0.617,1,1,7.1503,7.4861,55.47365462562,23.45779725239
583,10.158381661666397,0.3419071358686172,0.04209712602898778,0.358,1,1,,7.4167,55.47596879895,25.7296061154
584,11.444732661666396,0.18067285452358228,0.04209712602898778,0.195,1,1,,7.5821,55.48542356522,27.04930066773
585,10.216320661666396,0.33464492436736304,0.04209712602898778,0.349,1,1,6.842,7.4854,55.49448945798,22.95034269755
586,8.536001661666395,0.5452600880321854,0.04209712602898778,0.558,1,1,7.7833,7.3274,55.49459139514,23.70713528477
587,10.268750661666395,0.32807322397538585,0.04209712602898778,0.34,1,1,,7.0421,55.49531840756,26.20575375009
588,7.944728661666396,0.6193716464122254,0.04209712602898778,0.627,1,1,,7.3332,55.49566132294,25.32879416147
589,7.049951661666396,0.7315251150681881,0.04209712602898778,0.723,1,1,,7.2911,55.49621763546,25.92071760337
591,11.284037661666396,0.20081474646500452,0.04209712602898778,0.21,1,1,,7.8478,55.49900192094,26.46087417731
592,10.582255661666396,0.2887777646698968,0.04209712602898778,0.297,1,1,,7.259,55.50015912505,25.02960217166
593,11.600933661666396,0.16109425118718668,0.04209712602898778,0.191,1,1,,6.6672,55.50026877044,26.01991512328
595,11.015079661666395,0.2345265792711344,0.04209712602898778,0.243,1,1,,7.5228,55.50707154581,22.3906045988
596,9.868906661666395,0.37819061805377063,0.04209712602898778,0.4,1,1,0.6995,7.3737,55.51203056789,24.20989889242
597,10.141845661666396,0.3439797972777672,0.04209712602898778,0.37,1,1,0.8889,7.1286,55.51227170472,23.9315503765
598,9.852873661666395,0.3802002322514546,0.04209712602898778,0.402,1,1,2.2576,7.2199,55.51383787112,24.5368803916
599,11.182915661666396,0.2134896174746843,0.04209712602898778,0.224,1,1,,7.2057,55.51430776994,25.37740668553
601,8.193037661666397,0.5882480081777899,0.04209712602898778,0.603,1,1,,7.4858,55.51592567606,24.71253625904
602,8.117303661666396,0.5977406871304123,0.04209712602898778,0.613,1,1,,7.8151,55.51625003415,24.71230890278
603,5.958961661666397,0.8682723859177616,0.04209712602898778,0.87,1,1,,7.0234,55.51651081923,22.42671390761
604,7.006620661666396,0.7369563252471841,0.04209712602898778,0.728,1,1,,7.4552,55.51973531138,25.88567302608
606,9.160183661666396,0.4670236376399466,0.04209712602898778,0.486,1,1,,7.1833,55.52034957514,25.6630848768
608,9.403834661666396,0.43648384415900776,0.04209712602898778,0.457,1,1,3.0135,7.2592,55.53692422707,23.58789591936
611,9.369253661666397,0.4408183086117059,0.04209712602898778,0.46,1,1,0.4774,7.4764,55.54560012636,24.08553094902
613,11.144745661666395,0.21827393568871778,0.04209712602898778,0.228,1,1,,7.0868,55.55263764669,26.82903456556
615,11.399778661666396,0.18630749536701052,0.04209712602898778,0.198,1,1,0.4656,8.1626,55.55799747769,20.36198154401
617,11.622921661666396,0.15833822318377644,0.04209712602898778,0.184,1,1,0.6026,7.3201,55.57465383102,24.11587920028
619,8.430939661666397,0.5584288079746209,0.04209712602898778,0.572,1,1,2.9794,7.3675,55.58985581891,24.66447145909
620,10.527639661666395,0.2956234634798953,0.04209712602898778,0.304,1,1,,7.2913,55.59862400565,27.76552285959
626,8.303378661666397,0.5744176058708825,0.04209712602898778,0.588,1,1,4.2264,7.3911,55.60962925403,22.89445831917
627,10.859443661666397,0.2540343641692031,0.04209712602898778,0.262,1,1,0.9519,7.5723,55.60961755817,24.23535016564
628,10.332240661666397,0.3201152369853679,0.04209712602898778,0.331,1,1,1.9793,7.1778,55.61385651221,22.57339225938
629,6.977032661666396,0.7406649552528646,0.04209712602898778,0.733,1,1,,7.1323,55.61508149876,25.0468282476
630,9.865964661666396,0.378559375302544,0.04209712602898778,0.4,1,1,,7.4534,55.61946862852,25.01659559811
631,8.820734661666396,0.5095709793595011,0.04209712602898778,0.527,1,1,0.325,7.2107,55.62266700134,22.79038336607
