,flag,Gaia,TIC,RAdeg,DEdeg,Sec,Theia,logAge,e_logAge,BP-RP,Gmag,Tmag,Teff,e_Teff,Mass,e_Mass,Rad,e_Rad,CorrP1,e_CorrP1,CorrP2,e_CorrP2,CorrA1,CorrA2,PCAP1,e_PCAP1,PCAP2,e_PCAP2,PCAA1,PCAA2,RAWP1,e_RAWP1,RAWP2,e_RAWP2,RAWA1,RAWA2,Per,e_Per,PType,logAM,e_logAM,RUWE,sigmaVar,sigmaInst,sigmap2p,c1,c2,c3,c4,c5,c6,Mass_calc,Mass_e
3332,True,3210725582632247168,50587913,82.097923,-3.599538,32,13,6.69,0.12,2.645,8.3334,15.057,3278.0,157.0,0.63,0.022,0.653,0.023,2.7444,0.003,1.7443,0.003,0.18135,0.07123,2.7467,0.0027,1.7475,0.0036,0.2008,0.06122,16.672,,6.3338,,0.37216,0.13688,,,,,,1.05,0.00278,0.001712,0.002896,1.0,1.74,3.99,3.99,3.99,4.98,0.0836048959645363,0.05117071635240562
3333,True,3210725582632247168,50587913,82.097923,-3.599538,6,13,6.69,0.12,2.645,8.3334,15.057,3278.0,157.0,0.63,0.022,0.653,0.023,2.7171,0.0019,2.268,0.0033,0.34563,0.12182,2.7104,0.0015,2.2709,0.004,0.43229,0.09474,14.751,,2.8896,,0.75878,0.07018,2.7171,0.0019,corr,42.446,0.045,1.05,0.001622,0.0009946,0.001244,1.0,1.74,3.99,3.99,3.99,4.98,0.0836048959645363,0.05117071635240562
3334,True,3210769910991210112,50588091,82.190983,-3.310674,32,13,6.69,0.12,2.537,8.6585,15.678,3334.0,158.0,0.584,0.024,0.595,0.024,4.4297,0.007,6.116,0.031,0.20252,0.08224,4.4504,0.0057,6.066,0.022,0.26214,0.11957,4.5324,0.0073,6.242,0.015,0.21629,0.1923,4.4297,0.007,all3,42.12,0.052,0.974,0.01993,0.01215,0.02281,1.0,1.0,1.0,1.0,4.36,7.39,0.022091558460892002,0.05117071635240562
3335,True,3210769910991210112,50588091,82.190983,-3.310674,6,13,6.69,0.12,2.537,8.6585,15.678,3334.0,158.0,0.584,0.024,0.595,0.024,4.4253,0.0044,3.3718,0.0093,0.40645,0.10147,4.3907,0.0026,3.3922,0.0076,0.66406,0.11187,4.3779,0.0025,3.4044,0.0065,0.69242,0.12681,4.4253,0.0044,corr,42.121,0.052,0.974,0.01799,0.01299,0.0135,1.0,1.0,1.0,1.0,4.36,7.39,0.022091558460892002,0.05117071635240562
3336,True,3210771525898899712,50588134,82.19069,-3.248397,32,13,6.69,0.12,3.0003,8.9943,15.409,3110.0,157.0,0.582,0.023,0.593,0.022,5.879,0.091,4.196,0.045,0.04269,0.03377,9.75,0.13,5.61,0.11,0.05394,0.04205,6.192,0.034,4.639,0.053,0.11904,0.07505,,,,,,0.924,0.01605,0.008503,0.01928,2.18,2.18,2.18,5.49,7.61,9.87,-0.041446364450306306,0.05117071635240562
3337,True,3210771525898899712,50588134,82.19069,-3.248397,6,13,6.69,0.12,3.0003,8.9943,15.409,3110.0,157.0,0.582,0.023,0.593,0.022,0.396589,9.8e-05,,,0.13394,,0.39657,0.00011,,,0.11448,,15.029,0.044,5.991,0.04,0.53916,0.07358,,,,,,0.924,0.00258,0.003198,0.003156,2.18,2.18,2.18,5.49,7.61,9.87,-0.041446364450306306,0.05117071635240562
3338,True,3210774618275360256,50588144,82.135237,-3.236094,32,13,6.69,0.12,1.8536,6.3239,13.473,4198.0,123.0,0.66,,1.381,,0.493607,3.3e-05,0.247087,4e-05,0.61783,0.12461,0.49362,3.3e-05,0.24709,4e-05,0.6182,0.12335,13.618,0.065,5.757,0.034,0.38307,0.08926,0.49361,3.3e-05,corr,43.853,,1.454,0.00376,0.00166,0.002496,2.2,2.2,2.2,2.2,3.03,4.2,0.46382960137597146,0.05117071635240562
3339,True,3210774618275360256,50588144,82.135237,-3.236094,6,13,6.69,0.12,1.8536,6.3239,13.473,4198.0,123.0,0.66,,1.381,,0.246942,8.8e-06,0.49503,0.00028,0.70237,0.08735,0.24695,8.5e-06,0.4952,0.00029,0.73105,0.08184,0.24696,1.5e-05,6.836,0.049,0.34329,0.09615,0.24694,8.8e-06,corr,44.163,,1.454,0.00424,0.001742,0.003034,2.2,2.2,2.2,2.2,3.03,4.2,0.46382960137597146,0.05117071635240562
3340,True,3210781558942488064,50588205,82.185057,-3.140318,32,13,6.69,0.12,2.9453,8.9739,15.668,3135.0,157.0,0.568,0.024,0.576,0.023,1.138,0.0052,,,0.01428,,1.1352,0.0051,,,0.01478,,6.441,0.088,13.74,0.85,0.03718,0.0249,,,,,,1.004,0.01354,0.01079,0.01957,1.0,2.1,3.12,3.12,4.87,6.03,-0.03758640724433465,0.05117071635240562
3341,True,3210781558942488064,50588205,82.185057,-3.140318,6,13,6.69,0.12,2.9453,8.9739,15.668,3135.0,157.0,0.568,0.024,0.576,0.023,1.1452,0.0019,,,0.05623,,1.1427,0.0019,0.5698,0.0015,0.05663,0.01405,16.96,0.14,1.145,0.0024,0.18006,0.0492,,,,,,1.004,0.00694,0.009468,0.01014,1.0,2.1,3.12,3.12,4.87,6.03,-0.03758640724433465,0.05117071635240562
3342,True,3210782692813850368,50588234,82.162401,-3.091889,6,13,6.69,0.12,2.0872,7.1732,14.165,3735.0,122.0,0.56,,0.984,,6.235,0.022,4.52,0.15,0.15825,0.12527,6.3511,0.0051,11.988,0.057,0.81102,0.23055,6.5245,0.0046,11.51,0.057,0.93352,0.17916,6.3511,0.0051,pca,42.383,,1.029,0.0117,0.004669,0.005242,1.0,1.0,1.0,1.0,1.0,2.95,0.3031305009515976,0.05117071635240562
3343,True,3210782692813850368,50588234,82.162401,-3.091889,32,13,6.69,0.12,2.0872,7.1732,14.165,3735.0,122.0,0.56,,0.984,,6.5623,0.0094,4.607,0.01,0.3805,0.13761,6.4325,0.0084,4.6251,0.0082,0.39718,0.18013,6.3558,0.0041,4.711,0.015,0.78255,0.08701,6.5623,0.0094,corr,42.373,,1.029,0.01683,0.006709,0.01252,1.0,1.0,1.0,1.0,1.0,2.95,0.3031305009515976,0.05117071635240562
3344,True,3210971598358130432,50588284,82.126765,-3.021038,6,13,6.69,0.12,0.5266,2.0674,9.728,6960.0,324.8,1.52,0.297,2.357,0.098,7.127,0.051,4.708,0.024,0.0848,0.07869,7.786,0.034,3.37,0.41,0.69706,0.05078,8.444,0.039,4.303,0.025,0.27355,0.08821,7.786,0.034,pca,,,1.288,0.001058,0.0002368,0.0004234,1.0,1.0,2.09,2.09,2.09,2.09,0.0,0.0
3345,True,3210971598358130432,50588284,82.126765,-3.021038,32,13,6.69,0.12,0.5266,2.0674,9.728,6960.0,324.8,1.52,0.297,2.357,0.098,7.139,0.017,3.7304,0.0047,0.2429,0.22196,3.6779,0.0052,7.223,0.025,0.19102,0.17768,6.618,0.028,11.29,0.15,0.19652,0.13854,,,,,,1.288,0.001016,0.0003728,0.0009386,1.0,1.0,2.09,2.09,2.09,2.09,0.0,0.0
3346,True,3216997304332969472,50588458,82.18311,-2.748516,6,13,6.69,0.12,1.768,6.014,13.081,3983.0,122.0,,,1.419,,4.9402,,2.533,,0.24764,0.12445,5.1202,0.0071,3.682,0.011,0.43782,0.09404,4.9829,0.0044,14.65,0.14,0.55064,0.14435,4.9829,0.0044,raw,,,1.517,0.0052,0.001435,0.002197,1.0,1.0,1.0,1.0,2.08,2.08,0.522466892346152,0.05117071635240562
3347,True,3216997304332969472,50588458,82.18311,-2.748516,32,13,6.69,0.12,1.768,6.014,13.081,3983.0,122.0,,,1.419,,2.4895,0.0018,3.5824,0.0037,0.30241,0.27164,2.4876,0.0019,3.5862,0.0035,0.29591,0.28587,24.0,1.0,3.7485,0.0087,0.31053,0.13867,,,,,,1.517,0.01105,0.003711,0.007122,1.0,1.0,1.0,1.0,2.08,2.08,0.522466892346152,0.05117071635240562
3348,True,3216997407412184448,50588466,82.168191,-2.733668,6,13,6.69,0.12,-0.1797,0.6672,9.211,14476.0,140.0,,,,,4.136,0.084,,,0.01327,,6.788,0.047,12.0,0.15,0.07737,0.07073,26.83,0.51,6.777,0.018,0.40698,0.22401,,,,,,1.182,0.000248,0.0002082,0.0003039,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3349,True,3216997407412184448,50588466,82.168191,-2.733668,32,13,6.69,0.12,-0.1797,0.6672,9.211,14476.0,140.0,,,,,7.77,0.077,4.477,0.032,0.0523,0.03637,4.387,0.033,6.994,0.093,0.04198,0.03268,17.988,,6.0479,,0.40436,0.13215,,,,,,1.182,0.000907,0.0004099,0.001123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3350,True,3217056815399797888,50588591,82.120134,-2.509466,32,13,6.69,0.12,2.7598,8.8129,15.552,3222.0,157.0,0.566,0.024,0.574,0.022,,,,,,,,,,,,,6.71,0.11,,,0.02904,,,,,,,1.052,0.0238,0.01973,0.03412,1.0,1.0,1.0,1.0,1.96,3.01,-0.0071230195611325375,0.05117071635240562
3351,True,3217056815399797888,50588591,82.120134,-2.509466,6,13,6.69,0.12,2.7598,8.8129,15.552,3222.0,157.0,0.566,0.024,0.574,0.022,1.5558,0.0016,,,0.1246,,1.5552,0.0013,,,0.15529,,1.5585,0.0012,14.88,0.27,0.17522,0.06881,1.5558,0.0016,all3,42.53,0.051,1.052,0.0226,0.02637,0.02961,1.0,1.0,1.0,1.0,1.96,3.01,-0.0071230195611325375,0.05117071635240562
3352,True,3217010189234822272,50588604,82.201627,-2.484798,6,13,6.69,0.12,2.4877,7.4361,14.279,3530.0,122.0,0.48,,1.136,,1.3169,0.00046,3.908,0.01,0.32811,0.13366,3.9049,,6.2014,,0.24425,0.21142,16.756,0.078,6.458,0.023,0.32026,0.16377,1.3169,0.00046,corr,43.123,,1.122,0.00301,0.001289,0.001863,1.0,1.0,3.15,5.21,6.1,7.28,0.2533862486216562,0.05117071635240562
3353,True,3217010189234822272,50588604,82.201627,-2.484798,32,13,6.69,0.12,2.4877,7.4361,14.279,3530.0,122.0,0.48,,1.136,,1.31369,0.00029,5.504,0.06,0.47005,0.03412,1.3141,,5.4221,,0.46537,0.04563,14.39,0.18,5.44,0.02,0.30466,0.16281,1.31369,0.00029,corr,43.123,,1.122,0.0052,0.002821,0.004706,1.0,1.0,3.15,5.21,6.1,7.28,0.2533862486216562,0.05117071635240562
3354,True,3217011872862000256,50588613,82.203349,-2.473849,6,13,6.69,0.12,2.0309,7.2108,14.189,3850.0,122.0,0.59,,0.962,,5.17,0.029,3.6919,0.0094,0.16135,0.14225,6.22,,12.583,,0.64614,0.11699,14.896,,2.7452,,0.74521,0.05937,6.22,,pca,42.393,,1.008,0.00233,0.0003972,0.001125,1.0,1.0,2.1,4.9,8.27,8.27,0.29601607003480684,0.05117071635240562
3355,True,3217011872862000256,50588613,82.203349,-2.473849,32,13,6.69,0.12,2.0309,7.2108,14.189,3850.0,122.0,0.59,,0.962,,5.281,0.014,4.083,0.011,0.16963,0.11276,5.25,,4.0992,,0.26794,0.16842,5.762,0.018,3.421,0.054,0.24238,0.02135,,,,,,1.008,0.00351,0.001561,0.002731,1.0,1.0,2.1,4.9,8.27,8.27,0.29601607003480684,0.05117071635240562
3356,True,3217057502594561920,50588615,82.117299,-2.471038,6,13,6.69,0.12,2.089,7.207,13.731,,,,,,,0.51894,0.00014,2.992,0.017,0.16101,0.04282,0.51714,2.9e-05,,,0.99414,,0.51713,2.9e-05,,,0.99224,,0.51714,2.9e-05,pca,,,6.191,0.0409,0.004027,0.0125,1.0,1.0,1.0,1.0,1.0,1.0,0.2967350816709026,0.05117071635240562
3357,True,3217057502594561920,50588615,82.117299,-2.471038,32,13,6.69,0.12,2.089,7.207,13.731,,,,,,,0.517232,2.9e-05,0.5177,0.0013,0.86241,0.04247,0.5172,2.8e-05,0.5177,0.0012,0.8742,0.04291,0.51721,,23.764,,0.81923,0.03402,0.51723,2.9e-05,corr,,,6.191,0.0316,0.005503,0.00932,1.0,1.0,1.0,1.0,1.0,1.0,0.2967350816709026,0.05117071635240562
3358,True,3217059117502250752,50588652,82.189242,-2.415736,32,13,6.69,0.12,2.4876,8.0899,14.976,3357.0,157.0,0.648,0.021,0.678,0.022,2.4253,0.0018,2.1231,0.0075,0.24761,0.03514,2.4253,0.0018,2.1231,0.0074,0.25039,0.03548,2.4314,0.0014,9.99,0.18,0.31834,0.03759,2.4253,0.0018,all3,42.54,0.042,1.006,0.01537,0.01175,0.01909,1.0,1.0,1.0,2.13,5.32,8.76,0.1296784046882659,0.05117071635240562
3359,True,3217059117502250752,50588652,82.189242,-2.415736,6,13,6.69,0.12,2.4876,8.0899,14.976,3357.0,157.0,0.648,0.021,0.678,0.022,2.4197,0.0016,2.0648,0.003,0.32829,0.11731,2.424,,3.5823,,0.53166,0.02204,2.4395,0.0016,14.644,0.08,0.37287,0.23972,2.4197,0.0016,corr,42.541,0.042,1.006,0.00683,0.006035,0.00609,1.0,1.0,1.0,2.13,5.32,8.76,0.1296784046882659,0.05117071635240562
3360,True,3217065164816019072,50588728,82.106014,-2.270943,32,13,6.69,0.12,2.731,8.7079,15.484,3236.0,157.0,0.577,0.024,0.587,0.023,1.8446,0.002,,,0.12298,,1.8454,0.0018,,,0.14046,,1.8371,0.0017,12.29,0.23,0.14256,0.04594,1.8446,0.002,all3,42.484,0.052,1.084,0.0263,0.02167,0.03567,2.17,2.17,2.17,5.3,5.3,7.57,0.012744407194530794,0.05117071635240562
3361,True,3217065164816019072,50588728,82.106014,-2.270943,6,13,6.69,0.12,2.731,8.7079,15.484,3236.0,157.0,0.577,0.024,0.587,0.023,1.8394,0.0013,1.938,0.081,0.25165,0.01146,1.8453,0.0011,,,0.27324,,1.8446,0.0012,14.72,0.36,0.24976,0.05131,1.8394,0.0013,all3,42.485,0.052,1.084,0.01414,0.01647,0.01616,2.17,2.17,2.17,5.3,5.3,7.57,0.012744407194530794,0.05117071635240562
3362,True,3217088907395226496,50588755,82.10331,-2.233647,6,13,6.69,0.12,2.5193,8.4038,15.109,3340.0,157.0,0.597,0.022,0.611,0.021,3.2,0.0088,2.671,0.017,0.09695,0.03217,3.2453,0.0039,7.14,0.11,0.23762,0.03321,3.144,0.0029,2.089,0.011,0.31559,0.03048,3.2,0.0088,all3,42.294,0.045,1.022,0.00856,0.01026,0.01062,1.0,2.03,3.07,4.19,4.19,9.71,0.0702842593636343,0.05117071635240562
3363,True,3217088907395226496,50588755,82.10331,-2.233647,32,13,6.69,0.12,2.5193,8.4038,15.109,3340.0,157.0,0.597,0.022,0.611,0.021,3.1554,,,,0.14636,,3.229,0.071,3.064,0.059,0.11318,0.09828,3.189,0.057,3.046,0.049,0.1508,0.11918,3.16,,all3,42.303,,1.022,0.01192,0.009906,0.01605,1.0,2.03,3.07,4.19,4.19,9.71,0.0702842593636343,0.05117071635240562
3364,True,3217088907395227136,50588756,82.098658,-2.232398,6,13,6.69,0.12,3.0093,8.9297,15.433,3106.0,157.0,0.576,0.024,0.585,0.023,3.186,0.033,,,0.02074,,3.246,0.015,7.1,0.25,0.05575,0.01332,3.272,0.01,7.167,0.072,0.08452,0.05868,3.186,0.033,all3,42.243,0.048,1.078,0.0094,0.013,0.01263,1.0,1.97,3.06,6.22,10.63,13.95,-0.02922316664950958,0.05117071635240562
3365,True,3217088907395227136,50588756,82.098658,-2.232398,32,13,6.69,0.12,3.0093,8.9297,15.433,3106.0,157.0,0.576,0.024,0.585,0.023,3.165,0.011,,,0.0663,,3.16,0.011,,,0.06669,,3.1605,0.0067,10.09,0.23,0.10768,0.0313,3.165,0.011,all3,42.246,0.051,1.078,0.01439,0.01289,0.02051,1.0,1.97,3.06,6.22,10.63,13.95,-0.02922316664950958,0.05117071635240562
3366,True,3217100825927683072,50588771,82.115236,-2.204122,6,13,6.69,0.12,2.7218,9.2915,15.629,3244.0,157.0,0.508,0.023,0.51,0.019,0.111508,1.9e-05,,,0.07861,,0.11152,2.3e-05,,,0.06212,,14.83,0.029,5.814,0.027,0.68371,0.09531,,,,,,0.991,0.0024,0.002288,0.002891,1.0,2.17,3.3,5.21,8.45,9.51,0.0,0.0
3367,True,3217100825927683072,50588771,82.115236,-2.204122,32,13,6.69,0.12,2.7218,9.2915,15.629,3244.0,157.0,0.508,0.023,0.51,0.019,0.334552,5.9e-05,0.167221,4.8e-05,0.13418,0.03984,0.33459,6.3e-05,0.16724,5e-05,0.12542,0.0374,15.701,0.063,8.98,0.49,0.3898,0.1161,,,,,,0.991,0.0063,0.005044,0.007684,1.0,2.17,3.3,5.21,8.45,9.51,0.0,0.0
3368,True,3217104025680093184,50588840,82.119104,-2.102897,6,13,6.69,0.12,1.4898,5.8644,13.08,4365.0,123.0,0.68,,1.189,,6.055,0.021,4.349,0.014,0.13431,0.09313,6.0928,,11.587,,0.82915,0.19781,6.179,0.0044,11.725,0.07,0.86374,0.17298,6.09,,pca,42.653,,1.069,0.0141,0.001993,0.002438,1.0,1.0,1.0,2.01,3.2,5.12,0.5507732451345422,0.05117071635240562
3369,True,3217104025680093184,50588840,82.119104,-2.102897,32,13,6.69,0.12,1.4898,5.8644,13.08,4365.0,123.0,0.68,,1.189,,5.9716,0.0051,9.465,0.031,0.50902,0.20772,5.9521,,9.5082,,0.66066,0.138,24.77,0.3,11.13,0.038,0.35729,0.35086,5.9716,0.0051,corr,42.653,,1.069,0.01153,0.004272,0.007178,1.0,1.0,1.0,2.01,3.2,5.12,0.5507732451345422,0.05117071635240562
3370,True,3217107422997523840,50588895,82.11734,-2.048633,6,13,6.69,0.12,2.9177,9.3268,16.082,3148.0,157.0,0.502,0.03,0.504,0.028,3.726,0.048,1.12,0.0041,0.02116,0.02026,,,,,,,,,,,,,,,,,,0.982,0.0469,0.04291,0.08208,1.0,1.0,2.14,3.24,7.62,10.95,0.0,0.0
3371,True,3217107908330516736,50588918,82.130499,-2.018045,32,13,6.69,0.12,2.3494,7.9273,14.743,3428.0,157.0,0.652,0.022,0.683,0.024,,,,,,,,,,,,,23.6,3.0,5.91,0.1,0.1467,0.0256,,,,,,1.076,0.023,0.01478,0.02743,1.0,2.17,2.17,3.35,3.35,4.34,0.16044453411959542,0.05117071635240562
3372,True,3217107908330516736,50588918,82.130499,-2.018045,6,13,6.69,0.12,2.3494,7.9273,14.743,3428.0,157.0,0.652,0.022,0.683,0.024,1.4621,0.0013,0.72416,0.00073,0.13481,0.06081,1.45972,0.0009,0.72468,0.00055,0.20295,0.08259,1.45773,0.00078,0.72479,0.00055,0.23829,0.08204,1.4621,0.0013,all3,42.769,0.045,1.076,0.01228,0.01237,0.01407,1.0,2.17,2.17,3.35,3.35,4.34,0.16044453411959542,0.05117071635240562
3373,True,3217108320647372800,50588937,82.133106,-1.984534,32,13,6.69,0.12,3.1307,9.1635,15.452,3053.0,157.0,0.561,0.025,0.568,0.023,3.41,0.031,,,0.02939,,3.459,0.029,9.11,0.4,0.03094,0.01275,10.48,0.22,6.66,0.22,0.08478,0.03858,,,,,,1.009,0.0247,0.01841,0.0336,2.04,2.04,2.04,2.04,4.0,8.2,-0.07346130356687414,0.05117071635240562
3374,True,3217108320647372800,50588937,82.133106,-1.984534,6,13,6.69,0.12,3.1307,9.1635,15.452,3053.0,157.0,0.561,0.025,0.568,0.023,0.37359,0.00016,0.46978,0.00091,0.07074,0.01676,0.37356,0.00017,0.46986,0.00074,0.06533,0.02141,0.37366,0.00017,3.422,0.044,0.06603,0.02175,0.37359,0.00016,all3,43.136,0.054,1.009,0.01365,0.01661,0.01798,2.04,2.04,2.04,2.04,4.0,8.2,-0.07346130356687414,0.05117071635240562
3375,True,3217109351439524992,50588959,82.101634,-1.96115,6,13,6.69,0.12,2.1287,6.675,13.612,3760.0,122.0,0.57,,1.308,,0.806032,9.8e-05,0.40268,0.00026,0.71474,0.062,0.80603,,0.40261,,0.79068,0.05558,0.80617,,0.40267,,0.72421,0.05353,0.80603,9.8e-05,corr,43.533,,2.877,0.01734,0.002161,0.007017,1.0,1.0,1.0,1.88,1.88,4.2,0.39739671057299114,0.05117071635240562
3376,True,3217109351439524992,50588959,82.101634,-1.96115,32,13,6.69,0.12,2.1287,6.675,13.612,3760.0,122.0,0.57,,1.308,,0.805736,6.6e-05,0.724,0.011,0.89859,0.01851,0.80587,6.7e-05,0.7999,0.0038,0.88814,0.03393,0.8058,9e-05,15.5,0.18,0.5961,0.14045,0.80574,6.6e-05,corr,43.533,,2.877,0.01858,0.002867,0.0051,1.0,1.0,1.0,1.88,1.88,4.2,0.39739671057299114,0.05117071635240562
3377,True,3217115948509274880,50588999,82.184674,-1.886073,32,13,6.69,0.12,2.8603,8.6042,15.156,3175.0,157.0,0.613,0.025,0.631,0.027,0.48287,0.00057,1.2189,0.0042,0.02541,0.02272,0.48267,0.00063,1.2207,0.0042,0.02269,0.02261,17.11,0.19,1.2158,0.0039,0.14389,0.02373,,,,,,1.359,0.0253,0.01997,0.03515,2.17,2.17,3.33,5.64,7.76,7.76,0.03236585628720573,0.05117071635240562
3378,True,3217115948509274880,50588999,82.184674,-1.886073,6,13,6.69,0.12,2.8603,8.6042,15.156,3175.0,157.0,0.613,0.025,0.631,0.027,1.2142,0.0017,0.24083,0.00014,0.06894,0.02996,1.2163,0.0013,0.24079,0.00015,0.097,0.02771,1.2175,0.0013,0.24075,0.00018,0.09484,0.02135,1.2142,0.0017,all3,42.754,0.054,1.359,0.01192,0.01364,0.01574,2.17,2.17,3.33,5.64,7.76,7.76,0.03236585628720573,0.05117071635240562
3379,True,3220220247790665344,50589175,82.114493,-1.646453,6,13,6.69,0.12,0.2193,2.0545,10.083,7973.0,143.2,1.92,0.299,1.727,0.054,0.6878,0.0013,,,0.02602,,0.68888,0.00092,2.969,0.029,0.03888,0.03328,17.48,0.12,6.255,0.031,0.46513,0.10853,,,,,,1.305,0.000339,0.0003183,0.0004042,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3380,True,3220220247790665344,50589175,82.114493,-1.646453,32,13,6.69,0.12,0.2193,2.0545,10.083,7973.0,143.2,1.92,0.299,1.727,0.054,7.7406,,12.618,,0.04083,0.02251,11.926,,6.8682,,0.03751,0.03638,17.118,,6.0397,,0.41558,0.12191,,,,,,1.305,0.001056,0.0006343,0.001339,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3381,True,3220235705378267136,50589282,82.098736,-1.497269,32,13,6.69,0.12,3.0655,8.5108,15.417,3082.0,157.0,0.647,0.025,0.677,0.029,0.8714,0.0034,,,0.01305,,0.8718,0.0037,,,0.01153,,13.789,0.056,5.787,0.046,0.35781,0.0643,,,,,,1.008,0.01084,0.008742,0.0164,1.0,1.0,2.17,3.11,12.63,17.81,0.05003840542703014,0.05117071635240562
3382,True,3220235705378267136,50589282,82.098736,-1.497269,6,13,6.69,0.12,3.0655,8.5108,15.417,3082.0,157.0,0.647,0.025,0.677,0.029,0.70964,0.0008,0.6781,0.00082,0.0468,0.04046,0.71034,0.0007,0.67872,0.00075,0.05237,0.0457,14.071,0.041,6.944,0.028,0.502,0.166,,,,,,1.008,0.00201,0.002384,0.002741,1.0,1.0,2.17,3.11,12.63,17.81,0.05003840542703014,0.05117071635240562
3383,True,3220238664610417280,50589297,82.100027,-1.482727,6,13,6.69,0.12,1.7785,6.6585,13.901,3983.0,122.0,0.62,,1.064,,3.591,0.082,,,0.01287,,11.92,0.26,3.605,0.039,0.03786,0.03784,14.865,,5.8669,,0.73882,0.10156,,,,,,1.021,0.00136,0.00142,0.001687,2.2,2.2,2.2,2.2,3.02,5.35,0.40051873477737127,0.05117071635240562
3384,True,3220238664610417280,50589297,82.100027,-1.482727,32,13,6.69,0.12,1.7785,6.6585,13.901,3983.0,122.0,0.62,,1.064,,3.23,0.44,,,0.03597,0.01205,3.28,0.12,3.16,0.11,0.03286,0.0258,22.71,0.87,5.918,0.046,0.41369,0.08196,,,,,,1.021,0.00419,0.003263,0.005607,2.2,2.2,2.2,2.2,3.02,5.35,0.40051873477737127,0.05117071635240562
3385,True,3220245536557877376,50589367,82.163496,-1.387007,6,13,6.69,0.12,0.5459,3.1339,10.844,6348.1,103.4,1.259,0.19,1.648,0.098,0.96288,,0.47962,,0.51169,0.12848,0.9637,,0.4792,,0.59187,0.14734,14.484,0.034,0.96649,0.00057,0.58845,0.14398,0.963,,corr,44.003,,1.113,0.00375,0.0006251,0.001227,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3386,True,3220245536557877376,50589367,82.163496,-1.387007,32,13,6.69,0.12,0.5459,3.1339,10.844,6348.1,103.4,1.259,0.19,1.648,0.098,0.95035,,0.97291,,0.71705,0.06912,0.95107,,1.0025,,0.76739,0.14502,0.9516,0.00016,13.0,0.25,0.51755,0.11841,0.95,,corr,44.003,,1.113,0.0039,0.0008081,0.001247,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3387,True,3220246395551335936,50589385,82.147162,-1.363357,32,13,6.69,0.12,2.4709,7.9683,14.989,3366.0,157.0,0.663,0.023,0.699,0.026,3.7932,0.0042,4.873,0.023,0.25403,0.06698,3.789,0.0039,4.838,0.017,0.27025,0.08809,3.8458,0.006,12.144,0.066,0.2246,0.22054,3.7932,0.0042,all3,42.383,0.047,1.021,0.018,0.01311,0.0207,2.04,2.04,3.18,5.34,6.52,8.6,0.15268677700286187,0.05117071635240562
3388,True,3220246395551335936,50589385,82.147162,-1.363357,6,13,6.69,0.12,2.4709,7.9683,14.989,3366.0,157.0,0.663,0.023,0.699,0.026,3.8527,,3.351,,0.45743,0.20662,3.686,0.033,3.981,0.034,0.50145,0.44838,3.8176,,2.3871,,0.8131,0.02265,3.85,,corr,42.373,,1.021,0.01589,0.00796,0.008967,2.04,2.04,3.18,5.34,6.52,8.6,0.15268677700286187,0.05117071635240562
3389,True,3220246395551335552,50589388,82.148761,-1.36215,32,13,6.69,0.12,2.6257,8.7343,15.626,3289.0,157.0,0.565,0.025,0.573,0.025,3.7968,0.003,4.905,0.018,0.36383,0.08661,3.7911,,3.8617,,0.34434,0.075,3.7811,0.0024,3.7,0.11,0.47645,0.02219,3.7968,0.003,corr,42.14,0.057,0.977,0.01254,0.007792,0.01321,1.96,1.96,3.05,6.26,9.51,13.57,0.007749168475515489,0.05117071635240562
3390,True,3220246395551335552,50589388,82.148761,-1.36215,6,13,6.69,0.12,2.6257,8.7343,15.626,3289.0,157.0,0.565,0.025,0.573,0.025,3.8481,,5.2901,,0.44055,0.17078,3.8136,0.0027,5.218,0.02,0.68322,0.12612,3.814,0.027,20.12,0.59,0.79627,0.04405,3.85,,corr,42.133,,0.977,0.01233,0.006671,0.007432,1.96,1.96,3.05,6.26,9.51,13.57,0.007749168475515489,0.05117071635240562
3391,True,3220246842227932416,50589415,82.126441,-1.327296,32,13,6.69,0.12,2.5022,8.0512,14.894,3349.0,157.0,0.657,0.022,0.692,0.024,2.339,0.012,,,0.02749,,2.339,0.011,,,0.03102,,2.3695,,,,0.02906,,2.339,0.012,all3,42.58,0.042,1.025,0.0223,0.01697,0.03173,1.0,1.0,1.0,2.09,5.37,6.41,0.1370009705452257,0.05117071635240562
3392,True,3220246842227932416,50589415,82.126441,-1.327296,6,13,6.69,0.12,2.5022,8.0512,14.894,3349.0,157.0,0.657,0.022,0.692,0.024,2.355,0.002,2.0261,0.0064,0.2463,0.04433,2.3692,0.0015,5.07,0.13,0.33754,0.0154,2.3614,0.002,15.17,0.2,0.26205,0.15629,2.3614,0.002,raw,42.576,0.044,1.025,0.01117,0.01134,0.01242,1.0,1.0,1.0,2.09,5.37,6.41,0.1370009705452257,0.05117071635240562
