,flag,Gaia,TIC,RAdeg,DEdeg,Sec,Theia,logAge,e_logAge,BP-RP,Gmag,Tmag,Teff,e_Teff,Mass,e_Mass,Rad,e_Rad,CorrP1,e_CorrP1,CorrP2,e_CorrP2,CorrA1,CorrA2,PCAP1,e_PCAP1,PCAP2,e_PCAP2,PCAA1,PCAA2,RAWP1,e_RAWP1,RAWP2,e_RAWP2,RAWA1,RAWA2,Per,e_Per,PType,logAM,e_logAM,RUWE,sigmaVar,sigmaInst,sigmap2p,c1,c2,c3,c4,c5,c6,Mass_calc,Mass_e
0,True,3208462482760921088,4008943,79.826659,-5.725715,32,13,6.69,0.12,1.4767,6.1139,13.054,4327.0,142.0,0.676,,1.05,,1.30605,0.00069,1.6963,0.0019,0.1802,0.10328,1.30536,0.00074,3.709,0.011,0.16831,0.09648,16.68,0.15,3.709,0.014,0.16165,0.13298,,,,,,1.144,0.0879,0.002327,0.01325,1.0,1.0,2.1,4.43,5.65,6.65,0.5035644548901128,0.05117071635240562
1,True,3208462482760921088,4008943,79.826659,-5.725715,5,13,6.69,0.12,1.4767,6.1139,13.054,4327.0,142.0,0.676,,1.05,,2.4016,0.0014,2.7777,0.0042,0.27978,0.12563,2.4017,0.0018,2.832,0.087,0.21398,0.11461,16.363,0.075,2.3923,0.0025,0.30751,0.16183,,,,,,1.144,0.0781,0.002105,0.02823,1.0,1.0,2.1,4.43,5.65,6.65,0.5035644548901128,0.05117071635240562
2,True,3210041587616915200,4009244,79.863538,-5.197393,32,13,6.69,0.12,2.5325,7.805,15.024,3560.0,123.0,0.49,,1.013,,4.279,0.021,3.269,0.082,0.09557,0.08158,4.259,0.02,3.3091,0.0092,0.09812,0.09102,3.306,0.0029,12.83,0.27,0.286,0.0626,,,,,,0.989,0.0256,0.01475,0.02673,1.0,1.0,1.0,1.0,1.0,1.0,0.18358535595063213,0.05117071635240562
3,True,3210041587616915200,4009244,79.863538,-5.197393,5,13,6.69,0.12,2.5325,7.805,15.024,3560.0,123.0,0.49,,1.013,,3.3214,0.0018,2.311,0.014,0.50367,0.0239,3.319,0.0016,1.6571,0.0071,0.56235,0.0239,3.328,0.0016,1.6491,0.0073,0.58586,0.02366,3.3214,0.0018,corr,42.633,,0.989,0.01403,0.008289,0.01277,1.0,1.0,1.0,1.0,1.0,1.0,0.18358535595063213,0.05117071635240562
4,True,3210386971706260224,4009724,79.880357,-4.421287,32,13,6.69,0.12,2.6416,8.3705,15.015,3280.0,157.0,0.63,0.022,0.654,0.023,0.78071,0.00011,0.85378,0.00021,0.4558,0.27904,0.78078,0.00011,0.8537,0.00021,0.45649,0.28302,0.78071,,0.85374,,0.45536,0.2806,0.78071,0.00011,corr,42.989,0.046,1.058,0.01341,0.005083,0.009024,2.12,2.12,4.1,5.11,5.11,5.11,0.07658507184509017,0.05117071635240562
5,True,3210386971706260224,4009724,79.880357,-4.421287,5,13,6.69,0.12,2.6416,8.3705,15.015,3280.0,157.0,0.63,0.022,0.654,0.023,0.78092,0.0001,0.85148,0.00031,0.49652,0.17779,0.78092,0.00011,0.85173,0.00031,0.46702,0.17922,0.78032,0.00012,0.85224,0.00037,0.41699,0.15432,0.78092,0.0001,corr,42.989,0.046,1.058,0.00964,0.004947,0.007197,2.12,2.12,4.1,5.11,5.11,5.11,0.07658507184509017,0.05117071635240562
6,True,3210434078907566464,4009741,79.8294,-4.405544,32,13,6.69,0.12,0.8342,4.6119,12.572,5927.0,130.3,1.08,0.141,1.021,0.048,,,,,,,13.34,0.88,,,0.0158,,13.699,0.089,5.87,0.032,0.38131,0.11741,,,,,,1.032,0.00283,0.002414,0.004036,1.0,1.0,1.0,2.12,2.12,2.12,0.787763264311528,0.05117071635240562
7,True,3210434078907566464,4009741,79.8294,-4.405544,5,13,6.69,0.12,0.8342,4.6119,12.572,5927.0,130.3,1.08,0.141,1.021,0.048,3.402,0.025,7.86,0.1,0.04234,0.04221,7.95,0.12,3.488,0.031,0.04525,0.03871,2.9962,0.0091,7.303,0.054,0.08349,0.06764,,,,,,1.032,0.001336,0.001278,0.001768,1.0,1.0,1.0,2.12,2.12,2.12,0.787763264311528,0.05117071635240562
8,True,3210437480521643136,4009824,79.889824,-4.282727,32,13,6.69,0.12,2.9935,8.4255,15.075,3113.0,157.0,0.661,0.023,0.696,0.025,,,,,,,4.97,0.12,,,0.0123,,4.7395,,,,0.02212,,,,,,,1.072,0.01328,0.01172,0.0189,1.0,1.0,1.0,1.0,1.0,1.88,0.06617832449299382,0.05117071635240562
9,True,3210437480521643136,4009824,79.889824,-4.282727,5,13,6.69,0.12,2.9935,8.4255,15.075,3113.0,157.0,0.661,0.023,0.696,0.025,1.04006,0.00036,0.51893,0.00062,0.23208,0.02652,1.03974,0.00033,0.51874,0.00065,0.25147,0.02454,1.03997,0.00035,0.51869,0.00061,0.23288,0.02667,1.04006,0.00036,all3,42.939,0.046,1.072,0.0221,0.01697,0.02845,1.0,1.0,1.0,1.0,1.0,1.88,0.06617832449299382,0.05117071635240562
10,True,3213501888147774848,4010192,79.833809,-3.63641,32,13,6.69,0.12,3.3238,8.6025,15.646,3110.0,123.0,,,,,1.2211,,,,0.0109,,,,,,,,1.2231,0.0057,,,0.01504,,,,,,,1.097,0.0242,0.02238,0.03588,1.0,2.03,2.03,3.09,3.09,6.16,0.03268751939156783,0.05117071635240562
11,True,3213501888147774848,4010192,79.833809,-3.63641,5,13,6.69,0.12,3.3238,8.6025,15.646,3110.0,123.0,,,,,1.237,0.0028,10.73,0.3,0.03723,0.02541,1.2322,0.0023,1.747,0.01,0.04344,0.01631,1.2311,0.0022,8.73,0.17,0.04428,0.03286,1.237,0.0028,all3,,,1.097,0.0216,-0.01954,-0.02903,1.0,2.03,2.03,3.09,3.09,6.16,0.03268751939156783,0.05117071635240562
12,True,3213508382138316544,4010230,79.921317,-3.573036,5,13,6.69,0.12,2.5752,7.807,14.762,3630.0,123.0,0.52,,1.097,,5.866,0.023,8.68,0.067,0.11876,0.07666,5.814,0.018,9.097,0.077,0.13081,0.08829,9.472,0.046,3.112,0.06,0.34236,0.02884,,,,,,1.029,0.0221,0.01225,0.02349,1.0,1.0,1.0,1.0,1.0,1.0,0.18320692877634376,0.05117071635240562
13,True,3213508382138316544,4010230,79.921317,-3.573036,32,13,6.69,0.12,2.5752,7.807,14.762,3630.0,123.0,0.52,,1.097,,7.608,0.02,5.369,0.013,0.19433,0.15077,7.691,0.017,2.3554,0.0059,0.26275,0.10895,18.862,0.099,7.875,0.027,0.33107,0.17252,,,,,,1.029,0.0545,0.01275,0.02549,1.0,1.0,1.0,1.0,1.0,1.0,0.18320692877634376,0.05117071635240562
14,True,3213904618641416320,4010412,79.880527,-3.274649,32,13,6.69,0.12,2.6452,8.805,15.374,3278.0,157.0,0.573,0.022,0.581,0.02,,,,,,,,,,,,,12.98,0.14,5.879,0.08,0.15035,0.02926,,,,,,1.077,0.01541,0.01157,0.01838,2.08,2.08,2.99,5.08,7.2,7.2,-0.005628232201915495,0.05117071635240562
15,True,3213904618641416320,4010412,79.880527,-3.274649,5,13,6.69,0.12,2.6452,8.805,15.374,3278.0,157.0,0.573,0.022,0.581,0.02,2.2518,0.0027,1.7294,0.0059,0.13919,0.03501,2.285,0.04,2.211,0.034,0.09598,0.06515,2.2511,0.0027,11.12,0.12,0.1344,0.06331,2.2518,0.0027,all3,42.385,0.046,1.077,0.00588,0.004931,0.007662,2.08,2.08,2.99,5.08,7.2,7.2,-0.005628232201915495,0.05117071635240562
16,True,3213952516116838016,4010456,79.848039,-3.209853,5,13,6.69,0.12,3.0263,8.9142,15.708,3099.0,157.0,0.614,0.024,0.633,0.025,2.2701,0.0035,0.74396,0.00063,0.10751,0.06868,2.267,0.0026,0.7451,0.00067,0.13346,0.06252,2.2528,0.0034,11.456,0.098,0.11197,0.0968,2.2701,0.0035,all3,42.486,0.051,0.948,0.01144,0.005897,0.009735,1.0,1.0,2.09,3.91,5.85,5.85,-0.026290356049348873,0.05117071635240562
17,True,3213952516116838016,4010456,79.848039,-3.209853,32,13,6.69,0.12,3.0263,8.9142,15.708,3099.0,157.0,0.614,0.024,0.633,0.025,1.12094,0.00073,2.2091,0.004,0.12196,0.08585,1.12139,0.00071,2.2204,0.0037,0.12637,0.09505,1.12188,0.00075,2.2215,0.0035,0.11678,0.09728,1.12094,0.00073,all3,42.793,0.051,0.948,0.0146,0.0087,0.01472,1.0,1.0,2.09,3.91,5.85,5.85,-0.026290356049348873,0.05117071635240562
18,True,3214204750955960960,4010908,79.825828,-2.500544,32,13,6.69,0.12,3.2401,8.5339,15.188,3106.0,122.0,,,,,0.51602,0.0002,,,0.09103,,0.51602,0.0002,,,0.09084,,16.03,0.21,0.51602,0.00028,0.10182,0.06472,,,,,,1.037,0.01047,0.008897,0.01459,1.0,1.0,1.0,4.22,4.22,6.24,0.045667571546082086,0.05117071635240562
19,True,3214204750955960960,4010908,79.825828,-2.500544,5,13,6.69,0.12,3.2401,8.5339,15.188,3106.0,122.0,,,,,0.5163,,8.1892,,0.2592,0.01739,0.51639,8.5e-05,8.19,0.12,0.23692,0.03131,0.5167,0.00013,13.6,0.45,0.17297,0.08888,0.516,,all3,,,1.037,0.00529,0.004846,0.006518,1.0,1.0,1.0,4.22,4.22,6.24,0.045667571546082086,0.05117071635240562
20,True,3214225366798825088,4011038,79.840669,-2.288717,32,13,6.69,0.12,1.4279,5.7442,13.03,4403.0,123.0,0.69,,1.184,,4.7924,,3.7872,,0.44903,0.22828,4.7873,,3.7842,,0.50953,0.28184,13.085,0.076,4.7008,0.009,0.27198,0.23536,4.79,,corr,42.753,,1.046,0.00859,0.003426,0.005747,1.0,1.0,1.0,1.0,1.0,1.0,0.5735167184326151,0.05117071635240562
21,True,3214225366798825088,4011038,79.840669,-2.288717,5,13,6.69,0.12,1.4279,5.7442,13.03,4403.0,123.0,0.69,,1.184,,4.8028,0.0025,3.7561,0.0052,0.75787,0.18054,4.8229,0.0021,3.777,0.0052,0.8644,0.17925,4.8442,0.0027,4.72,0.11,0.80171,0.04196,4.8028,0.0025,corr,42.753,,1.046,0.0294,0.002095,0.005761,1.0,1.0,1.0,1.0,1.0,1.0,0.5735167184326151,0.05117071635240562
22,True,3214322467419821952,4011112,79.908074,-2.175926,32,13,6.69,0.12,2.4042,7.8885,14.805,3400.0,157.0,0.658,0.022,0.692,0.023,2.6748,0.0048,,,0.10572,,2.6764,0.0047,,,0.11004,,2.6912,,29.101,,0.14139,0.0984,2.6748,0.0048,all3,42.522,0.043,1.017,0.01322,0.01151,0.01851,1.0,2.04,2.04,2.04,2.04,2.99,0.16778602133915638,0.05117071635240562
23,True,3214322467419821952,4011112,79.908074,-2.175926,5,13,6.69,0.12,2.4042,7.8885,14.805,3400.0,157.0,0.658,0.022,0.692,0.023,2.662,,1.3774,,0.40941,0.03638,2.6698,0.0013,1.949,0.0082,0.44439,0.02846,2.7061,0.0014,1.983,0.016,0.44922,0.01562,2.66,,corr,42.523,,1.017,0.01184,0.006653,0.01046,1.0,2.04,2.04,2.04,2.04,2.99,0.16778602133915638,0.05117071635240562
24,True,3214231792069881856,4011121,79.839691,-2.157678,32,13,6.69,0.12,2.7044,7.8409,14.684,3373.0,123.0,0.38,,1.09,,0.79673,0.00017,,,0.28123,,0.79676,0.00017,,,0.28466,,0.79631,0.00022,13.41,0.18,0.23065,0.11051,0.79673,0.00017,all3,43.203,,1.059,0.01044,0.007506,0.01278,1.0,1.0,1.0,3.11,3.11,4.28,0.1767925881370746,0.05117071635240562
25,True,3214231792069881856,4011121,79.839691,-2.157678,5,13,6.69,0.12,2.7044,7.8409,14.684,3373.0,123.0,0.38,,1.09,,0.79702,8.3e-05,8.14,0.15,0.62495,0.02632,0.79719,8.7e-05,8.15,0.11,0.58181,0.03421,0.79664,,12.088,,0.55052,0.07473,0.79702,8.3e-05,corr,43.203,,1.059,0.0096,0.004714,0.00773,1.0,1.0,1.0,3.11,3.11,4.28,0.1767925881370746,0.05117071635240562
26,True,3214432349862901120,4011546,79.857291,-1.49381,32,13,6.69,0.12,2.7835,8.5024,15.176,3210.0,157.0,0.631,0.023,0.655,0.024,0.465517,5.8e-05,0.23263,0.00012,0.28412,0.02961,0.4655,5.7e-05,0.23261,0.00011,0.28501,0.03071,14.48,0.11,0.46535,0.0001,0.1841,0.15822,,,,,,0.985,0.0117,0.006941,0.01367,1.0,2.17,4.14,6.27,8.43,9.45,0.05162779957068392,0.05117071635240562
27,True,3214432349862901120,4011546,79.857291,-1.49381,5,13,6.69,0.12,2.7835,8.5024,15.176,3210.0,157.0,0.631,0.023,0.655,0.024,0.465708,2.5e-05,0.23253,0.00018,0.72877,0.02208,0.46571,2.5e-05,0.23258,0.00019,0.72752,0.02039,0.466,0.03,,,0.72366,0.02342,0.46571,2.5e-05,corr,43.216,0.048,0.985,0.01486,0.005749,0.009732,1.0,2.17,4.14,6.27,8.43,9.45,0.05162779957068392,0.05117071635240562
28,True,3214433208856348416,4011592,79.900161,-1.42962,5,13,6.69,0.12,1.9285,5.9691,13.226,3917.0,122.0,,,1.579,,0.8803,,3.3765,,0.72694,0.01874,0.87986,,13.4,,0.5444,0.06133,30.26,0.74,11.57,0.044,0.34559,0.21645,0.88,,corr,,,1.066,0.00441,0.000676,0.002202,1.0,1.0,3.28,3.28,3.28,3.28,0.5309625824550028,0.05117071635240562
29,True,3214433208856348416,4011592,79.900161,-1.42962,32,13,6.69,0.12,1.9285,5.9691,13.226,3917.0,122.0,,,1.579,,0.87931,,0.44028,,0.8167,0.05731,0.87946,8.9e-05,0.44026,0.00026,0.77783,0.05683,3.6639,0.0019,2.841,0.0069,0.63312,0.08957,0.879,,corr,,,1.066,0.00891,0.001354,0.003113,1.0,1.0,3.28,3.28,3.28,3.28,0.5309625824550028,0.05117071635240562
30,True,3214434686325097856,4011597,79.90152,-1.423619,5,13,6.69,0.12,2.625,7.5329,14.489,3434.0,122.0,0.42,,1.191,,7.918,,7.5465,,0.19663,0.16402,12.928,0.04,4.6552,0.0067,0.3127,0.23146,5.253,0.047,3.703,0.039,0.09041,0.0511,5.253,0.047,raw,42.503,,1.614,0.00442,0.00018,0.002509,1.0,2.06,2.97,2.97,4.31,5.34,0.23507037328970232,0.05117071635240562
31,True,3214434686325097856,4011597,79.90152,-1.423619,32,13,6.69,0.12,2.625,7.5329,14.489,3434.0,122.0,0.42,,1.191,,0.87808,,1.3346,,0.33036,0.0365,0.87839,0.00017,0.83623,0.00097,0.3262,0.04186,13.16,0.043,5.625,0.028,0.44708,0.09665,0.878,,corr,43.283,,1.614,0.00291,0.0005079,0.002478,1.0,2.06,2.97,2.97,4.31,5.34,0.23507037328970232,0.05117071635240562
32,True,3215183793045546624,4011599,79.867384,-1.422996,32,13,6.69,0.12,1.8709,6.7872,13.826,3943.0,122.0,0.61,,1.045,,2.1069,0.00063,4.197,0.013,0.60784,0.11261,2.10778,0.00064,4.172,0.011,0.5882,0.12723,2.116,0.074,29.1,1.6,0.35386,0.17317,2.1069,0.00063,corr,42.953,,1.037,0.00653,0.001826,0.003461,1.0,1.0,1.0,1.0,2.18,5.64,0.3761669459808796,0.05117071635240562
33,True,3215183793045546624,4011599,79.867384,-1.422996,5,13,6.69,0.12,1.8709,6.7872,13.826,3943.0,122.0,0.61,,1.045,,4.2222,0.0021,5.801,0.029,0.65061,0.08728,9.2,0.029,5.342,0.012,0.26612,0.21063,20.04,0.095,5.331,0.018,0.52187,0.18143,4.2222,0.0021,corr,42.653,,1.037,0.01298,0.0007201,0.006084,1.0,1.0,1.0,1.0,2.18,5.64,0.3761669459808796,0.05117071635240562
34,True,3215183969140063104,4011608,79.836505,-1.41154,32,13,6.69,0.12,0.6088,3.3719,11.112,6500.6,131.5,1.33,0.215,1.395,0.064,4.539,0.02,5.804,0.041,0.06129,0.04818,4.512,0.018,0.8748,0.0014,0.07448,0.03625,12.234,0.054,6.01,0.033,0.42074,0.10937,,,,,,1.609,0.00155,0.00101,0.001913,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
35,True,3215183969140063104,4011608,79.836505,-1.41154,5,13,6.69,0.12,0.6088,3.3719,11.112,6500.6,131.5,1.33,0.215,1.395,0.064,0.87858,,0.43537,,0.1279,0.11916,12.757,0.072,0.87804,0.00072,0.15508,0.10166,3.0419,0.0097,2.67,0.014,0.11171,0.05167,,,,,,1.609,0.001171,0.0005024,0.0009028,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36,True,3215185309169855104,4011610,79.884139,-1.40984,32,13,6.69,0.12,1.9309,6.8908,14.016,3905.0,122.0,0.61,,1.03,,7.811,0.051,13.36,0.3,0.09839,0.05532,12.203,0.094,4.556,0.015,0.15707,0.10969,26.56,0.3,11.086,0.027,0.4602,0.35621,,,,,,1.031,0.00228,0.0004719,0.001707,1.0,1.0,1.0,1.0,2.4,3.56,0.3565644182477114,0.05117071635240562
37,True,3215185309169855104,4011610,79.884139,-1.40984,5,13,6.69,0.12,1.9309,6.8908,14.016,3905.0,122.0,0.61,,1.03,,3.2553,0.008,13.1,0.13,0.11008,0.08937,13.274,0.041,7.742,0.016,0.29251,0.26721,,,,,,,,,,,,1.031,0.00428,0.0001845,0.001964,1.0,1.0,1.0,1.0,2.4,3.56,0.3565644182477114,0.05117071635240562
38,True,3215186129506743424,4011636,79.917103,-1.356207,32,13,6.69,0.12,-0.102,0.8427,9.161,10508.0,174.5,2.71,0.374,2.07,0.076,3.212,0.031,3.977,0.062,0.019,0.0151,13.79,0.12,6.077,0.042,0.12051,0.06689,15.624,0.086,6.422,0.031,0.40818,0.11952,,,,,,1.091,0.000791,0.0004212,0.0009604,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
39,True,3215186129506743424,4011636,79.917103,-1.356207,5,13,6.69,0.12,-0.102,0.8427,9.161,10508.0,174.5,2.71,0.374,2.07,0.076,3.3606,0.0053,6.901,0.047,0.17022,0.1052,7.89,0.025,14.41,0.11,0.1947,0.14478,16.358,0.081,7.319,0.032,0.26892,0.12873,,,,,,1.091,0.001344,0.0002511,0.001182,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
40,True,3215199976485305600,4011795,79.91156,-1.108496,32,13,6.69,0.12,-0.0335,0.3384,8.532,9313.0,159.4,2.36,0.327,2.894,0.104,0.721156,5.4e-05,0.35954,0.00017,0.81924,0.06037,0.72101,5.5e-05,0.35964,0.00018,0.80018,0.05869,16.022,0.067,7.035,0.036,0.38439,0.14419,0.72116,5.4e-05,corr,,,1.71,0.001495,0.0002505,0.0004866,1.0,1.0,1.0,1.0,1.0,2.18,0.0,0.0
41,True,3221283269376933504,4012098,79.886631,-0.65577,32,13,6.69,0.12,1.5372,5.8705,13.073,4199.0,125.0,0.66,,1.258,,3.654,0.031,3.476,0.025,0.37705,0.32803,3.5908,0.0016,4.633,0.012,0.63018,0.12076,3.6555,0.0016,4.5781,0.0073,0.64775,0.18323,3.5908,0.0016,pca,42.913,,1.165,0.00277,0.0005381,0.001102,1.0,1.78,1.78,1.78,2.99,4.15,0.5496190422479239,0.05117071635240562
42,True,3221518148251698304,4012423,79.822921,-0.188496,32,13,6.69,0.12,2.6085,8.4036,15.349,3380.0,122.0,0.39,,0.77,,7.632,0.069,14.04,0.36,0.06015,0.0325,13.58,0.12,4.558,0.027,0.1273,0.0541,7.156,0.052,4.471,0.048,0.20839,0.07928,,,,,,1.045,0.00754,0.005445,0.009074,2.15,2.15,3.29,4.34,5.5,5.5,0.07032210207000017,0.05117071635240562
43,True,3221325256977158528,4066005,80.046117,-0.336109,32,13,6.69,0.12,2.9386,8.8955,15.857,3141.0,157.0,0.58,0.026,0.59,0.026,,,,,,,,,,,,,15.513,0.099,6.079,0.051,0.26809,0.0782,,,,,,0.993,0.01279,0.006179,0.01169,2.03,4.24,4.24,6.46,8.18,9.14,-0.022752061944417534,0.05117071635240562
44,True,3221324638501874432,4066007,79.994004,-0.336714,32,13,6.69,0.12,2.6416,8.3209,15.163,3280.0,157.0,0.628,0.022,0.651,0.023,3.0815,0.0034,2.622,0.012,0.20148,0.03294,3.0845,0.0033,,,0.20935,,3.105,0.063,2.975,0.048,0.16396,0.09485,3.0815,0.0034,all3,42.387,0.045,0.986,0.01772,0.0122,0.02276,1.0,1.0,2.18,3.21,5.24,7.45,0.08597006581680117,0.05117071635240562
45,True,3221324020026592896,4066047,79.956818,-0.386895,32,13,6.69,0.12,2.7833,9.2679,15.926,3210.0,157.0,0.512,0.026,0.514,0.022,,,,,,,,,,,,,9.38,0.32,,,0.0159,,,,,,,1.019,0.0201,0.01395,0.02821,1.0,1.0,5.3,7.35,11.54,12.63,-0.09321520216547202,0.05117071635240562
46,True,3221219154105361664,4066434,79.954783,-0.940243,32,13,6.69,0.12,2.6766,8.4011,15.301,3263.0,157.0,0.618,0.022,0.638,0.023,2.36,0.013,,,0.02708,,2.354,0.011,,,0.03298,,10.72,0.18,2.384,0.013,0.0428,0.0288,,,,,,1.029,0.0201,0.01747,0.02915,1.0,2.03,2.03,3.18,4.2,4.2,0.07079513604960636,0.05117071635240562
47,True,3221217470478184832,4066467,80.004338,-1.002803,32,13,6.69,0.12,0.0278,1.7316,9.849,8821.0,130.8,2.218,0.332,1.643,0.056,,,,,,,12.26,0.4,6.45,0.16,0.02413,0.01615,14.426,0.071,6.206,0.041,0.43289,0.0894,,,,,,1.136,0.000704,0.00049,0.001018,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
48,True,3215193899104420608,4066625,79.947507,-1.23905,32,13,6.69,0.12,3.0627,9.6339,15.923,3083.0,157.0,0.482,0.024,0.484,0.02,0.8534,0.0022,,,0.01921,,0.8532,0.0023,,,0.01907,,13.71,0.14,6.381,0.076,0.13048,0.04442,,,,,,1.053,0.0268,0.01977,0.03827,2.02,2.02,2.02,6.1,8.3,9.31,0.0,0.0
49,True,3214430116479891072,4066774,80.058887,-1.495036,32,13,6.69,0.12,2.5452,8.2318,14.851,3327.0,157.0,0.65,0.022,0.681,0.024,2.6002,0.0052,3.437,0.011,0.12054,0.09033,2.5915,0.0063,3.379,0.023,0.10467,0.05946,14.516,0.095,5.574,0.024,0.31393,0.11531,,,,,,1.038,0.01014,0.004542,0.008244,2.04,2.04,2.04,5.45,6.63,9.43,0.10282899652804528,0.05117071635240562
50,True,3214383455955357056,4067016,80.055295,-1.856836,32,13,6.69,0.12,3.0214,8.973,15.766,3101.0,158.0,0.583,0.025,0.594,0.025,0.38358,0.00027,,,0.03619,,0.3836,0.00025,,,0.03819,,18.43,0.27,0.38338,0.00035,0.0855,0.02696,,,,,,0.959,0.01704,0.01578,0.02462,1.0,2.1,3.19,5.16,7.22,10.55,-0.03741611501523795,0.05117071635240562
51,True,3214227119145465088,4067294,79.942727,-2.259771,32,13,6.69,0.12,2.5213,8.1052,14.759,3339.0,157.0,0.659,0.022,0.694,0.024,3.6468,,3.4533,,0.24632,0.24086,3.545,0.0024,4.51,0.016,0.40092,0.08224,3.5669,0.0019,4.461,0.014,0.50818,0.09062,3.5669,0.0019,raw,42.4,0.044,1.037,0.01734,0.01051,0.01759,1.0,1.0,1.0,3.02,5.33,5.33,0.12678343678844567,0.05117071635240562
52,True,3214227119145465088,4067294,79.942727,-2.259771,5,13,6.69,0.12,2.5213,8.1052,14.759,3339.0,157.0,0.659,0.022,0.694,0.024,3.5639,,3.7118,,0.63183,0.04642,3.5678,,2.4099,,0.63021,0.02484,3.5495,0.0016,2.3941,,0.67455,0.01859,3.56,,corr,42.403,,1.037,0.0218,0.006738,0.01757,1.0,1.0,1.0,3.02,5.33,5.33,0.12678343678844567,0.05117071635240562
53,True,3213967527026450816,4067706,79.976197,-2.928972,32,13,6.69,0.12,2.7545,9.5652,15.527,3227.0,157.0,0.458,0.023,0.461,0.017,2.032,0.014,,,0.01951,,2.03,0.012,,,0.02289,,14.04,0.061,5.847,0.036,0.39121,0.08256,,,,,,0.947,0.005,0.004844,0.00731,1.0,2.84,2.84,2.84,5.0,6.95,0.0,0.0
54,True,3213967527026450816,4067706,79.976197,-2.928972,5,13,6.69,0.12,2.7545,9.5652,15.527,3227.0,157.0,0.458,0.023,0.461,0.017,2.1113,0.0034,3.823,0.046,0.10531,0.02741,2.1187,0.0029,17.55,0.74,0.12201,0.0378,5.796,0.051,2.1196,0.0081,0.11154,0.09614,,,,,,0.947,0.00316,0.002006,0.003771,1.0,2.84,2.84,2.84,5.0,6.95,0.0,0.0
55,True,3213967531322320256,4067708,79.973587,-2.929946,32,13,6.69,0.12,2.6993,9.3173,15.262,3253.0,157.0,0.493,0.022,0.495,0.017,,,,,,,,,,,,,15.73,0.23,5.811,0.034,0.2877,0.10246,,,,,,0.994,0.01495,0.006844,0.01054,1.0,2.89,2.89,5.09,5.09,6.1,0.0,0.0
56,True,3213967531322320256,4067708,79.973587,-2.929946,5,13,6.69,0.12,2.6993,9.3173,15.262,3253.0,157.0,0.493,0.022,0.495,0.017,2.1113,0.0034,3.823,0.046,0.10531,0.02741,2.1187,0.0029,17.55,0.74,0.12201,0.0378,5.796,0.051,2.1196,0.0081,0.11154,0.09614,,,,,,0.994,0.00316,0.002006,0.003771,1.0,2.89,2.89,5.09,5.09,6.1,0.0,0.0
57,True,3213962308642098688,4067776,79.990257,-3.023993,5,13,6.69,0.12,1.4822,5.5944,12.87,4387.8,94.6,,,1.533,,5.258,0.0057,7.765,0.025,0.34551,0.18632,5.2302,0.0052,7.907,0.029,0.38599,0.16989,5.2104,0.0046,2.6678,0.0025,0.43349,0.22163,5.258,0.0057,corr,,,1.085,0.00577,0.0008692,0.002577,1.0,1.0,1.0,1.0,1.0,3.18,0.6018609139383269,0.05117071635240562
58,True,3213962308642098688,4067776,79.990257,-3.023993,32,13,6.69,0.12,1.4822,5.5944,12.87,4387.8,94.6,,,1.533,,5.3023,0.0061,3.9938,0.0047,0.36924,0.24001,5.285,0.0055,3.9712,0.0052,0.43804,0.20915,5.2089,0.003,2.622,0.013,0.78984,0.05027,5.3023,0.0061,corr,,,1.085,0.0142,0.003034,0.006935,1.0,1.0,1.0,1.0,1.0,3.18,0.6018609139383269,0.05117071635240562
59,True,3213962102483675136,4067788,79.973348,-3.053267,32,13,6.69,0.12,3.3385,9.3378,15.78,2967.0,157.0,0.577,0.027,0.587,0.027,,,,,,,,,,,,,,,,,,,,,,,,0.994,0.0224,0.01992,0.03225,1.0,2.0,4.27,4.27,5.22,5.22,0.0,0.0
60,True,3213962102483675136,4067788,79.973348,-3.053267,5,13,6.69,0.12,3.3385,9.3378,15.78,2967.0,157.0,0.577,0.027,0.587,0.027,3.091,0.023,15.9,2.4,0.03159,0.02248,15.79,0.98,2.942,0.027,0.04626,0.01993,18.06,0.26,8.93,0.14,0.08317,0.03253,,,,,,0.994,0.00368,0.002494,0.004308,1.0,2.0,4.27,4.27,5.22,5.22,0.0,0.0
61,True,3213913483453888768,4067839,80.014526,-3.126526,32,13,6.69,0.12,3.2192,9.0252,15.486,3014.0,157.0,0.608,0.026,0.624,0.029,,,,,,,,,,,,,12.597,0.038,5.613,0.022,0.44192,0.11446,,,,,,1.129,0.00709,0.001489,0.002077,1.0,1.0,3.2,6.08,10.32,11.24,-0.047293064323722434,0.05117071635240562
62,True,3213913483453888768,4067839,80.014526,-3.126526,5,13,6.69,0.12,3.2192,9.0252,15.486,3014.0,157.0,0.608,0.026,0.624,0.029,8.099,0.055,13.41,0.27,0.08211,0.04545,8.011,0.031,13.77,0.11,0.13825,0.10807,11.898,0.024,31.9,1.0,0.44923,0.23611,,,,,,1.129,0.00224,0.001346,0.002512,1.0,1.0,3.2,6.08,10.32,11.24,-0.047293064323722434,0.05117071635240562
