,Name,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,Per,SpT,r_SpT,Mi,SimbadName,RAJ2000,DEJ2000,recno,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,Jmag,H,K,u,g,r_xa,i,z,angDist,Mass_calc,Mass_e
246,JW 413,6.85,0.004,6.11,0.003,5.3,0.004,4.12,0.026,10.08,K5,H97,H,JW 413,05 35 13.6,-05 19 54.9,249,2MASS J05351362-0519548,83.8067616765,-5.3318910541,0.0,0.0,90.0,50,05 35 13.62280,-05 19 54.8078,A,2020yCat.1350....0G,YSO,*|IR|MIR|NIR|Rad|X|Y*O,30.064,0.013,0.0001003,0.0,K5,,2.5357,0.0894,0.613,-2.966,0.079,0.065,90.0,,,,14.0,18.903,,2.9639982943955037,9.261,8.162,,,,,,0.352817,0.7625448437087111,0.055689584892635896
247,JW 422,10.16,0.008,9.77,0.006,9.52,0.057,8.48,0.113,6.37,,,,JW 422,05 35 13.7,-05 28 46.3,250,V* V1495 Ori,83.8068748939,-5.4795559095,0.001,0.001,90.0,43,05 35 13.64997,-05 28 46.4013,C,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|X|Y*?|Y*O,25.908,0.052,8.64e-05,2e-07,M2.8e,,,,,,,,32767.0,,,,19.31,17.971,16.31,4.351998294395504,11.33,10.842,,,,,,0.753787,0.23809488409486543,0.055689584892635896
248,JW 430,10.18,0.005,9.83,0.004,9.14,0.018,8.08,0.034,2.5,,,,JW 430,05 35 13.8,-05 34 54.9,251,V* V2247 Ori,83.80732548,-5.5819318632,0.0,0.0,90.0,40,05 35 13.75812,-05 34 54.9547,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|V*|X|Y*?|Y*O,27.827,0.04,9.28e-05,1e-07,M4.1e,,2.6283,0.1117,2.081,0.823,0.086,0.074,90.0,,,,20.826,19.667,,4.712998294395504,11.54,10.857,,,,,,0.627682,0.16319568332575815,0.055689584892635896
249,Par 1850,10.35,0.002,10.19,0.003,10.08,0.006,9.65,0.016,5.26,,,,Parenago 1850,05 35 14.0,-05 52 09.0,252,V* BZ Ori,83.8084981728,-5.8691814308,0.0,0.0,90.0,40,05 35 14.03956,-05 52 09.0532,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Or*|TT*|V*|X|Y*O,26.451,0.045,8.82e-05,2e-07,,,2.5937,0.0163,1.444,0.605,0.016,0.014,90.0,,,,,14.3,,3.759998294395505,11.1,10.733,,,,,,0.592699,0.4255491842939247,0.055689584892635896
250,CHS 8467,10.63,0.003,10.11,0.003,9.62,0.009,8.84,0.02,2.87,,,,[CHS2001] 8467,05 35 14.1,-04 53 11.2,253,V* V2253 Ori,83.808615,-4.886447,0.06,0.06,45.0,10,05 35 14.06760,-04 53 11.2092,C,2003yCat.2246....0C,Orion_V*,MIR|NIR|Or*|V*|Y*O,,,,,,,,,,,,,,,,,,,,7.420998294395504,13.319,12.016,,,,,,0.484321,0.0,0.0
251,JW 447,10.58,0.003,10.08,0.003,9.52,0.005,8.57,0.02,2.6,,,,JW 447,05 35 14.4,-05 32 46.5,254,V* V1498 Ori,83.8102091509,-5.5462489179,0.0,0.0,90.0,40,05 35 14.45020,-05 32 46.4961,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|V*|X|Y*?|Y*O,28.482,0.069,9.5e-05,2e-07,M4,,1.9824,0.2676,0.533,-1.969,0.21,0.178,90.0,,,,19.828,18.69,16.99,5.174998294395504,12.161,11.462,,,,,,0.749429,0.12850717462174524,0.055689584892635896
252,Par 1878,10.43,0.002,10.61,0.004,10.47,0.008,10.38,0.013,3.95,,,,Parenago 1878,05 35 14.5,-06 05 12.3,255,V* MQ Ori,83.8103802836,-6.0867797807,0.0,0.0,90.0,22,05 35 14.49127,-06 05 12.4072,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Or*|TT*|V*|V*?|X|Y*O,17.93,2.63,5.98e-05,8.8e-06,,,2.6348,0.0127,1.229,0.378,0.011,0.01,90.0,,,,,13.06,,3.062998294395504,10.62,10.48,,,,,,0.168691,0.7132655756084252,0.055689584892635896
253,R01- 1839,11.83,0.01,11.54,0.009,10.55,0.053,8.99,0.079,3.12,,,,[R2001]  1839,05 35 14.9,-05 07 47.6,256,V* V2267 Ori,83.8120098977,-5.129887517,0.0,0.0,90.0,21,05 35 14.88238,-05 07 47.5951,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|IR|Ir*|MIR|NIR|Or*|TT?|V*|Y*O,22.25,0.77,7.42e-05,2.6e-06,,,2.43,0.1119,2.353,-0.661,0.11,0.09,90.0,,,,,19.88,,5.836998294395505,13.114,12.599,,,,,,0.263356,0.0,0.0
254,JW 466,11.2,0.006,11.08,0.006,11.04,0.05,10.26,0.129,6.12,M3.5,H97,L,JW 466,05 35 14.9,-05 36 39.2,257,V* V1500 Ori,83.8121489935,-5.6108911424,0.0,0.0,90.0,33,05 35 14.91576,-05 36 39.2081,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Or*|TT*|V*|X|Y*O,26.09,0.252,8.7e-05,8e-07,M2.6e,,2.7855,0.12,1.642,-0.141,0.091,0.079,90.0,,,,18.496,17.358,,4.534998294395503,11.78,11.531,,,,,,0.235384,0.18942290099684966,0.055689584892635896
255,R01- 1843,12.09,0.007,12.33,0.011,12.0,0.022,12.01,0.045,3.94,,,,[R2001]  1843,05 35 14.9,-05 56 36.2,258,V* V1499 Ori,83.8122359129,-5.943389576,0.0,0.0,90.0,18,05 35 14.93662,-05 56 36.2025,A,2020yCat.1350....0G,Orion_V*,*|EB*|Em*|NIR|Or*|TT*|V*|X|Y*O,31.15,0.89,0.0001039,3e-06,M4.4e,,2.6768,0.0501,1.346,0.269,0.048,0.04,90.0,,,,,17.2,,5.056998294395504,12.44,12.254,,18.01,16.656,,,0.546339,0.13703312820805735,0.055689584892635896
256,Par 1862,6.92,0.016,6.39,0.019,5.62,0.056,4.57,0.173,8.71,G8-K1,H97,H,Parenago 1862,05 35 15.6,-05 22 56.6,259,V* V348 Ori,83.8151470365,-5.3823495536,0.0,0.0,90.0,67,05 35 15.63529,-05 22 56.4584,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|Rad|V*|X|Y*O,30.49,0.016,0.0001017,1e-07,G8-K1,,2.5113,0.0263,1.107,1.524,0.026,0.021,90.0,,,,14.352,13.274,,1.4049982943955044,8.45,7.989,,,,,,0.545691,0.0,0.0
257,Par 1873,9.69,0.002,9.24,0.002,8.76,0.004,7.81,0.01,7.42,,,,Parenago 1873,05 35 15.7,-05 32 59.2,260,V* V1504 Ori A,83.8156399586,-5.5497553786,0.0,0.0,90.0,0,05 35 15.75359,-05 32 59.1194,A,2018yCat.1345....0G,Star,*|**|V*,,,,,,,2.3342,0.2512,1.469,-0.367,0.439,0.355,90.0,,,,,,,,,,,,,,,0.804136,0.0,0.0
258,R01- 1862,12.3,0.009,12.2,0.011,12.32,0.033,12.97,0.16,4.46,,,,[R2001]  1862,05 35 15.8,-05 03 26.2,261,V* V1503 Ori,83.815848911,-5.0572576496,0.0,0.0,90.0,10,05 35 15.80374,-05 03 26.1275,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|TT?|V*|X|Y*O,,,,,,,2.6405,0.151,1.232,3.543,0.136,0.116,90.0,,,,,,,5.620998294395504,13.076,12.728,,,,,,0.091494,0.10171334549666944,0.055689584892635896
259,CHS 8744,12.86,0.012,12.53,0.016,12.34,0.026,11.63,0.027,2.18,,,,[CHS2001] 8744,05 35 15.8,-06 09 46.7,262,V* V2276 Ori,83.8160536241,-6.1630105919,0.0,0.0,90.0,14,05 35 15.85287,-06 09 46.8381,A,2020yCat.1350....0G,Orion_V*,*|MIR|NIR|Opt|Or*|TT*|V*|Y*O,,,,,M5.3,,2.677,0.163,1.749,0.565,0.152,0.134,90.0,,,,,20.668,,7.324998294395504,14.191,13.67,22.06,20.93,19.525,17.688,16.492,0.800471,0.0,0.0
260,R01- 1871,11.72,0.005,11.61,0.006,11.57,0.019,11.72,0.064,3.68,M6,R01,L,[R2001]  1871,05 35 16.3,-06 18 43.1,263,V* V1729 Ori,83.8179489099,-6.312008092,0.0,0.0,90.0,26,05 35 16.30774,-06 18 43.2291,A,2020yCat.1350....0G,TTau*,*|Em*|G|NIR|Opt|Or*|TT*|V*|X|Y*?|Y*O,25.782,0.073,8.6e-05,2e-07,M5.7,,2.5812,0.0685,-0.129,0.232,0.06,0.053,90.0,,,,,18.49,,4.807998294395505,12.28,11.968,21.81,19.304,17.89,15.918,14.729,0.173164,0.1562204531759963,0.055689584892635896
261,Par 1900,10.7,0.004,10.89,0.005,10.75,0.028,10.48,0.09,4.11,K5,R01,H,Parenago 1900,05 35 16.4,-05 42 39.6,264,V* V1506 Ori,83.8185238983,-5.7110240487,0.0,0.0,90.0,38,05 35 16.44574,-05 42 39.6866,A,2020yCat.1350....0G,TTau*,*|Em*|IR|NIR|Or*|Rad|TT*|V*|X|Y*?|Y*O,25.734,0.03,8.58e-05,1e-07,K6,,2.6496,0.014,1.439,0.572,0.013,0.012,90.0,,,,14.751,13.908,12.84,3.4479982943955036,10.97,10.8,,,,,,0.688097,0.5460026690827089,0.055689584892635896
262,Par 1899,11.44,0.005,11.37,0.007,11.34,0.017,11.24,0.058,9.51,M3,R01,L,Parenago 1899,05 35 16.5,-05 40 18.0,265,V* V560 Ori,83.8187975481,-5.6716898187,0.0,0.0,90.0,38,05 35 16.51141,-05 40 18.0833,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|G|NIR|Or*|Rad|TT?|V*|X|Y*O,27.251,0.03,9.09e-05,1e-07,M3,,2.5948,0.0298,1.343,0.395,0.026,0.022,90.0,,,,17.307,16.211,,4.493998294395505,11.846,11.663,,,,,,0.189633,0.1989001510924241,0.055689584892635896
263,R01- 1888,11.68,0.006,11.57,0.008,11.18,0.016,10.48,0.032,2.05,M5,R01,L,[R2001]  1888,05 35 17.2,-05 41 53.9,266,V* V1507 Ori,83.8215063091,-5.698324486,0.0,0.0,90.0,30,05 35 17.16151,-05 41 53.9681,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT?|V*|X|Y*O,21.965,0.841,7.33e-05,2.8e-06,M4.4e,,2.5512,0.0532,1.568,-0.337,0.05,0.042,90.0,,,,19.263,18.153,16.44,5.030998294395504,12.432,12.143,,,,,,0.578463,0.13916215300447646,0.055689584892635896
264,Par 1917,9.85,0.002,9.12,0.002,8.67,0.003,7.55,0.005,18.68,,,,Parenago 1917,05 35 17.3,-05 42 14.6,267,V* V411 Ori,83.8223149366,-5.7040756251,0.0,0.0,90.0,45,05 35 17.35558,-05 42 14.6723,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT?|V*|X|Y*O,26.525,0.015,8.85e-05,0.0,M2.0e,,2.5071,0.0416,1.809,-1.16,0.036,0.032,90.0,,,,17.384,16.825,15.41,4.331998294395504,11.537,10.937,,,,,,0.832783,0.24366514758067273,0.055689584892635896
265,JW 550,7.68,0.002,7.65,0.002,7.4,0.015,7.35,0.055,6.83,K2-K3,H97,H,JW 550,05 35 17.5,-05 17 40.1,268,V* V1509 Ori,83.8230134013,-5.294461182,0.0,0.0,90.0,44,05 35 17.52322,-05 17 40.0603,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|Rad|V*|X|Y*?|Y*O,32.74,0.042,0.0001092,1e-07,M2.3,,2.2961,0.0994,0.218,-2.266,0.09,0.075,90.0,,,,14.6,19.757,,2.8259982943955038,9.08,8.212,,,,,,0.349029,0.8364477014121275,0.055689584892635896
266,Par 1882,9.7,0.002,9.26,0.002,9.2,0.005,8.19,0.009,5.65,K6,R01,H,Parenago 1882,05 35 17.8,-04 44 52.5,269,V* V559 Ori,83.8244045464,-4.7479263804,0.0,0.0,90.0,43,05 35 17.85709,-04 44 52.5350,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Opt|Or*|Rad|TT*|V*|X|Y*O,30.623,0.036,0.0001022,1e-07,K6,,2.5136,0.0183,1.255,-0.605,0.015,0.012,90.0,,,,,14.45,,3.5269982943955043,10.72,10.159,,,,,,0.854145,0.5133487358103063,0.055689584892635896
267,JW 571,11.08,0.008,10.65,0.006,10.43,0.062,9.53,0.175,4.16,M0-M3,H97,L,JW 571,05 35 17.9,-05 30 40.8,270,V* V2316 Ori,83.8244311392,-5.5113571065,0.0,0.0,90.0,32,05 35 17.86347,-05 30 40.8856,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|X|Y*O,15.21,1.73,5.07e-05,5.8e-06,M0-M3e,,2.7707,0.1425,2.221,0.928,0.111,0.094,90.0,,,,20.667,19.607,17.83,5.213998294395504,12.664,11.872,,,,,,0.55204,0.12589252734450151,0.055689584892635896
268,CHS 9036,10.82,0.004,10.59,0.004,9.99,0.016,9.15,0.032,7.3,,,,[CHS2001] 9036,05 35 17.9,-04 53 36.3,271,V* V2315 Ori,83.8244286667,-4.8934277813,0.0,0.0,90.0,13,05 35 17.86288,-04 53 36.3400,A,2020yCat.1350....0G,Orion_V*,*|MIR|NIR|Or*|V*|X|Y*O,32.76,0.69,0.0001093,2.3e-06,,,2.8318,0.4355,1.137,-0.551,0.377,0.328,90.0,,,,,,,6.247998294395504,12.542,11.903,,,,,,0.556211,0.0,0.0
269,Par 1929,7.98,0.001,7.65,0.002,7.33,0.002,6.53,0.005,5.53,,,,Parenago 1929,05 35 17.9,-05 42 34.0,272,V* V2318 Ori B,83.8247597025,-5.7093221212,0.0,0.0,90.0,3,05 35 17.94233,-05 42 33.5596,A,2020yCat.1350....0G,Star,*|**|Em*|V*,,,,,,,2.6416,0.0389,1.518,-1.037,0.035,0.032,90.0,,,,14.74,13.873,,,,,,,,,,0.770107,0.0,0.0
270,JW 579,10.7,0.003,10.15,0.003,10.03,0.009,9.24,0.028,2.81,M3,H97,L,JW 579,05 35 18.0,-05 35 15.7,273,V* V1511 Ori,83.8248117179,-5.587714887,0.0,0.0,90.0,33,05 35 17.95481,-05 35 15.7736,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Or*|TT?|V*|Y*O,26.21,0.752,8.74e-05,2.5e-06,M3,,2.7394,0.1083,1.694,-0.237,0.071,0.065,90.0,,,,19.241,18.26,,4.792998294395504,12.083,11.359,,,,,,0.678597,0.1570253423894375,0.055689584892635896
271,JW 566,7.53,0.003,6.81,0.002,6.25,0.004,5.49,0.011,7.04,,,,JW 566,05 35 18.0,-05 16 13.6,274,JW  566,83.8249583333,-5.2704527778,0.06,0.06,90.0,41,05 35 17.990  ,-05 16 13.63  ,C,2003yCat.2246....0C,YSO,*|**|FIR|IR|MIR|NIR|Rad|X|Y*?|Y*O,,,,,K7+M1.5,,,,,,,,,,,,14.9,18.7,,3.9349982943955037,9.971,8.86,,,,,,0.152349,0.36474898346874035,0.055689584892635896
272,Par 1942,10.61,0.003,10.77,0.004,10.67,0.014,10.61,0.053,1.07,M1,H97,H,Parenago 1942,05 35 19.0,-05 37 36.8,275,V* V412 Ori,83.829123342,-5.6268642779,0.0,0.0,90.0,47,05 35 18.98960,-05 37 36.7114,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|Rad|V*|X|Y*O,25.706,0.093,8.57e-05,3e-07,M1,,2.5854,0.0236,1.228,0.374,0.019,0.017,90.0,,,,16.267,15.235,,3.573998294395505,11.007,10.772,,,,,,0.178724,0.49521011479418237,0.055689584892635896
273,HBJM 10548,12.83,0.017,12.5,0.016,12.27,0.059,11.62,0.163,3.31,,,,[H97b] 10548,05 35 19.0,-05 37 23.4,276,2MASS J05351898-0537234,83.8291367464,-5.6232128795,0.0,0.0,90.0,12,05 35 18.99282,-05 37 23.5664,A,2020yCat.1350....0G,YSO,*|NIR|Y*O,,,,,,,2.4619,0.3333,1.025,-0.54,0.281,0.229,90.0,,,,,,,6.738998294395504,14.302,13.663,,,,,,0.19791,0.0,0.0
274,CHS 9269,11.81,0.006,11.85,0.008,11.84,0.022,11.79,0.058,3.97,,,,[CHS2001] 9269,05 35 19.3,-06 24 14.5,277,V* V2349 Ori,83.8305991596,-6.4040475055,0.0,0.0,90.0,20,05 35 19.34380,-06 24 14.5710,A,2020yCat.1350....0G,Orion_V*,*|NIR|Opt|Or*|V*|X|Y*O,27.143,0.057,9.05e-05,2e-07,M2.5,,2.6351,0.0311,1.014,0.37,0.028,0.025,90.0,,,,,16.494,,4.735998294395504,12.11,11.915,19.93,17.222,15.797,15.234,14.194,0.656726,0.16152693621470784,0.055689584892635896
275,R01- 1933,11.3,0.005,11.27,0.008,11.4,0.019,11.55,0.074,5.82,,,,[R2001]  1933,05 35 19.5,-05 36 51.8,278,V* V1731 Ori,83.8312294776,-5.6143974061,0.0,0.0,90.0,32,05 35 19.49507,-05 36 51.8307,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Or*|V*|X|Y*O,26.199,0.255,8.74e-05,8e-07,M3.4e,,2.5308,0.0565,1.013,0.372,0.042,0.037,90.0,,,,17.996,16.852,,4.413998294395505,11.795,11.56,,,,,,0.079664,0.22099790447450698,0.055689584892635896
276,R01- 1937,11.71,0.006,11.41,0.007,11.12,0.014,10.61,0.029,2.28,,,,[R2001]  1937,05 35 19.7,-04 48 18.0,279,V* V2357 Ori,83.832316006,-4.805030645,0.0,0.0,90.0,12,05 35 19.75584,-04 48 18.1103,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*|Y*O,,,,,,,2.5979,0.1287,1.633,-0.714,0.112,0.09,90.0,,,,,,,5.791998294395505,12.879,12.343,,,,,,0.841937,0.0,0.0
277,Par 1941,11.02,0.005,11.06,0.006,10.99,0.032,10.83,0.142,5.16,,,,Parenago 1941,05 35 19.9,-05 33 53.5,280,V* V1515 Ori,83.8331095215,-5.5648757577,0.0,0.0,90.0,48,05 35 19.94629,-05 33 53.5527,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|X|Y*?|Y*O,27.251,0.047,9.09e-05,2e-07,M3.5,,2.4814,0.0375,1.92,0.475,0.028,0.025,90.0,,,,17.602,16.458,15.16,4.072998294395504,11.32,11.125,,,,,,0.693014,0.31912868377913645,0.055689584892635896
278,Par 1938,7.69,0.009,7.17,0.006,6.73,0.033,6.23,0.099,0.96,K7,H97,H,Parenago 1938,05 35 20.0,-05 21 05.9,281,V* V491 Ori,83.8335523525,-5.3516555202,0.0,0.0,90.0,53,05 35 20.05256,-05 21 05.9599,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|Rad|SB*|V*|X|Y*O,36.206,0.037,0.0001208,1e-07,K7,,2.2103,0.1598,0.131,2.02,0.134,0.109,90.0,,,,16.647,15.421,,2.5089982943955036,9.403,8.71,,,,,,0.787312,1.0273372173738053,0.055689584892635896
279,JW 646,12.12,0.007,11.8,0.008,11.55,0.02,10.87,0.05,1.94,M3,H97,L,JW 646,05 35 20.2,-05 34 57.2,282,2MASS J05352016-0534572,83.8340042945,-5.5825743206,0.0,0.0,90.0,24,05 35 20.16103,-05 34 57.2676,A,2020yCat.1350....0G,YSO,*|Em*|MIR|NIR|V*|Y*O,22.3,2.05,7.44e-05,6.8e-06,M3,,2.5352,0.1304,1.489,0.826,0.099,0.085,90.0,,,,20.399,19.276,,5.743998294395505,13.131,12.795,,,,,,0.585676,0.0,0.0
280,JW 635,8.93,0.005,8.54,0.005,8.04,0.02,7.3,0.049,4.12,M4.5,H97,L,JW 635,05 35 20.2,-05 13 59.4,283,2MASS J05352024-0513593,83.8343609539,-5.2331622492,0.0,0.0,90.0,38,05 35 20.24663,-05 13 59.3841,A,2020yCat.1350....0G,YSO,*|IR|MIR|NIR|X|Y*?|Y*O,30.276,0.035,0.000101,1e-07,M4.5,,1.4018,0.1718,0.016,-1.58,0.167,0.149,90.0,,,,15.7,20.792,,4.217998294395505,10.67,9.798,,,,,,0.6967,0.27564997184063067,0.055689584892635896
281,JW 649,11.4,0.006,11.13,0.006,10.63,0.029,9.87,0.066,2.13,M6,H97,L,JW 649,05 35 20.3,-05 32 16.8,284,V* V1518 Ori,83.8345018286,-5.5380228685,0.0,0.0,90.0,40,05 35 20.28044,-05 32 16.8823,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT?|V*|X|Y*?|Y*O,25.0,0.93,8.34e-05,3.1e-06,M6,,2.9855,0.3266,1.407,1.326,0.24,0.208,90.0,,,,20.348,19.411,17.58,5.149998294395504,12.596,12.171,,,,,,0.303429,0.13016883398343768,0.055689584892635896
282,JW 654,11.49,0.005,11.23,0.006,11.27,0.016,11.04,0.038,2.42,M5,H97,L,JW 654,05 35 20.3,-05 36 39.4,285,JW  654,83.8346910472,-5.6109826097,0.0,0.0,90.0,28,05 35 20.32585,-05 36 39.5374,A,2020yCat.1350....0G,YSO,*|Em*|NIR|V*|X|Y*O,26.517,0.081,8.85e-05,3e-07,M6.8,,1.8231,0.4669,1.914,-0.998,0.349,0.305,90.0,,,,20.905,19.771,,4.654998294395504,12.15,11.74,,,,,,0.409641,0.16744336601362644,0.055689584892635896
283,R01- 1945,10.99,0.003,10.98,0.004,11.02,0.016,10.68,0.062,4.8,,,,[R2001]  1945,05 35 20.4,-05 02 26.6,286,V* V1519 Ori,83.8348451368,-5.0407294463,0.0,0.0,90.0,27,05 35 20.36283,-05 02 26.6260,A,2020yCat.1350....0G,TTau*,*|IR|NIR|Or*|TT*|V*|X|Y*O,30.356,0.032,0.0001013,1e-07,M4.3,,2.6053,0.0315,1.742,0.288,0.028,0.025,90.0,,,,,16.87,,4.174998294395504,11.46,11.202,,,,,,0.55596,0.28721875699467886,0.055689584892635896
284,Par 1960,8.11,0.011,7.67,0.013,7.05,0.027,5.97,0.04,34.5,M0,H97,H,Parenago 1960,05 35 20.5,-05 23 29.8,287,V* V1520 Ori A,83.8352680211,-5.3916156671,0.0,0.0,90.0,13,05 35 20.46433,-05 23 29.8164,A,2020yCat.1350....0G,Star,*|**|IR|Rad|V*,25.88,0.36,8.63e-05,1.2e-06,M0,,2.4387,0.0719,0.557,1.021,0.06,0.056,90.0,,,,,15.73,,,,9.51,,,,,,0.533009,0.0,0.0
285,JW 655,7.63,0.003,7.47,0.003,7.31,0.012,7.24,0.051,1.73,,,,JW 655,05 35 20.7,-05 15 49.3,288,COUP  1114,83.8364726867,-5.2636760771,0.0,0.0,90.0,35,05 35 20.75344,-05 15 49.2339,A,2020yCat.1350....0G,Star,*|Em*|IR|NIR|Rad|X|Y*O,30.278,149.896,0.000101,0.0005,K0-K5:,,2.5401,0.0287,-1.661,-1.967,0.027,0.023,90.0,,,,17.581,15.924,,1.7169982943955038,8.582,8.041,,,,,,0.801025,0.0,0.0
286,R01- 1950,10.36,0.003,10.29,0.004,10.31,0.023,10.3,0.122,5.02,K8,R01,H,[R2001]  1950,05 35 20.8,-04 58 34.2,289,V* V1733 Ori,83.8365071942,-4.9761673859,0.0,0.0,90.0,14,05 35 20.76173,-04 58 34.2026,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|Rad|TT?|V*|X|Y*?|Y*O,,,,,K8,,2.7664,0.0611,1.667,-1.956,0.054,0.046,90.0,,,,,,,4.2059982943955045,11.13,10.617,,,,,,0.571943,0.2792142580963004,0.055689584892635896
287,Par 1979,10.11,0.002,9.84,0.003,9.45,0.007,8.46,0.018,7.33,,,,Parenago 1979,05 35 21.3,-05 42 12.3,290,V* V416 Ori,83.8385738112,-5.7034506208,0.0,0.0,90.0,43,05 35 21.25771,-05 42 12.4222,A,2020yCat.1350....0G,Orion_V*,*|Em*|LP?|MIR|NIR|Or*|TT?|V*|X|Y*O,24.016,0.042,8.01e-05,1e-07,M2.5e,,2.5142,0.0379,1.645,-1.134,0.032,0.029,90.0,,,,17.388,16.613,14.99,4.038998294395505,11.3,10.818,,,,,,0.642868,0.3299688197102012,0.055689584892635896
288,R01- 1959,11.98,0.007,11.93,0.009,11.88,0.019,11.93,0.028,3.38,,,,[R2001]  1959,05 35 21.3,-05 56 35.9,291,V* V1734 Ori,83.838834791,-5.9433338676,0.0,0.0,90.0,23,05 35 21.32035,-05 56 36.0019,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*|X|Y*O,28.363,0.093,9.46e-05,3e-07,M5.5,,2.5688,0.0478,0.981,0.559,0.046,0.036,90.0,,,,,,,4.969998294395504,12.41,12.152,,,,,,0.320258,0.1438892011568518,0.055689584892635896
289,JW 676,10.8,0.006,10.28,0.004,9.32,0.012,8.37,0.026,6.63,K5,H97,H,JW 676,05 35 21.6,-05 09 38.9,292,V* V2377 Ori,83.8398876635,-5.1607843706,0.0,0.0,90.0,50,05 35 21.57304,-05 09 38.8237,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|HH|IR|Ir*|MIR|NIR|Or*|TT?|V*|X|Y*O|cor,,,,,K5,,2.827,0.3484,3.106,-1.016,0.318,0.272,90.0,0.055,0.045,,15.1,,,6.744998294395504,13.582,12.93,,,,,,0.409929,0.0,0.0
290,JW 677,10.74,0.006,10.22,0.004,9.95,0.023,9.2,0.064,3.96,M3,H97,L,JW 677,05 35 21.6,-05 09 49.7,293,V* V357 Ori,83.8399131235,-5.1637998192,0.0,0.0,90.0,58,05 35 21.57915,-05 09 49.6793,A,2020yCat.1350....0G,TTau*,*|Em*|G|IR|Ir*|MIR|NIR|Or*|TT*|TT?|V*|X|Y*O,29.705,0.071,9.91e-05,2e-07,M3,,2.5302,0.0482,0.777,-0.432,0.044,0.038,90.0,,,,,17.06,,4.882998294395504,12.096,11.733,,,,,,0.31217,0.1507005728345093,0.055689584892635896
291,JW 691,10.5,0.021,10.34,0.013,9.73,0.147,8.22,0.187,6.29,M4,H97,L,JW 691,05 35 21.9,-05 15 01.1,294,V* V1281 Ori,83.8412949535,-5.2502921667,0.0,0.0,90.0,52,05 35 21.91079,-05 15 01.0518,A,2020yCat.1350....0G,TTau*,*|IR|NIR|Or*|TT*|V*|X|Y*O,30.058,0.042,0.0001003,1e-07,M4,,2.3301,0.2411,0.877,2.137,0.219,0.191,90.0,,,,15.5,20.572,,4.652998294395504,11.54,11.049,,,,,,0.168207,0.16744336601362644,0.055689584892635896
292,JW 715,11.56,0.01,11.05,0.008,10.93,0.062,10.25,0.199,4.46,M6,H97,L,JW 715,05 35 22.3,-05 31 16.9,295,V* V2386 Ori,83.8428510677,-5.5213719599,0.0,0.0,90.0,45,05 35 22.28426,-05 31 16.9391,A,2020yCat.1350....0G,TTau*,*|EB?|Em*|MIR|NIR|Or*|TT*|V*|X|Y*O,28.078,0.59,9.37e-05,2e-06,M5.5,,2.4798,0.1165,1.769,0.423,0.09,0.075,90.0,,,,20.304,19.17,17.35,5.083998294395505,12.474,12.125,,,,,,0.238283,0.1349366751021871,0.055689584892635896
