   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.50500  0.00000000000E+00   1.32738   4.46155  10.10669 -30.00000   0.49985   0.00000  0.00000E+00  9.52880E-01  4.69200E-02  4.88000E-06     0.00000     1.00060     0.00000     0.00060     0.00000  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0000000000
        2    0.50500  1.53490000000E+04   1.32740   4.46155  10.10669 -30.00000   0.49985   0.00000  0.00000E+00  9.52590E-01  4.72000E-02  1.12000E-05     0.00000     1.00260     0.00000     0.00060    -0.00199  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0003662331
        3    0.50500  3.45360000000E+04   1.32742   4.46156  10.10669 -30.00000   0.49985   0.00000  0.00000E+00  9.52220E-01  4.75500E-02  1.91600E-05     0.00000     1.00470     0.00000     0.00060    -0.00407  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0008240424
        4    0.50500  5.85190000000E+04   1.32742   4.46156  10.10669 -30.00000   0.49985   0.00000  0.00000E+00  9.51770E-01  4.80000E-02  2.92200E-05     0.00010     1.00670     0.00000     0.00060    -0.00611  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0013962861
        5    0.50500  8.84980000000E+04   1.32739   4.46155  10.10669 -30.00000   0.49985   0.00000  0.00000E+00  9.51200E-01  4.85600E-02  4.19300E-05     0.00010     1.00860     0.00000     0.00060    -0.00794  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0021115967
        6    0.50500  1.25972000000E+05   1.32734   4.46153  10.10670 -30.00000   0.49985   0.00000  0.00000E+00  9.50490E-01  4.92500E-02  5.80500E-05     0.00010     1.01000     0.00000     0.00060    -0.00937  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0030057409
        7    0.50500  1.72814000000E+05   1.32727   4.46150  10.10672 -30.00000   0.49985   0.00000  0.00000E+00  9.49600E-01  5.01200E-02  7.85500E-05     0.00010     1.01090     0.00000     0.00060    -0.01028  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0041234092
        8    0.50500  2.31367000000E+05   1.32723   4.46147  10.10678 -30.00000   0.49985   0.00000  0.00000E+00  9.48480E-01  5.12100E-02  1.04700E-04     0.00010     1.01130     0.00000     0.00060    -0.01065  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0055205065
        9    0.50500  3.04558000000E+05   1.32728   4.46143  10.10688 -30.00000   0.49985   0.00000  0.00000E+00  9.47090E-01  5.25700E-02  1.38200E-04     0.00010     1.01120     0.00000     0.00060    -0.01059  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0072668722
       10    0.50500  3.96046000000E+05   1.32747   4.46139  10.10705 -30.00000   0.49985   0.00000  0.00000E+00  9.45350E-01  5.42600E-02  1.81300E-04     0.00010     1.01090     0.00000     0.00060    -0.01032  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0094498114
       11    0.50500  5.10406000000E+05   1.32783   4.46135  10.10730 -30.00000   0.49985   0.00000  0.00000E+00  9.43180E-01  5.63800E-02  2.37200E-04     0.00010     1.01060     0.00000     0.00060    -0.01005  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0121784854
       12    0.50500  6.53356000000E+05   1.32835   4.46132  10.10763 -30.00000   0.49985   0.00000  0.00000E+00  9.40460E-01  5.90200E-02  3.10200E-04     0.00010     1.01050     0.00000     0.00060    -0.00988  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0155893280
       13    0.50500  8.32046000000E+05   1.32902   4.46128  10.10805 -30.00000   0.49985   0.00000  0.00000E+00  9.37070E-01  6.23100E-02  4.06200E-04     0.00010     1.01040     0.00000     0.00060    -0.00981  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0198529408
       14    0.50500  1.03938600000E+06   1.32977   4.46123  10.10852 -30.00000   0.49985   0.00000  0.00000E+00  9.33720E-01  6.55500E-02  5.09100E-04     0.00010     1.01060     0.00000     0.00060    -0.00999  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0248001537
       15    0.50500  1.28283600000E+06   1.33030   4.46115  10.10893 -30.00000   0.49985   0.00000  0.00000E+00  9.33500E-01  6.57500E-02  5.27900E-04     0.00010     1.01070     0.00000     0.00060    -0.01013  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0306089653
       16    0.50500  1.58714600000E+06   1.33090   4.46105  10.10945 -30.00000   0.49985   0.00000  0.00000E+00  9.29490E-01  6.96400E-02  6.57000E-04     0.00010     1.01080     0.00000     0.00060    -0.01016  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0378699201
       17    0.50500  1.88472600000E+06   1.33151   4.46096  10.10993 -30.00000   0.49985   0.00000  0.00000E+00  9.27080E-01  7.19500E-02  7.44200E-04     0.00010     1.01010     0.00000     0.00060    -0.00951  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0449702945
       18    0.50500  2.25670600000E+06   1.33234   4.46084  10.11058 -30.00000   0.49985   0.00000  0.00000E+00  9.22290E-01  7.65700E-02  9.13100E-04     0.00010     1.01040     0.00000     0.00060    -0.00980  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0538458818
       19    0.50500  2.56100600000E+06   1.33311   4.46075  10.11115 -30.00000   0.49985   0.00000  0.00000E+00  9.18230E-01  8.04800E-02  1.06400E-03     0.00010     1.01030     0.00000     0.00060    -0.00974  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0611065981
       20    0.50500  2.85390600000E+06   1.33387   4.46066  10.11170 -30.00000   0.49985   0.00000  0.00000E+00  9.14500E-01  8.40600E-02  1.21100E-03     0.00010     1.01030     0.00000     0.00060    -0.00970  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0680953058
       21    0.50500  3.16112600000E+06   1.33467   4.46057  10.11228 -30.00000   0.49985   0.00000  0.00000E+00  9.10590E-01  8.78100E-02  1.37300E-03     0.00010     1.01030     0.00000     0.00060    -0.00968  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0754256944
       22    0.50500  3.46745600000E+06   1.33548   4.46049  10.11286 -30.00000   0.49985   0.00000  0.00000E+00  9.06530E-01  9.16900E-02  1.54600E-03     0.00010     1.01020     0.00000     0.00060    -0.00963  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0827348472
       23    0.50500  3.76218600000E+06   1.33625   4.46040  10.11341 -30.00000   0.49985   0.00000  0.00000E+00  9.02830E-01  9.52200E-02  1.71400E-03     0.00010     1.01020     0.00000     0.00060    -0.00964  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0897672195
       24    0.50500  4.07167600000E+06   1.33711   4.46032  10.11401 -30.00000   0.49985   0.00000  0.00000E+00  8.98950E-01  9.89100E-02  1.89700E-03     0.00010     1.01010     0.00000     0.00060    -0.00947  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0971517711
       25    0.50500  4.38254600000E+06   1.33799   4.46024  10.11461 -30.00000   0.49985   0.00000  0.00000E+00  8.94870E-01  1.02800E-01  2.09500E-03     0.00010     1.01000     0.00000     0.00060    -0.00940  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1045692501
       26    0.50500  4.67849600000E+06   1.33883   4.46016  10.11519 -30.00000   0.49985   0.00000  0.00000E+00  8.91060E-01  1.06400E-01  2.28800E-03     0.00010     1.01020     0.00000     0.00060    -0.00960  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1116307320
       27    0.50500  4.98004600000E+06   1.33968   4.46008  10.11578 -30.00000   0.49985   0.00000  0.00000E+00  8.87260E-01  1.10000E-01  2.48900E-03     0.00010     1.01020     0.00000     0.00060    -0.00960  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1188258322
       28    0.50500  5.28774600000E+06   1.34057   4.46000  10.11638 -30.00000   0.49985   0.00000  0.00000E+00  8.83240E-01  1.13800E-01  2.70800E-03     0.00010     1.01000     0.00000     0.00060    -0.00939  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1261676737
       29    0.50500  5.58377600000E+06   1.34141   4.45992  10.11696 -30.00000   0.49985   0.00000  0.00000E+00  8.79540E-01  1.17300E-01  2.91800E-03     0.00010     1.01020     0.00000     0.00060    -0.00955  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1332310645
       30    0.50500  5.89318600000E+06   1.34228   4.45984  10.11756 -30.00000   0.49985   0.00000  0.00000E+00  8.75680E-01  1.20900E-01  3.14500E-03     0.00010     1.01020     0.00000     0.00060    -0.00956  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1406137073
       31    0.50500  6.20340600000E+06   1.34317   4.45975  10.11817 -30.00000   0.49985   0.00000  0.00000E+00  8.71650E-01  1.24700E-01  3.38800E-03     0.00010     1.00990     0.00000     0.00060    -0.00933  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1480156770
       32    0.50500  6.50016600000E+06   1.34401   4.45968  10.11875 -30.00000   0.49985   0.00000  0.00000E+00  8.67990E-01  1.28100E-01  3.61800E-03     0.00010     1.01010     0.00000     0.00060    -0.00952  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1550964859
       33    0.50500  6.81237600000E+06   1.34489   4.45959  10.11935 -30.00000   0.49985   0.00000  0.00000E+00  8.64150E-01  1.31700E-01  3.86800E-03     0.00010     1.01010     0.00000     0.00060    -0.00953  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1625459378
       34    0.50500  7.12515600000E+06   1.34578   4.45951  10.11996 -30.00000   0.49985   0.00000  0.00000E+00  8.60100E-01  1.35500E-01  4.13400E-03     0.00010     1.00990     0.00000     0.00060    -0.00928  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1700089901
       35    0.50500  7.42258600000E+06   1.34665   4.45943  10.12055 -30.00000   0.49985   0.00000  0.00000E+00  8.56260E-01  1.39100E-01  4.39500E-03     0.00010     1.00980     0.00000     0.00060    -0.00922  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1771057855
       36    0.50500  7.71931600000E+06   1.34747   4.45936  10.12111 -30.00000   0.49985   0.00000  0.00000E+00  8.53080E-01  1.42000E-01  4.63100E-03     0.00010     1.00990     0.00000     0.00060    -0.00929  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1841858785
       37    0.50500  8.07801600000E+06   1.34847   4.45926  10.12180 -30.00000   0.49985   0.00000  0.00000E+00  8.48480E-01  1.46300E-01  4.96200E-03     0.00010     1.00980     0.00000     0.00060    -0.00920  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1927445999
       38    0.50500  8.37637600000E+06   1.34933   4.45919  10.12238 -30.00000   0.49985   0.00000  0.00000E+00  8.44640E-01  1.49800E-01  5.24500E-03     0.00010     1.00980     0.00000     0.00060    -0.00916  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.1998635854
       39    0.50500  8.67366600000E+06   1.35016   4.45911  10.12294 -30.00000   0.49985   0.00000  0.00000E+00  8.41340E-01  1.52900E-01  5.50800E-03     0.00010     1.00980     0.00000     0.00060    -0.00914  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.2069570403
       40    0.50500  9.01801600000E+06   1.35111   4.45902  10.12360 -30.00000   0.49985   0.00000  0.00000E+00  8.37090E-01  1.56800E-01  5.84300E-03     0.00010     1.00990     0.00000     0.00060    -0.00928  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.2151733650
       41    0.50500  9.32670600000E+06   1.35198   4.45894  10.12420 -30.00000   0.49985   0.00000  0.00000E+00  8.33300E-01  1.60300E-01  6.14900E-03     0.00010     1.00990     0.00000     0.00060    -0.00929  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.2225388284
