   MODELL       MASS                AGE     LOG_L    LOG_TE     LOG_R   LOG_RAT M_CORE_HE  M_CORE_C        H_CEN       HE_CEN        C_cen        O_cen          LX          LY          LC      LNEUTR      L_GRAV        H_SUP       HE_SUP        C_SUP        N_SUP        O_SUP          PHASE
        1    0.58000  0.00000000000E+00   1.43909   4.19790  10.68984 -30.00000   0.49981   0.00000  0.00000E+00  9.52870E-01  4.69200E-02  4.91700E-06     0.13040     0.91990     0.00000     0.00050    -0.05007  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0000000000
        2    0.58000  1.53490000000E+04   1.44268   4.19731  10.69282 -30.00000   0.49981   0.00000  0.00000E+00  9.52550E-01  4.72400E-02  1.17700E-05     0.11020     0.91270     0.00000     0.00050    -0.02254  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0004256249
        3    0.58000  3.45360000000E+04   1.44601   4.19667  10.69575 -30.00000   0.49981   0.00000  0.00000E+00  9.52140E-01  4.76400E-02  2.04100E-05     0.11720     0.90580     0.00000     0.00050    -0.02269  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0009576769
        4    0.58000  5.85190000000E+04   1.44927   4.19594  10.69885 -30.00000   0.49981   0.00000  0.00000E+00  9.51620E-01  4.81400E-02  3.13100E-05     0.12000     0.89990     0.00000     0.00050    -0.01950  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0016227211
        5    0.58000  8.84980000000E+04   1.45262   4.19529  10.70182 -30.00000   0.49981   0.00000  0.00000E+00  9.50980E-01  4.87700E-02  4.51100E-05     0.11820     0.89550     0.00000     0.00050    -0.01331  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0024540333
        6    0.58000  1.25972000000E+05   1.45547   4.19479  10.70425 -30.00000   0.49981   0.00000  0.00000E+00  9.50180E-01  4.95500E-02  6.26400E-05     0.11660     0.89350     0.00000     0.00050    -0.00967  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0034931804
        7    0.58000  1.72814000000E+05   1.45753   4.19444  10.70598 -30.00000   0.49981   0.00000  0.00000E+00  9.49170E-01  5.05400E-02  8.50100E-05     0.11540     0.89350     0.00000     0.00050    -0.00838  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0047921004
        8    0.58000  2.31367000000E+05   1.45877   4.19422  10.70703 -30.00000   0.49981   0.00000  0.00000E+00  9.47910E-01  5.17700E-02  1.13700E-04     0.11450     0.89450     0.00000     0.00050    -0.00845  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0064157643
        9    0.58000  3.04558000000E+05   1.45935   4.19411  10.70755 -30.00000   0.49981   0.00000  0.00000E+00  9.46320E-01  5.33200E-02  1.50600E-04     0.11380     0.89560     0.00000     0.00050    -0.00892  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0084453373
       10    0.58000  3.96046000000E+05   1.45950   4.19404  10.70777 -30.00000   0.49981   0.00000  0.00000E+00  9.44340E-01  5.52600E-02  1.98400E-04     0.11330     0.89650     0.00000     0.00050    -0.00926  7.54100E-01  2.45700E-01  3.37100E-05  9.48300E-06  8.46600E-05   1.0109822827
